# !!! ------------------------------- NOTE!! --------------------------------- !!!
# !!! THESE COMPOUNDS ARE READ FROM THE DEFINITION FILE, NOT KPP OUTPUT. THIS  !!!
# !!! MEANS THAT THE NUMBER OF COMPOUNDS MAY BE MORE THAN IS ACTUALLY IN THE   !!!
# !!! SCHEME. ALSO, THE ORDER OF COMPOUNDS IS _NOT_ THE SAME AS THE INDICES IN !!!
# !!! CHEMISTRY. THE INFORMATION IN THIS FILE SHOULD BE USED IN A DICTIONARY.  !!! 
# If all atoms are zero, scheme definition had IGNORE in elemental composition
# name                         mass          C  H  O  N  S Cl Br  I  is_Radical
CO2M33CO2H                     130.14300000  6 10  3  0  0  0  0  0   0
CYHXONAO2                      129.13500000  6  9  3  0  0  0  0  0   1
CYHXONAO                       113.13600000  6  9  2  0  0  0  0  0   0
CYHXONANO3                     159.14100000  6  9  4  1  0  0  0  0   0
CYC613DION                     112.12800000  6  8  2  0  0  0  0  0   0
C6COCHOO2                      145.13400000  6  9  4  0  0  0  0  0   1
C6COCHOO                       129.13500000  6  9  3  0  0  0  0  0   0
C6CODIAL                       128.12700000  6  8  3  0  0  0  0  0   0
CYHXONAOOH                     130.14300000  6 10  3  0  0  0  0  0   0
CYHXONAOH                      114.14400000  6 10  2  0  0  0  0  0   0
C6COCHOOOH                     146.14200000  6 10  4  0  0  0  0  0   0
C6COHOCHO                      130.14300000  6 10  3  0  0  0  0  0   0
VINOH                           44.05300000  2  4  1  0  0  0  0  0   0
CY6DIONO2                      143.11800000  6  7  4  0  0  0  0  0   1
CY6DIONO                       127.11900000  6  7  3  0  0  0  0  0   0
CY6TRION                       126.11100000  6  6  3  0  0  0  0  0   0
CY6TRIONO2                     159.11700000  6  7  5  0  0  0  0  0   1
C6135COO                       143.11800000  6  7  4  0  0  0  0  0   0
CHOC3COCO3                     145.09000000  5  5  5  0  0  0  0  0   1
CHOC3COO2                      117.08000000  4  5  4  0  0  0  0  0   1
CHOC3COO                       101.08100000  4  5  3  0  0  0  0  0   0
CY6COCOOOH                     144.12600000  6  8  4  0  0  0  0  0   0
CY6DIONOH                      128.12700000  6  8  3  0  0  0  0  0   0
C6135COOOH                     160.12500000  6  8  5  0  0  0  0  0   0
CHOC3COPAN                     191.09500000  5  5  7  1  0  0  0  0   0
CHOC3COOOH                     146.09800000  5  6  5  0  0  0  0  0   0
C413COOOH                      118.08800000  4  6  4  0  0  0  0  0   0
C4CODIAL                       100.07300000  4  4  3  0  0  0  0  0   0
C6CYTONO2                      157.10100000  6  5  5  0  0  0  0  0   1
C6CYTONO                       141.10200000  6  5  4  0  0  0  0  0   0
C5124COCO3                     173.10000000  6  5  6  0  0  0  0  0   1
C5124COO2                      145.09000000  5  5  5  0  0  0  0  0   1
C5124COO                       129.09100000  5  5  4  0  0  0  0  0   0
C312COCO3                      131.06300000  4  3  5  0  0  0  0  0   1
CHOCOCH2O2                     103.05300000  3  3  4  0  0  0  0  0   1
CHOCOCH2O                       87.05400000  3  3  3  0  0  0  0  0   0
C6CYTONOOH                     158.10900000  6  6  5  0  0  0  0  0   0
C5124COPAN                     219.10500000  6  5  8  1  0  0  0  0   0
C5TRONCO3H                     174.10800000  6  6  6  0  0  0  0  0   0
C5124COOOH                     146.09800000  5  6  5  0  0  0  0  0   0
C312COPAN                      177.06800000  4  3  7  1  0  0  0  0   0
C312COCO3H                     132.07100000  4  4  5  0  0  0  0  0   0
ALCOCH2OOH                     104.06100000  3  4  4  0  0  0  0  0   0
C33CO                           86.04600000  3  2  3  0  0  0  0  0   0
C5COCHOO2                      131.10700000  5  7  4  0  0  0  0  0   1
CHOC2H4O2                       89.07000000  3  5  3  0  0  0  0  0   1
C6COCHOCO3                     159.11700000  6  7  5  0  0  0  0  0   1
C5COCHOO                       115.10800000  5  7  3  0  0  0  0  0   0
CHOC2CO3                       117.08000000  4  5  4  0  0  0  0  0   1
CHOC2H4O                        73.07100000  3  5  2  0  0  0  0  0   0
C6COCHOPAN                     205.12200000  6  7  7  1  0  0  0  0   0
C6COALCO3H                     160.12500000  6  8  5  0  0  0  0  0   0
C6COALCO2H                     144.12600000  6  8  4  0  0  0  0  0   0
C5COCHOOOH                     132.11500000  5  8  4  0  0  0  0  0   0
CHOC2PAN                       163.08500000  4  5  6  1  0  0  0  0   0
CHOC2CO3H                      118.08800000  4  6  4  0  0  0  0  0   0
CHOC2H4OOH                      90.07800000  3  6  3  0  0  0  0  0   0
CO13C4CHO                      114.10000000  5  6  3  0  0  0  0  0   0
IPROPOLO                        75.08700000  3  7  2  0  0  0  0  0   0
IPROPOLO2H                      92.09400000  3  8  3  0  0  0  0  0   0
IPROPOLPAN                     151.07400000  3  5  6  1  0  0  0  0   0
IPROPOLPER                     106.07700000  3  6  4  0  0  0  0  0   0
NBUTOLAO                        89.11400000  4  9  2  0  0  0  0  0   0
NBUTOLAOOH                     106.12100000  4 10  3  0  0  0  0  0   0
NBUTOLBO                        89.11400000  4  9  2  0  0  0  0  0   0
NBUTOLBNO3                     135.11900000  4  9  4  1  0  0  0  0   0
NBUTOLBOOH                     106.12100000  4 10  3  0  0  0  0  0   0
BUT2OLAO                        89.11400000  4  9  2  0  0  0  0  0   0
BUT2OLOOH                      106.12100000  4 10  3  0  0  0  0  0   0
BUT2OLOH                        90.12200000  4 10  2  0  0  0  0  0   0
IBUTOLBO                        89.11400000  4  9  2  0  0  0  0  0   0
IBUTOLBO2H                     106.12100000  4 10  3  0  0  0  0  0   0
IBUTOLOHB                       90.12200000  4 10  2  0  0  0  0  0   0
IBUTOLCO                        89.11400000  4  9  2  0  0  0  0  0   0
IBUTOLCNO3                     135.11900000  4  9  4  1  0  0  0  0   0
IBUTOLCO2H                     106.12100000  4 10  3  0  0  0  0  0   0
IBUTOLOHC                       90.12200000  4 10  2  0  0  0  0  0   0
TBUTOLO                         89.11400000  4  9  2  0  0  0  0  0   0
TBUTOLOOH                      106.12100000  4 10  3  0  0  0  0  0   0
C3ME3CHO                        86.13400000  5 10  1  0  0  0  0  0   0
ME3BUOL                         88.15000000  5 12  1  0  0  0  0  0   0
ME3BUOLO                       103.14100000  5 11  2  0  0  0  0  0   0
ME3BUOLOOH                     120.14800000  5 12  3  0  0  0  0  0   0
ME3CO2BUOL                     102.13300000  5 10  2  0  0  0  0  0   0
IPRGLYOX                       100.11700000  5  8  2  0  0  0  0  0   0
C3ME3CO3                       117.12400000  5  9  3  0  0  0  0  0   1
C3ME3CHOO2                     117.12400000  5  9  3  0  0  0  0  0   1
C3ME3PAN                       163.12900000  5  9  5  1  0  0  0  0   0
C3ME3CO3H                      118.13200000  5 10  3  0  0  0  0  0   0
C3ME3CO2H                      102.13300000  5 10  2  0  0  0  0  0   0
C3ME3CHOO                      101.12500000  5  9  2  0  0  0  0  0   0
C3M3CHONO3                     147.13000000  5  9  4  1  0  0  0  0   0
C3M3CHOOOH                     118.13200000  5 10  3  0  0  0  0  0   0
CYHEXOLAO2                     131.15100000  6 11  3  0  0  0  0  0   1
CYHEXOLAO                      115.15200000  6 11  2  0  0  0  0  0   0
CYHXOLANO3                     161.15700000  6 11  4  1  0  0  0  0   0
CYHXOLAOOH                     132.15900000  6 12  3  0  0  0  0  0   0
CYHXOLACO                      114.14400000  6 10  2  0  0  0  0  0   0
CYHXDIOLA                      116.16000000  6 12  2  0  0  0  0  0   0
CYC6DIONE                      112.12800000  6  8  2  0  0  0  0  0   0
CYC6DIONO2                     143.11800000  6  7  4  0  0  0  0  0   1
CYC6DIONO                      127.11900000  6  7  3  0  0  0  0  0   0
C6145COO2                      159.11700000  6  7  5  0  0  0  0  0   1
C6145COO                       143.11800000  6  7  4  0  0  0  0  0   0
C6TRONOHO2                     175.11600000  6  7  6  0  0  0  0  0   1
C6TRONOHO                      159.11700000  6  7  5  0  0  0  0  0   0
CY6DIONOOH                     144.12600000  6  8  4  0  0  0  0  0   0
C6145COOOH                     160.12500000  6  8  5  0  0  0  0  0   0
C6TONOHOOH                     176.12400000  6  8  6  0  0  0  0  0   0
CHOC4CO3                       145.13400000  6  9  4  0  0  0  0  0   1
C6DIALO2                       145.13400000  6  9  4  0  0  0  0  0   1
CHOC4O2                        117.12400000  5  9  3  0  0  0  0  0   1
CHOC4PAN                       191.13900000  6  9  6  1  0  0  0  0   0
CHOC4CO3H                      146.14200000  6 10  4  0  0  0  0  0   0
CHOC4O                         101.12500000  5  9  2  0  0  0  0  0   0
CHOC4OOH                       118.13200000  5 10  3  0  0  0  0  0   0
HOC4CHOO2                      133.12300000  5  9  4  0  0  0  0  0   1
HOC4CHOO                       117.12400000  5  9  3  0  0  0  0  0   0
HOC4CHOOOH                     134.13100000  5 10  4  0  0  0  0  0   0
C6DIALO                        129.13500000  6  9  3  0  0  0  0  0   0
CHOC4OHO                       117.12400000  5  9  3  0  0  0  0  0   0
CHOC4OHO2                      133.12300000  5  9  4  0  0  0  0  0   1
CHOC4DOLO2                     149.12200000  5  9  5  0  0  0  0  0   1
CHOC4DOLO                      133.12300000  5  9  4  0  0  0  0  0   0
CHOC3DIOL                      104.10500000  4  8  3  0  0  0  0  0   0
C6DIALOOH                      146.14200000  6 10  4  0  0  0  0  0   0
CHOC4OHOOH                     134.13100000  5 10  4  0  0  0  0  0   0
ALC4DOLOOH                     150.13000000  5 10  5  0  0  0  0  0   0
CO13C4OH                       102.08900000  4  6  3  0  0  0  0  0   0
C3DIOLO2                       107.08500000  3  7  4  0  0  0  0  0   1
C3DIOLO                         91.08600000  3  7  3  0  0  0  0  0   0
C3DIOLOOH                      108.09300000  3  8  4  0  0  0  0  0   0
MIBKAOHAO2                     147.15000000  6 11  4  0  0  0  0  0   1
MIBKAOHBO2                     147.15000000  6 11  4  0  0  0  0  0   1
MIBKAOHAO                      131.15100000  6 11  3  0  0  0  0  0   0
MIBKOHAOOH                     148.15800000  6 12  4  0  0  0  0  0   0
MIBKAOH3CO                     130.14300000  6 10  3  0  0  0  0  0   0
MIBKOH34                       132.15900000  6 12  3  0  0  0  0  0   0
MIBKCOOHO2                     161.13300000  6  9  5  0  0  0  0  0   1
MIBKCOOHO                      145.13400000  6  9  4  0  0  0  0  0   0
MBKCOOHOOH                     162.14100000  6 10  5  0  0  0  0  0   0
C5CO234O2                      145.09000000  5  5  5  0  0  0  0  0   1
C5CO234O                       129.09100000  5  5  4  0  0  0  0  0   0
C5CO234OOH                     146.09800000  5  6  5  0  0  0  0  0   0
MIBKAOHBO                      131.15100000  6 11  3  0  0  0  0  0   0
MIBKAOHNO3                     177.15600000  6 11  5  1  0  0  0  0   0
MIBKOHBOOH                     148.15800000  6 12  4  0  0  0  0  0   0
CH3OCH2O2                       77.05900000  2  5  3  0  0  0  0  0   1
CH3OCH3                         46.06900000  2  6  1  0  0  0  0  0   0
CH3OCH2O                        61.06000000  2  5  2  0  0  0  0  0   0
CH3OCH2NO3                     107.06500000  2  5  4  1  0  0  0  0   0
CH3OCHO                         60.05200000  2  4  2  0  0  0  0  0   0
CH3OCH2OOH                      78.06700000  2  6  3  0  0  0  0  0   0
CH3OCH2OH                       62.06800000  2  6  2  0  0  0  0  0   0
DIETETHER                       74.12300000  4 10  1  0  0  0  0  0   0
DIETETO2                       105.11300000  4  9  3  0  0  0  0  0   1
DIETETO                         89.11400000  4  9  2  0  0  0  0  0   0
DIETETNO3                      135.11900000  4  9  4  1  0  0  0  0   0
ETHFORM                         74.07900000  3  6  2  0  0  0  0  0   0
DIETETOOH                      106.12100000  4 10  3  0  0  0  0  0   0
ETHACET                         88.10600000  4  8  2  0  0  0  0  0   0
DIETETOH                        90.12200000  4 10  2  0  0  0  0  0   0
ETHFORMO2                      105.06900000  3  5  4  0  0  0  0  0   1
ETHFORMO                        89.07000000  3  5  3  0  0  0  0  0   0
ETHFORMNO3                     135.07500000  3  5  5  1  0  0  0  0   0
ETHFORMOOH                     106.07700000  3  6  4  0  0  0  0  0   0
METACETHO                       88.06200000  3  4  3  0  0  0  0  0   0
ETHFORMOH                       90.07800000  3  6  3  0  0  0  0  0   0
MTBE                            88.15000000  5 12  1  0  0  0  0  0   0
MTBEAO2                        119.14000000  5 11  3  0  0  0  0  0   1
MTBEBO2                        119.14000000  5 11  3  0  0  0  0  0   1
MTBEAO                         103.14100000  5 11  2  0  0  0  0  0   0
MTBEANO3                       149.14600000  5 11  4  1  0  0  0  0   0
MTBEAOOH                       120.14800000  5 12  3  0  0  0  0  0   0
MTBEACHO                       102.13300000  5 10  2  0  0  0  0  0   0
MTBEAOH                        104.14900000  5 12  2  0  0  0  0  0   0
MTBEACHOO2                     133.12300000  5  9  4  0  0  0  0  0   1
MTBEACHOO                      117.12400000  5  9  3  0  0  0  0  0   0
MTBEAALNO3                     163.12900000  5  9  5  1  0  0  0  0   0
MTBEACHO13                     116.11600000  5  8  3  0  0  0  0  0   0
MTBEAALOOH                     134.13100000  5 10  4  0  0  0  0  0   0
MTBEACHOHO                     118.13200000  5 10  3  0  0  0  0  0   0
MTBEAALCO3                     147.10600000  5  7  5  0  0  0  0  0   1
IPRFORMO2                      119.09600000  4  7  4  0  0  0  0  0   1
IPRFORMO                       103.09700000  4  7  3  0  0  0  0  0   0
MTBEAALPAN                     193.11100000  5  7  7  1  0  0  0  0   0
MTBEALCO3H                     148.11400000  5  8  5  0  0  0  0  0   0
MTBEALCO2H                     132.11500000  5  8  4  0  0  0  0  0   0
IPRFORMOOH                     120.10400000  4  8  4  0  0  0  0  0   0
IPRFORMOH                      104.10500000  4  8  3  0  0  0  0  0   0
MTBEBO                         103.14100000  5 11  2  0  0  0  0  0   0
MTBEBNO3                       149.14600000  5 11  4  1  0  0  0  0   0
MTBEBCHO                       102.13300000  5 10  2  0  0  0  0  0   0
MTBEBOOH                       120.14800000  5 12  3  0  0  0  0  0   0
MTBEBOH                        104.14900000  5 12  2  0  0  0  0  0   0
MTBEBCO3                       133.12300000  5  9  4  0  0  0  0  0   1
IPRMEETO2                      105.11300000  4  9  3  0  0  0  0  0   1
IPRMEETO                        89.11400000  4  9  2  0  0  0  0  0   0
METHACET                        74.07900000  3  6  2  0  0  0  0  0   0
MTBEBPAN                       179.12800000  5  9  6  1  0  0  0  0   0
MTBEBCO3H                      134.13100000  5 10  4  0  0  0  0  0   0
MTBEBCO2H                      118.13200000  5 10  3  0  0  0  0  0   0
IPRMETOOH                      106.12100000  4 10  3  0  0  0  0  0   0
IPRMEETOH                       90.12200000  4 10  2  0  0  0  0  0   0
DIIPRETHER                     102.17700000  6 14  1  0  0  0  0  0   0
DIIPRETO2                      133.16700000  6 13  3  0  0  0  0  0   1
DIIPRETO                       117.16800000  6 13  2  0  0  0  0  0   0
DIIPRETNO3                     163.17300000  6 13  4  1  0  0  0  0   0
IPROACET                       102.13300000  5 10  2  0  0  0  0  0   0
DIIPRETOOH                     134.17500000  6 14  3  0  0  0  0  0   0
