#     time                    CH3OH                   -                       CH3CHO                  C2H5OH                  CH3COCH3                CH3CO2H                 C5H8                    -                       MEK                     BENZENE                 -                       -                       TOLUENE                 MONOTERPENE
      1.016250000000e+02      9.785100851390e-01      8.468477686395e-02      2.465126209062e-01      3.923699671825e-01      7.987853066149e-01      3.707773225875e-01      2.233514628920e-02      1.100539390058e-02      1.073475789723e-01      8.020135777446e-02      2.316925199706e-02      2.689867245140e-02      1.323046429654e-02      2.579053364714e-02
      1.016319444444e+02      9.812443690226e-01      8.433397922888e-02      2.487053665441e-01      3.951799549010e-01      8.004932373263e-01      3.713945567097e-01      2.178387979480e-02      1.114269691801e-02      1.076098168907e-01      8.004339222986e-02      2.369840686938e-02      2.721174432889e-02      1.323097378513e-02      2.604566637347e-02
      1.016388888889e+02      9.839786529061e-01      8.398318159380e-02      2.508981121819e-01      3.979899426195e-01      8.022011680377e-01      3.720117908319e-01      2.123261330041e-02      1.127999993544e-02      1.078720548090e-01      7.988542668525e-02      2.422756174170e-02      2.752481620639e-02      1.323148327373e-02      2.630079909980e-02
      1.016458333333e+02      9.867129367896e-01      8.363238395872e-02      2.530908578198e-01      4.007999303381e-01      8.039090987491e-01      3.726290249541e-01      2.068134680602e-02      1.141730295286e-02      1.081342927273e-01      7.972746114064e-02      2.475671661402e-02      2.783788808388e-02      1.323199276233e-02      2.655593182613e-02
      1.016527777778e+02      9.894472206732e-01      8.328158632364e-02      2.552836034577e-01      4.036099180566e-01      8.056170294604e-01      3.732462590763e-01      2.013008031163e-02      1.155460597029e-02      1.083965306456e-01      7.956949559604e-02      2.528587148634e-02      2.815095996137e-02      1.323250225092e-02      2.681106455245e-02
      1.016597222222e+02      9.921815045567e-01      8.293078868856e-02      2.574763490955e-01      4.064199057751e-01      8.073249601718e-01      3.738634931985e-01      1.957881381723e-02      1.169190898772e-02      1.086587685640e-01      7.941153005143e-02      2.581502635866e-02      2.846403183887e-02      1.323301173952e-02      2.706619727878e-02
      1.016666666667e+02      9.949157884403e-01      8.257999105349e-02      2.596690947334e-01      4.092298934936e-01      8.090328908832e-01      3.744807273207e-01      1.902754732284e-02      1.182921200514e-02      1.089210064823e-01      7.925356450683e-02      2.634418123099e-02      2.877710371636e-02      1.323352122812e-02      2.732133000511e-02
      1.016736111111e+02      9.976500723238e-01      8.222919341841e-02      2.618618403713e-01      4.120398812122e-01      8.107408215946e-01      3.750979614429e-01      1.847628082845e-02      1.196651502257e-02      1.091832444006e-01      7.909559896222e-02      2.687333610331e-02      2.909017559386e-02      1.323403071672e-02      2.757646273144e-02
      1.016805555556e+02      1.000384356207e+00      8.187839578333e-02      2.640545860091e-01      4.148498689307e-01      8.124487523060e-01      3.757151955651e-01      1.792501433405e-02      1.210381804000e-02      1.094454823189e-01      7.893763341761e-02      2.740249097563e-02      2.940324747135e-02      1.323454020531e-02      2.783159545777e-02
      1.016875000000e+02      1.003118640091e+00      8.152759814825e-02      2.662473316470e-01      4.176598566492e-01      8.141566830173e-01      3.763324296873e-01      1.737374783966e-02      1.224112105742e-02      1.097077202373e-01      7.877966787301e-02      2.793164584795e-02      2.971631934885e-02      1.323504969391e-02      2.808672818410e-02
      1.016944444444e+02      1.005852923974e+00      8.117680051318e-02      2.684400772848e-01      4.204698443677e-01      8.158646137287e-01      3.769496638095e-01      1.682248134527e-02      1.237842407485e-02      1.099699581556e-01      7.862170232840e-02      2.846080072027e-02      3.002939122634e-02      1.323555918251e-02      2.834186091043e-02
      1.017013888889e+02      1.008587207858e+00      8.082600287810e-02      2.706328229227e-01      4.232798320863e-01      8.175725444401e-01      3.775668979317e-01      1.627121485088e-02      1.251572709228e-02      1.102321960739e-01      7.846373678380e-02      2.898995559259e-02      3.034246310384e-02      1.323606867110e-02      2.859699363676e-02
      1.017083333333e+02      1.011321491741e+00      8.047520524302e-02      2.728255685606e-01      4.260898198048e-01      8.192804751515e-01      3.781841320539e-01      1.571994835648e-02      1.265303010971e-02      1.104944339922e-01      7.830577123919e-02      2.951911046491e-02      3.065553498133e-02      1.323657815970e-02      2.885212636309e-02
      1.017152777778e+02      1.014055775625e+00      8.012440760794e-02      2.750183141984e-01      4.288998075233e-01      8.209884058629e-01      3.788013661761e-01      1.516868186209e-02      1.279033312713e-02      1.107566719106e-01      7.814780569459e-02      3.004826533723e-02      3.096860685882e-02      1.323708764830e-02      2.910725908942e-02
      1.017222222222e+02      1.016790059509e+00      7.977360997286e-02      2.772110598363e-01      4.317097952418e-01      8.226963365742e-01      3.794186002983e-01      1.461741536770e-02      1.292763614456e-02      1.110189098289e-01      7.798984014998e-02      3.057742020955e-02      3.128167873632e-02      1.323759713690e-02      2.936239181575e-02
      1.017291666667e+02      1.019524343392e+00      7.942281233779e-02      2.794038054742e-01      4.345197829604e-01      8.244042672856e-01      3.800358344205e-01      1.406614887331e-02      1.306493916199e-02      1.112811477472e-01      7.783187460537e-02      3.110657508187e-02      3.159475061381e-02      1.323810662549e-02      2.961752454207e-02
      1.017361111111e+02      1.022258627276e+00      7.907201470271e-02      2.815965511120e-01      4.373297706789e-01      8.261121979970e-01      3.806530685427e-01      1.351488237891e-02      1.320224217941e-02      1.115433856656e-01      7.767390906077e-02      3.163572995419e-02      3.190782249131e-02      1.323861611409e-02      2.987265726840e-02
      1.017430555556e+02      1.024992911159e+00      7.872121706763e-02      2.837892967499e-01      4.401397583974e-01      8.278201287084e-01      3.812703026649e-01      1.296361588452e-02      1.333954519684e-02      1.118056235839e-01      7.751594351616e-02      3.216488482651e-02      3.222089436880e-02      1.323912560269e-02      3.012778999473e-02
      1.017500000000e+02      1.036950409993e+00      7.870953306061e-02      2.860137975461e-01      4.425144344165e-01      8.310564299511e-01      3.836469025554e-01      1.294433326616e-02      1.350833446729e-02      1.120164247644e-01      7.738951771934e-02      3.341783290133e-02      3.237327332025e-02      1.345962436783e-02      3.292827996471e-02
      1.017569444444e+02      1.055379330774e+00      7.893578640918e-02      2.882605791879e-01      4.445836761915e-01      8.353651046184e-01      3.872579525058e-01      1.329831443377e-02      1.369921590734e-02      1.121911356188e-01      7.728522162644e-02      3.517862680228e-02      3.241290289590e-02      1.383447749207e-02      3.751470692299e-02
      1.017638888889e+02      1.073808251556e+00      7.916203975775e-02      2.905073608297e-01      4.466529179665e-01      8.396737792856e-01      3.908690024562e-01      1.365229560138e-02      1.389009734739e-02      1.123658464733e-01      7.718092553354e-02      3.693942070323e-02      3.245253247156e-02      1.420933061631e-02      4.210113388128e-02
      1.017708333333e+02      1.092237172337e+00      7.938829310632e-02      2.927541424715e-01      4.487221597415e-01      8.439824539528e-01      3.944800524065e-01      1.400627676899e-02      1.408097878743e-02      1.125405573278e-01      7.707662944064e-02      3.870021460419e-02      3.249216204721e-02      1.458418374055e-02      4.668756083956e-02
      1.017777777778e+02      1.110666093118e+00      7.961454645489e-02      2.950009241132e-01      4.507914015166e-01      8.482911286201e-01      3.980911023569e-01      1.436025793659e-02      1.427186022748e-02      1.127152681823e-01      7.697233334775e-02      4.046100850514e-02      3.253179162287e-02      1.495903686479e-02      5.127398779785e-02
      1.017847222222e+02      1.129095013899e+00      7.984079980347e-02      2.972477057550e-01      4.528606432916e-01      8.525998032873e-01      4.017021523073e-01      1.471423910420e-02      1.446274166753e-02      1.128899790368e-01      7.686803725485e-02      4.222180240609e-02      3.257142119852e-02      1.533388998904e-02      5.586041475614e-02
      1.017916666667e+02      1.147523934681e+00      8.006705315204e-02      2.994944873968e-01      4.549298850666e-01      8.569084779545e-01      4.053132022576e-01      1.506822027181e-02      1.465362310757e-02      1.130646898913e-01      7.676374116195e-02      4.398259630705e-02      3.261105077418e-02      1.570874311328e-02      6.044684171443e-02
      1.017986111111e+02      1.165952855462e+00      8.029330650061e-02      3.017412690386e-01      4.569991268417e-01      8.612171526218e-01      4.089242522080e-01      1.542220143942e-02      1.484450454762e-02      1.132394007458e-01      7.665944506905e-02      4.574339020800e-02      3.265068034984e-02      1.608359623752e-02      6.503326867271e-02
      1.018055555556e+02      1.184381776243e+00      8.051955984918e-02      3.039880506804e-01      4.590683686167e-01      8.655258272890e-01      4.125353021584e-01      1.577618260702e-02      1.503538598767e-02      1.134141116003e-01      7.655514897615e-02      4.750418410895e-02      3.269030992549e-02      1.645844936176e-02      6.961969563100e-02
      1.018125000000e+02      1.202810697024e+00      8.074581319775e-02      3.062348323222e-01      4.611376103917e-01      8.698345019562e-01      4.161463521087e-01      1.613016377463e-02      1.522626742771e-02      1.135888224548e-01      7.645085288325e-02      4.926497800990e-02      3.272993950115e-02      1.683330248600e-02      7.420612258928e-02
      1.018194444444e+02      1.221239617806e+00      8.097206654632e-02      3.084816139640e-01      4.632068521667e-01      8.741431766235e-01      4.197574020591e-01      1.648414494224e-02      1.541714886776e-02      1.137635333093e-01      7.634655679035e-02      5.102577191086e-02      3.276956907680e-02      1.720815561024e-02      7.879254954757e-02
      1.018263888889e+02      1.239668538587e+00      8.119831989489e-02      3.107283956058e-01      4.652760939418e-01      8.784518512907e-01      4.233684520095e-01      1.683812610985e-02      1.560803030781e-02      1.139382441638e-01      7.624226069745e-02      5.278656581181e-02      3.280919865246e-02      1.758300873448e-02      8.337897650585e-02
      1.018333333333e+02      1.258097459368e+00      8.142457324346e-02      3.129751772476e-01      4.673453357168e-01      8.827605259579e-01      4.269795019598e-01      1.719210727745e-02      1.579891174785e-02      1.141129550183e-01      7.613796460455e-02      5.454735971276e-02      3.284882822811e-02      1.795786185872e-02      8.796540346413e-02
      1.018402777778e+02      1.276526380150e+00      8.165082659203e-02      3.152219588894e-01      4.694145774918e-01      8.870692006252e-01      4.305905519102e-01      1.754608844506e-02      1.598979318790e-02      1.142876658727e-01      7.603366851165e-02      5.630815361371e-02      3.288845780377e-02      1.833271498296e-02      9.255183042242e-02
      1.018472222222e+02      1.294955300931e+00      8.187707994060e-02      3.174687405312e-01      4.714838192668e-01      8.913778752924e-01      4.342016018606e-01      1.790006961267e-02      1.618067462795e-02      1.144623767272e-01      7.592937241875e-02      5.806894751467e-02      3.292808737942e-02      1.870756810721e-02      9.713825738071e-02
      1.018541666667e+02      1.313384221712e+00      8.210333328917e-02      3.197155221730e-01      4.735530610419e-01      8.956865499596e-01      4.378126518109e-01      1.825405078028e-02      1.637155606799e-02      1.146370875817e-01      7.582507632585e-02      5.982974141562e-02      3.296771695508e-02      1.908242123145e-02      1.017246843390e-01
      1.018611111111e+02      1.331813142493e+00      8.232958663775e-02      3.219623038147e-01      4.756223028169e-01      8.999952246269e-01      4.414237017613e-01      1.860803194788e-02      1.656243750804e-02      1.148117984362e-01      7.572078023295e-02      6.159053531657e-02      3.300734653073e-02      1.945727435569e-02      1.063111112973e-01
      1.018680555556e+02      1.350242063275e+00      8.255583998632e-02      3.242090854565e-01      4.776915445919e-01      9.043038992941e-01      4.450347517117e-01      1.896201311549e-02      1.675331894809e-02      1.149865092907e-01      7.561648414005e-02      6.335132921753e-02      3.304697610639e-02      1.983212747993e-02      1.108975382556e-01
      1.018750000000e+02      1.357479183773e+00      8.291015128820e-02      3.242415972852e-01      4.784247992267e-01      9.039176636734e-01      4.457928497818e-01      1.888928230076e-02      1.684526750466e-02      1.149328377622e-01      7.590273917687e-02      6.340007664618e-02      3.268285321502e-02      1.995797797395e-02      1.113607781588e-01
      1.018819444444e+02      1.356754995113e+00      8.335555686719e-02      3.226989839246e-01      4.782076967800e-01      9.001916943796e-01      4.445214949172e-01      1.861971941234e-02      1.686683995988e-02      1.147167059759e-01      7.646681352845e-02      6.223095644737e-02      3.203152021163e-02      1.990669995693e-02      1.088909808357e-01
      1.018888888889e+02      1.356030806453e+00      8.380096244618e-02      3.211563705640e-01      4.779905943332e-01      8.964657250858e-01      4.432501400526e-01      1.835015652393e-02      1.688841241510e-02      1.145005741897e-01      7.703088788003e-02      6.106183624856e-02      3.138018720825e-02      1.985542193990e-02      1.064211835127e-01
      1.018958333333e+02      1.355306617794e+00      8.424636802517e-02      3.196137572033e-01      4.777734918865e-01      8.927397557919e-01      4.419787851880e-01      1.808059363551e-02      1.690998487031e-02      1.142844424035e-01      7.759496223161e-02      5.989271604975e-02      3.072885420486e-02      1.980414392287e-02      1.039513861896e-01
      1.019027777778e+02      1.354582429134e+00      8.469177360416e-02      3.180711438427e-01      4.775563894397e-01      8.890137864981e-01      4.407074303234e-01      1.781103074710e-02      1.693155732553e-02      1.140683106173e-01      7.815903658318e-02      5.872359585093e-02      3.007752120148e-02      1.975286590584e-02      1.014815888666e-01
      1.019097222222e+02      1.353858240474e+00      8.513717918315e-02      3.165285304820e-01      4.773392869930e-01      8.852878172043e-01      4.394360754588e-01      1.754146785868e-02      1.695312978075e-02      1.138521788311e-01      7.872311093476e-02      5.755447565212e-02      2.942618819809e-02      1.970158788881e-02      9.901179154353e-02
      1.019166666667e+02      1.353134051815e+00      8.558258476214e-02      3.149859171214e-01      4.771221845463e-01      8.815618479105e-01      4.381647205942e-01      1.727190497027e-02      1.697470223596e-02      1.136360470448e-01      7.928718528634e-02      5.638535545331e-02      2.877485519470e-02      1.965030987178e-02      9.654199422048e-02
      1.019236111111e+02      1.352409863155e+00      8.602799034113e-02      3.134433037607e-01      4.769050820995e-01      8.778358786167e-01      4.368933657296e-01      1.700234208185e-02      1.699627469118e-02      1.134199152586e-01      7.985125963792e-02      5.521623525450e-02      2.812352219132e-02      1.959903185475e-02      9.407219689743e-02
      1.019305555556e+02      1.351685674495e+00      8.647339592012e-02      3.119006904001e-01      4.766879796528e-01      8.741099093228e-01      4.356220108650e-01      1.673277919344e-02      1.701784714640e-02      1.132037834724e-01      8.041533398949e-02      5.404711505569e-02      2.747218918793e-02      1.954775383773e-02      9.160239957438e-02
      1.019375000000e+02      1.350961485835e+00      8.691880149911e-02      3.103580770395e-01      4.764708772061e-01      8.703839400290e-01      4.343506560004e-01      1.646321630502e-02      1.703941960161e-02      1.129876516862e-01      8.097940834107e-02      5.287799485687e-02      2.682085618454e-02      1.949647582070e-02      8.913260225133e-02
      1.019444444444e+02      1.350237297176e+00      8.736420707811e-02      3.088154636788e-01      4.762537747593e-01      8.666579707352e-01      4.330793011358e-01      1.619365341661e-02      1.706099205683e-02      1.127715199000e-01      8.154348269265e-02      5.170887465806e-02      2.616952318116e-02      1.944519780367e-02      8.666280492828e-02
      1.019513888889e+02      1.349513108516e+00      8.780961265710e-02      3.072728503182e-01      4.760366723126e-01      8.629320014414e-01      4.318079462711e-01      1.592409052819e-02      1.708256451205e-02      1.125553881138e-01      8.210755704422e-02      5.053975445925e-02      2.551819017777e-02      1.939391978664e-02      8.419300760523e-02
      1.019583333333e+02      1.348788919856e+00      8.825501823609e-02      3.057302369575e-01      4.758195698658e-01      8.592060321476e-01      4.305365914065e-01      1.565452763978e-02      1.710413696726e-02      1.123392563275e-01      8.267163139580e-02      4.937063426044e-02      2.486685717439e-02      1.934264176961e-02      8.172321028218e-02
      1.019652777778e+02      1.348064731197e+00      8.870042381508e-02      3.041876235969e-01      4.756024674191e-01      8.554800628537e-01      4.292652365419e-01      1.538496475136e-02      1.712570942248e-02      1.121231245413e-01      8.323570574738e-02      4.820151406163e-02      2.421552417100e-02      1.929136375258e-02      7.925341295913e-02
      1.019722222222e+02      1.347340542537e+00      8.914582939407e-02      3.026450102362e-01      4.753853649724e-01      8.517540935599e-01      4.279938816773e-01      1.511540186295e-02      1.714728187770e-02      1.119069927551e-01      8.379978009896e-02      4.703239386281e-02      2.356419116761e-02      1.924008573555e-02      7.678361563608e-02
      1.019791666667e+02      1.346616353877e+00      8.959123497306e-02      3.011023968756e-01      4.751682625256e-01      8.480281242661e-01      4.267225268127e-01      1.484583897453e-02      1.716885433291e-02      1.116908609689e-01      8.436385445053e-02      4.586327366400e-02      2.291285816423e-02      1.918880771853e-02      7.431381831303e-02
      1.019861111111e+02      1.345892165218e+00      9.003664055205e-02      2.995597835150e-01      4.749511600789e-01      8.443021549723e-01      4.254511719481e-01      1.457627608612e-02      1.719042678813e-02      1.114747291827e-01      8.492792880211e-02      4.469415346519e-02      2.226152516084e-02      1.913752970150e-02      7.184402098998e-02
      1.019930555556e+02      1.345167976558e+00      9.048204613104e-02      2.980171701543e-01      4.747340576321e-01      8.405761856784e-01      4.241798170835e-01      1.430671319770e-02      1.721199924335e-02      1.112585973965e-01      8.549200315369e-02      4.352503326638e-02      2.161019215745e-02      1.908625168447e-02      6.937422366693e-02
      1.020000000000e+02      1.349858429514e+00      9.049484200788e-02      2.989547038984e-01      4.758951226967e-01      8.400549697890e-01      4.247136169697e-01      1.439188164929e-02      1.730595996629e-02      1.114141275903e-01      8.549528974454e-02      4.319128853872e-02      2.161293419287e-02      1.901527290381e-02      6.926296972849e-02
