#Compound                    Mass                        parameter_A              parameter_B              surface_tension   
BPINAOOH                     186.248100000000            10.668670342973          5235.135658498408        0.05
C152NO3                      331.361500000000            11.735996665756          5872.538226237541        0.05
C141CO2H                     252.349300000000            11.769365021020          6034.637906270128        0.05
MMALNACO3H                   209.111000000000            10.986150569439          5532.962867238850        0.05
NC91PAN                      290.226800000000            10.148159687420          4912.264011470429        0.05
C128OOH                      244.284200000000            12.842385953463          6950.379572663029        0.05
C58NO3PAN                    256.124400000000            12.432141210935          6372.958465354497        0.05
C625O                        147.149100000000             9.690942540592          4697.912653639304        0.05
C928CO3H                     216.231000000000            10.175765658419          5011.731242493577        0.05
C917OOH                      186.205100000000            11.070110554988          5622.859453650372        0.05
LIMALBOOH                    200.231600000000            10.145889908721          5184.749744685405        0.05
APINCNO3                     215.246300000000            10.288546652315          4980.673355726836        0.05
C734OH                       176.167200000000            13.035670980050          7108.062997031776        0.05
C98OOH                       204.220300000000            12.399146720447          6284.058776008113        0.05
C730OH                       162.183700000000            11.480180709000          5950.780543707739        0.05
MVKOHAOH                     120.103900000000             9.629537488584          4943.947965533519        0.05
PINALOOH                     200.231600000000            10.422915318986          5095.322696872461        0.05
NC1313OH                     287.308900000000             9.462923045740          4638.975235008211        0.05
MVKOHAOOH                    136.103300000000             9.832518813445          5182.624317200681        0.05
INB1NACO2H                   240.125000000000            14.430747830250          7490.092611446824        0.05
INANCOPAN                    299.106100000000            10.513480315676          5281.578422697660        0.05
INB1NO3                      226.141500000000            13.574176973173          6798.983492139757        0.05
C1211O                       227.276900000000            10.702715709917          5281.901239239597        0.05
C734O2                       191.158600000000            11.597707829000          5975.188254539512        0.05
C118OH                       230.257600000000            12.806168675329          6604.160260807898        0.05
C126OOH                      212.285400000000             9.972978053209          4829.468468724692        0.05
C819OOH                      190.193800000000            11.389425237613          6004.327919613091        0.05
C126OOA                      226.268900000000             8.892728360172          4450.979157220234        0.05
DNC524CO                     240.125000000000            13.819840418945          7100.798314502936        0.05
C1213CO                      258.267700000000            14.539756278700          7848.651833908932        0.05
C151O                        285.356000000000            13.553936045973          7263.492050109241        0.05
C824OH                       158.195000000000             9.879155446669          4918.660738349265        0.05
C924OOH                      188.220900000000            10.943645170285          5689.325680434283        0.05
C133OH                       258.310800000000            13.517268206805          7105.984702841187        0.05
C118O2                       245.249100000000            11.201658606311          5400.130903553293        0.05
INB1CO                       179.128100000000            10.882262127816          5449.342056123961        0.05
C137PAN                      315.319000000000            10.473507152462          5146.656604763815        0.05
BCSOZOH                      286.363900000000            12.510674730833          6332.629630185026        0.05
C106NO3                      245.229200000000            10.919180670964          5560.962448962629        0.05
C127OOH                      228.284800000000            12.432341412363          6445.183788669690        0.05
C730O2                       177.175100000000            10.630293173999          5191.530649958860        0.05
C927OH                       172.221500000000            10.220449360895          5201.093282010024        0.05
C57AOOH                      150.129900000000            10.063642598516          5210.068979575954        0.05
C823CO3H                     202.204500000000            11.522317301938          6054.483507953063        0.05
C925O2                       219.211800000000            12.213093420274          6045.382421517005        0.05
C129OOH                      242.268300000000            10.926095275945          5675.803885262890        0.05
BCKAOOH                      256.338000000000            13.126316090106          6855.996465126193        0.05
C146O                        253.314100000000             8.926710887872          4525.000869733869        0.05
C730NO3                      207.181200000000            10.630293173999          5191.530649958860        0.05
HIEB1OOH                     166.129300000000            12.589579724246          6997.644938918214        0.05
APINAOOH                     186.248100000000            10.427404911358          5084.668890626290        0.05
INB1HPCO3                    226.118300000000            11.406452824495          5628.909356285446        0.05
C116OOH                      214.258200000000            10.442061117805          5215.625321139083        0.05
LIMONONIC                    184.232200000000            10.656678882411          5335.367684895464        0.05
NORLIMOOH                    204.220300000000            12.239815412897          6497.945915713650        0.05
C630OH                       130.141800000000             9.725196633754          4881.745928700561        0.05
C929OH                       188.220900000000            10.594079582183          5343.899626979891        0.05
C734CO                       174.151300000000            12.670141162673          6543.166784477637        0.05
C525O2                       165.121400000000            10.467670350829          5454.542677809861        0.05
NC101OOH                     245.229200000000            12.041067036914          5885.517541505235        0.05
HIEB2OOH                     166.129300000000            11.910181016177          6552.865478612652        0.05
C817OOH                      174.194400000000            10.040474524226          5018.179545682445        0.05
C813OOH                      206.193200000000            14.047136422325          7624.540428027416        0.05
C131OH                       226.312000000000            11.129716227950          5549.928024448559        0.05
C98NO3                       233.218500000000            12.551737585448          6040.181797955003        0.05
INB2O2                       196.135400000000            10.585249434646          5038.002028466854        0.05
BCALCCO                      250.333400000000             9.936818200532          4918.674077227364        0.05
C133O2                       273.302200000000            11.912758144213          5901.955347427333        0.05
C51OOH                       134.130500000000            10.214671056302          5042.324911812245        0.05
C2OHOCO2H                    106.077300000000            10.570232322375          5417.584289791279        0.05
C811CO3H                     202.204500000000            10.857254558506          5499.192608962566        0.05
C135O2                       301.269300000000            12.594501240832          6317.506208442563        0.05
C129CO                       224.253000000000             9.546687286675          4635.869803114773        0.05
INAHCO2H                     195.127500000000            12.222611794700          6417.206435789106        0.05
C117OH                       214.258200000000            10.953069898006          5602.708819848814        0.05
C524NO3                      163.128700000000            11.005445864533          5383.078590898876        0.05
BCBOOA                       270.321500000000             9.828861831187          5029.840930282761        0.05
C147O                        269.313500000000            11.521920111714          5992.992022080310        0.05
BCBOOH                       254.365100000000            11.460579570335          5873.056682604567        0.05
BCLKCOOH                     270.321500000000            11.637194815691          6177.628329668468        0.05
BCALBOOH                     268.348700000000            11.258576035616          5884.019962705538        0.05
NC524O                       196.135400000000            13.159585200520          6804.184115067525        0.05
C108NO3                      245.229200000000            10.956221916628          5443.057376146755        0.05
BCKAO                        239.330600000000            10.493267432441          4980.210917637166        0.05
C719O                        159.159800000000            10.704434226473          5227.697556299112        0.05
BCAOOH                       254.365100000000            12.094310010390          6246.681529991292        0.05
NBCOOH                       299.362700000000            10.214035691577          4890.648698376058        0.05
C537O                        165.039900000000             9.484392152312          4760.650051591310        0.05
HPC52CO3                     197.120200000000            10.725231178652          5591.709973170525        0.05
C520OOH                      148.114000000000             9.687895557183          4749.200320503955        0.05
C619OOH                      144.125300000000            10.066712406599          4943.123581548124        0.05
C519CO2H                     146.141200000000            11.353001841502          5816.824513156344        0.05
C1012OOH                     202.247500000000            10.086511352802          4964.713100331655        0.05
C624OOH                      132.157700000000             9.742176199200          4727.322672836535        0.05
C1214OOH                     244.284200000000            12.651290078797          6746.998614223289        0.05
C622CO3H                     160.167800000000            10.066910337323          4932.704551056287        0.05
C143CO                       254.322100000000            12.292873628150          6529.194107631504        0.05
C1210CO3H                    256.294900000000            11.131571187552          5671.919428821824        0.05
C118OOH                      246.257000000000            13.402845166406          7052.758365151391        0.05
INAHCO3H                     211.126900000000            11.543426747497          5919.243327681475        0.05
C141OH                       224.339200000000            10.660633166140          5163.771172831866        0.05
C147OH                       270.321500000000            13.005292073360          7125.866769472591        0.05
C147O2                       285.312900000000            11.521920111714          5992.992022080310        0.05
C1213O                       259.275700000000            13.692938442857          7119.034279973519        0.05
C1212O2                      259.275700000000            12.015749335019          6339.204224789708        0.05
C526OOH                      166.129300000000            11.457433865007          6174.601155527738        0.05
C930OOH                      202.204500000000            11.068222440813          5528.570613719307        0.05
C721PAN                      233.175400000000            10.187100303525          4976.139706721824        0.05
C148OH                       270.146700000000            11.109454406584          5734.912942019293        0.05
C145OH                       288.336800000000            14.371883584395          8112.152989263023        0.05
C148O2                       285.312900000000             9.151744795941          4602.038191750487        0.05
C1211CO3H                    272.294300000000            13.219761764603          7139.910585068618        0.05
C732OOH                      176.167200000000            11.782341466930          6235.258479481409        0.05
C118NO3                      275.255200000000            11.201658606311          5400.130903553293        0.05
INDOOH                       197.143300000000            13.362566522359          7042.860465868508        0.05
C536O                        165.039900000000             9.484392152312          4760.650051591310        0.05
C58OOH                       150.129900000000            10.661025633296          5583.693823772354        0.05
C727CO3H                     188.177900000000            10.018885043986          4972.649206029078        0.05
C926OOH                      202.204500000000            10.524508700266          5478.358114932874        0.05
C131CO                       224.296100000000             9.188677393782          4534.754699529056        0.05
C925O                        203.212400000000            12.213093420274          6045.382421517005        0.05
INCOOH                       197.143300000000            12.171756597889          6317.004646497197        0.05
C9DCNO3                      213.187300000000            10.577236687923          4972.261467584143        0.05
BCSOZNO3                     331.361500000000            11.247558986389          5350.221655299598        0.05
C1212NO3                     305.281200000000            12.015749335019          6339.204224789708        0.05
C922OOH                      220.219700000000            13.744200423194          7362.755632295955        0.05
C516O2                       163.105500000000            11.022145324841          5333.118649646641        0.05
C622CO2H                     144.168400000000            10.768243538396          5430.667663411737        0.05
C1211NO3                     273.282400000000            10.702715709917          5281.901239239597        0.05
C1210OH                      212.285400000000            10.774166453102          5299.015800822488        0.05
C1213NO3                     305.281200000000            13.692938442857          7119.034279973519        0.05
NBPINBOOH                    231.245700000000            11.011751843960          5229.935035953802        0.05
C822CO2H                     170.205700000000            10.301129113271          5084.455462904159        0.05
INAOH                        181.143900000000            11.375348381999          5726.097319275363        0.05
C1212O                       243.276300000000            12.015749335019          6339.204224789708        0.05
C1313OH                      242.311400000000            11.654281382578          6052.926346109266        0.05
C1311OH                      226.312000000000            11.008579583338          5610.467076633930        0.05
INCOH                        181.143900000000            11.375348381999          5726.097319275363        0.05
INANCOCO3H                   254.108500000000            11.335024692160          5637.287445861209        0.05
C1313O2                      257.302800000000            10.783630646982          5293.676450853550        0.05
C623OOH                      164.156500000000            12.411534588016          6593.245891301080        0.05
C519CO3H                     162.140600000000            10.651668656389          5318.861405370124        0.05
INAO2                        196.135400000000            10.585249434646          5038.002028466854        0.05
LMKAOH                       172.221500000000            10.334555583940          5132.739077771324        0.05
C828CO3H                     216.188000000000            10.543657074625          4945.709665118988        0.05
BCLKAO2                      269.313500000000             8.926710887872          4525.000869733869        0.05
BCLKAOH                      254.322100000000            10.884420472603          5657.875612585213        0.05
C626CO3H                     174.151300000000             9.663335259414          4721.736979614224        0.05
C1210CO2H                    240.295500000000            11.882898312741          6169.882535622710        0.05
BPINCNO3                     215.246300000000            10.557074563136          5131.140117414042        0.05
PINALNO3                     229.229800000000            10.066208826205          4851.445723329830        0.05
C825OOH                      190.193800000000            13.140433266663          7241.658865901939        0.05
C136CO3H                     254.322100000000            10.662488131464          5285.762578843391        0.05
C928OOH                      188.220900000000             9.841805367692          4806.349359631938        0.05
C1310NO3                     303.308300000000            12.989354024947          7016.655485681028        0.05
BCALACO                      250.333400000000             9.936818200532          4918.674077227364        0.05
C829OOH                      190.193800000000            12.154440733093          6125.695034667230        0.05
C922O                        203.212400000000            11.607409237483          5710.128168230667        0.05
C1312NO3                     287.308900000000            10.996749158294          5548.664331850473        0.05
C929OOH                      204.220300000000            11.303019516843          5863.652341401133        0.05
NORLIMO                      187.213000000000            10.026494281942          4845.318452740059        0.05
HC23C4CO3H                   162.097500000000            10.560715738200          5106.116124674080        0.05
C717NO3                      203.149500000000            10.111260170777          4875.417670896576        0.05
BCSOZO2                      301.355400000000            11.247558986389          5350.221655299598        0.05
C57NO3CO3H                   211.126900000000            12.734236678726          6645.099148987167        0.05
C719NO3                      205.165300000000            13.505459456004          6859.606133201924        0.05
BCLKBCO                      252.306200000000            10.335512272467          5304.830925897022        0.05
C143OOH                      272.337400000000            13.553485487208          7452.204015348488        0.05
C823OH                       158.195000000000            11.123793297297          5681.579882471798        0.05
C58NO3CO2H                   195.127500000000            13.413421736844          7143.062260222054        0.05
C733OH                       160.167800000000            10.437198967077          5304.817590323226        0.05
MACRNBCO3H                   165.101500000000            10.563383875063          5197.122562123750        0.05
C811NO3                      203.192500000000            10.693985954396          5049.933753971541        0.05
INDHCO3H                     211.126900000000            12.136853638620          6271.474303262811        0.05
C57OOH                       150.129900000000            10.661025633296          5583.693823772354        0.05
HIEB2O2                      165.121400000000             9.753773634423          4900.238015560678        0.05
C139OH                       242.311400000000            12.936759122301          7078.458225412683        0.05
C732PAN                      249.174800000000             9.945579338565          4833.543239317818        0.05
C137OH                       226.312000000000            12.236479447015          6380.850107026856        0.05
C137O2                       241.303400000000            10.117957391990          4895.744385251254        0.05
C510OOH                      195.127500000000            11.016966185341          5578.493206682944        0.05
KLIMONONIC                   186.205100000000            11.125761949209          5721.524537940188        0.05
C132OOH                      258.310800000000            13.006839850365          6997.910836911596        0.05
BCKBOO                       254.322100000000             9.603827915290          4952.803606026283        0.05
HPNC524CO                    211.126900000000            13.608229969803          7344.675288708256        0.05
C151NO3                      331.361500000000            13.553936045973          7263.492050109241        0.05
C626CO2H                     158.151900000000            10.414662404810          5219.700092204444        0.05
C517CO2H                     146.141200000000            11.353001841502          5816.824513156344        0.05
C57NO3CO3                    210.118900000000            10.585249434646          5038.002028466854        0.05
C116CO3H                     242.268300000000            10.776021406938          5421.007203543666        0.05
INCNCO2H                     240.125000000000            13.161867311970          6764.236794015879        0.05
C118CO                       228.241700000000            11.989020801294          5962.611781687800        0.05
NC91CO3H                     245.229200000000            10.990162352389          5184.404693055911        0.05
LIMALBOH                     184.232200000000             9.998047440568          4946.073385237636        0.05
BCKOOA                       254.322100000000             9.603827915290          4952.803606026283        0.05
BCKOOB                       254.322100000000             9.603827915290          4952.803606026283        0.05
LIMALAOOH                    200.231600000000            10.035046115702          5092.201260819454        0.05
C58NO3CO3H                   211.126900000000            12.734236678726          6645.099148987167        0.05
C728OH                       162.183700000000            11.480180709000          5950.780543707739        0.05
INANCO                       224.125600000000            11.208771728629          5444.141433048496        0.05
C44OOH                       134.087400000000            10.715692147435          5482.521810046966        0.05
LIMCOOH                      186.248100000000            10.941268072223          5567.268476329922        0.05
C133O                        257.302800000000            11.912758144213          5901.955347427333        0.05
C117OOH                      230.257600000000            12.295740296582          6496.086388488227        0.05
MACRNBCO2H                   165.101500000000            10.563383875063          5197.122562123750        0.05
C825O                        173.186400000000            11.012949515995          5589.031401961519        0.05
INAHPPAN                     272.123800000000            12.618194504351          6611.634817912151        0.05
C136CO2H                     238.322700000000            11.413815242338          5783.725681544907        0.05
C516O                        147.106100000000            11.022145324841          5333.118649646641        0.05
C142O                        239.330600000000            10.549789376379          5071.222689898653        0.05
C728O2                       177.175100000000            10.630293173999          5191.530649958860        0.05
C58AOOH                      150.129900000000            10.063642598516          5210.068979575954        0.05
HMVKBCO2H                    132.114600000000            10.997452071683          5565.912290969232        0.05
NC71OOH                      219.148900000000            12.972403628738          6473.710732782913        0.05
C915OOH                      186.205100000000            10.541478189454          4992.980366534363        0.05
C621O2                       177.132100000000            10.650184049735          5071.333853388381        0.05
C57NO3CO2H                   195.127500000000            13.413421736844          7143.062260222054        0.05
C732CO3H                     204.177300000000            12.107075613647          6440.640360159778        0.05
INDHCHO                      179.128100000000            10.197182434689          4966.192001820034        0.05
C116CO2H                     226.268900000000            11.527348545436          5918.970314155408        0.05
NC1313OOH                    303.308300000000            10.931473086658          5532.352802147499        0.05
BCBOO                        252.349300000000             9.153776269908          4566.646750135731        0.05
C1310O                       257.302800000000            12.989354024947          7016.655485681028        0.05
C914OOH                      200.188600000000            11.034726767980          5350.816588212640        0.05
LMLKAOH                      186.205100000000             9.771734337538          4958.605392226619        0.05
C1215OOH                     260.283600000000            13.758394945347          7303.670589949089        0.05
C134O2                       287.285800000000            12.124222365729          6203.770170695243        0.05
C810OOH                      174.194400000000             9.818786948675          4833.082580953158        0.05
INCNCO3H                     256.124400000000            12.460534098915          6266.273678229497        0.05
INB1NACO3                    255.116500000000            11.546909129541          5385.032379978998        0.05
C731CO2H                     172.178500000000            10.770212186097          5470.612317674187        0.05
C1211PAN                     317.291900000000            11.058265473332          5532.813459591152        0.05
C916OH                       186.205100000000             9.576185385724          4731.704249862459        0.05
BCSOZO                       285.356000000000            11.247558986389          5350.221655299598        0.05
C919OOH                      202.204500000000            10.920337410432          5553.927205045014        0.05
LIMALOOH                     218.246900000000            12.595365180607          6748.858137296258        0.05
NLIMALOOH                    263.244500000000            10.529886507705          5334.907030878199        0.05
BCALCOOH                     268.348700000000            11.147732255806          5791.471482621630        0.05
C1312CO                      240.295500000000            11.937323873755          6278.281889858958        0.05
INDHPAN                      256.124400000000            11.798410765242          5999.333616352277        0.05
HOCO3C4OOH                   120.103900000000             9.387583883364          4619.861530401440        0.05
C813OH                       190.193800000000            12.867120414551          6802.317471115686        0.05
C143O                        255.330000000000            11.352298935190          5799.576556063244        0.05
C536O2                       181.034800000000             9.484392152312          4760.650051591310        0.05
C131OOH                      242.311400000000            11.153160671647          5717.449769578844        0.05
BCALBOH                      252.349300000000            11.110733578103          5645.343606304938        0.05
BCALBOC                      252.349300000000             9.395042731534          4643.684076132779        0.05
LIMAOOH                      186.248100000000            11.092467650768          5639.959788466373        0.05
BCOOB                        252.349300000000             9.153776269908          4566.646750135731        0.05
INANCO3                      255.116500000000            10.817579221855          5032.801405651034        0.05
C106OH                       200.231600000000             9.931735154588          4982.616471775499        0.05
C813O2                       205.185200000000            11.979370503496          5971.912961884077        0.05
C818OH                       174.194400000000            10.792748734719          5555.729811885518        0.05
MACRNCO3H                    181.100900000000            11.130931213163          5425.015273186444        0.05
C132O                        241.303400000000            10.413188268482          5122.125291976944        0.05
BCALAOOH                     268.348700000000            11.147732255806          5791.471482621630        0.05
BCOOA                        252.349300000000             9.153776269908          4566.646750135731        0.05
MACRNPAN                     226.098400000000            10.795317496080          5152.874592750691        0.05
C88CO3H                      200.188600000000            10.605145915774          5207.135182282901        0.05
C817OH                       158.195000000000            10.017030090557          4850.657803423390        0.05
R_HOM_O6                     231.000000000000             8.424800000000          4628.917437511839        0.05
R_HOM_O7                     247.000000000000             7.419800000000          4608.484379585278        0.05
R_HOM_O8                     263.000000000000             8.452600000000          4967.311563809900        0.05
R_HOM_O9                     279.000000000000             7.447700000000          4946.878494981380        0.05
R_HOM_O10                    295.000000000000             8.445400000000          5690.514233732380        0.05
R_HOM_O11                    311.000000000000             7.440400000000          5670.081166981670        0.05
R_HOM_O12                    327.000000000000             8.438200000000          6413.716809292257        0.05
R_HOM_O13                    343.000000000000             7.433200000000          6393.283824468810        0.05
R_HOM_O14                    359.000000000000             9.979400000000          7317.856447586760        0.05
HOM_O4CBN                    198.000000000000             6.422100000000          3864.848741839911        0.05
HOM_O5CBN                    214.000000000000             7.419800000000          4608.484379585278        0.05
HOM_O6CBN                    230.000000000000             6.414800000000          4588.051327230768        0.05
HOM_O7CBN                    246.000000000000             7.447700000000          4946.878494981380        0.05
HOM_O8CBN                    262.000000000000             6.442700000000          4926.445463187453        0.05
HOM_O9CBN                    278.000000000000             7.440400000000          5670.081166981670        0.05
HOM_O10CBN                   294.000000000000             6.435500000000          5649.648141097981        0.05
HOM_O11CBN                   310.000000000000             7.433200000000          6393.283824468810        0.05
HOM_O12CBN                   326.000000000000             6.428300000000          6372.850703233667        0.05
HOM_O13CBN                   342.000000000000             8.974400000000          7297.423348300933        0.05
HOM_O3                       184.000000000000             9.138800000000          4766.529150782450        0.05
HOM_O4                       200.000000000000             8.995500000000          5375.561240424234        0.05
HOM_O5                       216.000000000000             8.281500000000          5237.949558516840        0.05
HOM_O6                       232.000000000000             7.276500000000          5217.516592539412        0.05
HOM_O7                       248.000000000000             9.159400000000          5828.125841489222        0.05
HOM_O8                       264.000000000000             8.154400000000          5807.692798681090        0.05
HOM_O9                       280.000000000000             9.152200000000          6551.328543649268        0.05
HOM_O10                      296.000000000000             8.147200000000          6530.895461989532        0.05
HOM_O11                      312.000000000000             9.145000000000          7274.531107875014        0.05
HOM_O12                      328.000000000000             8.140000000000          7254.098068612533        0.05
HOM_O13                      344.000000000000            10.686200000000          8178.670685174244        0.05
HOM_O14                      360.000000000000             9.972200000000          8041.059008730548        0.05
HOM_NO5                      229.000000000000             8.886700000000          4692.683259451670        0.05
HOM_NO6                      245.000000000000             7.881700000000          4672.250251790159        0.05
HOM_NO7                      261.000000000000             9.422900000000          5576.389834793348        0.05
HOM_NO8                      277.000000000000             7.874500000000          5395.452841491134        0.05
HOM_NO9                      293.000000000000             8.907300000000          5754.279990315708        0.05
HOM_NO10                     309.000000000000             7.902400000000          5733.846950244937        0.05
HOM_NO11                     325.000000000000             8.900100000000          6477.482654549956        0.05
HOM_NO12                     341.000000000000             7.895100000000          6457.049563148398        0.05
HOM_NO13                     357.000000000000             8.892900000000          7200.685213304158        0.05
HOM_NO14                     373.000000000000             7.887900000000          7180.252167454631        0.05
HOM_NO15                     389.000000000000            10.434100000000          8104.824873757167        0.05
HOM20_O5                     350.000000000000            11.529500000000          6866.828990500528        0.05
HOM20_O6                     366.000000000000            10.326200000000          6530.894084432420        0.05
HOM20_O7                     382.000000000000             9.519600000000          6825.962901885381        0.05
HOM20_O8                     398.000000000000             8.805600000000          6688.351203514801        0.05
HOM20_O9                     414.000000000000            11.060800000000          7730.102502500322        0.05
HOM20_O10                    430.000000000000            10.346800000000          7592.490793900310        0.05
HOM20_O11                    446.000000000000            11.053600000000          8453.305076263192        0.05
HOM20_O12                    462.000000000000            10.339600000000          8315.693427042817        0.05
HOM20_O13                    478.000000000000            11.046300000000          9176.507666635007        0.05
HOM20_O14                    494.000000000000            10.332300000000          9038.896065765819        0.05
HOM20_O15                    510.000000000000            11.582600000000         10060.214241247004        0.05
HOM20_O16                    526.000000000000            11.873500000000          9943.035651621762        0.05
HOM20_O17                    542.000000000000            12.580300000000         10803.849939180098        0.05
HOM20_NO7                    397.000000000000            11.277400000000          6792.983081151509        0.05
HOM20_NO8                    413.000000000000            10.272400000000          6772.549983116891        0.05
HOM20_NO9                    429.000000000000            11.270200000000          7516.185702734299        0.05
HOM20_NO10                   445.000000000000            11.977000000000          8376.999985519782        0.05
HOM20_NO11                   461.000000000000            11.298000000000          7854.579847911561        0.05
HOM20_NO12                   477.000000000000            12.004800000000          8715.394106810547        0.05
HOM20_NO13                   493.000000000000            11.290800000000          8577.782424045932        0.05
HOM20_NO14                   509.000000000000            11.997600000000          9438.596762236768        0.05
HOM20_NO15                   525.000000000000            11.283600000000          9300.985076879730        0.05
HOM20_NO16                   541.000000000000            11.827100000000          9461.488975185068        0.05
HOM20_NO17                   557.000000000000            12.824800000000         10205.124648774896        0.05
HOM20_NO18                   573.000000000000            11.819845262832         10184.691610000003        0.05
HOM19_O5                     336.000000000000            11.111141834271          6615.139161000002        0.05
HOM19_O6                     352.000000000000             9.907791708903          6279.204282000000        0.05
HOM19_O7                     368.000000000000             9.101206675543          6574.273067999999        0.05
HOM19_O8                     384.000000000000             8.387210622699          6436.661387999998        0.05
HOM19_O9                     400.000000000000            10.642416977297          7478.412658999998        0.05
HOM19_O10                    416.000000000000             9.928420938730          7340.800985000000        0.05
HOM19_O11                    432.000000000000            10.635195160657          8201.615312999997        0.05
HOM19_O12                    448.000000000000             9.921199227026          8064.003667999999        0.05
HOM19_O13                    464.000000000000            10.627973390332          8924.817983000006        0.05
HOM19_O14                    480.000000000000             9.913977301525          8787.206291000002        0.05
HOM19_O15                    496.000000000000            11.164215896100          9808.524464999997        0.05
HOM19_O16                    512.000000000000            11.455187648744          9691.345898999993        0.05
HOM19_O17                    528.000000000000            12.161961789254         10552.160200000006        0.05
HOM19_O18                    544.000000000000            11.483038782566         10029.739970000002        0.05
HOM19_NO8                    399.000000000000             9.854088589470          6520.860315000002        0.05
HOM19_NO9                    415.000000000000            10.851834140623          7264.495953000004        0.05
HOM19_NO10                   431.000000000000            11.558608023365          8125.310192000000        0.05
HOM19_NO11                   447.000000000000            10.879685534204          7602.890105999997        0.05
HOM19_NO12                   463.000000000000            11.586459340429          8463.704318000006        0.05
HOM19_NO13                   479.000000000000            10.872463582217          8326.092721000001        0.05
HOM19_NO14                   495.000000000000            11.579237547128          9186.906973000001        0.05
HOM19_NO15                   511.000000000000            10.865241537561          9049.295310000001        0.05
HOM19_NO16                   527.000000000000            11.408706053004          9209.799196999997        0.05
HOM19_NO17                   543.000000000000            12.406451756060          9953.434875999999        0.05
HOM19_NO18                   559.000000000000            11.401484391823          9933.001887999999        0.05
HOM18_O4                     306.000000000000             9.986006700241          5502.635106000003        0.05
HOM18_O5                     322.000000000000            10.692781030147          6363.449463999997        0.05
HOM18_O6                     338.000000000000             9.489430555029          6027.514486000001        0.05
HOM18_O7                     354.000000000000             8.682845663631          6322.583321999998        0.05
HOM18_O8                     370.000000000000             7.968849585146          6184.971624999999        0.05
HOM18_O9                     386.000000000000            10.224056083051          7226.722938000001        0.05
HOM18_O10                    402.000000000000             9.510060074961          7089.111273999998        0.05
HOM18_O11                    418.000000000000            10.216834100021          7949.925546999999        0.05
HOM18_O12                    434.000000000000             9.502837949447          7812.313834000000        0.05
HOM18_O13                    450.000000000000            10.209612113375          8673.128155999997        0.05
HOM18_O14                    466.000000000000             9.495616059625          8535.516466999996        0.05
HOM18_O15                    482.000000000000            10.745854837618          9556.834698999999        0.05
HOM18_O16                    498.000000000000            11.036826654151          9439.656143000007        0.05
HOM18_O17                    514.000000000000            11.743600702498         10300.470430000001        0.05
HOM18_O18                    530.000000000000            11.064677757003          9778.050209999998        0.05
HOM18_NO9                    401.000000000000            10.433472955111          7012.806156000003        0.05
HOM18_NO10                   417.000000000000            11.140247340462          7873.620527999997        0.05
HOM18_NO11                   433.000000000000            10.461324277670          7351.200279999998        0.05
HOM18_NO12                   449.000000000000            11.168098416269          8212.014585999999        0.05
HOM18_NO13                   465.000000000000            10.454102443462          8074.402940999999        0.05
HOM18_NO14                   481.000000000000            11.160876584283          8935.217239999998        0.05
HOM18_NO15                   497.000000000000            10.446880432589          8797.605530000001        0.05
HOM18_NO16                   513.000000000000            10.990345051969          8958.109446999999        0.05
HOM18_NO17                   529.000000000000            11.988090787699          9701.745136000005        0.05
HOM18_NO18                   545.000000000000            10.983123271250          9681.312107999995        0.05
HOM18_NO19                   561.000000000000            11.980868781626         10424.947730000005        0.05
R_HOM_OH_O5                  217.000000000000             8.681700000000          4722.484110195383        0.05
R_HOM_OH_O6                  233.000000000000             9.678300000000          5637.296609034431        0.05
R_HOM_OH_O7                  249.000000000000             7.178600000000          4359.884412322313        0.05
R_HOM_OH_O8                  265.000000000000             7.885400000000          5220.698708371651        0.05
R_HOM_OH_O9                  281.000000000000             7.171400000000          5083.087071016971        0.05
R_HOM_OH_O10                 297.000000000000             7.878200000000          5943.901299290477        0.05
HOM_OH_O4CBN                 200.000000000000             7.676700000000          4702.051062635217        0.05
HOM_OH_O5CBN                 216.000000000000             8.673300000000          5616.863495242183        0.05
HOM_OH_O6CBN                 232.000000000000             6.173600000000          4339.451396154291        0.05
HOM_OH_O7CBN                 248.000000000000             6.880400000000          5200.265671715771        0.05
HOM_OH_O8CBN                 264.000000000000             6.166400000000          5062.653994115302        0.05
HOM_OH_O9CBN                 280.000000000000             6.873200000000          5923.468267152740        0.05
HOM_OH_O4                    202.000000000000             9.388400000000          5583.298432707729        0.05
HOM_OH_O5                    218.000000000000            10.385000000000          6498.110924830324        0.05
HOM_OH_O6                    234.000000000000             7.885400000000          5220.698708371651        0.05
HOM_OH_O7                    250.000000000000             8.592200000000          6081.513024673879        0.05
HOM_OH_O8                    266.000000000000             7.878200000000          5943.901299290477        0.05
HOM_OH_O9                    282.000000000000             6.874300000000          5752.291487092441        0.05
HOM_OH_O10                   298.000000000000             7.581100000000          6613.105809404993        0.05
HOM_OH_NO6                   247.000000000000             9.426200000000          5563.450659825249        0.05
HOM_OH_NO7                   263.000000000000            10.133000000000          6424.264975792520        0.05
HOM_OH_NO8                   279.000000000000             7.633300000000          5146.852915402640        0.05
HOM_OH_NO9                   295.000000000000             8.340100000000          6007.667093210470        0.05
HOM_OH_NO10                  311.000000000000             7.626100000000          5870.055494914420        0.05
HOM_OH_NO11                  327.000000000000             8.332800000000          6730.869731572422        0.05
HOM20_OH_O6                  370.000000000000            10.067400000000          6802.350920462139        0.05
HOM20_OH_O7                  386.000000000000             9.352300000000          6835.915983981291        0.05
