#Compound                    Mass               C   O   N   H   S  Cl  Br
BCBOOA                       270.321500000000  14   5   0  22   0   0   0
C147O                        269.313500000000  14   5   0  21   0   0   0
BCBOOH                       254.365100000000  15   3   0  26   0   0   0
BCLKCOOH                     270.321500000000  14   5   0  22   0   0   0
BCALBOOH                     268.348700000000  15   4   0  24   0   0   0
NC524O                       196.135400000000   5   7   1  10   0   0   0
C108NO3                      245.229200000000  10   6   1  15   0   0   0
BCKAO                        239.330600000000  14   3   0  23   0   0   0
C719O                        159.159800000000   7   4   0  11   0   0   0
BCAOOH                       254.365100000000  15   3   0  26   0   0   0
NBCOOH                       299.362700000000  15   5   1  25   0   0   0
C537O                        165.039900000000   5   6   0   9   0   0   0
HPC52CO3                     197.120200000000   5   8   0   9   0   0   0
C520OOH                      148.114000000000   5   5   0   8   0   0   0
C619OOH                      144.125300000000   6   4   0   8   0   0   0
C519CO2H                     146.141200000000   6   4   0  10   0   0   0
C1012OOH                     202.247500000000  10   4   0  18   0   0   0
C624OOH                      132.157700000000   6   3   0  12   0   0   0
C1214OOH                     244.284200000000  12   5   0  20   0   0   0
C622CO3H                     160.167800000000   7   4   0  12   0   0   0
C143CO                       254.322100000000  14   4   0  22   0   0   0
C1210CO3H                    256.294900000000  13   5   0  20   0   0   0
C118OOH                      246.257000000000  11   6   0  18   0   0   0
INAHCO3H                     211.126900000000   5   8   1   9   0   0   0
C141OH                       224.339200000000  14   2   0  24   0   0   0
C147OH                       270.321500000000  14   5   0  22   0   0   0
C147O2                       285.312900000000  14   6   0  21   0   0   0
C1213O                       259.275700000000  12   6   0  19   0   0   0
C1212O2                      259.275700000000  12   6   0  19   0   0   0
C526OOH                      166.129300000000   5   6   0  10   0   0   0
C930OOH                      202.204500000000   9   5   0  14   0   0   0
C721PAN                      233.175400000000   8   7   1  11   0   0   0
C148OH                       270.146700000000  14   5   0  22   0   0   0
C145OH                       288.336800000000  14   6   0  24   0   0   0
C148O2                       285.312900000000  14   6   0  21   0   0   0
C1211CO3H                    272.294300000000  13   6   0  20   0   0   0
C732OOH                      176.167200000000   7   5   0  12   0   0   0
C118NO3                      275.255200000000  11   7   1  17   0   0   0
INDOOH                       197.143300000000   5   7   1  11   0   0   0
C536O                        165.039900000000   5   6   0   9   0   0   0
C58OOH                       150.129900000000   5   5   0  10   0   0   0
C727CO3H                     188.177900000000   8   5   0  12   0   0   0
C926OOH                      202.204500000000   9   5   0  14   0   0   0
C131CO                       224.296100000000  13   3   0  20   0   0   0
C925O                        203.212400000000   9   5   0  15   0   0   0
INCOOH                       197.143300000000   5   7   1  11   0   0   0
C9DCNO3                      213.187300000000   9   5   1  11   0   0   0
BCSOZNO3                     331.361500000000  15   7   1  25   0   0   0
C1212NO3                     305.281200000000  12   8   1  19   0   0   0
C922OOH                      220.219700000000   9   6   0  16   0   0   0
C516O2                       163.105500000000   5   6   0   7   0   0   0
C622CO2H                     144.168400000000   7   3   0  12   0   0   0
C1211NO3                     273.282400000000  12   6   1  19   0   0   0
C1210OH                      212.285400000000  12   3   0  20   0   0   0
C1213NO3                     305.281200000000  12   8   1  19   0   0   0
NBPINBOOH                    231.245700000000  10   5   1  17   0   0   0
C822CO2H                     170.205700000000   9   3   0  14   0   0   0
INAOH                        181.143900000000   5   6   1  11   0   0   0
C1212O                       243.276300000000  12   5   0  19   0   0   0
C1313OH                      242.311400000000  13   4   0  22   0   0   0
C1311OH                      226.312000000000  13   3   0  22   0   0   0
INCOH                        181.143900000000   5   6   1  11   0   0   0
INANCOCO3H                   254.108500000000   5  10   2   6   0   0   0
C1313O2                      257.302800000000  13   5   0  21   0   0   0
C623OOH                      164.156500000000   6   5   0  12   0   0   0
C519CO3H                     162.140600000000   6   5   0  10   0   0   0
INAO2                        196.135400000000   5   7   1  10   0   0   0
LMKAOH                       172.221500000000   9   3   0  16   0   0   0
C828CO3H                     216.188000000000   9   6   0  12   0   0   0
BCLKAO2                      269.313500000000  14   5   0  21   0   0   0
BCLKAOH                      254.322100000000  14   4   0  22   0   0   0
C626CO3H                     174.151300000000   7   5   0  10   0   0   0
C1210CO2H                    240.295500000000  13   4   0  20   0   0   0
BPINCNO3                     215.246300000000  10   4   1  17   0   0   0
PINALNO3                     229.229800000000  10   5   1  15   0   0   0
C825OOH                      190.193800000000   8   5   0  14   0   0   0
C136CO3H                     254.322100000000  14   4   0  22   0   0   0
C928OOH                      188.220900000000   9   4   0  16   0   0   0
C1310NO3                     303.308300000000  13   7   1  21   0   0   0
BCALACO                      250.333400000000  15   3   0  22   0   0   0
C829OOH                      190.193800000000   8   5   0  14   0   0   0
C922O                        203.212400000000   9   5   0  15   0   0   0
C1312NO3                     287.308900000000  13   6   1  21   0   0   0
C929OOH                      204.220300000000   9   5   0  16   0   0   0
NORLIMO                      187.213000000000   9   4   0  15   0   0   0
HC23C4CO3H                   162.097500000000   5   6   0   6   0   0   0
C717NO3                      203.149500000000   7   6   1   9   0   0   0
BCSOZO2                      301.355400000000  15   6   0  25   0   0   0
C57NO3CO3H                   211.126900000000   5   8   1   9   0   0   0
C719NO3                      205.165300000000   7   6   1  11   0   0   0
BCLKBCO                      252.306200000000  14   4   0  20   0   0   0
C143OOH                      272.337400000000  14   5   0  24   0   0   0
C823OH                       158.195000000000   8   3   0  14   0   0   0
C58NO3CO2H                   195.127500000000   5   7   1   9   0   0   0
C733OH                       160.167800000000   7   4   0  12   0   0   0
MACRNBCO3H                   165.101500000000   4   6   1   7   0   0   0
C811NO3                      203.192500000000   8   5   1  13   0   0   0
INDHCO3H                     211.126900000000   5   8   1   9   0   0   0
C57OOH                       150.129900000000   5   5   0  10   0   0   0
HIEB2O2                      165.121400000000   5   6   0   9   0   0   0
C139OH                       242.311400000000  13   4   0  22   0   0   0
C732PAN                      249.174800000000   8   8   1  11   0   0   0
C137OH                       226.312000000000  13   3   0  22   0   0   0
C137O2                       241.303400000000  13   4   0  21   0   0   0
C510OOH                      195.127500000000   5   7   1   9   0   0   0
KLIMONONIC                   186.205100000000   9   4   0  14   0   0   0
C132OOH                      258.310800000000  13   5   0  22   0   0   0
BCKBOO                       254.322100000000  14   4   0  22   0   0   0
HPNC524CO                    211.126900000000   5   8   1   9   0   0   0
C151NO3                      331.361500000000  15   7   1  25   0   0   0
C626CO2H                     158.151900000000   7   4   0  10   0   0   0
C517CO2H                     146.141200000000   6   4   0  10   0   0   0
C57NO3CO3                    210.118900000000   5   8   1   8   0   0   0
C116CO3H                     242.268300000000  12   5   0  18   0   0   0
INCNCO2H                     240.125000000000   5   9   2   8   0   0   0
C118CO                       228.241700000000  11   5   0  16   0   0   0
NC91CO3H                     245.229200000000  10   6   1  15   0   0   0
LIMALBOH                     184.232200000000  10   3   0  16   0   0   0
BCKOOA                       254.322100000000  14   4   0  22   0   0   0
BCKOOB                       254.322100000000  14   4   0  22   0   0   0
LIMALAOOH                    200.231600000000  10   4   0  16   0   0   0
C58NO3CO3H                   211.126900000000   5   8   1   9   0   0   0
C728OH                       162.183700000000   7   4   0  14   0   0   0
INANCO                       224.125600000000   5   8   2   8   0   0   0
C44OOH                       134.087400000000   4   5   0   6   0   0   0
LIMCOOH                      186.248100000000  10   3   0  18   0   0   0
C133O                        257.302800000000  13   5   0  21   0   0   0
C117OOH                      230.257600000000  11   5   0  18   0   0   0
MACRNBCO2H                   165.101500000000   4   6   1   7   0   0   0
C825O                        173.186400000000   8   4   0  13   0   0   0
INAHPPAN                     272.123800000000   5  11   2   8   0   0   0
C136CO2H                     238.322700000000  14   3   0  22   0   0   0
C516O                        147.106100000000   5   5   0   7   0   0   0
C142O                        239.330600000000  14   3   0  23   0   0   0
C728O2                       177.175100000000   7   5   0  13   0   0   0
C58AOOH                      150.129900000000   5   5   0  10   0   0   0
HMVKBCO2H                    132.114600000000   5   4   0   8   0   0   0
NC71OOH                      219.148900000000   7   7   1   9   0   0   0
C915OOH                      186.205100000000   9   4   0  14   0   0   0
C621O2                       177.132100000000   6   6   0   9   0   0   0
C57NO3CO2H                   195.127500000000   5   7   1   9   0   0   0
C732CO3H                     204.177300000000   8   6   0  12   0   0   0
INDHCHO                      179.128100000000   5   6   1   9   0   0   0
C116CO2H                     226.268900000000  12   4   0  18   0   0   0
NC1313OOH                    303.308300000000  13   7   1  21   0   0   0
BCBOO                        252.349300000000  15   3   0  24   0   0   0
C1310O                       257.302800000000  13   5   0  21   0   0   0
C914OOH                      200.188600000000   9   5   0  12   0   0   0
LMLKAOH                      186.205100000000   9   4   0  14   0   0   0
C1215OOH                     260.283600000000  12   6   0  20   0   0   0
C134O2                       287.285800000000  13   7   0  19   0   0   0
C810OOH                      174.194400000000   8   4   0  14   0   0   0
INCNCO3H                     256.124400000000   5  10   2   8   0   0   0
INB1NACO3                    255.116500000000   5  10   2   7   0   0   0
C731CO2H                     172.178500000000   8   4   0  12   0   0   0
C1211PAN                     317.291900000000  13   8   1  19   0   0   0
C916OH                       186.205100000000   9   4   0  14   0   0   0
BCSOZO                       285.356000000000  15   5   0  25   0   0   0
C919OOH                      202.204500000000   9   5   0  14   0   0   0
LIMALOOH                     218.246900000000  10   5   0  18   0   0   0
NLIMALOOH                    263.244500000000  10   7   1  17   0   0   0
BCALCOOH                     268.348700000000  15   4   0  24   0   0   0
C1312CO                      240.295500000000  13   4   0  20   0   0   0
INDHPAN                      256.124400000000   5  10   2   8   0   0   0
HOCO3C4OOH                   120.103900000000   4   4   0   8   0   0   0
C813OH                       190.193800000000   8   5   0  14   0   0   0
C143O                        255.330000000000  14   4   0  23   0   0   0
C536O2                       181.034800000000   5   7   0   9   0   0   0
C131OOH                      242.311400000000  13   4   0  22   0   0   0
BCALBOH                      252.349300000000  15   3   0  24   0   0   0
BCALBOC                      252.349300000000  15   3   0  24   0   0   0
LIMAOOH                      186.248100000000  10   3   0  18   0   0   0
BCOOB                        252.349300000000  15   3   0  24   0   0   0
INANCO3                      255.116500000000   5  10   2   7   0   0   0
C106OH                       200.231600000000  10   4   0  16   0   0   0
C813O2                       205.185200000000   8   6   0  13   0   0   0
C818OH                       174.194400000000   8   4   0  14   0   0   0
MACRNCO3H                    181.100900000000   4   7   1   7   0   0   0
C132O                        241.303400000000  13   4   0  21   0   0   0
BCALAOOH                     268.348700000000  15   4   0  24   0   0   0
BCOOA                        252.349300000000  15   3   0  24   0   0   0
MACRNPAN                     226.098400000000   4   9   2   6   0   0   0
C88CO3H                      200.188600000000   9   5   0  12   0   0   0
C817OH                       158.195000000000   8   3   0  14   0   0   0
R_HOM_O6                     231.000000000000  10  15   0   6   0   0   0
R_HOM_O7                     247.000000000000  10  15   0   7   0   0   0
R_HOM_O8                     263.000000000000  10  15   0   8   0   0   0
R_HOM_O9                     279.000000000000  10  15   0   9   0   0   0
R_HOM_O10                    295.000000000000  10  15   0  10   0   0   0
R_HOM_O11                    311.000000000000  10  15   0  11   0   0   0
R_HOM_O12                    327.000000000000  10  15   0  12   0   0   0
R_HOM_O13                    343.000000000000  10  15   0  13   0   0   0
R_HOM_O14                    359.000000000000  10  15   0  14   0   0   0
HOM_O4CBN                    198.000000000000  10  14   0   4   0   0   0
HOM_O5CBN                    214.000000000000  10  14   0   5   0   0   0
HOM_O6CBN                    230.000000000000  10  14   0   6   0   0   0
HOM_O7CBN                    246.000000000000  10  14   0   7   0   0   0
HOM_O8CBN                    262.000000000000  10  14   0   8   0   0   0
HOM_O9CBN                    278.000000000000  10  14   0   9   0   0   0
HOM_O10CBN                   294.000000000000  10  14   0  10   0   0   0
HOM_O11CBN                   310.000000000000  10  14   0  11   0   0   0
HOM_O12CBN                   326.000000000000  10  14   0  12   0   0   0
HOM_O13CBN                   342.000000000000  10  14   0  13   0   0   0
HOM_O3                       184.000000000000  10  16   0   3   0   0   0
HOM_O4                       200.000000000000  10  16   0   4   0   0   0
HOM_O5                       216.000000000000  10  16   0   5   0   0   0
HOM_O6                       232.000000000000  10  16   0   6   0   0   0
HOM_O7                       248.000000000000  10  16   0   7   0   0   0
HOM_O8                       264.000000000000  10  16   0   8   0   0   0
HOM_O9                       280.000000000000  10  16   0   9   0   0   0
HOM_O10                      296.000000000000  10  16   0  10   0   0   0
HOM_O11                      312.000000000000  10  16   0  11   0   0   0
HOM_O12                      328.000000000000  10  16   0  12   0   0   0
HOM_O13                      344.000000000000  10  16   0  13   0   0   0
HOM_O14                      360.000000000000  10  16   0  14   0   0   0
HOM_NO5                      229.000000000000  10  15   1   5   0   0   0
HOM_NO6                      245.000000000000  10  15   1   6   0   0   0
HOM_NO7                      261.000000000000  10  15   1   7   0   0   0
HOM_NO8                      277.000000000000  10  15   1   8   0   0   0
HOM_NO9                      293.000000000000  10  15   1   9   0   0   0
HOM_NO10                     309.000000000000  10  15   1  10   0   0   0
HOM_NO11                     325.000000000000  10  15   1  11   0   0   0
HOM_NO12                     341.000000000000  10  15   1  12   0   0   0
HOM_NO13                     357.000000000000  10  15   1  13   0   0   0
HOM_NO14                     373.000000000000  10  15   1  14   0   0   0
HOM_NO15                     389.000000000000  10  15   1  15   0   0   0
HOM20_O5                     350.000000000000  20  30   0   5   0   0   0
HOM20_O6                     366.000000000000  20  30   0   6   0   0   0
HOM20_O7                     382.000000000000  20  30   0   7   0   0   0
HOM20_O8                     398.000000000000  20  30   0   8   0   0   0
HOM20_O9                     414.000000000000  20  30   0   9   0   0   0
HOM20_O10                    430.000000000000  20  30   0  10   0   0   0
HOM20_O11                    446.000000000000  20  30   0  11   0   0   0
HOM20_O12                    462.000000000000  20  30   0  12   0   0   0
HOM20_O13                    478.000000000000  20  30   0  13   0   0   0
HOM20_O14                    494.000000000000  20  30   0  14   0   0   0
HOM20_O15                    510.000000000000  20  30   0  15   0   0   0
HOM20_O16                    526.000000000000  20  30   0  16   0   0   0
HOM20_O17                    542.000000000000  20  30   0  17   0   0   0
HOM20_NO7                    397.000000000000  20  31   1   7   0   0   0
HOM20_NO8                    413.000000000000  20  31   1   8   0   0   0
HOM20_NO9                    429.000000000000  20  31   1   9   0   0   0
HOM20_NO10                   445.000000000000  20  31   1  10   0   0   0
HOM20_NO11                   461.000000000000  20  31   1  11   0   0   0
HOM20_NO12                   477.000000000000  20  31   1  12   0   0   0
HOM20_NO13                   493.000000000000  20  31   1  13   0   0   0
HOM20_NO14                   509.000000000000  20  31   1  14   0   0   0
HOM20_NO15                   525.000000000000  20  31   1  15   0   0   0
HOM20_NO16                   541.000000000000  20  31   1  16   0   0   0
HOM20_NO17                   557.000000000000  20  31   1  17   0   0   0
HOM20_NO18                   573.000000000000  20  31   1  18   0   0   0
HOM19_O5                     336.000000000000  19  28   0   5   0   0   0
HOM19_O6                     352.000000000000  19  28   0   6   0   0   0
HOM19_O7                     368.000000000000  19  28   0   7   0   0   0
HOM19_O8                     384.000000000000  19  28   0   8   0   0   0
HOM19_O9                     400.000000000000  19  28   0   9   0   0   0
HOM19_O10                    416.000000000000  19  28   0  10   0   0   0
HOM19_O11                    432.000000000000  19  28   0  11   0   0   0
HOM19_O12                    448.000000000000  19  28   0  12   0   0   0
HOM19_O13                    464.000000000000  19  28   0  13   0   0   0
HOM19_O14                    480.000000000000  19  28   0  14   0   0   0
HOM19_O15                    496.000000000000  19  28   0  15   0   0   0
HOM19_O16                    512.000000000000  19  28   0  16   0   0   0
HOM19_O17                    528.000000000000  19  28   0  17   0   0   0
HOM19_O18                    544.000000000000  19  28   0  18   0   0   0
HOM19_NO8                    399.000000000000  19  29   1   8   0   0   0
HOM19_NO9                    415.000000000000  19  29   1   9   0   0   0
HOM19_NO10                   431.000000000000  19  29   1  10   0   0   0
HOM19_NO11                   447.000000000000  19  29   1  11   0   0   0
HOM19_NO12                   463.000000000000  19  29   1  12   0   0   0
HOM19_NO13                   479.000000000000  19  29   1  13   0   0   0
HOM19_NO14                   495.000000000000  19  29   1  14   0   0   0
HOM19_NO15                   511.000000000000  19  29   1  15   0   0   0
HOM19_NO16                   527.000000000000  19  29   1  16   0   0   0
HOM19_NO17                   543.000000000000  19  29   1  17   0   0   0
HOM19_NO18                   559.000000000000  19  29   1  18   0   0   0
HOM18_O4                     306.000000000000  18  26   0   4   0   0   0
HOM18_O5                     322.000000000000  18  26   0   5   0   0   0
HOM18_O6                     338.000000000000  18  26   0   6   0   0   0
HOM18_O7                     354.000000000000  18  26   0   7   0   0   0
HOM18_O8                     370.000000000000  18  26   0   8   0   0   0
HOM18_O9                     386.000000000000  18  26   0   9   0   0   0
HOM18_O10                    402.000000000000  18  26   0  10   0   0   0
HOM18_O11                    418.000000000000  18  26   0  11   0   0   0
HOM18_O12                    434.000000000000  18  26   0  12   0   0   0
HOM18_O13                    450.000000000000  18  26   0  13   0   0   0
HOM18_O14                    466.000000000000  18  26   0  14   0   0   0
HOM18_O15                    482.000000000000  18  26   0  15   0   0   0
HOM18_O16                    498.000000000000  18  26   0  16   0   0   0
HOM18_O17                    514.000000000000  18  26   0  17   0   0   0
HOM18_O18                    530.000000000000  18  26   0  18   0   0   0
HOM18_NO9                    401.000000000000  18  27   1   9   0   0   0
HOM18_NO10                   417.000000000000  18  27   1  10   0   0   0
HOM18_NO11                   433.000000000000  18  27   1  11   0   0   0
HOM18_NO12                   449.000000000000  18  27   1  12   0   0   0
HOM18_NO13                   465.000000000000  18  27   1  13   0   0   0
HOM18_NO14                   481.000000000000  18  27   1  14   0   0   0
HOM18_NO15                   497.000000000000  18  27   1  15   0   0   0
HOM18_NO16                   513.000000000000  18  27   1  16   0   0   0
HOM18_NO17                   529.000000000000  18  27   1  17   0   0   0
HOM18_NO18                   545.000000000000  18  27   1  18   0   0   0
HOM18_NO19                   561.000000000000  18  27   1  19   0   0   0
R_HOM_OH_O5                  217.000000000000  10  17   0   5   0   0   0
R_HOM_OH_O6                  233.000000000000  10  17   0   6   0   0   0
R_HOM_OH_O7                  249.000000000000  10  17   0   7   0   0   0
R_HOM_OH_O8                  265.000000000000  10  17   0   8   0   0   0
R_HOM_OH_O9                  281.000000000000  10  17   0   9   0   0   0
R_HOM_OH_O10                 297.000000000000  10  17   0  10   0   0   0
HOM_OH_O4CBN                 200.000000000000  10  16   0   4   0   0   0
HOM_OH_O5CBN                 216.000000000000  10  16   0   5   0   0   0
HOM_OH_O6CBN                 232.000000000000  10  16   0   6   0   0   0
HOM_OH_O7CBN                 248.000000000000  10  16   0   7   0   0   0
HOM_OH_O8CBN                 264.000000000000  10  16   0   8   0   0   0
HOM_OH_O9CBN                 280.000000000000  10  16   0   9   0   0   0
HOM_OH_O4                    202.000000000000  10  18   0   4   0   0   0
HOM_OH_O5                    218.000000000000  10  18   0   5   0   0   0
HOM_OH_O6                    234.000000000000  10  18   0   6   0   0   0
HOM_OH_O7                    250.000000000000  10  18   0   7   0   0   0
HOM_OH_O8                    266.000000000000  10  18   0   8   0   0   0
HOM_OH_O9                    282.000000000000  10  18   0   9   0   0   0
HOM_OH_O10                   298.000000000000  10  18   0  10   0   0   0
HOM_OH_NO6                   247.000000000000  10  17   1   6   0   0   0
HOM_OH_NO7                   263.000000000000  10  17   1   7   0   0   0
HOM_OH_NO8                   279.000000000000  10  17   1   8   0   0   0
HOM_OH_NO9                   295.000000000000  10  17   1   9   0   0   0
HOM_OH_NO10                  311.000000000000  10  17   1  10   0   0   0
HOM_OH_NO11                  327.000000000000  10  17   1  11   0   0   0
HOM20_OH_O6                  370.000000000000  20  34   0   6   0   0   0
HOM20_OH_O7                  386.000000000000  20  34   0   7   0   0   0
HOM20_OH_O8                  402.000000000000  20  34   0   8   0   0   0
HOM20_OH_O9                  418.000000000000  20  34   0   9   0   0   0
HOM20_OH_O10                 434.000000000000  20  34   0  10   0   0   0
HOM20_OH_O11                 450.000000000000  20  34   0  11   0   0   0
HOM20_OH_O12                 466.000000000000  20  34   0  12   0   0   0
HOM20_OH_O13                 482.000000000000  20  34   0  13   0   0   0
HOM20_OH_NO8                 417.000000000000  20  35   1   8   0   0   0
HOM20_OH_NO9                 433.000000000000  20  35   1   9   0   0   0
HOM20_OH_NO10                449.000000000000  20  35   1  10   0   0   0
HOM20_OH_NO11                465.000000000000  20  35   1  11   0   0   0
HOM20_OH_NO12                481.000000000000  20  35   1  12   0   0   0
HOM20_OH_NO13                497.000000000000  20  35   1  13   0   0   0
HOM20_OH_NO14                513.000000000000  20  35   1  14   0   0   0
HOM19_OH_O6                  356.000000000000  19  32   0   6   0   0   0
HOM19_OH_O7                  372.000000000000  19  32   0   7   0   0   0
HOM19_OH_O8                  388.000000000000  19  32   0   8   0   0   0
HOM19_OH_O9                  404.000000000000  19  32   0   9   0   0   0
HOM19_OH_O10                 420.000000000000  19  32   0  10   0   0   0
HOM19_OH_O11                 436.000000000000  19  32   0  11   0   0   0
HOM19_OH_O12                 452.000000000000  19  32   0  12   0   0   0
HOM19_OH_O13                 468.000000000000  19  32   0  13   0   0   0
HOM19_OH_O14                 484.000000000000  19  32   0  14   0   0   0
HOM19_OH_NO9                 419.000000000000  19  33   1   9   0   0   0
HOM19_OH_NO10                435.000000000000  19  33   1  10   0   0   0
HOM19_OH_NO11                451.000000000000  19  33   1  11   0   0   0
HOM19_OH_NO12                467.000000000000  19  33   1  12   0   0   0
HOM19_OH_NO13                483.000000000000  19  33   1  13   0   0   0
HOM19_OH_NO14                499.000000000000  19  33   1  14   0   0   0
HOM18_OH_O5                  326.000000000000  18  30   0   5   0   0   0
HOM18_OH_O6                  342.000000000000  18  30   0   6   0   0   0
HOM18_OH_O7                  358.000000000000  18  30   0   7   0   0   0
HOM18_OH_O8                  374.000000000000  18  30   0   8   0   0   0
HOM18_OH_O9                  390.000000000000  18  30   0   9   0   0   0
HOM18_OH_O10                 406.000000000000  18  30   0  10   0   0   0
HOM18_OH_O11                 422.000000000000  18  30   0  11   0   0   0
HOM18_OH_O12                 438.000000000000  18  30   0  12   0   0   0
HOM18_OH_O13                 454.000000000000  18  30   0  13   0   0   0
HOM18_OH_O14                 470.000000000000  18  30   0  14   0   0   0
HOM18_OH_NO10                421.000000000000  18  31   1  10   0   0   0
HOM18_OH_NO11                437.000000000000  18  31   1  11   0   0   0
HOM18_OH_NO12                453.000000000000  18  31   1  12   0   0   0
HOM18_OH_NO13                469.000000000000  18  31   1  13   0   0   0
HOM18_OH_NO14                485.000000000000  18  31   1  14   0   0   0
HOM18_OH_NO15                501.000000000000  18  31   1  15   0   0   0
GENERIC                      437.000000000000  22  30   0   2   0   0   0
