      1.090000000000e+02      1.637735697205e+00      1.287310973908e-01      2.395650206972e-01      6.230895069354e-01      1.478953721017e+00      4.007113128393e-01      3.620868974620e-02      3.048412286358e-02      1.123470933533e-01      5.507063140041e-02      7.717751924974e-02      4.808050802340e-02      4.068007149226e-02      1.100960092270e-01
      1.090069444444e+02      1.612095814432e+00      1.270517065824e-01      2.396217523943e-01      6.221712752071e-01      1.478503400610e+00      4.011256262984e-01      3.608318869143e-02      2.988589108769e-02      1.117477005023e-01      5.518541140939e-02      7.504451730982e-02      4.748571841960e-02      4.085651560968e-02      1.069893409205e-01
      1.090138888889e+02      1.586455931658e+00      1.253723157740e-01      2.396784840915e-01      6.212530434787e-01      1.478053080203e+00      4.015399397575e-01      3.595768763667e-02      2.928765931180e-02      1.111483076513e-01      5.530019141838e-02      7.291151536990e-02      4.689092881579e-02      4.103295972709e-02      1.038826726141e-01
      1.090208333333e+02      1.560816048884e+00      1.236929249657e-01      2.397352157886e-01      6.203348117504e-01      1.477602759796e+00      4.019542532167e-01      3.583218658190e-02      2.868942753590e-02      1.105489148002e-01      5.541497142736e-02      7.077851342998e-02      4.629613921199e-02      4.120940384451e-02      1.007760043077e-01
      1.090277777778e+02      1.535176166110e+00      1.220135341573e-01      2.397919474857e-01      6.194165800221e-01      1.477152439390e+00      4.023685666758e-01      3.570668552714e-02      2.809119576001e-02      1.099495219492e-01      5.552975143635e-02      6.864551149007e-02      4.570134960819e-02      4.138584796192e-02      9.766933600126e-02
      1.090347222222e+02      1.509536283337e+00      1.203341433490e-01      2.398486791829e-01      6.184983482938e-01      1.476702118983e+00      4.027828801349e-01      3.558118447237e-02      2.749296398411e-02      1.093501290982e-01      5.564453144534e-02      6.651250955014e-02      4.510656000439e-02      4.156229207934e-02      9.456266769482e-02
      1.090416666667e+02      1.483896400563e+00      1.186547525406e-01      2.399054108800e-01      6.175801165655e-01      1.476251798576e+00      4.031971935941e-01      3.545568341761e-02      2.689473220822e-02      1.087507362471e-01      5.575931145432e-02      6.437950761023e-02      4.451177040058e-02      4.173873619676e-02      9.145599938839e-02
      1.090486111111e+02      1.458256517789e+00      1.169753617322e-01      2.399621425772e-01      6.166618848372e-01      1.475801478169e+00      4.036115070532e-01      3.533018236284e-02      2.629650043233e-02      1.081513433961e-01      5.587409146331e-02      6.224650567031e-02      4.391698079678e-02      4.191518031417e-02      8.834933108196e-02
      1.090555555556e+02      1.432616635015e+00      1.152959709239e-01      2.400188742743e-01      6.157436531089e-01      1.475351157762e+00      4.040258205124e-01      3.520468130808e-02      2.569826865643e-02      1.075519505451e-01      5.598887147230e-02      6.011350373039e-02      4.332219119298e-02      4.209162443159e-02      8.524266277554e-02
      1.090625000000e+02      1.406976752242e+00      1.136165801155e-01      2.400756059715e-01      6.148254213806e-01      1.474900837356e+00      4.044401339715e-01      3.507918025331e-02      2.510003688054e-02      1.069525576940e-01      5.610365148128e-02      5.798050179047e-02      4.272740158918e-02      4.226806854900e-02      8.213599446911e-02
