#                     time          SMEAR_TEMP_168.dat             SMEAR_PRESS.dat                SMEAR_RH.dat               SMEAR_SWR.dat                SA_tower.dat               SA_ground.dat                     NH3.dat                SMEAR_CS.dat            SMEAR_GAS_CO.dat           SMEAR_GAS_NO2.dat            SMEAR_GAS_NO.dat            SMEAR_GAS_O3.dat           SMEAR_GAS_SO2.dat
1.20000000000000000000e+02  3.97000000000000019540e+00  9.93200000000000045475e+02  9.57199999999999988631e+01  -1.93407499999999998863e+00  -1.76715683593750000000e+04  -2.90782285156250000000e+04  1.30900306573490947670e+01  4.29746999999999941544e-03  1.51307999999999992724e+02  2.00000000000000011102e-01  5.00000000000000027756e-02  2.95539999999999984936e+01  7.00000000000000066613e-02
1.20006944444444442865e+02  3.78999360511599148182e+00  9.93299955235811921739e+02  9.75801087130281388227e+01  -2.80272884127162891232e+00  -6.90039390413330693264e+01  -8.92172269379899807973e+03  1.28457076485406549438e+01  4.27449380952381590565e-03  1.50187333331540742165e+02  2.62667669349373744669e-01  5.00000000000000027756e-02  2.89926666657687732709e+01  1.39999680002533516410e-01
1.20013888888888885731e+02  3.83998561150960071586e+00  9.93329990407673108166e+02  9.87099824140672836847e+01  -2.15448024285679684553e+00  1.75335604812923338613e+04  1.12347831280270038405e+04  1.22307215229247052690e+01  4.25151761904763152849e-03  1.49066666663081491606e+02  3.25335338698747422725e-01  5.00000000000000027756e-02  2.84313333315375444954e+01  5.00000000000000027756e-02
1.20020833333333328596e+02  3.71999040767388544637e+00  9.93180009592326086931e+02  9.90100191846522363903e+01  -1.47731183333548843351e+00  3.51361249016259971540e+04  3.13912889498529984849e+04  2.71080138328287478799e+00  4.22854142857144715134e-03  1.47945999996356164274e+02  3.87996864100356719796e-01  5.00000000000000027756e-02  2.78700000002751266948e+01  5.00000000000000027756e-02
1.20027777777777771462e+02  3.53000959232631927875e+00  9.93459923261389462823e+02  9.91299840127894640318e+01  -5.81070996823809693410e-01  3.56526510407040914288e+04  1.30477597998091696354e+04  5.23779605708228235272e+00  4.21691640211641419200e-03  1.47186666665452577263e+02  3.22665621366830135397e-01  5.00000000000000027756e-02  2.79273333334250040139e+01  5.00000000000000027756e-02
1.20034722222222228538e+02  3.48000639488421281698e+00  9.93329984012789509507e+02  9.91799776179052656744e+01  -1.14212299999999999933e+00  3.61691770842959085712e+04  -5.29576956543417327339e+03  4.65857608302073966655e+00  4.20557050264549429214e-03  1.46427333334547427057e+02  2.57334378633169880146e-01  5.00000000000000027756e-02  2.79846666665749985725e+01  5.00000000000000027756e-02
1.20041666666666671404e+02  3.71004316546751633510e+00  9.93390043165467545805e+02  9.67802206235006394763e+01  -1.14001357619039911384e+00  3.66857030976170935901e+04  -2.36392987232584127923e+04  9.36683409445538117666e+00  4.19422460317459781104e-03  1.45668000003643840046e+02  1.92003135899643295748e-01  5.00000000000000027756e-02  2.80419999997248758916e+01  5.00000000000000027756e-02
1.20048611111111114269e+02  3.75999360511537794594e+00  9.93439996802557743649e+02  9.45499904076730643965e+01  -1.66440438412710633997e+00  3.17859394348697314854e+04  -4.87498235196393943625e+03  1.17741690749124856552e+01  4.19716075000000146678e-03  1.46154666665109743917e+02  2.29998783980546767092e-01  5.00000000000000027756e-02  2.92333333295220825221e+01  5.00000000000000027756e-02
1.20055555555555557135e+02  3.77998081534797414349e+00  9.93470012789768020411e+02  9.47798593125518209490e+01  -9.26431238095049458536e-01  2.68861757721223621047e+04  1.38893340193305339199e+04  7.05351201125979088147e+00  4.20081700000000165390e-03  1.46641333332554864910e+02  2.67999391990273394537e-01  5.00000000000000027756e-02  3.04246666647610410905e+01  1.29999360005067010615e-01
1.20062500000000000000e+02  3.66999999999999992895e+00  9.93320000000000050022e+02  9.60799999999999982947e+01  -1.13784200000000002007e+00  2.19864121093750000000e+04  3.26536503906250000000e+04  3.71776899352144107880e+00  4.21590214285719796367e-03  1.47127999999999985903e+02  3.05999999999999994227e-01  5.00000000000000027756e-02  3.16159999999999996589e+01  5.00000000000000027756e-02
1.20069444444444442865e+02  3.89003836930405100247e+00  9.93379961630695902386e+02  9.69101023181441263432e+01  -2.57212184761896933693e+00  9.33821161210365244187e+03  1.97627949458890216192e+04  4.58454564497851890792e+00  4.37829301587302783388e-03  1.48153333334973410729e+02  2.89333066662400606450e-01  5.00000000000000027756e-02  3.14726666664373944116e+01  5.00000000000000027756e-02
1.20076388888888885731e+02  3.94999520383653379696e+00  9.93449979216625024492e+02  9.72899760191826743494e+01  -3.68069516666693141715e+00  -3.30998888516769511625e+03  6.87193950115303960047e+03  4.51174195729726967841e+00  4.54068388888885770410e-03  1.49178666669946863976e+02  2.72666133324801218674e-01  5.00000000000000027756e-02  3.13293333328747891642e+01  5.99997600003653597245e-02
1.20083333333333328596e+02  3.89996163069554091507e+00  9.93320047961630621103e+02  9.78599712230216596254e+01  -3.45432758571287434890e+00  -1.59581893824390426744e+04  -6.01891594358294241829e+03  3.27724984219866222190e+00  4.68917857142862881670e-03  1.50204000008103434993e+02  2.55999776007168333702e-01  5.00000000000000027756e-02  3.11859999899610755847e+01  5.00000000000000027756e-02
1.20090277777777771462e+02  3.82000959232631931428e+00  9.93410041566747395336e+02  9.83799680255789326111e+01  -3.29967838412710623430e+00  -1.69869687480828142725e+04  -4.04268404248083061248e+03  3.31733151643464729830e+00  4.56206547619056757698e-03  1.51892666669366661836e+02  2.51333258669059311785e-01  5.00000000000000027756e-02  2.90939999966551177124e+01  5.00000000000000027756e-02
1.20097222222222228538e+02  3.89001278976842623791e+00  9.93520006394884148904e+02  9.84700095923263205577e+01  -2.85093203492519275954e+00  -1.80157480487921857275e+04  -2.06645205828821235627e+03  4.82937257618144055726e+00  4.43495238095224612873e-03  1.53581333330633356127e+02  2.46666741330940714194e-01  5.00000000000000027756e-02  2.70020000033448823729e+01  1.39999584003293570111e-01
1.20104166666666671404e+02  3.75000959232611474903e+00  9.93549976019184668985e+02  9.84699712230216590569e+01  -3.28188168571592786549e+00  -1.90445272631040716078e+04  -9.02200865364740138830e+01  1.11133623397456577919e+01  4.31241507936512991767e-03  1.55269999991896554548e+02  2.42000223992831664521e-01  5.00000000000000027756e-02  2.49100000100389245006e+01  5.00000000000000027756e-02
1.20111111111111114269e+02  3.28998880895191181395e+00  9.93610020783375034625e+02  9.82899904076730734914e+01  -2.58893907618986585106e+00  -4.61413796706938046555e+03  -3.39374914461815990308e+02  7.64852419929175919577e+00  4.37596005291008682131e-03  1.52412666675807713546e+02  2.61332714656769382611e-01  5.00000000000000027756e-02  2.36886666705738910821e+01  5.00000000000000027756e-02
1.20118055555555557135e+02  2.68994244604392340747e+00  9.93680083133492075831e+02  9.88699872102319829992e+01  -2.20318263174625705858e+00  9.81625132896531067672e+03  -5.88529742387157966732e+02  4.22590258823154929502e+00  4.43950502645504285759e-03  1.49555333337903846314e+02  2.80666357328384685754e-01  5.00000000000000027756e-02  2.24673333352869448731e+01  5.00000000000000027756e-02
1.20125000000000000000e+02  2.64000000000000012434e+00  9.93759999999999990905e+02  9.93199999999999931788e+01  -1.86772300000000002207e+00  2.42466406250000000000e+04  -8.37684570312500000000e+02  1.17036049217754225538e+01  4.50304999999999976124e-03  1.46698000000000007503e+02  2.99999999999999988898e-01  5.00000000000000027756e-02  2.12459999999999986642e+01  5.99999999999999977796e-02
1.20131944444444442865e+02  2.51004476418805921867e+00  9.93799961630695861459e+02  9.98200191846520255012e+01  -1.75843968888893598113e+00  1.85022098088782258856e+04  -2.28413557673252944369e+03  1.18244943786589153945e+01  4.41235555555557958790e-03  1.46235333332593256728e+02  3.12000192003071552538e-01  5.00000000000000027756e-02  2.09166666661398714666e+01  5.00000000000000027756e-02
1.20138888888888885731e+02  3.21000479616346634515e+00  9.93700022382096221918e+02  9.89500335731442675069e+01  -1.62576426825341879834e+00  1.27577789927564517711e+04  -3.73058658315255934212e+03  1.18316405485697444533e+01  4.32166111111115854720e-03  1.45772666665186534374e+02  3.24000384006143116178e-01  5.00000000000000027756e-02  2.05873333322797478218e+01  5.00000000000000027756e-02
1.20145833333333328596e+02  1.36011510791337730808e+00  9.93740067146282854083e+02  9.82800575539566949601e+01  -1.22152185238043919924e+00  7.01334817663467765669e+03  -5.17703758957258833107e+03  1.24994874486693561266e+01  4.23096666666673837387e-03  1.45310000012070389630e+02  3.36001375955965964071e-01  5.00000000000000027756e-02  2.02580000106467608134e+01  5.00000000000000027756e-02
1.20152777777777771462e+02  1.60001598721053239771e+00  9.93690057553958013159e+02  9.86799968025578948527e+01  -8.05915920633943905216e-01  1.65393401515186269535e+04  6.70729066795707149140e+03  7.82913416793499195023e+00  4.10812941798954864986e-03  1.47825333337355090180e+02  3.64667125318635765296e-01  5.00000000000000027756e-02  2.24766666702140724965e+01  5.00000000000000027756e-02
1.20159722222222228538e+02  1.66001278976842581159e+00  9.93909980815347353200e+02  9.94699999999999988631e+01  -3.00391606345910111564e-01  2.60653322117626230465e+04  1.85916190000116766896e+04  7.92835581258090726919e+00  3.98450177248668366281e-03  1.50340666662644906637e+02  3.93332874681364241809e-01  5.00000000000000027756e-02  2.46953333297859245477e+01  5.00000000000000027756e-02
1.20166666666666671404e+02  1.35003357314140171042e+00  9.93969956834532467838e+02  9.98799712230216556463e+01  8.73664957144063114569e-01  3.55913241404570071609e+04  3.04759472345193935325e+04  1.21238289303580248912e+01  3.86087412698407064435e-03  1.52855999987929607187e+02  4.21998624044034043035e-01  5.00000000000000027756e-02  2.69139999893532397834e+01  1.39999904000964708883e-01
1.20173611111111114269e+02  1.24999680255768907955e+00  9.93929990407673017216e+02  1.00000000000000000000e+02  3.75756918412873419655e+00  2.15819573045755023486e+04  2.49100618282212635677e+04  6.42633983653866280861e+00  3.63839462962958640549e-03  1.53101333332548477983e+02  3.64001856029691761574e-01  5.00000000000000027756e-02  2.62346666688399565714e+01  5.00000000000000027756e-02
1.20180555555555557135e+02  1.01005115907206777237e+00  9.93770012789767974937e+02  1.00000000000000000000e+02  7.12255237460428425322e+00  7.57259046869400481228e+03  1.93441764219231336028e+04  1.04903762108376810147e+01  3.41093100529102268709e-03  1.53346666666274245472e+02  3.06000928014845907654e-01  5.00000000000000027756e-02  2.55553333344199771204e+01  5.00000000000000027756e-02
1.20187500000000000000e+02  9.39999999999999946709e-01  9.93809999999999945430e+02  1.00000000000000000000e+02  1.60070599999999991780e+01  -6.43677636718750000000e+03  1.37782910156250000000e+04  8.51336435513017164567e+00  3.18346738095245853500e-03  1.53592000000000012960e+02  2.47999999999999998224e-01  5.00000000000000027756e-02  2.48760000000000012221e+01  8.00000000000000016653e-02
1.20194444444444442865e+02  9.29980815347974609786e-01  9.93779955235811939929e+02  1.00000000000000000000e+02  1.55522626349180619343e+01  -3.58773755413552134996e+03  1.25937968772065614758e+04  1.08993382604295181437e+01  3.31849577777771449424e-03  1.55076666669041514979e+02  2.21332906659840983332e-01  5.00000000000000027756e-02  2.40099999986147700781e+01  5.00000000000000027756e-02
1.20201388888888885731e+02  1.29998241406729020397e+00  9.93850007993605800038e+02  1.00000000000000000000e+02  3.90095857936107606179e+01  -7.38698741083542699926e+02  1.14093027387881229515e+04  1.16849710576740193346e+01  3.48164855555548784574e-03  1.56561333338082988575e+02  1.94665813319681940685e-01  5.00000000000000027756e-02  2.31439999972295389341e+01  5.00000000000000027756e-02
1.20208333333333328596e+02  1.94999999999999995559e+00  9.93939980815347780663e+02  1.00000000000000000000e+02  6.56258329523492278668e+01  2.11034007196843595011e+03  1.02248086003696844273e+04  1.24576781307453501313e+01  3.63830095238093943061e-03  1.58045999987878417414e+02  1.67999264023553113168e-01  5.00000000000000027756e-02  2.22779999980517189329e+01  5.00000000000000027756e-02
1.20215277777777771462e+02  2.30999680255789341388e+00  9.93970041566747454453e+02  1.00000000000000000000e+02  4.67044136825499478505e+01  6.66110529750898331258e+03  1.61824667857725780777e+04  1.16475889359024105119e+01  3.66602912698410672576e-03  1.55519999995961200057e+02  1.52666421341194818995e-01  5.00000000000000027756e-02  2.18719999993508480429e+01  5.00000000000000027756e-02
1.20222222222222228538e+02  2.49999040767368052585e+00  9.93860031974421076484e+02  1.00000000000000000000e+02  4.50055816507732373566e+01  1.12118705325691407779e+04  2.21401250111024201033e+04  1.14921841230507393306e+01  3.69375730158733083311e-03  1.52994000004038781526e+02  1.37333578658805161021e-01  5.00000000000000027756e-02  2.14660000006491493707e+01  5.00000000000000027756e-02
1.20229166666666671404e+02  2.45999520383694258996e+00  9.94039971223021666447e+02  1.00000000000000000000e+02  4.48377386190616675776e+01  1.57626357110676290176e+04  2.80977831381423529820e+04  1.20136959436764083620e+01  3.71827341269832844020e-03  1.50468000012121564168e+02  1.22000735976446894604e-01  5.99999926400174299346e-02  2.10600000019482784808e+01  5.99996640033763836697e-02
1.20236111111111114269e+02  2.57999040767306730970e+00  9.94099972821740379914e+02  1.00000000000000000000e+02  5.31122950158584359315e+01  1.01941976110893556324e+04  1.64701049371469853213e+04  4.09669184584851198139e+00  3.61216560846555232930e-03  1.51739999995930674004e+02  1.71998399974403637369e-01  5.00000000000000027756e-02  2.26599999948813639605e+01  5.00000000000000027756e-02
1.20243055555555557135e+02  2.61000639488400842936e+00  9.94030044764188005502e+02  1.00000000000000000000e+02  5.86583779682494323993e+01  4.62575951111108406621e+03  4.84242673615161766065e+03  1.02374016961193312625e+01  3.50605780423277621841e-03  1.53011999997965347120e+02  2.21999199987201828455e-01  5.00000000000000027756e-02  2.42599999974406799197e+01  9.99995520035469043219e-02
1.20250000000000000000e+02  2.75999999999999978684e+00  9.94009999999999990905e+02  1.00000000000000000000e+02  6.60963200000000057344e+01  -9.42678588867187500000e+02  -6.78525146484375000000e+03  9.76309307012593308173e+00  3.39995000000000010751e-03  1.54283999999999991815e+02  2.72000000000000019540e-01  5.00000000000000027756e-02  2.58599999999999994316e+01  5.00000000000000027756e-02
1.20256944444444442865e+02  2.70000000000000017764e+00  9.94090076738608104279e+02  1.00000000000000000000e+02  6.08564927618806095211e+01  -4.52918310988004577666e+01  -1.10960191976987553062e+04  1.61460221951420095365e+01  3.46055846560844966239e-03  1.56664666670474701959e+02  3.20000768012286274100e-01  5.00000000000000027756e-02  2.56479999996608896140e+01  5.00000000000000027756e-02
1.20263888888888885731e+02  2.66001119104808836369e+00  9.94000003197442310920e+02  1.00000000000000000000e+02  8.60470614444212174021e+01  8.52094926669586584467e+02  -1.54067869305537624314e+04  1.20367355105802502635e+01  3.52116693121689921728e-03  1.59045333340949440526e+02  3.68001536024572528660e-01  5.00000000000000027756e-02  2.54359999993217797964e+01  5.00000000000000027756e-02
1.20270833333333328596e+02  2.67002398081528680152e+00  9.94030004796162984348e+02  1.00000000000000000000e+02  1.00515063809509058501e+02  1.74948168443797339933e+03  -1.97175546634087659186e+04  1.42520625424125881864e+01  3.58177539682534877216e-03  1.61425999981710447173e+02  4.16003199897595155043e-01  5.00000000000000027756e-02  2.52239999950765110270e+01  5.00000000000000027756e-02
1.20277777777777771462e+02  3.08997442046314807484e+00  9.93979932853715808960e+02  1.00000000000000000000e+02  1.07113381904749815021e+02  1.29287659793749708115e+03  -4.67181448116355932143e+03  1.03329747052824192366e+01  3.62519735449730881940e-03  1.57614666660572737555e+02  4.82667733299152912352e-01  5.00000000000000027756e-02  2.41979999983595384094e+01  1.39999136006840441127e-01
1.20284722222222228538e+02  3.31999040767368036597e+00  9.93880022382094693967e+02  1.00000000000000000000e+02  1.14206276825403875819e+02  8.36271503869143543852e+02  1.03739258092885611404e+04  1.02707655010799321360e+01  3.66819669312172394818e-03  1.53803333339427240389e+02  5.49332266700847116070e-01  5.13333297066907098816e-02  2.31720000016404625853e+01  5.00000000000000027756e-02
1.20291666666666671404e+02  3.53997601918471316296e+00  9.93990038369304443222e+02  1.00000000000000000000e+02  1.22844190952392295912e+02  3.79666381583106897324e+02  2.54196660379559325520e+04  1.00705958134848785335e+01  3.71119603174605103973e-03  1.49992000018289530772e+02  6.15996800102404762356e-01  7.39999891200257692292e-02  2.21460000049234899677e+01  1.00000047999517657771e-01
