# time                  SMEAR_TEMP_168.dat      SMEAR_PRESS.dat               SMEAR_RH.dat               SMEAR_SWR.dat          NH3.dat                 SMEAR_GAS_CO.dat              SMEAR_GAS_NO2.dat            SMEAR_GAS_NO.dat       SMEAR_GAS_O3.dat        SMEAR_GAS_SO2.dat
2.0833333333333332e-02 8.3833329999999995e-01  9.9871029999999996e+02  9.5370000000000005e+01  -9.9900000000000000e-01  4.4265000000000000e+09  1.5801237499999999e+02  1.3874999999999998e-01 4.0000000000000001e-02 3.0897874999999999e+01 5.9999999999999998e-02
4.1666666666666664e-02 4.7633332000000000e-01  9.9911300000000006e+02  9.4947500000000005e+01  -7.9000000000000004e-01  4.4265000000000000e+09  1.5630449999999999e+02  1.5137499999999998e-01 4.0000000000000001e-02 3.1180000000000000e+01 5.9999999999999998e-02
6.2500000000000000e-02 4.7499999999999998e-01  9.9964030000000002e+02  9.3261750000000006e+01  -7.4199999999999999e-01  4.4265000000000000e+09  1.5630487500000001e+02  1.1849999999999999e-01 4.0000000000000001e-02 3.1727249999999998e+01 5.9999999999999998e-02
8.3333333333333329e-02 2.6200000000000001e-01  1.0001030000000000e+03  9.1575999999999993e+01  -3.7400000000000000e-01  4.4265000000000000e+09  1.5547825000000000e+02  8.0000000000000002e-02 4.0000000000000001e-02 3.1822875000000003e+01 5.9999999999999998e-02
1.0416666666666666e-01 3.1333334999999997e-02  1.0004032999999999e+03  9.0763999999999996e+01  -4.3800000000000000e-01  4.4265000000000000e+09  1.5480162500000000e+02  8.0000000000000002e-02 4.0000000000000001e-02 3.1852500000000003e+01 5.9999999999999998e-02
1.2499999999999999e-01 2.2666667000000001e-02  1.0006363500000000e+03  9.0227999999999994e+01  -2.4533332999999999e-01  4.4265000000000000e+09  1.5587862500000000e+02  8.0000000000000002e-02 4.0000000000000001e-02 3.2169124999999994e+01 5.9999999999999998e-02
1.4583333333333334e-01 -9.6399999999999997e-01  1.0006020000000000e+03  9.6037999999999997e+01  -1.8166667000000000e-01  4.4265000000000000e+09  1.5569512499999999e+02  8.0000000000000002e-02 4.0000000000000001e-02 3.1956624999999999e+01 5.9999999999999998e-02
1.6666666666666666e-01 -8.0400000000000005e-01  1.0009123499999999e+03  9.3921999999999997e+01  2.2666667000000000e+00  4.4265000000000000e+09  1.5325187499999998e+02  8.0000000000000002e-02 4.0000000000000001e-02 3.3246749999999999e+01 5.9999999999999998e-02
1.8750000000000000e-01 -7.9000000000000004e-01  1.0013153000000000e+03  9.5355999999999995e+01  1.0573000000000000e+01  4.4265000000000000e+09  1.5445987500000001e+02  9.8874999999999991e-02 4.0000000000000001e-02 3.1926749999999998e+01 5.9999999999999998e-02
2.0833333333333334e-01 -8.2366669999999997e-01  1.0015390000000000e+03  9.3742000000000004e+01  3.7878999999999998e+01  4.4265000000000000e+09  1.5101474999999999e+02  8.0000000000000002e-02 4.0000000000000001e-02 3.3380499999999998e+01 5.9999999999999998e-02
2.2916666666666666e-01 -5.2833330000000001e-01  1.0016537000000000e+03  9.4248000000000005e+01  8.0721999999999994e+01  4.4265000000000000e+09  1.5181925000000001e+02  1.1137499999999997e-01 4.0000000000000001e-02 3.3632125000000002e+01 5.9999999999999998e-02
2.5000000000000000e-01 7.7100000000000002e-01  1.0019109999999999e+03  8.8195999999999998e+01  1.3367366000000001e+02  4.4265000000000000e+09  1.5289675000000000e+02  7.0037499999999997e-01 5.7625000000000003e-02 3.2600999999999999e+01 5.9999999999999998e-02
2.7083333333333331e-01 2.3050000000000002e+00  1.0021540000000000e+03  8.1010000000000005e+01  1.9493367000000001e+02  4.4265000000000000e+09  1.5241537499999998e+02  4.0987499999999999e-01 5.7749999999999996e-02 3.3266375000000004e+01 5.9999999999999998e-02
2.9166666666666663e-01 3.3690000000000002e+00  1.0023887000000000e+03  7.5506000000000000e+01  2.5634066999999999e+02  4.4265000000000000e+09  1.4853637500000002e+02  3.6074999999999996e-01 7.1375000000000008e-02 3.1467625000000002e+01 5.9999999999999998e-02
