      9.600000000000e+01      5.729429197168e-01      7.631605718500e-02      3.013943523131e-01      6.019746727386e-01      9.744877737735e-01      3.328340300196e-01      5.690377704419e-02      3.642967528792e-02      1.010198593546e-01      1.904518722262e-01      7.174935376912e-02      5.207127756230e-02      1.342386855935e-01      8.875157873594e-02
      9.600694444444e+01      5.603126031759e-01      7.603161734223e-02      2.982470708456e-01      5.948895983571e-01      9.572071224946e-01      3.287803353235e-01      5.585679267279e-02      3.561400597975e-02      9.976512883048e-02      1.872610462514e-01      6.932812016325e-02      5.134431082225e-02      1.316603925327e-01      8.515116595020e-02
      9.601388888889e+01      5.476822866350e-01      7.574717749947e-02      2.950997893781e-01      5.878045239755e-01      9.399264712158e-01      3.247266406275e-01      5.480980830139e-02      3.479833667157e-02      9.851039830637e-02      1.840702202765e-01      6.690688655738e-02      5.061734408221e-02      1.290820994719e-01      8.155075316446e-02
      9.602083333333e+01      5.350519700942e-01      7.546273765670e-02      2.919525079106e-01      5.807194495940e-01      9.226458199370e-01      3.206729459315e-01      5.376282392999e-02      3.398266736340e-02      9.725566778227e-02      1.808793943017e-01      6.448565295151e-02      4.989037734217e-02      1.265038064111e-01      7.795034037873e-02
      9.602777777778e+01      5.224216535533e-01      7.517829781393e-02      2.888052264431e-01      5.736343752124e-01      9.053651686582e-01      3.166192512355e-01      5.271583955859e-02      3.316699805522e-02      9.600093725816e-02      1.776885683269e-01      6.206441934564e-02      4.916341060213e-02      1.239255133503e-01      7.434992759299e-02
      9.603472222222e+01      5.097913370124e-01      7.489385797116e-02      2.856579449756e-01      5.665493008309e-01      8.880845173793e-01      3.125655565395e-01      5.166885518718e-02      3.235132874704e-02      9.474620673405e-02      1.744977423520e-01      5.964318573977e-02      4.843644386209e-02      1.213472202895e-01      7.074951480724e-02
      9.604166666667e+01      4.971610204715e-01      7.460941812840e-02      2.825106635080e-01      5.594642264493e-01      8.708038661005e-01      3.085118618435e-01      5.062187081578e-02      3.153565943887e-02      9.349147620994e-02      1.713069163772e-01      5.722195213390e-02      4.770947712204e-02      1.187689272287e-01      6.714910202151e-02
      9.604861111111e+01      4.845307039306e-01      7.432497828563e-02      2.793633820405e-01      5.523791520678e-01      8.535232148217e-01      3.044581671474e-01      4.957488644438e-02      3.071999013069e-02      9.223674568583e-02      1.681160904023e-01      5.480071852803e-02      4.698251038200e-02      1.161906341679e-01      6.354868923577e-02
      9.605555555556e+01      4.719003873897e-01      7.404053844286e-02      2.762161005730e-01      5.452940776862e-01      8.362425635429e-01      3.004044724514e-01      4.852790207297e-02      2.990432082252e-02      9.098201516172e-02      1.649252644275e-01      5.237948492216e-02      4.625554364196e-02      1.136123411071e-01      5.994827645003e-02
      9.606250000000e+01      4.592700708489e-01      7.375609860009e-02      2.730688191055e-01      5.382090033047e-01      8.189619122640e-01      2.963507777554e-01      4.748091770157e-02      2.908865151434e-02      8.972728463761e-02      1.617344384526e-01      4.995825131629e-02      4.552857690192e-02      1.110340480464e-01      5.634786366429e-02
      9.606944444444e+01      4.466397543080e-01      7.347165875733e-02      2.699215376380e-01      5.311239289231e-01      8.016812609852e-01      2.922970830594e-01      4.643393333017e-02      2.827298220616e-02      8.847255411350e-02      1.585436124778e-01      4.753701771042e-02      4.480161016188e-02      1.084557549856e-01      5.274745087856e-02
      9.607638888889e+01      4.340094377671e-01      7.318721891456e-02      2.667742561705e-01      5.240388545416e-01      7.844006097064e-01      2.882433883634e-01      4.538694895877e-02      2.745731289799e-02      8.721782358939e-02      1.553527865030e-01      4.511578410455e-02      4.407464342183e-02      1.058774619248e-01      4.914703809282e-02
      9.608333333333e+01      4.213791212262e-01      7.290277907179e-02      2.636269747030e-01      5.169537801600e-01      7.671199584276e-01      2.841896936674e-01      4.433996458737e-02      2.664164358981e-02      8.596309306528e-02      1.521619605281e-01      4.269455049868e-02      4.334767668179e-02      1.032991688640e-01      4.554662530708e-02
      9.609027777778e+01      4.087488046854e-01      7.261833922903e-02      2.604796932355e-01      5.098687057785e-01      7.498393071487e-01      2.801359989713e-01      4.329298021596e-02      2.582597428164e-02      8.470836254118e-02      1.489711345533e-01      4.027331689281e-02      4.262070994175e-02      1.007208758032e-01      4.194621252134e-02
      9.609722222222e+01      3.961184881445e-01      7.233389938626e-02      2.573324117680e-01      5.027836313969e-01      7.325586558699e-01      2.760823042753e-01      4.224599584456e-02      2.501030497346e-02      8.345363201706e-02      1.457803085784e-01      3.785208328694e-02      4.189374320171e-02      9.814258274237e-02      3.834579973560e-02
