C534OOH           5  7  0  8  0  0  0
HO3C86NO3         8  4  1 17  0  0  0
IPBZMUCO3H        9  5  0 12  0  0  0
DETLMUOOH        11  6  0 18  0  0  0
NPEBQOOH          8  7  1  9  0  0  0
HO3C126NO3       12  4  1 25  0  0  0
INAHPCO3H         5  9  1  9  0  0  0
TM124QOOH         9  5  0 12  0  0  0
IPNNCATOOH        9 11  2 12  0  0  0
C1312OOH         13  5  0 22  0  0  0
C916NO3           9  6  1 13  0  0  0
EBENZOLOH         8  5  0 12  0  0  0
IPBZMUCO          9  5  0 13  0  0  0
HO3C116OOH       11  3  0 24  0  0  0
HO5C6OOH          6  3  0 14  0  0  0
DNEBNZLO2         8 10  2  9  0  0  0
INANCO3H          5 10  2  8  0  0  0
EBENZOLOOH        8  6  0 12  0  0  0
C71OOH            7  4  0 14  0  0  0
HM23C4OOH         6  3  0 14  0  0  0
TM124OOH          3  2  0 84  0  0  0
NC6PAN1           7 11  2  6  0  0  0
INANPAN           5 12  3  7  0  0  0
TLFUOOH           5  5  0  8  0  0  0
C9DCOOH           9  4  0 12  0  0  0
INB1NBCO3H        5 10  2  8  0  0  0
PET1OHNO2         3  3  1 83  0  0  0
MXYBPER2OH        8  4  0 12  0  0  0
C827CO2H          9  4  0 14  0  0  0
EMPONO2OOH        9  8  1 13  0  0  0
TM123BPOOH        9  5  0 14  0  0  0
TM124OLOOH        9  6  0 14  0  0  0
EBZMUCCO2H        8  4  0 10  0  0  0
MXYQOOH           8  5  0 10  0  0  0
HO36C11          11  2  0 24  0  0  0
HO36C10          10  2  0 22  0  0  0
C1213OH          12  6  0 20  0  0  0
DNCRESO           7  9  2  7  0  0  0
C7MJPCO3H         9  6  0 12  0  0  0
C1213O2          12  7  0 19  0  0  0
OXYQOH            8  4  0 10  0  0  0
C133CO           13  5  0 20  0  0  0
C151OOH          15  6  0 26  0  0  0
H134M3C5          6  3  0 14  0  0  0
BCLKCO           14  4  0 21  0  0  0
PC3ODBCO2H        7  3  0 10  0  0  0
C6COOHCO3H        7  6  0  8  0  0  0
NPETLQOOH         9  7  1 11  0  0  0
HOHOC4DIAL        4  4  0  6  0  0  0
TLEMUCOOH         7  6  0 10  0  0  0
C4DBMECO3H        8  5  0 10  0  0  0
DNOXYOLOOH        8 10  2 10  0  0  0
LMLKBOOH          9  5  0 14  0  0  0
C57OH             5  4  0 10  0  0  0
MNNCATECO         7 10  2  7  0  0  0
NBCALOH          15  6  1 25  0  0  0
C7DCOH            7  4  0 12  0  0  0
IPBZBPROOH        9  5  0 14  0  0  0
C4DBM2CO3H        7  5  0  8  0  0  0
PNNCATECO2        9 11  2 11  0  0  0
NAPINBOOH        10  5  1 17  0  0  0
C717OOH           7  5  0 10  0  0  0
C826OH            8  4  0 14  0  0  0
C7DDCOOH          7  5  0 12  0  0  0
BCLKCCO          14  4  0 20  0  0  0
PEBQCO            8  4  0 10  0  0  0
NMETLQO           9  6  1 10  0  0  0
C6COALCO2H        6  4  0  8  0  0  0
NDNOETLOOH        9 12  3 11  0  0  0
C616OH            6  4  0  8  0  0  0
DE35TOOH          5  2  0 88  0  0  0
OXYMUCOOH         8  6  0 12  0  0  0
IPBZMUCCO         9  5  0 12  0  0  0
C736OOH           7  4  0 10  0  0  0
C8CO2DCO3H        8  5  0 10  0  0  0
NPBFUO            7  6  1 10  0  0  0
HM22C3CO2H        6  3  0 12  0  0  0
TM123OLOH         9  5  0 14  0  0  0
C4OCCOHOOH        4  4  0  8  0  0  0
NBCKOOH          14  6  1 23  0  0  0
PCATECHOL         3  2  0 84  0  0  0
DETLMUPAN        11  7  1 15  0  0  0
IPBENZOLOH        9  5  0 14  0  0  0
LIMALAOH         10  3  0 16  0  0  0
C87PAN            9  8  1 11  0  0  0
C62CPAN           7  8  1  9  0  0  0
NDNT124LO2        9 12  3 10  0  0  0
C5CONO3OOH        5  6  1  9  0  0  0
HOIPRCO2H         4  3  0  8  0  0  0
MEBFUOH           7  4  0 12  0  0  0
METLBIPNO3        9  6  1 13  0  0  0
C57NO3PAN         5 10  2  8  0  0  0
NMXYOLOOH         8  8  1 11  0  0  0
CO25C73OOH        7  4  0 12  0  0  0
NEBFUONE          6  6  1  7  0  0  0
INB1NBPAN         5 12  3  7  0  0  0
COHCCLOOH         2  3  0  6  0  1  0
DMEOBPROH        10  4  0 14  0  0  0
C1213O           12  6  0 19  0  0  0
C7DDCOH           7  4  0 12  0  0  0
C812O             8  4  0 13  0  0  0
C2CL3OHOOH        2  3  0  4  0  3  0
BCAOH            15  2  0 26  0  0  0
BCLKAO           14  4  0 21  0  0  0
MMALNAPAN         5 10  2  6  0  0  0
C144O            14  4  0 23  0  0  0
DNOXYOLO2         8 10  2  9  0  0  0
NORPINIC          8  4  0 12  0  0  0
NDNMETOLO         9 11  3 10  0  0  0
IPBFUOH           7  4  0 12  0  0  0
C627OOH           6  4  0 10  0  0  0
C72NO3            7  5  1 13  0  0  0
C123CO           12  3  0 22  0  0  0
C1H4C5PAN         6  7  1  9  0  0  0
PETLMUCO          9  5  0 13  0  0  0
NEBNZOLOH         8  7  1 11  0  0  0
INAOOH            5  7  1 11  0  0  0
NDNPXYOLO2        8 12  3  8  0  0  0
C103OH           10  3  0 20  0  0  0
C6NO3CO5OH        6  5  1 11  0  0  0
PETLMUCOOH        9  6  0 14  0  0  0
HMVKBOOH          4  4  0  8  0  0  0
HO1C6OOH          6  3  0 14  0  0  0
NDNPETOLO         9 11  3 10  0  0  0
C1311OOH         13  4  0 22  0  0  0
C5DICAROOH        5  5  0  8  0  0  0
ENNCATECO         8 10  2  9  0  0  0
C127OH           12  3  0 20  0  0  0
C145OOH          14  7  0 24  0  0  0
C918OOH           9  4  0 14  0  0  0
ENCATECH          2  4  1 81  0  0  0
BPINAOOH         10  3  0 18  0  0  0
EBZMUCNO3         8  7  1 11  0  0  0
T124NCTOOH        9  9  1 13  0  0  0
PBZOBPEROH        9  4  0 12  0  0  0
MC5COOHOOH        6  5  0 10  0  0  0
MMALNACO3H        5  8  1  7  0  0  0
DNIPBNZOL         3  5  2 82  0  0  0
DETLBIPNO3       11  6  1 17  0  0  0
PXYMUCOH          8  5  0 12  0  0  0
C92OOH            9  4  0 18  0  0  0
TM124MUCCO        9  5  0 12  0  0  0
MXYMUCO           8  5  0 11  0  0  0
C1310O2          13  6  0 21  0  0  0
C812OOH           8  5  0 14  0  0  0
C928CO3H         10  5  0 16  0  0  0
C5NO3OAOOH        5  6  1  9  0  0  0
C734OH            7  5  0 12  0  0  0
HMVKNO3           4  6  1  7  0  0  0
PHENOH            6  5  0  8  0  0  0
NEBNZ1OOH         2  4  1 81  0  0  0
INB1NACO2H        5  9  2  8  0  0  0
C734O2            7  6  0 11  0  0  0
PXYQOOH           8  5  0 10  0  0  0
C118OH           11  5  0 18  0  0  0
IPBZOLOOH         9  6  0 14  0  0  0
C128O            12  4  0 19  0  0  0
C1213CO          12  6  0 18  0  0  0
NTM124LOOH        9  8  1 13  0  0  0
C6CO2OHOOH        6  5  0 10  0  0  0
OXYQCO            8  4  0  8  0  0  0
HO13C5NO3         5  5  1 11  0  0  0
C133OH           13  5  0 22  0  0  0
C118O2           11  6  0 17  0  0  0
INB1CO            5  6  1  9  0  0  0
MALDIALOOH        4  5  0  6  0  0  0
C146O            14  4  0 21  0  0  0
DMEBMUCO         10  5  0 15  0  0  0
PXNNCATCO         8 10  2  9  0  0  0
MXYCATECH         2  2  0 82  0  0  0
DDECNO3          12  3  1 25  0  0  0
MIBKHO4OOH        6  4  0 12  0  0  0
MET1OHNO2         3  3  1 83  0  0  0
C54OOH            5  4  0 12  0  0  0
HIEB2OOH          5  6  0 10  0  0  0
LIMCOOH          10  3  0 18  0  0  0
C3MNO3CO2H        5  5  1  9  0  0  0
NIPBZOLOOH        9  8  1 13  0  0  0
NOPINDOOH         9  3  0 14  0  0  0
C5TRONCO3H        6  6  0  6  0  0  0
BPINCOH          10  2  0 18  0  0  0
MXYBPEROOH        8  5  0 12  0  0  0
TM123MUCCO        9  5  0 12  0  0  0
NMXYOLOH          8  7  1 11  0  0  0
NDNCRESO          7 11  3  6  0  0  0
TM124MUO3H        9  5  0 12  0  0  0
HMVKAOOH          4  4  0  8  0  0  0
BOXPOLBOOH        7  4  0 16  0  0  0
PXYLCO2H          2  2  0 80  0  0  0
OXYOLOH           8  5  0 12  0  0  0
BCLKCOOH         14  5  0 22  0  0  0
C62CO3H           7  6  0 10  0  0  0
LMLKAOOH          9  5  0 14  0  0  0
BOXCOOLOOH        7  5  0 14  0  0  0
NPBNZOLOOH        9  8  1 13  0  0  0
ECO3CO3H          6  6  0  6  0  0  0
DMMALYOOH         6  6  0  8  0  0  0
MTNCATECO2        9  9  1 12  0  0  0
HPC52CO3          5  8  0  9  0  0  0
MXYBIPENO3        8  6  1 11  0  0  0
C520OOH           5  5  0  8  0  0  0
OXNNCATCO2        8 11  2  9  0  0  0
T124NNCTO         9 10  2 11  0  0  0
C614OOH           6  5  0 10  0  0  0
C612OOH           6  4  0 12  0  0  0
T123NNCOOH        9 11  2 12  0  0  0
C610OOH           6  4  0 12  0  0  0
INAHCO3H          5  8  1  9  0  0  0
NMETOLO           9  7  1 12  0  0  0
METCATECH         3  2  0 84  0  0  0
NPETOLOOH         9  8  1 13  0  0  0
NDNPHENO          6 11  3  4  0  0  0
DETLMUOH         11  5  0 18  0  0  0
NPBFUONE          7  6  1  9  0  0  0
C73OOH            7  5  0 10  0  0  0
C125OOH          12  5  0 20  0  0  0
H1MC5OOH          6  3  0 14  0  0  0
TM135OLOOH        9  6  0 14  0  0  0
H2M3C4CO2H        6  3  0 12  0  0  0
C727CO3H          8  5  0 12  0  0  0
EBZMUCO           8  5  0 11  0  0  0
T123NNCTO2        9 11  2 11  0  0  0
OTNCATCOOH        9  9  1 13  0  0  0
C925O             9  5  0 15  0  0  0
INCOOH            5  7  1 11  0  0  0
C6DICAROOH        6  5  0 10  0  0  0
DNMETOLO2         9 10  2 11  0  0  0
C516O2            5  6  0  7  0  0  0
IPBFUCO           7  4  0 10  0  0  0
METOLOH           9  5  0 14  0  0  0
BCAL             15  2  0 24  0  0  0
C1213NO3         12  8  1 19  0  0  0
C61OOH            6  4  0 12  0  0  0
C64NO3            6  5  1 11  0  0  0
C4NO3CO2H         5  5  1  9  0  0  0
NNCATECO2         6 11  2  5  0  0  0
MBOBOOH           5  4  0 12  0  0  0
C1212O           12  5  0 19  0  0  0
C123OH           12  3  0 24  0  0  0
C1313OH          13  4  0 22  0  0  0
HO13C4OOH         4  4  0 10  0  0  0
C1313O2          13  5  0 21  0  0  0
OTNNCATOOH        9 11  2 12  0  0  0
TM124MUNO3        9  7  1 13  0  0  0
MXOHNO2OOH        8  8  1 11  0  0  0
MTNNCATOOH        9 11  2 12  0  0  0
C5DIALOOH         5  4  0  6  0  0  0
HO3C96OOH         9  3  0 20  0  0  0
OETLMUCO          9  5  0 13  0  0  0
NOETLQO2          9  7  1 10  0  0  0
HO36C9            9  2  0 20  0  0  0
C102OOH          10  4  0 20  0  0  0
NPHENOH           6  7  1  7  0  0  0
T124NCATO2        9  9  1 12  0  0  0
C1312NO3         13  6  1 21  0  0  0
NORLIMO           9  4  0 15  0  0  0
C57NO3CO3H        5  8  1  9  0  0  0
NDNPBNZLO         9 11  3 10  0  0  0
PCATEC1OOH        2  3  0 82  0  0  0
C823OH            8  3  0 14  0  0  0
TCEOHOOH          2  3  0  4  0  4  0
C817CO3H          9  5  0 14  0  0  0
H13C43CO3H        5  5  0 10  0  0  0
NDNOXYOLO2        8 12  3  8  0  0  0
C6CO2OHPAN        7  8  1  7  0  0  0
MACRNBCO3H        4  6  1  7  0  0  0
EMPOHNO2O2        9  8  1 12  0  0  0
NPHEN1OOH         0  4  1 77  0  0  0
C811NO3           8  5  1 13  0  0  0
INDHCO3H          5  8  1  9  0  0  0
CH2OHCL2O2H       2  3  0  5  0  2  0
HIEB2O2           5  6  0  9  0  0  0
TM124MUCOH        9  5  0 14  0  0  0
MTCTEC1OOH        3  3  0 84  0  0  0
C137OH           13  3  0 22  0  0  0
C137O2           13  4  0 21  0  0  0
TM124MUCO2        9  6  0 13  0  0  0
C151NO3          15  7  1 25  0  0  0
NPBFUOOH          7  7  1 11  0  0  0
PTCTEC1OOH        3  3  0 84  0  0  0
NDNPHENOOH        6 12  3  5  0  0  0
TL4OHNO2O         7  7  1  8  0  0  0
C517CO2H          6  4  0 10  0  0  0
PXYMUCCO3H        8  5  0 10  0  0  0
NOETOL1OOH        3  4  1 83  0  0  0
BZEMUCNO3         6  7  1  7  0  0  0
HO7C8OOH          8  3  0 18  0  0  0
C118CO           11  5  0 16  0  0  0
BCKOOA           14  4  0 22  0  0  0
BCKOOB           14  4  0 22  0  0  0
C6135COOOH        6  5  0  8  0  0  0
OETLMUCOOH        9  6  0 14  0  0  0
TM135MUO3H        9  5  0 12  0  0  0
IECCO3H           5  5  0  8  0  0  0
METLMUCO3H        9  5  0 12  0  0  0
ACOMCOMOOH        6  6  0  8  0  0  0
C56OH             5  3  0 12  0  0  0
DETLOBPROH       11  4  0 16  0  0  0
NC4EDCO2H         6  5  1  7  0  0  0
C142O            14  3  0 23  0  0  0
HMVKBCO2H         5  4  0  8  0  0  0
C51NO32OOH        5  5  1 11  0  0  0
C8CO2OHPAN        9  8  1 11  0  0  0
PBZBPERNO3        9  6  1 13  0  0  0
BOXPOLAOOH        7  4  0 16  0  0  0
NIPRBQOOH         9  7  1 11  0  0  0
HO34CO6C8         8  3  0 16  0  0  0
OXYMUCCO          8  5  0 10  0  0  0
NTMB2FUOOH        7  7  1 11  0  0  0
DNOETOLO2         9 10  2 11  0  0  0
C9PAN1            9  6  1 17  0  0  0
NC4CO2H           5  5  1  7  0  0  0
C6OH5OOH          6  3  0 14  0  0  0
PNNCATECO         9 10  2 11  0  0  0
DNPBNZLO          9  9  2 11  0  0  0
TM123MUCO2        9  6  0 13  0  0  0
HOCO3C5OOH        5  4  0 10  0  0  0
NDNMXYLOOH        8 12  3  9  0  0  0
INCNCO3H          5 10  2  8  0  0  0
C7MCO3OHO         8  5  0 11  0  0  0
TM123MUCOH        9  5  0 14  0  0  0
C5NO3O4OOH        5  6  1  9  0  0  0
BCSOZO           15  5  0 25  0  0  0
CO356C11         11  3  0 18  0  0  0
CO356C12         12  3  0 20  0  0  0
BCALCOOH         15  4  0 24  0  0  0
METLMUCO2H        9  4  0 12  0  0  0
HOCO3C4OOH        4  4  0  8  0  0  0
MVKOHAOH          4  4  0  8  0  0  0
C7CO2OCO3H        8  6  0 10  0  0  0
C4M2ALOHNO3       5  6  1  7  0  0  0
BCALBOH          15  3  0 24  0  0  0
BCALBOC          15  3  0 24  0  0  0
TM135BP2OH        9  4  0 14  0  0  0
MXYOHNO2O         8  7  1 10  0  0  0
C106OH           10  4  0 16  0  0  0
C813O2            8  6  0 13  0  0  0
MXYMUCCO          8  5  0 10  0  0  0
PRCATC1OOH        3  3  0 84  0  0  0
MACRNCO3H         4  7  1  7  0  0  0
HO1MC5OOH         6  3  0 14  0  0  0
MET1OOH           3  2  0 84  0  0  0
HOEMPHNO2         3  3  1 83  0  0  0
DNCRESOOH         7 10  2  8  0  0  0
APINBOOH         10  3  0 18  0  0  0
C133OOH          13  6  0 22  0  0  0
OETLMUCNO3        9  7  1 13  0  0  0
C42CO3H           5  5  0 10  0  0  0
C2OHOCOOH         3  5  0  6  0  0  0
C58NO3            5  6  1  9  0  0  0
BCALOOH          15  5  0 26  0  0  0
BCALOOA          14  4  0 22  0  0  0
C810OOH           8  4  0 14  0  0  0
C527OOH           5  6  0 10  0  0  0
CONM2CO3H         4  7  1  5  0  0  0
C1010OH          10  3  0 16  0  0  0
C1H4C5CO2H        6  4  0 10  0  0  0
APINCOOH         10  3  0 18  0  0  0
C122O            12  3  0 23  0  0  0
C730O             7  4  0 13  0  0  0
HO2C4CO2H         5  3  0 10  0  0  0
TMB1FUOOH         6  5  0 10  0  0  0
C512CO2H          6  4  0  8  0  0  0
INB1NACHO         5  8  2  8  0  0  0
C921O             9  4  0 15  0  0  0
PBNZOHNO2         3  3  1 83  0  0  0
C88CO2H           9  4  0 12  0  0  0
HM33C3CO2H        6  3  0 12  0  0  0
NOXYOL1OOH        2  4  1 81  0  0  0
NDEMPHOLO        11  7  1 16  0  0  0
NPXYOLOOH         8  8  1 11  0  0  0
C112OOH          11  4  0 22  0  0  0
H1C23C4PAN        5  8  1  5  0  0  0
IPBZMUCPAN        9  7  1 11  0  0  0
PBZQOH            6  4  0  6  0  0  0
INANO3            5  8  2 10  0  0  0
DMEBMUCO2        10  6  0 15  0  0  0
NDNEBZLOOH        8 12  3  9  0  0  0
T123CATECH        3  2  0 84  0  0  0
APINANO3         10  4  1 17  0  0  0
IPCATECHOL        3  2  0 84  0  0  0
LMLKACO           9  4  0 12  0  0  0
C811PAN           9  7  1 13  0  0  0
C87OOH            8  5  0 12  0  0  0
C141CO3H         15  4  0 24  0  0  0
OETLMUCO2H        9  4  0 12  0  0  0
C719NO3           7  6  1 11  0  0  0
HMACROH           4  4  0  8  0  0  0
LMKAOOH           9  4  0 16  0  0  0
IEC2OOH           5  5  0  8  0  0  0
C524OH            5  3  0 10  0  0  0
C621OOH           6  6  0 10  0  0  0
LMKBOOH           9  4  0 16  0  0  0
HOCHOCOOH         3  4  0  6  0  0  0
PETLMUCPAN        9  7  1 11  0  0  0
MMALNBCO2H        5  7  1  7  0  0  0
C56NO3            4  5  1  9  0  0  0
DNOETOLOOH        9 10  2 12  0  0  0
EBZBPERNO3        8  6  1 11  0  0  0
C620OOH           6  5  0  8  0  0  0
C624CO3H          7  4  0 12  0  0  0
C97OOH            9  4  0 16  0  0  0
PBZQOOH           6  5  0  6  0  0  0
NPPRBQO           9  6  1 10  0  0  0
OXNCATECH         2  4  1 81  0  0  0
OXNCATECO         8  8  1 10  0  0  0
DETLMUO3H        11  5  0 16  0  0  0
EBZMUCCO          8  5  0 10  0  0  0
BCKSOZ           14  4  0 22  0  0  0
C733OH            7  4  0 12  0  0  0
NPETLQO           9  6  1 10  0  0  0
C42OOH            4  7  1  7  0  0  0
C520OH            5  4  0  8  0  0  0
NIPBFUONE         7  6  1  9  0  0  0
C829OH            8  4  0 14  0  0  0
HC4ACO2H          5  3  0  8  0  0  0
DNOXYOLO          8  9  2  9  0  0  0
C6EO2OHPAN        9  8  1 11  0  0  0
TLEMUCCO3H        7  5  0  8  0  0  0
MXYQOH            8  4  0 10  0  0  0
C87CO3H           9  6  0 12  0  0  0
PMALNHY2OH        7  5  0 10  0  0  0
METLBPROOH        9  5  0 14  0  0  0
C536OOH           5  7  0 10  0  0  0
C5O5OHCO3H        6  5  0 10  0  0  0
H3M3C5CO2H        7  3  0 14  0  0  0
C527O             5  5  0  9  0  0  0
NOXYOLOH          8  7  1 11  0  0  0
INB2O             5  6  1 10  0  0  0
BCSOZOOH         15  6  0 26  0  0  0
HMACROOH          4  5  0  8  0  0  0
C531OOH           5  5  0  6  0  0  0
PTLQCO            7  4  0  6  0  0  0
NPBNZOLO          9  7  1 12  0  0  0
PNCATECO          9  8  1 12  0  0  0
PNCATECH          3  4  1 83  0  0  0
C108OOH          10  5  0 16  0  0  0
NMXYOL1OOH        2  4  1 81  0  0  0
TMB2FUOH          7  4  0 12  0  0  0
C4PAN10           4  8  1  5  0  0  0
C524OOH           5  4  0 10  0  0  0
C61CO3H           7  6  0 10  0  0  0
C23O3ECO3H        7  6  0 10  0  0  0
C77OOH            7  4  0 14  0  0  0
HO3C5CO2H         6  3  0 12  0  0  0
C4OH2CO3H         5  5  0 10  0  0  0
PEBQOH            8  4  0 12  0  0  0
C137OOH          13  4  0 22  0  0  0
C525OOH           5  6  0 10  0  0  0
C137CO2H         14  4  0 22  0  0  0
MTNNCATCO2        9 11  2 11  0  0  0
NC71CO            7  6  1  7  0  0  0
C3DIOLOOH         3  4  0  8  0  0  0
C614NO3           6  6  1  9  0  0  0
C74OOH            7  5  0 10  0  0  0
OXNCATCOOH        8  9  1 11  0  0  0
BPINBOOH         10  3  0 18  0  0  0
MXNCATCOOH        8  9  1 11  0  0  0
C811OH            8  3  0 14  0  0  0
METLQOH           9  4  0 12  0  0  0
PXYOLOH           8  5  0 12  0  0  0
PETOLOOH          9  6  0 14  0  0  0
H3C25CCO2H        7  5  0 10  0  0  0
H3C25C6OOH        6  5  0 10  0  0  0
NCRESOH           7  7  1  9  0  0  0
OTNCATECO2        9  9  1 12  0  0  0
C610NO3           6  5  1 11  0  0  0
C95OOH            9  5  0 14  0  0  0
H3C25C6PAN        7  8  1  9  0  0  0
DNEBNZLO          8  9  2  9  0  0  0
C23O3CCO2H        5  5  0  6  0  0  0
METLMUCNO3        9  7  1 13  0  0  0
T124CATECH        3  2  0 84  0  0  0
NDMMALYOOH        6  8  1  7  0  0  0
INCNCHO           5  8  2  8  0  0  0
C7MCO2OOH         8  4  0 12  0  0  0
OXYBIPENO3        8  6  1 11  0  0  0
DMEBMUOOH        10  6  0 16  0  0  0
NC61CO3H          7  9  1  7  0  0  0
C517OOH           5  4  0 10  0  0  0
MTNNCATCO         9 10  2 11  0  0  0
C52NO31OOH        5  5  1 11  0  0  0
NT124L1OOH        3  4  1 83  0  0  0
C134OOH          13  7  0 20  0  0  0
C734O             7  5  0 11  0  0  0
NDNMXYOLO         8 11  3  8  0  0  0
C113OOH          11  4  0 22  0  0  0
HO7CO10C12       12  2  0 24  0  0  0
DNPHENOOH         6 10  2  6  0  0  0
H2M4C65OOH        7  3  0 16  0  0  0
C148O            14  5  0 21  0  0  0
C103OOH          10  4  0 20  0  0  0
H13CO2CO3H        4  6  0  6  0  0  0
C516OOH           5  6  0  8  0  0  0
DNMETOLOOH        9 10  2 12  0  0  0
OETLBPR2OH        9  4  0 14  0  0  0
OETLBIPNO3        9  6  1 13  0  0  0
DMEPHOLOOH       10  6  0 16  0  0  0
HO13C4NO3         4  5  1  9  0  0  0
MMALNHYOOH        5  6  0  6  0  0  0
CO234C6OOH        6  5  0  8  0  0  0
PETLBIPNO3        9  6  1 13  0  0  0
C525O             5  5  0  9  0  0  0
HO24C5OOH         5  4  0 12  0  0  0
HO3C96NO3         9  4  1 19  0  0  0
T124CT1OOH        3  3  0 84  0  0  0
HIEB1O            5  5  0  9  0  0  0
INB1HPCO3H        5  9  1  9  0  0  0
C107OOH          10  4  0 16  0  0  0
C142OH           14  3  0 24  0  0  0
MMALNBPAN         5 10  2  6  0  0  0
MXYFUOOH          6  5  0 10  0  0  0
C618CO3H          7  5  0 10  0  0  0
PHENOOH           6  6  0  8  0  0  0
NPETOLO           9  7  1 12  0  0  0
C612OH            6  3  0 12  0  0  0
OETOLOOH          9  6  0 14  0  0  0
