199	8.4320	3905.71486818498	10	15	0	4
215	7.4270	3885.28178434835	10	15	0	5
231	8.4248	4628.91743751184	10	15	0	6
247	7.4198	4608.48437958528	10	15	0	7
263	8.4526	4967.3115638099	10	15	0	8
279	7.4477	4946.87849498138	10	15	0	9
295	8.4454	5690.51423373238	10	15	0	10
311	7.4404	5670.08116698167	10	15	0	11
327	8.4382	6413.71680929226	10	15	0	12
343	7.4332	6393.28382446881	10	15	0	13
359	9.9794	7317.85644758676	10	15	0	14
182	8.9404	4451.02731517323	10	14	0	3
198	6.4221	3864.84874183991	10	14	0	4
214	7.4198	4608.48437958528	10	14	0	5
230	6.4148	4588.05132723077	10	14	0	6
246	7.4477	4946.87849498138	10	14	0	7
262	6.4427	4926.44546318745	10	14	0	8
278	7.4404	5670.08116698167	10	14	0	9
294	6.4355	5649.64814109798	10	14	0	10
310	7.4332	6393.28382446881	10	14	0	11
326	6.4283	6372.85070323367	10	14	0	12
342	8.9744	7297.42334830093	10	14	0	13
184	9.1388	4766.52915078245	10	16	0	3
200	8.9955	5375.56124042423	10	16	0	4
216	8.2815	5237.94955851684	10	16	0	5
232	7.2765	5217.51659253941	10	16	0	6
248	9.1594	5828.12584148922	10	16	0	7
264	8.1544	5807.69279868109	10	16	0	8
280	9.1522	6551.32854364927	10	16	0	9
296	8.1472	6530.89546198953	10	16	0	10
312	9.1450	7274.53110787501	10	16	0	11
328	8.1400	7254.09806861253	10	16	0	12
344	10.6862	8178.67068517424	10	16	0	13
360	9.9722	8041.05900873055	10	16	0	14
229	8.8867	4692.68325945167	10	15	1	5
245	7.8817	4672.25025179016	10	15	1	6
261	9.4229	5576.38983479335	10	15	1	7
277	7.8745	5395.45284149113	10	15	1	8
293	8.9073	5754.27999031571	10	15	1	9
309	7.9024	5733.84695024494	10	15	1	10
325	8.9001	6477.48265454996	10	15	1	11
341	7.8951	6457.0495631484		10	15	1	12
357	8.8929	7200.68521330416	10	15	1	13
373	7.8879	7180.25216745463	10	15	1	14
389	10.4341	8104.82487375717	10	15	1	15
350	11.5295	6866.82899050053	20	30	0	5
366	10.3262	6530.89408443242	20	30	0	6
382	9.5196	6825.96290188538	20	30	0	7
398	8.8056	6688.3512035148		20	30	0	8
414	11.0608	7730.10250250032	20	30	0	9
430	10.3468	7592.49079390031	20	30	0	10
446	11.0536	8453.30507626319	20	30	0	11
462	10.3396	8315.69342704282	20	30	0	12
478	11.0463	9176.50766663501	20	30	0	13
494	10.3323	9038.89606576582	20	30	0	14
510	11.5826	10060.214241247		20	30	0	15
526	11.8735	9943.03565162176	20	30	0	16
542	12.5803	10803.8499391801	20	30	0	17
397	11.2774	6792.98308115151	20	31	1	7
413	10.2724	6772.54998311689	20	31	1	8
429	11.2702	7516.1857027343		20	31	1	9
445	11.9770	8376.99998551978	20	31	1	10
461	11.2980	7854.57984791156	20	31	1	11
477	12.0048	8715.39410681055	20	31	1	12
493	11.2908	8577.78242404593	20	31	1	13
509	11.9976	9438.59676223676	20	31	1	14
525	11.2836	9300.98507687973	20	31	1	15
541	11.8271	9461.48897518506	20	31	1	16
557	12.8248	10205.1246487749	20	31	1	17
573	11.819845262832235	10184.69161	20	31	1	18
336	11.111141834270516	6615.139161	19	28	0	5
352	 9.907791708902950	6279.204282	19	28	0	6
368	 9.101206675543256	6574.273068	19	28	0	7
384	 8.387210622698667	6436.661388	19	28	0	8
400	10.642416977297490	7478.412659	19	28	0	9
416	 9.928420938730419	7340.800985	19	28	0	10
432	10.635195160656814	8201.615313	19	28	0	11
448	 9.921199227026392	8064.003668	19	28	0	12
464	10.627973390331713	8924.817983	19	28	0	13
480	 9.913977301525478	8787.206291	19	28	0	14
496	11.164215896099604	9808.524465	19	28	0	15
512	11.455187648744170	9691.345899	19	28	0	16
528	12.161961789254260	10552.1602	19	28	0	17
544	11.483038782566341	10029.73997	19	28	0	18
399	 9.854088589470329	6520.860315	19	29	1	8
415	10.851834140623124	7264.495953	19	29	1	9
431	11.558608023364950	8125.310192	19	29	1	10
447	10.879685534203768	7602.890106	19	29	1	11
463	11.586459340429194	8463.704318	19	29	1	12
479	10.872463582217225	8326.092721	19	29	1	13
495	11.579237547127782	9186.906973	19	29	1	14
511	10.865241537560504	9049.29531	19	29	1	15
527	11.408706053003739	9209.799197	19	29	1	16
543	12.406451756060301	9953.434876	19	29	1	17
559	11.401484391822947	9933.001888	19	29	1	18
306	 9.986006700240742	5502.635106	18	26	0	4
322	10.692781030147497	6363.449464	18	26	0	5
338	 9.489430555029140	6027.514486	18	26	0	6
354	 8.682845663630808	6322.583322	18	26	0	7
