290   8.2  1.00
295   9.7  1.00
300  11.7  1.00
305  16.6  1.00
310  17.6  1.00
315  22.5  0.99
320  25.4  0.99
325  27.9  0.99
330  29.9  0.99
335  34.5  0.99
340  38.8  0.99
345  40.7  0.99
350  41.0  0.99
355  51.3  0.99
360  45.1  0.98
365  57.8  0.98
370  54.2  0.98
375  53.5  0.98
380  59.9  0.97
385  59.4  0.97
390  60.0  0.96
395  58.9  0.94
400  67.6  0.69
405  63.2  0.36
410  57.7  0.13

