#Compound                    Mass                        parameter_A              parameter_B
C736OOH                      158.151900000000             9.057117284747          4523.297858548404
TM123OLOH                    202.204500000000            11.114285333971          5775.951428308996
NBCKOOH                      301.335500000000            11.246041783002          5499.963636862647
TM123OLO2                    217.195900000000             9.780582887855          4793.543449128673
DETLMUPAN                    273.239300000000             9.835020997836          5196.434243324544
IPBENZOLOH                   202.204500000000            11.003441556204          5683.402948809854
LIMALAOH                     184.232200000000             9.282271753109          4572.448538152373
C87PAN                       261.185500000000             9.365409563164          4782.493903738890
C62CPAN                      235.148300000000             9.751226044943          4714.903606233257
NDNT124LO2                   352.188600000000            10.476730676615          5048.025319335150
IPBENZOLO2                   217.195900000000             9.669739096709          4700.994965801658
MEBFUOH                      160.167800000000             9.937044310776          4788.800817116070
METLBIPNO3                   231.202600000000            11.827999949775          5706.450026757730
C57NO3PAN                    256.124400000000            12.432141210935          6372.958465354497
NMXYOLOOH                    249.174800000000            12.936417931878          6672.898644212696
INB1NBPAN                    301.122000000000            13.393800912055          6719.988818648488
DMEOBPROH                    198.215800000000             9.998846030205          4941.711376034135
C1213O                       259.275700000000            13.692938442857          7119.034279973519
C812O                        173.186400000000            10.347886780927          5033.740505364929
BCAOH                        238.365700000000            10.751639622409          5353.303964386195
BCAOO                        252.349300000000             9.153776269908          4566.646750135731
BCLKAO                       253.314100000000             8.926710887872          4525.000869733869
MMALNAPAN                    254.108500000000            10.502452933707          5260.822176450176
C144O                        255.330000000000            11.139180427328          5544.588676053335
NORPINIC                     172.178500000000            11.203037994362          5746.243500448330
NDNMETOLO                    336.189200000000            10.587574467389          5140.573802556941
IPBFUOH                      160.167800000000            10.570774749342          5162.425664077123
C72NO3                       191.181800000000            10.350451207998          4926.647531210009
NEBNZOLO2                    248.166900000000            10.232024691982          4889.661578771545
C123CO                       214.301300000000            10.075018901933          4999.684788370000
C1H4C5PAN                    207.138200000000             9.580393055663          4765.644353147790
NEBNZOLOH                    233.175400000000            11.704591313617          5872.069555801846
INAOOH                       197.143300000000            12.769139636675          6690.629491843835
NDNPXYOLO2                   338.162000000000            10.232024691982          4889.661578771545
C103OH                       188.264000000000            10.649749528679          5403.508460363940
PETLMUCOOH                   218.203900000000            11.085250704149          5856.728257553026
HO1C6OOH                     134.173600000000             9.742176199200          4727.322672836535
NDNPETOLO                    336.189200000000            10.587574467389          5140.573802556941
C1311OOH                     242.311400000000            12.787891199754          6696.096015885986
C5DICAROOH                   148.114000000000             9.081941651938          4564.106025371007
ENNCATECO                    293.164500000000            12.581006840541          6374.767298612688
C127OH                       212.285400000000            10.653029782228          5359.554845490605
C623O                        147.149100000000            10.274743400511          4940.618426721945
C145OOH                      304.336200000000            15.765674865170          9076.685169320683
BPINAOOH                     186.248100000000            10.668670342973          5235.135658498408
EBZMUCNO3                    233.175400000000            10.886821212108          5454.487541271184
