#Compound                    Mass                        parameter_A              parameter_B
C812OOH                      190.193800000000            13.862314284225          7264.186214863891
C928CO3H                     216.231000000000             9.817589067850          4965.266643106597
C5NO3OAOOH                   179.128100000000             9.886739916363          4912.351033272490
C734OH                       176.167200000000            13.730900515028          7185.689440203592
HMVKNO3                      165.101500000000            11.582074859026          5912.969021509629
PHENOH                       160.124700000000            10.671378450926          5166.690503198947
NEBNZ1OOH                    183.161400000000            10.365313993215          5319.919049653355
INB1NACO2H                   240.125000000000            14.470464495888          7579.159833342643
C734O2                       191.158600000000            10.363716277229          5108.434442087891
PXYQOOH                      186.162000000000            11.743730152587          6101.777017157292
C118OH                       230.257600000000            13.088038599072          6901.672520429247
IPBZOLOOH                    218.203900000000            12.813740549957          6592.886807150878
C128O                        227.276900000000             9.642414430512          4853.879248815510
C1213CO                      258.267700000000            15.457413639378          8321.906684763428
NTM124LOOH                   263.201400000000            12.644165402624          6509.767836096131
C6CO2OHOOH                   162.140600000000            10.871928234571          5467.461271335930
OXYQCO                       168.146700000000             9.251693535724          4629.155769925429
HO13C5NO3                    165.144500000000            10.317582006514          5044.331793513275
C133OH                       258.310800000000            13.766927285597          7340.727085681346
C118O2                       245.249100000000            10.009182235156          5050.465165197618
INB1CO                       179.128100000000            11.226342852214          5692.859045889892
MALDIALOOH                   134.087400000000            10.965356921986          5467.865249666092
C146O                        253.314100000000             9.017953851216          4546.521649967392
DMEBMUCO                     215.223100000000             9.770650091415          4835.042172301261
PXNNCATCO                    293.164500000000            13.082815279350          6740.026356521303
MIBKHO4OOH                   148.157100000000             9.679816423231          4748.767970088239
C54OOH                       136.146400000000            11.093300213654          5541.627615474725
HIEB2OOH                     166.129300000000            15.313373814826          8085.633283681875
LIMCOOH                      186.248100000000            10.612656282136          5397.616213956433
NIPBZOLOOH                   263.201400000000            12.967750747266          6727.954234824650
C5TRONCO3H                   174.108200000000             9.919520947402          4956.037904664357
BPINCOH                      170.248700000000             9.449371338052          4637.386051025121
MXYBPEROOH                   188.177900000000            10.302621413856          5087.249127619705
TM123MUCCO                   200.188600000000            10.508322985030          5367.985158033191
NMXYOLOH                     233.175400000000            11.222834941855          5588.311355580079
NDNCRESO                     308.136000000000            12.871316705363          6699.364789998759
TM124MUO3H                   200.188600000000             9.667726731265          4822.589721555181
BOXPOLBOOH                   164.199500000000             9.667319291963          4705.749803685574
OXYOLOH                      188.177900000000            11.018226830644          5401.872413111736
BCLKCOOH                     270.321500000000            12.525110296780          6635.691103080773
C62CO3H                      190.150700000000            11.081760738480          5628.715180176969
LMLKAOOH                     202.204500000000            10.857765312853          5586.824515082061
BOXCOOLOOH                   178.183100000000            10.058228640699          4967.578078101036
NPBNZOLOOH                   263.201400000000            13.226606685216          6874.922631397273
ECO3CO3H                     174.108200000000             9.549357283552          4776.964874641192
DMMALYOOH                    176.124100000000            10.836770696271          5387.692761789328
MTNCATECO2                   278.192900000000            13.117772645822          6698.714337766778
C520OOH                      148.114000000000            10.789709165312          5441.790798476343
OXNNCATCO2                   309.163900000000            12.707575503911          6483.630030445893
T124NNCTO                    307.191000000000            13.323478775500          6907.581083661190
C614OOH                      162.140600000000            11.121449107702          5719.078215750976
C612OOH                      148.157100000000             9.825956162604          4896.423792327701
T123NNCOOH                   324.198400000000            18.020617960233          9690.997988450779
C610OOH                      148.157100000000             9.934150833911          4944.020416818338
INAHCO3H                     211.126900000000            13.277778859994          6786.830586317496
METCATECH                    152.190400000000             9.144389146082          4527.263261977663
NPETOLOOH                    263.201400000000            12.931383067822          6690.331287142052
NDNPHENO                     294.109500000000            12.684841477991          6579.440641475189
DETLMUOH                     230.257600000000            12.561882278600          6518.000491231553
NPBFUONE                     203.149500000000            10.553717539611          5421.915763189933
C73OOH                       174.151300000000             9.826584213301          4990.213976893753
C125OOH                      244.284200000000            12.225584851041          6467.408330303093
TM135OLOOH                   218.203900000000            12.467897439462          6355.628660954083
C727CO3H                     188.177900000000             9.329733447167          4626.763927763996
EBZMUCO                      187.169900000000             9.432252188996          4603.890008070039
T123NNCTO2                   323.190400000000            13.156829704549          6798.415322996245
OTNCATCOOH                   279.200800000000            17.867476479810          9561.820114198674
C925O                        203.212400000000            10.884487624741          5571.301419302518
INCOOH                       197.143300000000            13.607584883080          7055.311484050844
C6DICAROOH                   162.140600000000            11.167095586235          5659.311536212057
DNMETOLO2                    307.191000000000            12.940437050644          6696.139947132471
IPBFUCO                      158.151900000000             9.645126577018          4880.282970536718
METOLOH                      202.204500000000            11.463655428977          5699.250465406564
C1213NO3                     305.281200000000            12.470682506742          6454.813958519631
C61OOH                       148.157100000000             9.873892820656          4874.304722133318
NNCATECO2                    281.110700000000            12.312090100004          6220.630002345337
MBOBOOH                      136.146400000000            10.691077276514          5244.685557070972
C1212O                       243.276300000000            12.435867693089          6485.468213806751
C123OH                       216.317200000000            11.529415388368          5927.665476365491
C1313OH                      242.311400000000            12.712578224837          6656.870811404328
HO13C4OOH                    122.119800000000            11.503839565360          5810.177894397249
C1313O2                      257.302800000000             9.970881286530          5016.007692136905
OTNNCATOOH                   324.198400000000            17.997976826283          9662.373748953456
TM124MUNO3                   247.202000000000            12.077323141849          6254.217902821815
MXOHNO2OOH                   249.174800000000            14.545841229326          7638.949797827429
MTNNCATOOH                   324.198400000000            18.246724905618          9809.478039273959
HO3C96OOH                    176.253300000000            10.382473424585          5176.989213659838
OETLMUCO                     201.196500000000             9.767665945747          4815.598580824309
C102OOH                      204.263400000000            11.698182046997          6039.471049090210
NPHENOH                      205.122300000000            10.862409860949          5342.393039836657
T124NCATO2                   278.192900000000            12.515311049519          6330.755387572010
C57NO3CO3H                   211.126900000000            13.612219960431          7019.919040797966
NDNPBNZLO                    336.189200000000            13.821233512699          7289.381852224576
PCATEC1OOH                   154.163200000000            10.297321297804          5194.509932598173
C823OH                       158.195000000000            10.425160280737          5174.120368736591
TCEOHOOH                     215.847500000000            10.211333835708          5092.578987391891
C817CO3H                     202.204500000000             9.754306394630          4902.667005089357
H13C43CO3H                   150.129900000000            10.900162647477          5350.439996161887
NDNOXYOLO2                   338.162000000000            12.688933513844          6574.356732104789
C6CO2OHPAN                   233.132400000000            10.797306202891          5501.890001003696
MACRNBCO3H                   165.101500000000            11.116337053755          5486.619342378593
EMPOHNO2O2                   262.193500000000            10.624890062690          5232.430970096413
NPHEN1OOH                    155.108200000000             9.394110730036          4712.777894013523
C811NO3                      203.192500000000            10.251262739318          5107.135932235664
INDHCO3H                     211.126900000000            13.376536261947          6872.764962505006
CH2OHCL2O2H                  146.957400000000             9.582926735561          4691.316236144092
