#Compound,Mass,parameter_A,parameter_B,Surface_tension,alpha_wall,density,Henrys_constant,parameter_C
HO7C8OOH,162.2267,9.818125638024,4876.91614069476,0.05,0.00005,1400,0,0
C118CO,228.2417,11.989020801294,5962.6117816878,0.05,0.00005,1400,0,0
BCKOOA,254.3221,9.60382791529,4952.80360602628,0.05,0.00005,1400,0,0
BCKOOB,254.3221,9.60382791529,4952.80360602628,0.05,0.00005,1400,0,0
OETLMUCOOH,218.2039,10.974406928054,5764.17977853295,0.05,0.00005,1400,0,0
TM135MUO3H,200.1886,10.054322234432,4966.75048308374,0.05,0.00005,1400,0,0
METLMUCO3H,200.1886,10.054322234432,4966.75048308374,0.05,0.00005,1400,0,0
C56OH,120.147,10.536999919371,5278.06035407648,0.05,0.00005,1400,0,0
DETLOBPROH,212.2423,10.354395801512,5192.6235986467,0.05,0.00005,1400,0,0
C142O,239.3306,10.549789376379,5071.22268989865,0.05,0.00005,1400,0,0
HMVKBCO2H,132.1146,10.997452071683,5565.91229096923,0.05,0.00005,1400,0,0
C8CO2OHPAN,261.1855,9.779973924092,5081.68351837846,0.05,0.00005,1400,0,0
PBZBPERNO3,231.2026,11.938843727465,5798.99850623513,0.05,0.00005,1400,0,0
BOXPOLAOOH,164.1995,9.70728184658,4784.36765727967,0.05,0.00005,1400,0,0
NIPRBQOOH,245.1861,12.841081024939,6804.89021521529,0.05,0.00005,1400,0,0
HO34CO6C8,160.2108,9.938649990185,4901.68401631855,0.05,0.00005,1400,0,0
NTMB2FUOOH,221.1647,12.501188689486,6007.81486024351,0.05,0.00005,1400,0,0
DNOETOLO2,307.191,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
C9PAN1,235.2344,9.849598819414,4881.31194831242,0.05,0.00005,1400,0,0
NC4CO2H,161.1128,10.403243149827,4945.0364612326,0.05,0.00005,1400,0,0
PNNCATECO,307.191,12.936556617562,6625.67952286196,0.05,0.00005,1400,0,0
DNPBNZLO,291.1916,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
HOCO3C5OOH,134.1305,9.632289861847,4778.22526920314,0.05,0.00005,1400,0,0
NDNMXYLOOH,339.17,13.047261727357,6765.4471287828,0.05,0.00005,1400,0,0
INCNCO3H,256.1244,12.460534098915,6266.2736782295,0.05,0.00005,1400,0,0
TM123MUCOH,202.2045,10.264047312386,5265.82092918718,0.05,0.00005,1400,0,0
BCSOZO,285.356,11.247558986389,5350.2216552996,0.05,0.00005,1400,0,0
BCALCOOH,268.3487,11.147732255806,5791.47148262163,0.05,0.00005,1400,0,0
METLMUCO2H,184.1892,10.80564937878,5464.71359536964,0.05,0.00005,1400,0,0
HOCO3C4OOH,120.1039,9.387583883364,4619.86153040144,0.05,0.00005,1400,0,0
MVKOHAOH,120.1039,9.629537488584,4943.94796553352,0.05,0.00005,1400,0,0
C7CO2OCO3H,202.1614,10.066455875546,5195.46046301947,0.05,0.00005,1400,0,0
C732PAN,249.1748,9.945579338565,4833.54323931782,0.05,0.00005,1400,0,0
BCALBOH,252.3493,11.110733578103,5645.34360630494,0.05,0.00005,1400,0,0
BCALBOC,252.3493,9.395042731534,4643.68407613278,0.05,0.00005,1400,0,0
TM135BP2OH,186.2051,10.414313326745,5167.16829618206,0.05,0.00005,1400,0,0
INANCO3,255.1165,10.817579221855,5032.80140565103,0.05,0.00005,1400,0,0
C106OH,200.2316,9.931735154588,4982.6164717755,0.05,0.00005,1400,0,0
C813O2,205.1852,11.979370503496,5971.91296188408,0.05,0.00005,1400,0,0
MACRNCO3H,181.1009,11.130931213163,5425.01527318644,0.05,0.00005,1400,0,0
BCOOA,252.3493,9.153776269908,4566.64675013573,0.05,0.00005,1400,0,0
BCOOB,252.3493,9.153776269908,4566.64675013573,0.05,0.00005,1400,0,0
DNCRESOOH,280.1458,11.69008941907,6167.50454681772,0.05,0.00005,1400,0,0
APINBOOH,186.2481,9.793674493378,4711.04404956082,0.05,0.00005,1400,0,0
C133OOH,274.3102,14.113944732089,7554.58281698099,0.05,0.00005,1400,0,0
OETLMUCNO3,247.202,11.020683404606,5520.30279822196,0.05,0.00005,1400,0,0
C42CO3H,150.1299,10.705078297823,5471.2063661936,0.05,0.00005,1400,0,0
C2OHOCOOH,122.0767,9.891047263389,4919.62117831001,0.05,0.00005,1400,0,0
C58NO3,179.1281,10.830912886732,5339.81685263856,0.05,0.00005,1400,0,0
BCALOOH,286.3639,13.708051323845,7448.12835999509,0.05,0.00005,1400,0,0
BCALOOA,254.3221,9.60382791529,4952.80360602628,0.05,0.00005,1400,0,0
C810OOH,174.1944,9.818786948675,4833.08258095316,0.05,0.00005,1400,0,0
C527OOH,166.1293,11.457433865007,6174.60115552774,0.05,0.00005,1400,0,0
C1010OH,184.2322,9.16361118304,4603.96886028684,0.05,0.00005,1400,0,0
C1H4C5CO2H,146.1412,10.830115178912,5535.74814518287,0.05,0.00005,1400,0,0
APINCOOH,186.2481,10.26336138465,5224.55032693182,0.05,0.00005,1400,0,0
C730O,161.1757,10.630293173999,5191.53064995886,0.05,0.00005,1400,0,0
HO2C4CO2H,118.1311,9.534257327143,4647.7668484811,0.05,0.00005,1400,0,0
TMB1FUOOH,162.1406,11.03642836559,5502.4207686257,0.05,0.00005,1400,0,0
C512CO2H,144.1253,10.140760225792,4894.19967059887,0.05,0.00005,1400,0,0
INB1NACHO,224.1256,11.792572588911,5686.84720623662,0.05,0.00005,1400,0,0
C88CO2H,184.1892,11.356473049329,5705.09829147948,0.05,0.00005,1400,0,0
NPTLQO2,216.125,9.083093552323,4519.82870320759,0.05,0.00005,1400,0,0
NDEMPHOLO,274.2472,11.187830214422,5549.84976318592,0.05,0.00005,1400,0,0
NPXYOLOOH,249.1748,13.047261727357,6765.4471287828,0.05,0.00005,1400,0,0
C112OOH,218.29,11.131858070728,5910.07376353317,0.05,0.00005,1400,0,0
IPBZMUCPAN,245.1861,9.123921459313,4694.60979927101,0.05,0.00005,1400,0,0
PBZQOH,142.1094,10.031057745558,5206.76434396397,0.05,0.00005,1400,0,0
INANO3,226.1415,12.939026869106,6446.75251469322,0.05,0.00005,1400,0,0
NDNEBZLOOH,339.17,13.047261727357,6765.4471287828,0.05,0.00005,1400,0,0
TM135OBPOH,184.1892,9.643296259538,4690.7991536049,0.05,0.00005,1400,0,0
LMLKACO,184.1892,9.222826156481,4605.56071100015,0.05,0.00005,1400,0,0
C811PAN,247.202,10.542650075306,5227.05192946954,0.05,0.00005,1400,0,0
C141CO3H,268.3487,11.018037904039,5536.6748018194,0.05,0.00005,1400,0,0
OETLMUCO2H,184.1892,10.69480556554,5372.1651057149,0.05,0.00005,1400,0,0
C719NO3,205.1653,13.505459456004,6859.60613320192,0.05,0.00005,1400,0,0
HMACROH,120.1039,9.509067641969,4741.87427275802,0.05,0.00005,1400,0,0
LMKAOOH,188.2209,11.677225964578,6026.11664127454,0.05,0.00005,1400,0,0
C524OH,118.1311,10.14330406381,5107.20284689695,0.05,0.00005,1400,0,0
C621OOH,178.14,12.792351049947,6723.96131808648,0.05,0.00005,1400,0,0
LMKBOOH,188.2209,11.04349552525,5652.491794096,0.05,0.00005,1400,0,0
PETLMUCPAN,245.1861,9.123921459313,4694.60979927101,0.05,0.00005,1400,0,0
MMALNBCO2H,193.1116,11.687483748942,6030.92597341869,0.05,0.00005,1400,0,0
C56NO3,151.118,10.677333793787,5093.1021218572,0.05,0.00005,1400,0,0
DNOETOLOOH,308.199,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
EBZBPERNO3,217.176,11.583293968036,5548.08628702118,0.05,0.00005,1400,0,0
C620OOH,160.1247,9.509102429294,4651.03324711507,0.05,0.00005,1400,0,0
C624CO3H,160.1678,10.066910337323,4932.70455105629,0.05,0.00005,1400,0,0
C97OOH,188.2209,10.671047452106,5357.19286577149,0.05,0.00005,1400,0,0
PBZQOOH,158.1088,10.852261139967,5797.67167308901,0.05,0.00005,1400,0,0
NPPRBQO,228.1788,9.794193104876,5021.65315127826,0.05,0.00005,1400,0,0
OXNCATECO,248.1669,11.581350126779,6027.73694271071,0.05,0.00005,1400,0,0
DETLMUO3H,228.2417,10.765421776713,5468.57492821169,0.05,0.00005,1400,0,0
C733OH,160.1678,10.437198967077,5304.81759032323,0.05,0.00005,1400,0,0
NPETLQO,228.1788,9.683349318427,4929.10466929354,0.05,0.00005,1400,0,0
C42OOH,181.1009,10.772260195012,5420.12946448866,0.05,0.00005,1400,0,0
LIMAOH,170.2487,9.749797269204,4746.58222469809,0.05,0.00005,1400,0,0
C829OH,174.1944,10.92403380027,5303.47208244914,0.05,0.00005,1400,0,0
HC4ACO2H,116.1152,9.619083088727,4757.98571029935,0.05,0.00005,1400,0,0
C7CDCCO2H,142.1525,9.513439853591,4673.91580394739,0.05,0.00005,1400,0,0
C6EO2OHPAN,261.1855,9.890817704768,5174.23199871084,0.05,0.00005,1400,0,0
MXYQOH,170.1626,9.997583064587,5242.41546065296,0.05,0.00005,1400,0,0
C87CO3H,216.188,10.455372763418,5138.20293144629,0.05,0.00005,1400,0,0
NOXYOLO2,248.1669,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
METLBPROOH,202.2045,11.672157969728,5950.32700471781,0.05,0.00005,1400,0,0
C536OOH,182.0426,11.660415206395,6413.27751192566,0.05,0.00005,1400,0,0
C5O5OHCO3H,162.1406,9.209610473021,4560.22156582985,0.05,0.00005,1400,0,0
H3M3C5CO2H,146.1843,9.500782650593,4683.41796643585,0.05,0.00005,1400,0,0
NOXYOLOH,233.1754,11.704591313617,5872.06955580185,0.05,0.00005,1400,0,0
INB2O,180.136,10.585249434646,5038.00202846685,0.05,0.00005,1400,0,0
BCSOZOOH,302.3633,13.853345134301,7226.00720022831,0.05,0.00005,1400,0,0
HMACROOH,136.1033,11.009746544947,5777.56106027107,0.05,0.00005,1400,0,0
NPBNZOLO,246.1941,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
PNCATECO,262.1935,11.936899920652,6278.64917178562,0.05,0.00005,1400,0,0
C108OOH,216.231,11.312928434571,5686.93435689425,0.05,0.00005,1400,0,0
OETLQONE,150.1745,8.160289681279,4242.8226616567,0.05,0.00005,1400,0,0
C4PAN10,195.0844,9.5159786813,4781.38495059769,0.05,0.00005,1400,0,0
C524OOH,134.1305,10.832824666033,5626.9555690912,0.05,0.00005,1400,0,0
C61CO3H,190.1507,10.525821389511,5163.16111024306,0.05,0.00005,1400,0,0
C77OOH,162.1837,9.547465939285,4704.35118226215,0.05,0.00005,1400,0,0
HO3C5CO2H,132.1577,9.889807102647,4898.679072295,0.05,0.00005,1400,0,0
C4OH2CO3H,150.1299,9.296536947927,4581.64745256053,0.05,0.00005,1400,0,0
PPRBQONE,150.1745,8.160289681279,4242.8226616567,0.05,0.00005,1400,0,0
PEBQOH,172.1785,10.553441182336,5612.96688891953,0.05,0.00005,1400,0,0
C137OOH,242.3114,12.310269294805,6548.37184892501,0.05,0.00005,1400,0,0
C525OOH,166.1293,12.574333772113,7107.17014018812,0.05,0.00005,1400,0,0
C137CO2H,254.3221,13.336336647525,7251.71684337312,0.05,0.00005,1400,0,0
MTNNCATCO2,323.1904,12.825712834677,6533.13104189694,0.05,0.00005,1400,0,0
C3DIOLOOH,108.0932,9.92595021884,4965.15152045162,0.05,0.00005,1400,0,0
C614NO3,191.1388,11.582377846114,5401.38748725587,0.05,0.00005,1400,0,0
OXNCATCOOH,265.1742,14.104255034796,7903.52248937308,0.05,0.00005,1400,0,0
MXNCATCOOH,265.1742,13.993411252097,7810.97400844382,0.05,0.00005,1400,0,0
C58NO3CO3,210.1189,10.697512864892,5109.15663472392,0.05,0.00005,1400,0,0
C811OH,158.195,10.458730577109,5126.28899013739,0.05,0.00005,1400,0,0
METLQOH,184.1892,10.353132830145,5493.327681619,0.05,0.00005,1400,0,0
PXYOLOH,188.1779,10.758735567784,5525.03920716146,0.05,0.00005,1400,0,0
METLQO2,199.1806,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
PETOLOOH,218.2039,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
H3C25CCO2H,174.1513,11.292350171463,6017.32058281499,0.05,0.00005,1400,0,0
H3C25C6OOH,162.1406,9.660598657714,4978.7213413127,0.05,0.00005,1400,0,0
NCRESOH,219.1489,11.349041545534,5621.1573341137,0.05,0.00005,1400,0,0
OTNCATECO2,278.1929,11.936899920652,6278.64917178562,0.05,0.00005,1400,0,0
C610NO3,177.1552,10.599833340524,4956.81167450694,0.05,0.00005,1400,0,0
C95OOH,202.2045,9.986919041778,4783.47391656403,0.05,0.00005,1400,0,0
H3C25C6PAN,235.1483,10.009027326948,5163.64844965934,0.05,0.00005,1400,0,0
PETOLO,201.1965,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
METLMUCNO3,247.202,11.131527200673,5612.85128296114,0.05,0.00005,1400,0,0
INCNCHO,224.1256,10.34746697362,4960.99137905373,0.05,0.00005,1400,0,0
C7MCO2OOH,172.1785,9.190979480822,4589.11311652303,0.05,0.00005,1400,0,0
OXYBIPENO3,217.176,11.472450168879,5455.53780139775,0.05,0.00005,1400,0,0
DMEBMUOOH,232.2304,11.329956686944,6015.09199759031,0.05,0.00005,1400,0,0
NC61CO3H,249.1318,12.063436883412,5887.57538322127,0.05,0.00005,1400,0,0
C517OOH,134.1305,10.326934501413,5113.47952232456,0.05,0.00005,1400,0,0
MTNNCATCO,307.191,12.825712834677,6533.13104189694,0.05,0.00005,1400,0,0
C134OOH,288.2937,14.325408933987,7856.39763465035,0.05,0.00005,1400,0,0
C734O,175.1592,11.597707829,5975.18825453951,0.05,0.00005,1400,0,0
NDNMXYOLO,322.1626,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
C113OOH,218.29,11.714239261992,6174.17340522599,0.05,0.00005,1400,0,0
HO7CO10C12,200.3178,10.009664449944,4936.16125691573,0.05,0.00005,1400,0,0
DNPHENOOH,266.1192,11.445383443481,6009.14080884195,0.05,0.00005,1400,0,0
C148O,269.1388,9.151744795941,4602.03819175049,0.05,0.00005,1400,0,0
C103OOH,204.2634,11.358689491047,5923.26118271741,0.05,0.00005,1400,0,0
H13CO2CO3H,150.0868,9.797615849723,5137.0939726909,0.05,0.00005,1400,0,0
C516OOH,164.1134,13.095287037084,6985.74611037999,0.05,0.00005,1400,0,0
DNMETOLOOH,308.199,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
OETLBPR2OH,186.2051,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
OETLBIPNO3,231.2026,11.827999949775,5706.45002675773,0.05,0.00005,1400,0,0
DMEPHOLOOH,232.2304,12.645894946044,6827.69273252721,0.05,0.00005,1400,0,0
HO13C4NO3,151.118,10.675914133114,5114.49599275187,0.05,0.00005,1400,0,0
PETLBIPNO3,231.2026,11.827999949775,5706.45002675773,0.05,0.00005,1400,0,0
C525O,149.122,10.467670350829,5454.54267780986,0.05,0.00005,1400,0,0
HO24C5OOH,136.1464,10.253441998716,5235.66034433563,0.05,0.00005,1400,0,0
HO3C96NO3,205.2515,10.245640704196,4862.55751940946,0.05,0.00005,1400,0,0
HIEB1O,149.122,10.45804429999,5345.01746968992,0.05,0.00005,1400,0,0
INB1HPCO3H,227.1263,13.530644914373,7236.00648186579,0.05,0.00005,1400,0,0
C107OOH,200.2316,9.817231151354,4760.06844793044,0.05,0.00005,1400,0,0
C142OH,240.3386,11.364129332057,5861.37929277904,0.05,0.00005,1400,0,0
MMALNBPAN,254.1085,10.502452933707,5260.82217645018,0.05,0.00005,1400,0,0
MXYFUOOH,162.1406,11.03642836559,5502.4207686257,0.05,0.00005,1400,0,0
PHENOOH,176.1241,11.445383443481,6009.14080884195,0.05,0.00005,1400,0,0
NPETOLO,246.1941,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
OETOLOOH,218.2039,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
C1310CO,256.2949,13.979297063372,7746.27304071776,0.05,0.00005,1400,0,0
LIMALNO3,247.2451,10.38204404398,5096.23067269874,0.05,0.00005,1400,0,0
C84OOH,174.1944,9.434790346138,4682.92529374334,0.05,0.00005,1400,0,0
NC102O2,260.2207,10.659633650228,5165.56488700047,0.05,0.00005,1400,0,0
NAPINAOOH,231.2457,11.348155826329,5360.54463712866,0.05,0.00005,1400,0,0
LIMALO2,217.239,10.38204404398,5096.23067269874,0.05,0.00005,1400,0,0
C72OH,146.1843,9.583100204424,4650.77178956772,0.05,0.00005,1400,0,0
C720OOH,144.1684,9.810864667969,4880.0687071301,0.05,0.00005,1400,0,0
C7M6CO2OOH,172.1785,9.190979480822,4589.11311652303,0.05,0.00005,1400,0,0
NIPBNZOLO2,262.1935,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
LIMALOH,202.2475,11.252694795812,5855.48057260313,0.05,0.00005,1400,0,0
INDHPCHO,195.1275,11.652116290108,5930.72418432957,0.05,0.00005,1400,0,0
C734CO,174.1513,12.670141162673,6543.16678447764,0.05,0.00005,1400,0,0
PBZMUCCO2H,184.1892,10.916493165993,5557.26207757304,0.05,0.00005,1400,0,0
INCNPAN,301.122,11.94869529982,5994.13299233994,0.05,0.00005,1400,0,0
OETLQO,183.1812,9.273727249612,4674.6227990038,0.05,0.00005,1400,0,0
MNCATECO,234.1403,11.225800369947,5776.82472424394,0.05,0.00005,1400,0,0
INB1OH,181.1439,12.566158305002,6451.95313822625,0.05,0.00005,1400,0,0
C116CHO,210.2695,8.892728360172,4450.97915722023,0.05,0.00005,1400,0,0
INB1O2,196.1354,11.2203995232,5390.23300147106,0.05,0.00005,1400,0,0
CO25C6CO3H,174.1513,9.774179062393,4814.2854663361,0.05,0.00005,1400,0,0
C108OH,200.2316,9.968776389824,4864.7113959741,0.05,0.00005,1400,0,0
H13M3C5NO3,179.1711,10.5315956592,5057.59862559894,0.05,0.00005,1400,0,0
C535OOH,180.1128,10.82910402424,5776.83983946569,0.05,0.00005,1400,0,0
C147OOH,286.3209,13.714232027712,7645.61948950821,0.05,0.00005,1400,0,0
C131CO2H,254.3221,12.238448085536,6420.79475866032,0.05,0.00005,1400,0,0
CY6DIONOOH,144.1253,10.719464441138,4993.33608155454,0.05,0.00005,1400,0,0
INCCO,179.1281,9.613381596896,4723.48623507096,0.05,0.00005,1400,0,0
MC7CO2OOH,172.1785,9.190979480822,4589.11311652303,0.05,0.00005,1400,0,0
C917OOH,186.2051,11.070110554988,5622.85945365037,0.05,0.00005,1400,0,0
LIMALBOOH,200.2316,10.145889908721,5184.74974468541,0.05,0.00005,1400,0,0
DMEBPR2OH,200.2316,10.769863101459,5418.08051977009,0.05,0.00005,1400,0,0
NDNPETOLO2,352.1886,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
C1211OOH,244.2842,12.895027613429,6934.5287031116,0.05,0.00005,1400,0,0
C812O2,189.1858,10.347886780927,5033.74050536493,0.05,0.00005,1400,0,0
OXYOLOOH,204.1773,12.045639192651,6418.41677007986,0.05,0.00005,1400,0,0
DETLBPROOH,230.2576,12.383257516204,6452.1514510487,0.05,0.00005,1400,0,0
C812OH,174.1944,11.55666225633,6016.1484856637,0.05,0.00005,1400,0,0
C718CO2H,172.1785,10.186797059658,4840.73322676702,0.05,0.00005,1400,0,0
BOX2OHAOOH,150.173,9.985462525175,4907.08028487366,0.05,0.00005,1400,0,0
C6NO3COOOH,193.1546,10.163874951462,4952.78226164475,0.05,0.00005,1400,0,0
DNT123LOOH,308.199,11.692962124524,6203.15566129606,0.05,0.00005,1400,0,0
PXNCATECO2,264.1663,11.581350126779,6027.73694271071,0.05,0.00005,1400,0,0
C129OH,226.2689,10.173320935322,5156.05116888748,0.05,0.00005,1400,0,0
C152O,285.356,11.735996665756,5872.53822623754,0.05,0.00005,1400,0,0
C136OOH,226.312,10.328527834262,5080.38069412753,0.05,0.00005,1400,0,0
NMBOBOOH,181.1439,10.249835753411,4974.20814996049,0.05,0.00005,1400,0,0
C141CO2H,252.3493,11.76936502102,6034.63790627013,0.05,0.00005,1400,0,0
C4DBMEPAN,231.1596,8.982387867318,4506.75155964113,0.05,0.00005,1400,0,0
PXNCATCOOH,265.1742,14.104255034796,7903.52248937308,0.05,0.00005,1400,0,0
C58NO3PAN,256.1244,12.432141210935,6372.9584653545,0.05,0.00005,1400,0,0
C63OOH,148.1571,10.570220828511,5293.23713468463,0.05,0.00005,1400,0,0
PXYMUCOOH,204.1773,10.729700932466,5605.81603483306,0.05,0.00005,1400,0,0
IPNNCATCO2,323.1904,12.825712834677,6533.13104189694,0.05,0.00005,1400,0,0
LIMALAOOH,200.2316,10.035046115702,5092.20126081945,0.05,0.00005,1400,0,0
C7DCOOH,176.1672,9.793041197655,5065.9304714836,0.05,0.00005,1400,0,0
NMXYFUOOH,207.1382,12.256482724466,5849.45112529488,0.05,0.00005,1400,0,0
C126OOH,212.2854,9.972978053209,4829.46846872469,0.05,0.00005,1400,0,0
DETLMUCO,229.2497,9.378005530333,4613.37676225286,0.05,0.00005,1400,0,0
C127OOH,228.2848,12.432341412363,6445.18378866969,0.05,0.00005,1400,0,0
NPXYQOOH,231.1596,12.485531239981,6553.97798869545,0.05,0.00005,1400,0,0
C823CO3H,202.2045,11.522317301938,6054.48350795306,0.05,0.00005,1400,0,0
C711OOH,162.1837,9.075928540178,4532.80002418581,0.05,0.00005,1400,0,0
EMPHCOMOOH,194.2271,9.809533956822,4983.68985542473,0.05,0.00005,1400,0,0
APINAOOH,186.2481,10.427404911358,5084.66889062629,0.05,0.00005,1400,0,0
IPMLNHYOOH,190.1507,9.913554885199,4816.0685082446,0.05,0.00005,1400,0,0
NORLIMOOH,204.2203,12.239815412897,6497.94591571365,0.05,0.00005,1400,0,0
DNOETOLO,291.1916,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
NDNT123OOH,353.1965,13.291967700778,6923.81086613615,0.05,0.00005,1400,0,0
C114OOH,216.2741,10.501439666073,5435.66196330286,0.05,0.00005,1400,0,0
C519OOH,134.1305,9.632289861847,4778.22526920314,0.05,0.00005,1400,0,0
INB2O2,196.1354,10.585249434646,5038.00202846685,0.05,0.00005,1400,0,0
BCALCCO,250.3334,9.936818200532,4918.67407722736,0.05,0.00005,1400,0,0
TM123OLO,201.1965,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
NIPRBQO2,244.1782,9.683349318427,4929.10466929354,0.05,0.00005,1400,0,0
DNT124LOOH,308.199,11.692962124524,6203.15566129606,0.05,0.00005,1400,0,0
PINONIC,184.2322,9.991616157919,4780.07679132654,0.05,0.00005,1400,0,0
C2OHOCO2H,106.0773,10.570232322375,5417.58428979128,0.05,0.00005,1400,0,0
C135O2,301.2693,12.594501240832,6317.50620844256,0.05,0.00005,1400,0,0
HOBUT2CO2H,118.1311,10.057143997139,4928.84321857593,0.05,0.00005,1400,0,0
C69OOH,148.1571,9.354109205193,4655.51264789171,0.05,0.00005,1400,0,0
C126OOA,226.2689,8.892728360172,4450.97915722023,0.05,0.00005,1400,0,0
INAO,180.136,10.585249434646,5038.00202846685,0.05,0.00005,1400,0,0
NC524O,196.1354,13.15958520052,6804.18411506753,0.05,0.00005,1400,0,0
C151O,285.356,13.553936045973,7263.49205010924,0.05,0.00005,1400,0,0
DMEBMUO3H,214.2152,10.409872014081,5217.6627080847,0.05,0.00005,1400,0,0
NCATECO2,236.1131,10.981094370211,5618.46097935643,0.05,0.00005,1400,0,0
PBZMUCOH,202.2045,10.374891105667,5358.36941312754,0.05,0.00005,1400,0,0
EBZBPER2OH,172.1785,10.169607349717,5008.80455779645,0.05,0.00005,1400,0,0
C537O,165.0399,9.484392152312,4760.65005159131,0.05,0.00005,1400,0,0
NNCATECO,265.1113,11.980751082387,5965.49133480309,0.05,0.00005,1400,0,0
NCRESOOH,235.1483,12.691711932153,6514.53489932824,0.05,0.00005,1400,0,0
NMETOLOH,247.202,11.949297328132,6030.43330492054,0.05,0.00005,1400,0,0
TM135BPOOH,202.2045,11.672157969728,5950.32700471781,0.05,0.00005,1400,0,0
C619OOH,144.1253,10.066712406599,4943.12358154812,0.05,0.00005,1400,0,0
C519CO2H,146.1412,11.353001841502,5816.82451315634,0.05,0.00005,1400,0,0
NC72OOH,233.1324,12.288646314775,5993.90177692833,0.05,0.00005,1400,0,0
NDEMPLOOH,291.2546,14.003067267178,7425.63531817132,0.05,0.00005,1400,0,0
C622CO3H,160.1678,10.066910337323,4932.70455105629,0.05,0.00005,1400,0,0
NMETOLO2,262.1935,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
NIPRBQO,228.1788,9.683349318427,4929.10466929354,0.05,0.00005,1400,0,0
HOC4CHOOOH,134.1305,9.632289861847,4778.22526920314,0.05,0.00005,1400,0,0
OETOLO2,217.1959,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
C145O2,303.3282,13.628883637829,7424.05769333836,0.05,0.00005,1400,0,0
NOXYOLO,232.1675,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
C145OH,288.3368,14.371883584395,8112.15298926302,0.05,0.00005,1400,0,0
C106NO3,245.2292,10.919180670964,5560.96244896263,0.05,0.00005,1400,0,0
OETOLOH,202.2045,11.114285333971,5775.951428309,0.05,0.00005,1400,0,0
C41OH,120.1039,9.619911429908,4834.42275517161,0.05,0.00005,1400,0,0
C732OOH,176.1672,11.78234146693,6235.25847948141,0.05,0.00005,1400,0,0
C7ADCOOH,176.1672,8.937623174308,4507.20865715355,0.05,0.00005,1400,0,0
C924OOH,188.2209,10.943645170285,5689.32568043428,0.05,0.00005,1400,0,0
C5EDBPAN,231.1596,8.982387867318,4506.75155964113,0.05,0.00005,1400,0,0
HO5C6CO3H,162.1837,9.544023684744,4651.62818594779,0.05,0.00005,1400,0,0
MXYMUCCO2H,170.1626,10.450099604624,5213.80137194137,0.05,0.00005,1400,0,0
C524NO3,163.1287,11.005445864533,5383.07859089888,0.05,0.00005,1400,0,0
C822CO2H,170.2057,10.301129113271,5084.45546290416,0.05,0.00005,1400,0,0
TM135MUPAN,245.1861,9.123921459313,4694.60979927101,0.05,0.00005,1400,0,0
INCOH,181.1439,11.375348381999,5726.09731927536,0.05,0.00005,1400,0,0
NOXYQOOH,231.1596,12.596375035171,6646.52647318122,0.05,0.00005,1400,0,0
OXYMUCOH,188.1779,9.797653753976,4922.36022440304,0.05,0.00005,1400,0,0
METLQONE,150.1745,8.160289681279,4242.8226616567,0.05,0.00005,1400,0,0
HO3C126OOH,218.333,11.241744388116,5859.17116144838,0.05,0.00005,1400,0,0
C626CO2H,158.1519,10.41466240481,5219.70009220444,0.05,0.00005,1400,0,0
T124NCATO,262.1935,11.228673065533,5812.47583590051,0.05,0.00005,1400,0,0
DETLMUNO3,275.2552,11.731782955397,6022.12724578863,0.05,0.00005,1400,0,0
PINALNO3,229.2298,10.066208826205,4851.44572332983,0.05,0.00005,1400,0,0
C136CO3H,254.3221,10.662488131464,5285.76257884339,0.05,0.00005,1400,0,0
PETLQOOH,200.1886,11.808066682481,6457.85986324694,0.05,0.00005,1400,0,0
KLIMONIC,188.1779,11.842627586905,6292.31153157584,0.05,0.00005,1400,0,0
C143OOH,272.3374,13.553485487208,7452.20401534849,0.05,0.00005,1400,0,0
DNPETOLO2,307.191,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
HO2C54CO2H,132.1577,9.778963322444,4806.13059209646,0.05,0.00005,1400,0,0
C58NO3CO2H,195.1275,13.413421736844,7143.06226022205,0.05,0.00005,1400,0,0
MXYMUCOH,188.1779,9.908497530755,5014.90870361976,0.05,0.00005,1400,0,0
C113NO3,247.2881,11.77265032103,5930.29642962177,0.05,0.00005,1400,0,0
C139OH,242.3114,12.936759122301,7078.45822541268,0.05,0.00005,1400,0,0
