#Compound,Mass,parameter_A,parameter_B,Surface_tension,alpha_wall,density,Henrys_constant,parameter_C
OXNNCATOOH,310.1718,15.178783568757,8250.55284584422,0.05,0.00005,1400,0,0
C526OOH,166.1293,11.457433865007,6174.60115552774,0.05,0.00005,1400,0,0
C930OOH,202.2045,11.068222440813,5528.57061371931,0.05,0.00005,1400,0,0
C721PAN,233.1754,10.187100303525,4976.13970672182,0.05,0.00005,1400,0,0
OETLMUCPAN,245.1861,9.01307766258,4602.0613143418,0.05,0.00005,1400,0,0
INDOOH,197.1433,13.362566522359,7042.86046586851,0.05,0.00005,1400,0,0
DNIPBNZLO,291.1916,9.669739096709,4700.99496580166,0.05,0.00005,1400,0,0
PXNNCATCO2,309.1639,12.581006840541,6374.76729861269,0.05,0.00005,1400,0,0
C131CO,224.2961,9.188677393782,4534.75469952906,0.05,0.00005,1400,0,0
BCSOZNO3,331.3615,11.247558986389,5350.2216552996,0.05,0.00005,1400,0,0
C66OOH,148.1571,9.876995856932,4936.58901275967,0.05,0.00005,1400,0,0
C1211NO3,273.2824,10.702715709917,5281.9012392396,0.05,0.00005,1400,0,0
C1210OH,212.2854,10.774166453102,5299.01580082249,0.05,0.00005,1400,0,0
NBPINBOOH,231.2457,11.01175184396,5229.9350359538,0.05,0.00005,1400,0,0
T123NCATO2,278.1929,11.117829288015,5719.92735646991,0.05,0.00005,1400,0,0
INAOH,181.1439,11.375348381999,5726.09731927536,0.05,0.00005,1400,0,0
STYRENOOH,154.1632,9.928969440901,4969.46462737865,0.05,0.00005,1400,0,0
INAO2,196.1354,10.585249434646,5038.00202846685,0.05,0.00005,1400,0,0
C828CO3H,216.188,10.543657074625,4945.70966511899,0.05,0.00005,1400,0,0
BCLKAO2,269.3135,8.926710887872,4525.00086973387,0.05,0.00005,1400,0,0
BCLKAOH,254.3221,10.884420472603,5657.87561258521,0.05,0.00005,1400,0,0
TLEMUCNO3,219.1489,10.531271433226,5203.57531649163,0.05,0.00005,1400,0,0
C626CO3H,174.1513,9.663335259414,4721.73697961422,0.05,0.00005,1400,0,0
OTNNCATCO2,323.1904,12.936556617562,6625.67952286196,0.05,0.00005,1400,0,0
C825OOH,190.1938,13.140433266663,7241.65886590194,0.05,0.00005,1400,0,0
PXYMUCCO2H,170.1626,10.450099604624,5213.80137194137,0.05,0.00005,1400,0,0
C1310NO3,303.3083,12.989354024947,7016.65548568103,0.05,0.00005,1400,0,0
C101OOH,188.264,9.92694125298,4882.93492219026,0.05,0.00005,1400,0,0
C829OOH,190.1938,12.154440733093,6125.69503466723,0.05,0.00005,1400,0,0
PETLBPR2OH,186.2051,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
C922O,203.2124,11.607409237483,5710.12816823067,0.05,0.00005,1400,0,0
MXYMUCOOH,204.1773,10.729700932466,5605.81603483306,0.05,0.00005,1400,0,0
HC23C4CO3H,162.0975,10.5607157382,5106.11612467408,0.05,0.00005,1400,0,0
C717NO3,203.1495,10.111260170777,4875.41767089658,0.05,0.00005,1400,0,0
NPXYQO2,230.1516,9.327799535132,4678.19244324868,0.05,0.00005,1400,0,0
HO6C7CO3H,176.2102,9.899573457946,4902.54040910186,0.05,0.00005,1400,0,0
BCLKBCO,252.3062,10.335512272467,5304.83092589702,0.05,0.00005,1400,0,0
DNPETOLOOH,308.199,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
T124NNCOOH,324.1984,15.423489550415,8408.91658556235,0.05,0.00005,1400,0,0
BZEMUCOH,160.1247,9.308241768698,4605.63273869203,0.05,0.00005,1400,0,0
C93OOH,190.2368,11.003139702459,5672.34895515708,0.05,0.00005,1400,0,0
C103NO3,233.2616,11.417100547685,5679.38420642426,0.05,0.00005,1400,0,0
INCNCO2H,240.125,13.16186731197,6764.23679401588,0.05,0.00005,1400,0,0
NIPBNZOLOH,247.202,11.949297328132,6030.43330492054,0.05,0.00005,1400,0,0
C53OOH,134.1305,9.632289861847,4778.22526920314,0.05,0.00005,1400,0,0
LIMALBOH,184.2322,9.998047440568,4946.07338523764,0.05,0.00005,1400,0,0
NPPRBQOOH,245.1861,12.951924814404,6897.43869806453,0.05,0.00005,1400,0,0
C625OOH,164.1565,11.827733741575,6350.54012207655,0.05,0.00005,1400,0,0
OETLMUCOH,202.2045,10.153203530001,5173.27244836606,0.05,0.00005,1400,0,0
INANCOCO2H,238.1091,12.086351841665,6135.25055962363,0.05,0.00005,1400,0,0
MACRNBCO2H,165.1015,10.563383875063,5197.12256212375,0.05,0.00005,1400,0,0
NDMEPLOOH,277.228,13.64751747574,7174.72308979501,0.05,0.00005,1400,0,0
INAHPPAN,272.1238,12.618194504351,6611.63481791215,0.05,0.00005,1400,0,0
HO24C5NO3,165.1445,10.397733460974,4991.78336700915,0.05,0.00005,1400,0,0
HO134C5,120.147,10.050460650541,4996.98398599345,0.05,0.00005,1400,0,0
PETLQO,183.1812,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
NDNT123LO2,352.1886,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
C1210CO2H,240.2955,11.882898312741,6169.88253562271,0.05,0.00005,1400,0,0
C57NO3CO2H,195.1275,13.413421736844,7143.06226022205,0.05,0.00005,1400,0,0
TM123MUNO3,247.202,11.131527200673,5612.85128296114,0.05,0.00005,1400,0,0
NDEMPHOLOH,275.2552,12.660396854661,6532.25774553994,0.05,0.00005,1400,0,0
C732CO3H,204.1773,12.107075613647,6440.64036015978,0.05,0.00005,1400,0,0
NC1313OOH,303.3083,10.931473086658,5532.3528021475,0.05,0.00005,1400,0,0
BCBOO,252.3493,9.153776269908,4566.64675013573,0.05,0.00005,1400,0,0
C8PAN1,221.2078,9.494049034508,4630.39972180889,0.05,0.00005,1400,0,0
METOLOOH,218.2039,12.290345185937,6576.78051312065,0.05,0.00005,1400,0,0
IPBZBPRNO3,231.2026,11.827999949775,5706.45002675773,0.05,0.00005,1400,0,0
DNPBNZLOOH,308.199,12.401188978948,6669.32899698413,0.05,0.00005,1400,0,0
C1215OOH,260.2836,13.758394945347,7303.67058994909,0.05,0.00005,1400,0,0
NDEMPHOLO2,290.2466,11.187830214422,5549.84976318592,0.05,0.00005,1400,0,0
NIPBNZOLO,246.1941,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
TM135MUO2H,184.1892,10.80564937878,5464.71359536964,0.05,0.00005,1400,0,0
INB1NACO3,255.1165,11.546909129541,5385.032379979,0.05,0.00005,1400,0,0
C1312CO,240.2955,11.937323873755,6278.28188985896,0.05,0.00005,1400,0,0
C143O,255.33,11.35229893519,5799.57655606324,0.05,0.00005,1400,0,0
C536O2,181.0348,9.484392152312,4760.65005159131,0.05,0.00005,1400,0,0
C820OOH,204.1773,12.211878118558,6356.35524811857,0.05,0.00005,1400,0,0
MTNCATCOOH,279.2008,14.34896104402,8061.88623695929,0.05,0.00005,1400,0,0
CY6COCOOOH,144.1253,10.643200395208,5111.24115384938,0.05,0.00005,1400,0,0
LIMAOOH,186.2481,11.092467650768,5639.95978846637,0.05,0.00005,1400,0,0
MEBFUOOH,176.1672,11.391978155392,5753.33299653364,0.05,0.00005,1400,0,0
T123NCTOOH,279.2008,13.662401556109,7595.71290387907,0.05,0.00005,1400,0,0
PTNNCATCO,307.191,12.936556617562,6625.67952286196,0.05,0.00005,1400,0,0
C928OOH,188.2209,9.841805367692,4806.34935963194,0.05,0.00005,1400,0,0
BCALAOOH,268.3487,11.147732255806,5791.47148262163,0.05,0.00005,1400,0,0
MACRNPAN,226.0984,10.79531749608,5152.87459275069,0.05,0.00005,1400,0,0
C88CO3H,200.1886,10.605145915774,5207.1351822829,0.05,0.00005,1400,0,0
C817OH,158.195,10.017030090557,4850.65780342339,0.05,0.00005,1400,0,0
NOETLQOOH,245.1861,12.951924814404,6897.43869806453,0.05,0.00005,1400,0,0
C143O2,271.3294,11.35229893519,5799.57655606324,0.05,0.00005,1400,0,0
MNNCATECO2,295.1373,12.22545706592,6123.85507505207,0.05,0.00005,1400,0,0
C6MOHCOPAN,247.159,9.53526792484,4923.31977363079,0.05,0.00005,1400,0,0
C146CO,252.3062,10.257786830571,5137.69424870592,0.05,0.00005,1400,0,0
HMVKBCO3H,148.114,10.296118860712,5067.9491757793,0.05,0.00005,1400,0,0
C143OH,256.338,12.956809004781,7003.60591348133,0.05,0.00005,1400,0,0
NSTYRENOOH,199.1608,10.740154835663,5245.34036675144,0.05,0.00005,1400,0,0
C521OOH,148.114,10.70379481712,5222.8010797575,0.05,0.00005,1400,0,0
C126OO,226.2689,8.892728360172,4450.97915722023,0.05,0.00005,1400,0,0
C147CO,268.3056,13.021490011268,6772.82208435135,0.05,0.00005,1400,0,0
EMPHCOMOH,178.2277,9.661691503236,4745.01350014757,0.05,0.00005,1400,0,0
C126CO2H,224.2961,11.058265473332,5532.81345959115,0.05,0.00005,1400,0,0
C5M2OHCO3H,202.1614,10.066455875546,5195.46046301947,0.05,0.00005,1400,0,0
EBZMUCPAN,231.1596,8.879215465408,4536.24605605216,0.05,0.00005,1400,0,0
DHPMPAL,136.1033,9.239686155733,4602.2863076068,0.05,0.00005,1400,0,0
DHPMEK,136.0371,9.350529947783,4694.83479119523,0.05,0.00005,1400,0,0
C135OOH,302.2772,14.807822373612,7970.13367193854,0.05,0.00005,1400,0,0
INB1OOH,197.1433,13.362566522359,7042.86046586851,0.05,0.00005,1400,0,0
DETLMUO2H,212.2423,11.516748907842,5966.53803671706,0.05,0.00005,1400,0,0
C98OH,188.2209,11.168739768757,5461.8358183896,0.05,0.00005,1400,0,0
C1211CO,226.2689,11.498152357798,5751.833635045,0.05,0.00005,1400,0,0
C513OOH,148.114,9.911002799984,4912.90341621875,0.05,0.00005,1400,0,0
MMALNBCO3H,209.111,10.986150569439,5532.96286723885,0.05,0.00005,1400,0,0
INCNO3,226.1415,12.305296431175,6073.12766791575,0.05,0.00005,1400,0,0
NC102O,244.2213,10.659633650228,5165.56488700047,0.05,0.00005,1400,0,0
H13M3C5OOH,150.173,10.38730420742,5301.47560592613,0.05,0.00005,1400,0,0
BOX2OHBOOH,150.173,9.873199074919,4835.92567288825,0.05,0.00005,1400,0,0
NC826OOH,235.1913,9.818786948675,4833.08258095316,0.05,0.00005,1400,0,0
OETOLO,201.1965,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
NIPBFUOOH,221.1647,12.612032490024,6100.36334626149,0.05,0.00005,1400,0,0
HO13C5OOH,136.1464,10.739981252402,5516.73670808281,0.05,0.00005,1400,0,0
C614OH,146.1412,10.732981587809,5125.51174381666,0.05,0.00005,1400,0,0
EBZBPEROOH,188.1779,11.427451982657,5791.96326345674,0.05,0.00005,1400,0,0
HIEPOXB,134.1305,11.719449081001,5962.05241326698,0.05,0.00005,1400,0,0
PNNCATCOOH,324.1984,15.534333326151,8501.46506449238,0.05,0.00005,1400,0,0
C86OOH,174.1944,9.818786948675,4833.08258095316,0.05,0.00005,1400,0,0
CONM2CO2H,163.0856,10.071669252267,4810.84209726397,0.05,0.00005,1400,0,0
C1215OH,244.2842,13.161718422012,6855.07247636532,0.05,0.00005,1400,0,0
C57OOH,150.1299,10.661025633296,5583.69382377235,0.05,0.00005,1400,0,0
MXNCATECO,248.1669,11.47050635249,5935.1884642088,0.05,0.00005,1400,0,0
BCKANO3,285.3361,10.493267432441,4980.21091763717,0.05,0.00005,1400,0,0
C1H4C5CO3H,162.1406,10.128782008842,5037.78504170305,0.05,0.00005,1400,0,0
C81OOH,176.2102,10.065208744031,5157.33709203558,0.05,0.00005,1400,0,0
C922O2,219.2118,11.607409237483,5710.12816823067,0.05,0.00005,1400,0,0
C1215O2,259.2757,11.557208376247,5651.04312577209,0.05,0.00005,1400,0,0
C106OOH,216.231,11.275887169419,5804.83942412995,0.05,0.00005,1400,0,0
C54NO3,165.1445,10.286889678589,4899.23488618455,0.05,0.00005,1400,0,0
TLEMUCCO2H,156.136,10.205393619102,5055.43763112319,0.05,0.00005,1400,0,0
INDHPCO3,226.1183,11.406452824495,5628.90935628545,0.05,0.00005,1400,0,0
C128NO3,273.2824,10.641199387252,5297.752109314,0.05,0.00005,1400,0,0
INDHPPAN,272.1238,13.253344584215,6963.86578842657,0.05,0.00005,1400,0,0
NDNEBNZLO2,338.162,10.232024691982,4889.66157877155,0.05,0.00005,1400,0,0
C719O,159.1598,10.704434226473,5227.69755629911,0.05,0.00005,1400,0,0
PPRBQCO,184.1892,10.358119218437,5137.20958194976,0.05,0.00005,1400,0,0
C123O,215.3092,9.774422659028,4772.45816634006,0.05,0.00005,1400,0,0
METLBPR2OH,186.2051,10.414313326745,5167.16829618206,0.05,0.00005,1400,0,0
HC4CCO2H,116.1152,9.619083088727,4757.98571029935,0.05,0.00005,1400,0,0
C114OH,200.2747,9.748665321413,4915.90924576953,0.05,0.00005,1400,0,0
C7OHCO2PAN,247.159,9.53526792484,4923.31977363079,0.05,0.00005,1400,0,0
NTMB1FUOOH,207.1382,12.256482724466,5849.45112529488,0.05,0.00005,1400,0,0
OETLMUCO3H,200.1886,9.943478443241,4874.20199974129,0.05,0.00005,1400,0,0
LIMONIC,186.2051,12.223650499558,6552.44661932011,0.05,0.00005,1400,0,0
DNPETOLO,291.1916,9.780582887855,4793.54344912867,0.05,0.00005,1400,0,0
C44OOH,134.0874,10.715692147435,5482.52181004697,0.05,0.00005,1400,0,0
METOLO,201.1965,9.669739096709,4700.99496580166,0.05,0.00005,1400,0,0
CO1H63NO3,177.1552,10.835075140888,5120.5147677909,0.05,0.00005,1400,0,0
C825O2,189.1858,11.012949515995,5589.03140196152,0.05,0.00005,1400,0,0
C134O2,287.2858,12.124222365729,6203.77017069524,0.05,0.00005,1400,0,0
MVKOHANO3,165.1015,10.002406034749,4938.74733686445,0.05,0.00005,1400,0,0
C825OH,174.1944,12.450912674672,6721.90614663841,0.05,0.00005,1400,0,0
C134OH,272.2943,13.616468996897,7336.64491951655,0.05,0.00005,1400,0,0
C624CO2H,144.1684,10.768243538396,5430.66766341174,0.05,0.00005,1400,0,0
C7PAN3,233.1324,9.366150901382,4643.46708563563,0.05,0.00005,1400,0,0
OTNNCATCO,307.191,12.936556617562,6625.67952286196,0.05,0.00005,1400,0,0
MXYOLOH,188.1779,10.647891769209,5432.49072170558,0.05,0.00005,1400,0,0
OXYFUOOH,162.1406,10.402697922136,5128.79592026899,0.05,0.00005,1400,0,0
OXNCATECO2,264.1663,11.581350126779,6027.73694271071,0.05,0.00005,1400,0,0
INANCHO,224.1256,11.0632426689,5334.6162283795,0.05,0.00005,1400,0,0
PBZMUCOOH,218.2039,11.19609450573,5949.27674387057,0.05,0.00005,1400,0,0
HOC3H6CO2H,104.1045,9.81243798853,4770.47947114772,0.05,0.00005,1400,0,0
C5CO2OHPAN,219.1058,8.82416838973,4421.49533055387,0.05,0.00005,1400,0,0
C613OOH,164.1565,10.419192372672,5460.98120300423,0.05,0.00005,1400,0,0
C530OOH,134.1305,10.103827272545,4949.77643059843,0.05,0.00005,1400,0,0
LMLKBOH,186.2051,10.487510035264,5332.23024225083,0.05,0.00005,1400,0,0
NC524O2,212.1348,13.15958520052,6804.18411506753,0.05,0.00005,1400,0,0
C537OOH,182.0426,11.660415206395,6413.27751192566,0.05,0.00005,1400,0,0
PINIC,186.2051,11.558587765404,5997.1557229848,0.05,0.00005,1400,0,0
MTNCATECO,262.1935,11.826056117225,6186.10068493965,0.05,0.00005,1400,0,0
C64OOH,148.1571,10.459377043587,5200.68865313491,0.05,0.00005,1400,0,0
NBCALOOH,331.3615,11.642572649024,6034.17725302838,0.05,0.00005,1400,0,0
C721CO3H,188.1779,10.501704798814,5248.28038967571,0.05,0.00005,1400,0,0
NBPINAOOH,231.2457,11.01175184396,5229.9350359538,0.05,0.00005,1400,0,0
C517OH,118.1311,10.253144638489,4945.9577760932,0.05,0.00005,1400,0,0
C1312OH,242.3114,12.601259218517,6752.69368658464,0.05,0.00005,1400,0,0
C6TONOHOOH,176.1241,11.045349126491,5611.82503202262,0.05,0.00005,1400,0,0
C126CO3H,240.2955,10.306938334233,5034.85034880833,0.05,0.00005,1400,0,0
C1312O2,257.3028,10.996749158294,5548.66433185047,0.05,0.00005,1400,0,0
BPINCOOH,186.2481,10.504626801217,5375.01709049602,0.05,0.00005,1400,0,0
C63OH,132.1577,9.861280878046,4773.48441573795,0.05,0.00005,1400,0,0
C129CO,224.253,9.546687286675,4635.86980311477,0.05,0.00005,1400,0,0
C146OH,254.3221,10.884420472603,5657.87561258521,0.05,0.00005,1400,0,0
C146O2,269.3135,8.926710887872,4525.00086973387,0.05,0.00005,1400,0,0
BCBOCOO,270.3215,9.828861831187,5029.84093028276,0.05,0.00005,1400,0,0
OXYQOOH,186.162,11.563360693823,6299.49612153056,0.05,0.00005,1400,0,0
CRESOOH,190.1507,11.69008941907,6167.50454681772,0.05,0.00005,1400,0,0
OETLQOOH,200.1886,11.918910464214,6550.40834388144,0.05,0.00005,1400,0,0
INB1O,180.136,11.2203995232,5390.23300147106,0.05,0.00005,1400,0,0
C132OOH,258.3108,13.006839850365,6997.9108369116,0.05,0.00005,1400,0,0
C6CO3OHOOH,148.1571,9.354109205193,4655.51264789171,0.05,0.00005,1400,0,0
HIEB1O2,165.1214,10.45804429999,5345.01746968992,0.05,0.00005,1400,0,0
PPRBQOOH,202.2045,11.09504426868,6102.5554702815,0.05,0.00005,1400,0,0
C137CO3H,270.3215,12.635003457606,6753.7537342108,0.05,0.00005,1400,0,0
C79OOH,176.1672,9.735798765787,4860.42320200444,0.05,0.00005,1400,0,0
NDNT123LO,336.1892,10.476730676615,5048.02531933515,0.05,0.00005,1400,0,0
IPBFUOOH,176.1672,11.391978155392,5753.33299653364,0.05,0.00005,1400,0,0
C518CO2H,130.1418,10.412693753826,5179.75543700235,0.05,0.00005,1400,0,0
NOETLQO,228.1788,9.794193104876,5021.65315127826,0.05,0.00005,1400,0,0
C111OOH,202.2906,10.282491022066,5133.84714417027,0.05,0.00005,1400,0,0
C23O3ECO2H,174.1513,10.679462795377,5154.2165424404,0.05,0.00005,1400,0,0
C104OOH,202.2475,10.145889908721,5184.74974468541,0.05,0.00005,1400,0,0
NC728OOH,223.1806,10.816346461571,5430.20700084341,0.05,0.00005,1400,0,0
C235C6CO3H,188.1348,10.4976202669,4999.1761164399,0.05,0.00005,1400,0,0
C719O2,175.1592,10.704434226473,5227.69755629911,0.05,0.00005,1400,0,0
C1211O2,243.2763,10.702715709917,5281.9012392396,0.05,0.00005,1400,0,0
C1211OH,228.2848,12.821237763141,6767.00696049839,0.05,0.00005,1400,0,0
C719OH,160.1678,11.84516080445,6138.9509307317,0.05,0.00005,1400,0,0
C105OOH,216.231,10.342468802372,5034.38613610935,0.05,0.00005,1400,0,0
C93OH,174.2374,10.294199762801,5152.59623930451,0.05,0.00005,1400,0,0
NOETOLO,246.1941,10.698418258626,5233.12228591369,0.05,0.00005,1400,0,0
C1215CO,242.2683,12.422296031908,6380.66068647453,0.05,0.00005,1400,0,0
C517CO3H,162.1406,10.651668656389,5318.86140537012,0.05,0.00005,1400,0,0
INB1HPPAN,272.1238,13.253344584215,6963.86578842657,0.05,0.00005,1400,0,0
BCKBOOH,256.338,12.492585644797,6482.37161623487,0.05,0.00005,1400,0,0
PBZBPEROOH,202.2045,11.783001745904,6042.87548376207,0.05,0.00005,1400,0,0
NTM135LOOH,263.2014,13.291967700778,6923.81086613615,0.05,0.00005,1400,0,0
ENCATECO,248.1669,11.581350126779,6027.73694271071,0.05,0.00005,1400,0,0
PBZMUCCO3H,200.1886,10.165166023415,5059.29896579823,0.05,0.00005,1400,0,0
C7MO3OHOOH,204.1773,10.899611001832,5576.32153860676,0.05,0.00005,1400,0,0
TM135MUOOH,218.2039,10.974406928054,5764.17977853295,0.05,0.00005,1400,0,0
C8OHO2CO3H,216.188,10.422005639741,5446.37268359492,0.05,0.00005,1400,0,0
PPRBQO2,201.1965,8.881723120646,4449.92800241798,0.05,0.00005,1400,0,0
C5PAN10,195.1275,9.890847795417,4917.98931555386,0.05,0.00005,1400,0,0
C5PAN13,195.1275,10.413734439932,5199.06567835295,0.05,0.00005,1400,0,0
C5PAN12,195.1275,9.780004012621,4825.44083461682,0.05,0.00005,1400,0,0
PPRBQOH,186.2051,10.908990968079,5863.87911566702,0.05,0.00005,1400,0,0
C826CO3OOH,172.1785,9.301823274249,4681.66160050581,0.05,0.00005,1400,0,0
PMALNHYOOH,190.1507,10.024398672895,4908.61699058677,0.05,0.00005,1400,0,0
HPC52OOH,166.1293,10.864006982656,5822.37018245768,0.05,0.00005,1400,0,0
KLIMONONIC,186.2051,11.125761949209,5721.52453794019,0.05,0.00005,1400,0,0
HPC52PAN,243.1257,10.725231178652,5591.70997317053,0.05,0.00005,1400,0,0
C142NO3,285.3361,10.549789376379,5071.22268989865,0.05,0.00005,1400,0,0
IPBZMUCOOH,218.2039,11.085250704149,5856.72825755303,0.05,0.00005,1400,0,0
C58NO3CO3H,211.1269,12.734236678726,6645.09914898717,0.05,0.00005,1400,0,0
NC524OH,197.1433,13.805222544448,7421.12478524441,0.05,0.00005,1400,0,0
C5COOHCO3H,174.1082,9.355356330178,4693.6360170053,0.05,0.00005,1400,0,0
DEMPHOLO2,245.2491,10.380838653071,5202.81941495944,0.05,0.00005,1400,0,0
C722OOH,176.1672,11.560653903437,6050.16151820312,0.05,0.00005,1400,0,0
INB1NAPAN,301.122,13.393800912055,6719.98881864849,0.05,0.00005,1400,0,0
DEMPHOLOH,230.2576,11.714541091764,6185.22739201382,0.05,0.00005,1400,0,0
HIEB2O,149.122,9.753773634423,4900.23801556068,0.05,0.00005,1400,0,0
C1012OOH,202.2475,10.086511352802,4964.71310033166,0.05,0.00005,1400,0,0
NBZQOOH,203.1064,11.885275495673,6144.70202884899,0.05,0.00005,1400,0,0
C729CO2H,156.1791,9.945579338565,4833.54323931782,0.05,0.00005,1400,0,0
BCALO,269.3566,11.494730184928,5795.50089474183,0.05,0.00005,1400,0,0
C8M2CO6OOH,186.2051,9.657373033395,4932.57381963645,0.05,0.00005,1400,0,0
C148CO,268.131,10.473144224786,5214.7315721026,0.05,0.00005,1400,0,0
C623OH,148.1571,11.124630944757,5699.86832311804,0.05,0.00005,1400,0,0
IPRBQCO,182.1733,10.443905422589,5082.67152900158,0.05,0.00005,1400,0,0
HNMVKOOH,181.1009,10.823609449187,5529.65467172084,0.05,0.00005,1400,0,0
BCALNO3,315.3621,11.494730184928,5795.50089474183,0.05,0.00005,1400,0,0
C41OOH,136.1033,10.416319665104,5425.3300879174,0.05,0.00005,1400,0,0
C623O2,163.1485,10.274743400511,4940.61842672195,0.05,0.00005,1400,0,0
C133NO3,303.3083,11.912758144213,5901.95534742733,0.05,0.00005,1400,0,0
MNCATECO2,250.1397,11.225800369947,5776.82472424394,0.05,0.00005,1400,0,0
INDHPCO3H,227.1263,13.530644914373,7236.00648186579,0.05,0.00005,1400,0,0
C1215NO3,289.2818,11.557208376247,5651.04312577209,0.05,0.00005,1400,0,0
INAHPAN,256.1244,11.16326068385,5647.1026453986,0.05,0.00005,1400,0,0
C825O,173.1864,11.012949515995,5589.03140196152,0.05,0.00005,1400,0,0
INDO,180.136,11.2203995232,5390.23300147106,0.05,0.00005,1400,0,0
TM123MUOOH,218.2039,11.085250704149,5856.72825755303,0.05,0.00005,1400,0,0
DMEPHOLO2,231.2225,10.025288877062,4951.9071910018,0.05,0.00005,1400,0,0
LMLKBCO,184.1892,9.222826156481,4605.56071100015,0.05,0.00005,1400,0,0
BCCOH,238.3657,10.992905016656,5503.770721558,0.05,0.00005,1400,0,0
DMEPHOLOH,216.231,11.358991320806,5934.31516950266,0.05,0.00005,1400,0,0
NBZFUOOH,179.085,11.767070742627,5532.72364056926,0.05,0.00005,1400,0,0
C141OOH,240.3386,10.68407760199,5331.29291571528,0.05,0.00005,1400,0,0
C141OOA,270.3215,12.238448085536,6420.79475866032,0.05,0.00005,1400,0,0
C109OOH,200.2316,9.480827164837,4629.4588455648,0.05,0.00005,1400,0,0
C7OHO2CO3H,202.1614,10.066455875546,5195.46046301947,0.05,0.00005,1400,0,0
BCALAOH,252.3493,10.39495788959,5271.71875891571,0.05,0.00005,1400,0,0
C537O2,181.0348,9.484392152312,4760.65005159131,0.05,0.00005,1400,0,0
NC4PDCO2H,187.1501,9.513439853591,4673.91580394739,0.05,0.00005,1400,0,0
C146OOH,270.3215,11.637194815691,6177.62832966847,0.05,0.00005,1400,0,0
PTNCATCOOH,279.2008,14.45980485207,8154.43472509264,0.05,0.00005,1400,0,0
C46CO2H,116.1152,10.167987770309,5021.39169675845,0.05,0.00005,1400,0,0
C728O,161.1757,10.630293173999,5191.53064995886,0.05,0.00005,1400,0,0
C139OOH,258.3108,14.621314807101,8164.08718146938,0.05,0.00005,1400,0,0
C732CO,158.1519,10.385466221819,5052.56341442455,0.05,0.00005,1400,0,0
PXYMUCPAN,231.1596,8.768371687409,4443.69757648762,0.05,0.00005,1400,0,0
TM124BPOOH,202.2045,11.561314191856,5857.77852518907,0.05,0.00005,1400,0,0
C142O2,255.33,10.549789376379,5071.22268989865,0.05,0.00005,1400,0,0
BCLKCOH,254.3221,10.884420472603,5657.87561258521,0.05,0.00005,1400,0,0
TM124QO,183.1812,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
BCLKCO2,269.3135,8.926710887872,4525.00086973387,0.05,0.00005,1400,0,0
C131CO3H,270.3215,11.487120957712,5922.83165110593,0.05,0.00005,1400,0,0
C143NO3,301.3355,11.35229893519,5799.57655606324,0.05,0.00005,1400,0,0
C916OOH,202.2045,10.920337410432,5553.92720504501,0.05,0.00005,1400,0,0
C82NO3,205.2084,10.706000995336,5177.5597584129,0.05,0.00005,1400,0,0
C152NO3,331.3615,11.735996665756,5872.53822623754,0.05,0.00005,1400,0,0
TM124QOH,184.1892,10.353132830145,5493.327681619,0.05,0.00005,1400,0,0
TM124QO2,199.1806,9.162883450234,4582.07431331743,0.05,0.00005,1400,0,0
C625O,147.1491,9.690942540592,4697.9126536393,0.05,0.00005,1400,0,0
EBZMUCOH,188.1779,10.01934132873,5107.45718890355,0.05,0.00005,1400,0,0
C7MOHCOPAN,261.1855,9.890817704768,5174.23199871084,0.05,0.00005,1400,0,0
TM135MUNO3,247.202,11.020683404606,5520.30279822196,0.05,0.00005,1400,0,0
NMBOAOOH,181.1439,10.249835753411,4974.20814996049,0.05,0.00005,1400,0,0
NOETOLOOH,263.2014,13.513655287566,7108.9078340824,0.05,0.00005,1400,0,0
NPTLQOOH,217.133,12.240825254479,6395.61424788292,0.05,0.00005,1400,0,0
PINALOOH,200.2316,10.422915318986,5095.32269687246,0.05,0.00005,1400,0,0
NC1313OH,287.3089,9.46292304574,4638.97523500821,0.05,0.00005,1400,0,0
HO7C8CO3H,190.2368,10.25512323073,5153.45263213789,0.05,0.00005,1400,0,0
C7DDCCO2H,142.1525,9.513439853591,4673.91580394739,0.05,0.00005,1400,0,0
NDNMETLOOH,353.1965,13.402811500034,7016.35935178619,0.05,0.00005,1400,0,0
INANCOPAN,299.1061,10.513480315676,5281.57842269766,0.05,0.00005,1400,0,0
INB1NO3,226.1415,13.574176973173,6798.98349213976,0.05,0.00005,1400,0,0
C131OH,226.312,11.12971622795,5549.92802444856,0.05,0.00005,1400,0,0
DNC524CO,240.125,13.819840418945,7100.79831450294,0.05,0.00005,1400,0,0
NDNMETOLO2,352.1886,10.587574467389,5140.57380255694,0.05,0.00005,1400,0,0
BCSOZOH,286.3639,12.510674730833,6332.62963018503,0.05,0.00005,1400,0,0
C124OOH,230.3007,10.856989440921,5686.57418692893,0.05,0.00005,1400,0,0
BZFUOOH,134.0874,10.547016400237,5185.69328861962,0.05,0.00005,1400,0,0
