#Compound                    Mass               C   O   N   H   S  Cl  Br
C144OOH                      272.337400000000  14   5   0  24   0   0   0
HO3C86OOH                    162.226700000000   8   3   0  18   0   0   0
C145O                        287.328800000000  14   6   0  23   0   0   0
C4MCNO3OOH                   179.128100000000   5   6   1   9   0   0   0
INB2OOH                      197.143300000000   5   7   1  11   0   0   0
C824OOH                      174.194400000000   8   4   0  14   0   0   0
C1313OOH                     258.310800000000  13   5   0  22   0   0   0
INB1HPCHO                    195.127500000000   5   7   1   9   0   0   0
C76OOH                       162.183700000000   7   4   0  14   0   0   0
T123NNCTO                    307.191000000000   9  10   2  11   0   0   0
C128OOH                      244.284200000000  12   5   0  20   0   0   0
HO8C9CO3H                    204.263400000000  10   4   0  20   0   0   0
DMEBPROOH                    216.231000000000  10   5   0  16   0   0   0
APINCNO3                     215.246300000000  10   4   1  17   0   0   0
ALC4DOLOOH                   150.129900000000   5   5   0  10   0   0   0
BZEMUCCO2H                   142.109400000000   6   4   0   6   0   0   0
CO2HOC6OOH                   148.157100000000   6   4   0  12   0   0   0
C98OOH                       204.220300000000   9   5   0  16   0   0   0
C730OH                       162.183700000000   7   4   0  14   0   0   0
DMEBIPNO3                    245.229200000000  10   6   1  15   0   0   0
MVKOHAOOH                    136.103300000000   4   5   0   8   0   0   0
C1211O                       227.276900000000  12   4   0  19   0   0   0
C94OOH                       188.220900000000   9   4   0  16   0   0   0
PPRBQO                       185.197100000000   9   4   0  13   0   0   0
C819OOH                      190.193800000000   8   5   0  14   0   0   0
C824OH                       158.195000000000   8   3   0  14   0   0   0
OCATEC1OOH                   154.163200000000   8   3   0  10   0   0   0
C927OH                       172.221500000000   9   3   0  16   0   0   0
C57AOOH                      150.129900000000   5   5   0  10   0   0   0
NTM123OLOH                   247.202000000000   9   7   1  13   0   0   0
C7BDCOOH                     176.167200000000   7   5   0  12   0   0   0
PBZMUCNO3                    247.202000000000   9   7   1  13   0   0   0
C56OOH                       136.146400000000   5   4   0  12   0   0   0
IPNCATECO                    262.193500000000   9   8   1  12   0   0   0
IPNCATECH                    197.187900000000   9   4   1  11   0   0   0
C630OH                       130.141800000000   6   3   0  10   0   0   0
C929OH                       188.220900000000   9   4   0  16   0   0   0
C525O2                       165.121400000000   5   6   0   9   0   0   0
NC101OOH                     245.229200000000  10   6   1  15   0   0   0
C817OOH                      174.194400000000   8   4   0  14   0   0   0
PTNCATECO2                   278.192900000000   9   9   1  12   0   0   0
C813OOH                      206.193200000000   8   6   0  14   0   0   0
C66NO35OOH                   179.171100000000   6   5   1  13   0   0   0
C51OOH                       134.130500000000   5   4   0  10   0   0   0
PBENZOLOOH                   218.203900000000   9   6   0  14   0   0   0
C87CO2H                      200.188600000000   9   5   0  12   0   0   0
MALANHYOOH                   148.071000000000   4   6   0   4   0   0   0
PETLQOH                      184.189200000000   9   4   0  12   0   0   0
C811CO3H                     202.204500000000   9   5   0  14   0   0   0
DNPXYOLOOH                   294.172400000000   8  10   2  10   0   0   0
NTM124QOOH                   245.186100000000   9   7   1  11   0   0   0
INAHCO2H                     195.127500000000   5   7   1   9   0   0   0
C117OH                       214.258200000000  11   4   0  18   0   0   0
BCBOOA                       270.321500000000  14   5   0  22   0   0   0
C147O                        269.313500000000  14   5   0  21   0   0   0
NDNPXYOLO                    322.162600000000   8  11   3   8   0   0   0
BCBOOH                       254.365100000000  15   3   0  26   0   0   0
NTM124OLOH                   247.202000000000   9   7   1  13   0   0   0
PBFUCO                       158.151900000000   7   4   0  10   0   0   0
C6PRCO4DB                    182.173300000000   9   4   0  10   0   0   0
BCAOOH                       254.365100000000  15   3   0  26   0   0   0
NPBNZOLOH                    247.202000000000   9   7   1  13   0   0   0
C113CO                       200.274700000000  11   3   0  20   0   0   0
C5OHCO4OOH                   134.130500000000   5   4   0  10   0   0   0
C616OOH                      160.124700000000   6   5   0   8   0   0   0
C143CO                       254.322100000000  14   4   0  22   0   0   0
PHCOETOOH                    166.173900000000   9   3   0  10   0   0   0
METLMUCOH                    202.204500000000   9   5   0  14   0   0   0
C147OH                       270.321500000000  14   5   0  22   0   0   0
C147O2                       285.312900000000  14   6   0  21   0   0   0
OXNNCATOOH                   310.171800000000   8  11   2  10   0   0   0
DNCRES                       198.132900000000   7   5   2   6   0   0   0
C526OOH                      166.129300000000   5   6   0  10   0   0   0
C930OOH                      202.204500000000   9   5   0  14   0   0   0
C721PAN                      233.175400000000   8   7   1  11   0   0   0
OETLMUCPAN                   245.186100000000   9   7   1  11   0   0   0
INDOOH                       197.143300000000   5   7   1  11   0   0   0
DNIPBNZLO                    291.191600000000   9   9   2  11   0   0   0
PXNNCATCO2                   309.163900000000   8  11   2   9   0   0   0
C131CO                       224.296100000000  13   3   0  20   0   0   0
C66OOH                       148.157100000000   6   4   0  12   0   0   0
C1210OH                      212.285400000000  12   3   0  20   0   0   0
NBPINBOOH                    231.245700000000  10   5   1  17   0   0   0
DFC                          118.045000000000   3   5   0   2   0   0   0
T123NCATO2                   278.192900000000   9   9   1  12   0   0   0
INANCOCHO                    222.109700000000   5   8   2   6   0   0   0
INAOH                        181.143900000000   5   6   1  11   0   0   0
STYRENOOH                    154.163200000000   8   3   0  10   0   0   0
BPINBNO3                     215.246300000000  10   4   1  17   0   0   0
C828CO3H                     216.188000000000   9   6   0  12   0   0   0
BCLKAOH                      254.322100000000  14   4   0  22   0   0   0
TLEMUCNO3                    219.148900000000   7   7   1   9   0   0   0
OTNNCATCO2                   323.190400000000   9  11   2  11   0   0   0
C825OOH                      190.193800000000   8   5   0  14   0   0   0
PXYMUCCO2H                   170.162600000000   8   4   0  10   0   0   0
C1310NO3                     303.308300000000  13   7   1  21   0   0   0
C101OOH                      188.264000000000  10   3   0  20   0   0   0
C829OOH                      190.193800000000   8   5   0  14   0   0   0
C922O                        203.212400000000   9   5   0  15   0   0   0
MXYMUCOOH                    204.177300000000   8   6   0  12   0   0   0
HC23C4CO3H                   162.097500000000   5   6   0   6   0   0   0
C717NO3                      203.149500000000   7   6   1   9   0   0   0
HO6C7CO3H                    176.210200000000   8   4   0  16   0   0   0
BCLKBCO                      252.306200000000  14   4   0  20   0   0   0
DNPETOLOOH                   308.199000000000   9  10   2  12   0   0   0
T124NNCOOH                   324.198400000000   9  11   2  12   0   0   0
INCGLYOX                     177.112200000000   5   6   1   7   0   0   0
BZEMUCOH                     160.124700000000   6   5   0   8   0   0   0
C93OOH                       190.236800000000   9   4   0  18   0   0   0
H13CO2CHO                    118.088000000000   4   4   0   6   0   0   0
C103NO3                      233.261600000000  10   5   1  19   0   0   0
INCNCO2H                     240.125000000000   5   9   2   8   0   0   0
NIPBNZOLOH                   247.202000000000   9   7   1  13   0   0   0
C53OOH                       134.130500000000   5   4   0  10   0   0   0
LIMALBOH                     184.232200000000  10   3   0  16   0   0   0
MXYOHNO2O2                   248.166900000000   8   8   1  10   0   0   0
NPPRBQOOH                    245.186100000000   9   7   1  11   0   0   0
C625OOH                      164.156500000000   6   5   0  12   0   0   0
OETLMUCOH                    202.204500000000   9   5   0  14   0   0   0
INANCOCO2H                   238.109100000000   5   9   2   6   0   0   0
MACRNBCO2H                   165.101500000000   4   6   1   7   0   0   0
NDMEPLOOH                    277.228000000000  10   8   1  15   0   0   0
INAHPPAN                     272.123800000000   5  11   2   8   0   0   0
C5EDBCO3H                    186.162000000000   8   5   0  10   0   0   0
HO24C5NO3                    165.144500000000   5   5   1  11   0   0   0
HO134C5                      120.147000000000   5   3   0  12   0   0   0
MMCFOOH                      136.060300000000   3   6   0   4   0   0   0
NDNT123LO2                   352.188600000000   9  12   3  10   0   0   0
C1210CO2H                    240.295500000000  13   4   0  20   0   0   0
C57NO3CO2H                   195.127500000000   5   7   1   9   0   0   0
TM123MUNO3                   247.202000000000   9   7   1  13   0   0   0
NDEMPHOLOH                   275.255200000000  11   7   1  17   0   0   0
C732CO3H                     204.177300000000   8   6   0  12   0   0   0
NC1313OOH                    303.308300000000  13   7   1  21   0   0   0
METOLOOH                     218.203900000000   9   6   0  14   0   0   0
IPBZBPRNO3                   231.202600000000   9   6   1  13   0   0   0
DNPBNZLOOH                   308.199000000000   9  10   2  12   0   0   0
C1215OOH                     260.283600000000  12   6   0  20   0   0   0
NDEMPHOLO2                   290.246600000000  11   8   1  16   0   0   0
TM135MUO2H                   184.189200000000   9   4   0  12   0   0   0
DMPHCOMOH                    164.201100000000  10   2   0  12   0   0   0
C6145COOOH                   160.124700000000   6   5   0   8   0   0   0
HOCH2COCO2H                  104.061500000000   3   4   0   4   0   0   0
C1312CO                      240.295500000000  13   4   0  20   0   0   0
C143O                        255.330000000000  14   4   0  23   0   0   0
C536O2                       181.034800000000   5   7   0   9   0   0   0
C820OOH                      204.177300000000   8   6   0  12   0   0   0
MTNCATCOOH                   279.200800000000   9   9   1  13   0   0   0
LIMAOOH                      186.248100000000  10   3   0  18   0   0   0
MEBFUOOH                     176.167200000000   7   5   0  12   0   0   0
T123NCTOOH                   279.200800000000   9   9   1  13   0   0   0
C515OOH                      146.098100000000   5   5   0   6   0   0   0
PTNNCATCO                    307.191000000000   9  10   2  11   0   0   0
DNT123BOL                    226.186100000000   9   5   2  10   0   0   0
C928OOH                      188.220900000000   9   4   0  16   0   0   0
BCALAOOH                     268.348700000000  15   4   0  24   0   0   0
MACRNPAN                     226.098400000000   4   9   2   6   0   0   0
C88CO3H                      200.188600000000   9   5   0  12   0   0   0
NOETLQOOH                    245.186100000000   9   7   1  11   0   0   0
C143O2                       271.329400000000  14   5   0  23   0   0   0
OETCATECH                    152.190400000000   9   2   0  12   0   0   0
MNNCATECO2                   295.137300000000   7  11   2   7   0   0   0
C6MOHCOPAN                   247.159000000000   8   8   1   9   0   0   0
C146CO                       252.306200000000  14   4   0  20   0   0   0
C1014OH                      202.247500000000  10   4   0  18   0   0   0
HMVKBCO3H                    148.114000000000   5   5   0   8   0   0   0
C143OH                       256.338000000000  14   4   0  24   0   0   0
NSTYRENOOH                   199.160800000000   8   5   1   9   0   0   0
C521OOH                      148.114000000000   5   5   0   8   0   0   0
C147CO                       268.305600000000  14   5   0  20   0   0   0
EMPHCOMOH                    178.227700000000  11   2   0  14   0   0   0
C629OH                       146.141200000000   6   4   0  10   0   0   0
C126CO2H                     224.296100000000  13   3   0  20   0   0   0
C5M2OHCO3H                   202.161400000000   8   6   0  10   0   0   0
EBZMUCPAN                    231.159600000000   8   7   1   9   0   0   0
C109OH                       184.232200000000  10   3   0  16   0   0   0
DHPMPAL                      136.103300000000   4   5   0   8   0   0   0
DHPMEK                       136.037100000000   4   5   0   8   0   0   0
C135OOH                      302.277200000000  13   8   0  18   0   0   0
INB1OOH                      197.143300000000   5   7   1  11   0   0   0
DETLMUO2H                    212.242300000000  11   4   0  16   0   0   0
TLEMUCCO                     172.135400000000   7   5   0   8   0   0   0
C98OH                        188.220900000000   9   4   0  16   0   0   0
C828OOH                      188.177900000000   8   5   0  12   0   0   0
C1211CO                      226.268900000000  12   4   0  18   0   0   0
C513OOH                      148.114000000000   5   5   0   8   0   0   0
MMALNBCO3H                   209.111000000000   5   8   1   7   0   0   0
DNPXYOLO2                    293.164500000000   8  10   2   9   0   0   0
INCNO3                       226.141500000000   5   8   2  10   0   0   0
H13M3C5OOH                   150.173000000000   6   4   0  14   0   0   0
BOX2OHBOOH                   150.173000000000   6   4   0  14   0   0   0
NIPBFUOOH                    221.164700000000   7   7   1  11   0   0   0
HO13C5OOH                    136.146400000000   5   4   0  12   0   0   0
C614OH                       146.141200000000   6   4   0  10   0   0   0
EBZBPEROOH                   188.177900000000   8   5   0  12   0   0   0
EMALNHYOOH                   176.124100000000   6   6   0   8   0   0   0
HIEPOXB                      134.130500000000   5   4   0  10   0   0   0
PNNCATCOOH                   324.198400000000   9  11   2  12   0   0   0
C86OOH                       174.194400000000   8   4   0  14   0   0   0
CONM2CO2H                    163.085600000000   4   6   1   5   0   0   0
C1215OH                      244.284200000000  12   5   0  20   0   0   0
C57OOH                       150.129900000000   5   5   0  10   0   0   0
MXNCATECH                    183.161400000000   8   4   1   9   0   0   0
MXNCATECO                    248.166900000000   8   8   1  10   0   0   0
C1H4C5CO3H                   162.140600000000   6   5   0  10   0   0   0
C81OOH                       176.210200000000   8   4   0  16   0   0   0
EMPOHNO2O                    246.194100000000   9   7   1  12   0   0   0
C922O2                       219.211800000000   9   6   0  15   0   0   0
C1215O2                      259.275700000000  12   6   0  19   0   0   0
C106OOH                      216.231000000000  10   5   0  16   0   0   0
HMVKNGLYOX                   163.085600000000   4   6   1   5   0   0   0
C54NO3                       165.144500000000   5   5   1  11   0   0   0
TLEMUCCO2H                   156.136000000000   7   4   0   8   0   0   0
INDHPPAN                     272.123800000000   5  11   2   8   0   0   0
DNPETOL                      226.186100000000   9   5   2  10   0   0   0
NDNEBNZLO2                   338.162000000000   8  12   3   8   0   0   0
PPRBQCO                      184.189200000000   9   4   0  12   0   0   0
METLBPR2OH                   186.205100000000   9   4   0  14   0   0   0
C114OH                       200.274700000000  11   3   0  20   0   0   0
C7OHCO2PAN                   247.159000000000   8   8   1   9   0   0   0
C733CO                       158.151900000000   7   4   0  10   0   0   0
NTMB1FUOOH                   207.138200000000   6   7   1   9   0   0   0
OETLMUCO3H                   200.188600000000   9   5   0  12   0   0   0
LIMONIC                      186.205100000000   9   4   0  14   0   0   0
DNPETOLO                     291.191600000000   9   9   2  11   0   0   0
C44OOH                       134.087400000000   4   5   0   6   0   0   0
CO1H63NO3                    177.155200000000   6   5   1  11   0   0   0
BZEMUCCO                     158.108800000000   6   5   0   6   0   0   0
C134O2                       287.285800000000  13   7   0  19   0   0   0
MVKOHANO3                    165.101500000000   4   6   1   7   0   0   0
C825OH                       174.194400000000   8   4   0  14   0   0   0
C134OH                       272.294300000000  13   6   0  20   0   0   0
DMK2OH                       146.141200000000   6   4   0  10   0   0   0
C624CO2H                     144.168400000000   7   3   0  12   0   0   0
C7PAN3                       233.132400000000   7   8   1   7   0   0   0
OTNNCATCO                    307.191000000000   9  10   2  11   0   0   0
DNPBNZOL                     226.186100000000   9   5   2  10   0   0   0
ACCOCOMOOH                   162.097500000000   5   6   0   6   0   0   0
MXYOLOH                      188.177900000000   8   5   0  12   0   0   0
OXYFUOOH                     162.140600000000   6   5   0  10   0   0   0
H1C23C4OOH                   134.087400000000   4   5   0   6   0   0   0
OXNCATECO2                   264.166300000000   8   9   1  10   0   0   0
INANCHO                      224.125600000000   5   8   2   8   0   0   0
PBZMUCOOH                    218.203900000000   9   6   0  14   0   0   0
C5CO2OHPAN                   219.105800000000   6   8   1   5   0   0   0
C613OOH                      164.156500000000   6   5   0  12   0   0   0
C530OOH                      134.130500000000   5   4   0  10   0   0   0
ECATEC1OOH                   154.163200000000   8   3   0  10   0   0   0
LMLKBOH                      186.205100000000   9   4   0  14   0   0   0
C7ADCOH                      160.167800000000   7   4   0  12   0   0   0
NC524O2                      212.134800000000   5   8   1  10   0   0   0
C537OOH                      182.042600000000   5   7   0  10   0   0   0
PINIC                        186.205100000000   9   4   0  14   0   0   0
MTNCATECO                    262.193500000000   9   8   1  12   0   0   0
MTNCATECH                    197.187900000000   9   4   1  11   0   0   0
C64OOH                       148.157100000000   6   4   0  12   0   0   0
NBCALOOH                     331.361500000000  15   7   1  25   0   0   0
C721CO3H                     188.177900000000   8   5   0  12   0   0   0
NBPINAOOH                    231.245700000000  10   5   1  17   0   0   0
C1312OH                      242.311400000000  13   4   0  22   0   0   0
C6TONOHOOH                   176.124100000000   6   6   0   8   0   0   0
C126CO3H                     240.295500000000  13   4   0  20   0   0   0
C1312O2                      257.302800000000  13   5   0  21   0   0   0
BPINCOOH                     186.248100000000  10   3   0  18   0   0   0
C129CO                       224.253000000000  12   4   0  16   0   0   0
MC6OTKTOOH                   190.150700000000   7   6   0  10   0   0   0
C146OH                       254.322100000000  14   4   0  22   0   0   0
NC4OHCPAN                    240.125000000000   5   9   2   8   0   0   0
BCBOCOO                      270.321500000000  14   5   0  22   0   0   0
OXYQOOH                      186.162000000000   8   5   0  10   0   0   0
CRESOOH                      190.150700000000   7   6   0  10   0   0   0
OETLQOOH                     200.188600000000   9   5   0  12   0   0   0
INB1O                        180.136000000000   5   6   1  10   0   0   0
C132OOH                      258.310800000000  13   5   0  22   0   0   0
C6CO3OHOOH                   148.157100000000   6   4   0  12   0   0   0
HIEB1O2                      165.121400000000   5   6   0   9   0   0   0
PPRBQOOH                     202.204500000000   9   5   0  14   0   0   0
NPETOL1OOH                   197.187900000000   9   4   1  11   0   0   0
C137CO3H                     270.321500000000  14   5   0  22   0   0   0
C618CO2H                     158.151900000000   7   4   0  10   0   0   0
NC4MDCO2H                    159.096900000000   5   5   1   5   0   0   0
C79OOH                       176.167200000000   7   5   0  12   0   0   0
NDNT123LO                    336.189200000000   9  11   3  10   0   0   0
IPBFUOOH                     176.167200000000   7   5   0  12   0   0   0
C111OOH                      202.290600000000  11   3   0  22   0   0   0
C23O3ECO2H                   174.151300000000   7   5   0  10   0   0   0
C104OOH                      202.247500000000  10   4   0  18   0   0   0
C235C6CO3H                   188.134800000000   7   6   0   8   0   0   0
C1211O2                      243.276300000000  12   5   0  19   0   0   0
C1211OH                      228.284800000000  12   4   0  20   0   0   0
C719OH                       160.167800000000   7   4   0  12   0   0   0
C105OOH                      216.231000000000  10   5   0  16   0   0   0
C93OH                        174.237400000000   9   3   0  18   0   0   0
C1215CO                      242.268300000000  12   5   0  18   0   0   0
C517CO3H                     162.140600000000   6   5   0  10   0   0   0
INB1HPPAN                    272.123800000000   5  11   2   8   0   0   0
BCKBOOH                      256.338000000000  14   4   0  24   0   0   0
PBZBPEROOH                   202.204500000000   9   5   0  14   0   0   0
PXYMUCCO                     186.162000000000   8   5   0  10   0   0   0
NTM135LOOH                   263.201400000000   9   8   1  13   0   0   0
ENCATECO                     248.166900000000   8   8   1  10   0   0   0
DNEBNZOL                     212.159500000000   8   5   2   8   0   0   0
PBZMUCCO3H                   200.188600000000   9   5   0  12   0   0   0
C7MO3OHOOH                   204.177300000000   8   6   0  12   0   0   0
TM135MUOOH                   218.203900000000   9   6   0  14   0   0   0
C8OHO2CO3H                   216.188000000000   9   6   0  12   0   0   0
TM124NO2O2                   248.166900000000   8   8   1  10   0   0   0
C5PAN10                      195.127500000000   5   7   1   9   0   0   0
C5PAN13                      195.127500000000   5   7   1   9   0   0   0
C5PAN12                      195.127500000000   5   7   1   9   0   0   0
PPRBQOH                      186.205100000000   9   4   0  14   0   0   0
C826CO3OOH                   172.178500000000   8   4   0  12   0   0   0
PMALNHYOOH                   190.150700000000   7   6   0  10   0   0   0
HPC52OOH                     166.129300000000   5   6   0  10   0   0   0
KLIMONONIC                   186.205100000000   9   4   0  14   0   0   0
NT123L1OOH                   197.187900000000   9   4   1  11   0   0   0
IPBZMUCOOH                   218.203900000000   9   6   0  14   0   0   0
C58NO3CO3H                   211.126900000000   5   8   1   9   0   0   0
NC524OH                      197.143300000000   5   7   1  11   0   0   0
C5COOHCO3H                   174.108200000000   6   6   0   6   0   0   0
C722OOH                      176.167200000000   7   5   0  12   0   0   0
INB1NAPAN                    301.122000000000   5  12   3   7   0   0   0
DEMPHOLOH                    230.257600000000  11   5   0  18   0   0   0
HIEB2O                       149.122000000000   5   5   0   9   0   0   0
C1012OOH                     202.247500000000  10   4   0  18   0   0   0
NBZQOOH                      203.106400000000   6   7   1   5   0   0   0
C718CO3H                     188.177900000000   8   5   0  12   0   0   0
BCALO                        269.356600000000  15   4   0  25   0   0   0
C8M2CO6OOH                   186.205100000000   9   4   0  14   0   0   0
NPBNZ1OOH                    197.187900000000   9   4   1  11   0   0   0
C148CO                       268.131000000000  14   5   0  20   0   0   0
C623OH                       148.157100000000   6   4   0  12   0   0   0
IPRBQCO                      182.173300000000   9   4   0  10   0   0   0
HNMVKOOH                     181.100900000000   4   7   1   7   0   0   0
BCALNO3                      315.362100000000  15   6   1  25   0   0   0
C41OOH                       136.103300000000   4   5   0   8   0   0   0
C133NO3                      303.308300000000  13   7   1  21   0   0   0
MNCATECO2                    250.139700000000   7   9   1   8   0   0   0
INDHPCO3H                    227.126300000000   5   9   1   9   0   0   0
C1215NO3                     289.281800000000  12   7   1  19   0   0   0
T124NCATEC                   197.187900000000   9   4   1  11   0   0   0
INAHPAN                      256.124400000000   5  10   2   8   0   0   0
C825O                        173.186400000000   8   4   0  13   0   0   0
C513OH                       132.114600000000   5   4   0   8   0   0   0
C67OOH                       148.157100000000   6   4   0  12   0   0   0
INDO                         180.136000000000   5   6   1  10   0   0   0
TM123MUOOH                   218.203900000000   9   6   0  14   0   0   0
LMLKBCO                      184.189200000000   9   4   0  12   0   0   0
BCCOH                        238.365700000000  15   2   0  26   0   0   0
MMCFOH                       120.060900000000   3   5   0   4   0   0   0
DMEPHOLOH                    216.231000000000  10   5   0  16   0   0   0
NBZFUOOH                     179.085000000000   4   7   1   5   0   0   0
C141OOH                      240.338600000000  14   3   0  24   0   0   0
C141OOA                      270.321500000000  14   5   0  22   0   0   0
C109OOH                      200.231600000000  10   4   0  16   0   0   0
C7OHO2CO3H                   202.161400000000   8   6   0  10   0   0   0
BCALAOH                      252.349300000000  15   3   0  24   0   0   0
C537O2                       181.034800000000   5   7   0   9   0   0   0
NC4PDCO2H                    187.150100000000   7   5   1   9   0   0   0
C146OOH                      270.321500000000  14   5   0  22   0   0   0
DNT123LO                     291.191600000000   9   9   2  11   0   0   0
PTNCATCOOH                   279.200800000000   9   9   1  13   0   0   0
C139OOH                      258.310800000000  13   5   0  22   0   0   0
C8DCO2CO3H                   186.162000000000   8   5   0  10   0   0   0
C732CO                       158.151900000000   7   4   0  10   0   0   0
TM124BPOOH                   202.204500000000   9   5   0  14   0   0   0
DNT123LO2                    307.191000000000   9  10   2  11   0   0   0
BCLKCOH                      254.322100000000  14   4   0  22   0   0   0
C131CO3H                     270.321500000000  14   5   0  22   0   0   0
C143NO3                      301.335500000000  14   6   1  23   0   0   0
C916OOH                      202.204500000000   9   5   0  14   0   0   0
C82NO3                       205.208400000000   8   5   1  15   0   0   0
C152NO3                      331.361500000000  15   7   1  25   0   0   0
TM124QOH                     184.189200000000   9   4   0  12   0   0   0
EBZMUCOH                     188.177900000000   8   5   0  12   0   0   0
C7MOHCOPAN                   261.185500000000   9   8   1  11   0   0   0
NCRES1OOH                    169.134800000000   7   4   1   7   0   0   0
TM135MUNO3                   247.202000000000   9   7   1  13   0   0   0
NMBOAOOH                     181.143900000000   5   6   1  11   0   0   0
C6OTKETOOH                   176.124100000000   6   6   0   8   0   0   0
NOETOLOOH                    263.201400000000   9   8   1  13   0   0   0
NPTLQOOH                     217.133000000000   7   7   1   7   0   0   0
C97OH                        172.221500000000   9   3   0  16   0   0   0
PINALOOH                     200.231600000000  10   4   0  16   0   0   0
HO7C8CO3H                    190.236800000000   9   4   0  18   0   0   0
NDNMETLOOH                   353.196500000000   9  12   3  11   0   0   0
INANCOPAN                    299.106100000000   5  12   3   5   0   0   0
INB1NO3                      226.141500000000   5   8   2  10   0   0   0
C131OH                       226.312000000000  13   3   0  22   0   0   0
DNC524CO                     240.125000000000   5   9   2   8   0   0   0
NDNMETOLO2                   352.188600000000   9  12   3  10   0   0   0
C715CO2OOH                   158.151900000000   7   4   0  10   0   0   0
BCSOZOH                      286.363900000000  15   5   0  26   0   0   0
C124OOH                      230.300700000000  12   4   0  22   0   0   0
BZFUOOH                      134.087400000000   4   5   0   6   0   0   0
C925O2                       219.211800000000   9   6   0  15   0   0   0
C129OOH                      242.268300000000  12   5   0  18   0   0   0
BCKAOOH                      256.338000000000  14   4   0  24   0   0   0
C929CO                       186.205100000000   9   4   0  14   0   0   0
BCSOZO2                      301.355400000000  15   6   0  25   0   0   0
MXNCATECO2                   264.166300000000   8   9   1  10   0   0   0
DMPHCOMOOH                   180.200500000000  10   3   0  12   0   0   0
C116OOH                      214.258200000000  11   4   0  18   0   0   0
C98NO3                       233.218500000000   9   6   1  15   0   0   0
C115OOH                      230.257600000000  11   5   0  18   0   0   0
C133O2                       273.302200000000  13   6   0  21   0   0   0
EMALNHY2OH                   160.124700000000   6   5   0   8   0   0   0
HNBIACET                     163.085600000000   4   6   1   5   0   0   0
PETLMUCCO                    200.188600000000   9   5   0  12   0   0   0
NOXYFUOOH                    207.138200000000   6   7   1   9   0   0   0
NDMEPHOLO                    260.220700000000  10   7   1  14   0   0   0
NCATECO                      220.113700000000   6   8   1   6   0   0   0
C118O                        229.249700000000  11   5   0  17   0   0   0
C123NO3                      261.314700000000  12   5   1  23   0   0   0
C103CO                       186.248100000000  10   3   0  18   0   0   0
PHCOCOCOOH                   180.157400000000   9   4   0   8   0   0   0
MXYMUCCO3H                   186.162000000000   8   5   0  10   0   0   0
NTM123LOOH                   263.201400000000   9   8   1  13   0   0   0
C108NO3                      245.229200000000  10   6   1  15   0   0   0
NDNOXYOLO                    322.162600000000   8  11   3   8   0   0   0
C820O                        187.169900000000   8   5   0  11   0   0   0
HO3C106OOH                   190.279900000000  10   3   0  22   0   0   0
DNMXYOLO                     277.165100000000   8   9   2   9   0   0   0
DNIPBZLOOH                   308.199000000000   9  10   2  12   0   0   0
C1214OOH                     244.284200000000  12   5   0  20   0   0   0
NDNOETOLO                    336.189200000000   9  11   3  10   0   0   0
HO3C116NO3                   233.304600000000  11   4   1  23   0   0   0
C118OOH                      246.257000000000  11   6   0  18   0   0   0
C141OH                       224.339200000000  14   2   0  24   0   0   0
CO235C6OOH                   160.124700000000   6   5   0   8   0   0   0
DMEBMUO2H                    198.215800000000  10   4   0  14   0   0   0
C5MEJCO3H                    216.188000000000   9   6   0  12   0   0   0
C148OH                       270.146700000000  14   5   0  22   0   0   0
C148O2                       285.312900000000  14   6   0  21   0   0   0
C1211CO3H                    272.294300000000  13   6   0  20   0   0   0
C5M2OHOPAN                   247.159000000000   8   8   1   9   0   0   0
INAHCHO                      179.128100000000   5   6   1   9   0   0   0
C118NO3                      275.255200000000  11   7   1  17   0   0   0
OXYMUCCO2H                   170.162600000000   8   4   0  10   0   0   0
OETLMUCCO                    200.188600000000   9   5   0  12   0   0   0
C536O                        165.039900000000   5   6   0   9   0   0   0
C58OOH                       150.129900000000   5   5   0  10   0   0   0
DNPBNZLO2                    307.191000000000   9  10   2  11   0   0   0
TM123BPNO3                   231.202600000000   9   6   1  13   0   0   0
INB1GLYOX                    177.112200000000   5   6   1   7   0   0   0
C926OOH                      202.204500000000   9   5   0  14   0   0   0
DMEBMUNO3                    261.228600000000  10   7   1  15   0   0   0
C7CO2M5OOH                   172.178500000000   8   4   0  12   0   0   0
C1212NO3                     305.281200000000  12   8   1  19   0   0   0
C922OOH                      220.219700000000   9   6   0  16   0   0   0
C622CO2H                     144.168400000000   7   3   0  12   0   0   0
C1212OH                      244.284200000000  12   5   0  20   0   0   0
C6EO2HCO3H                   216.188000000000   9   6   0  12   0   0   0
NDNPBNZLO2                   352.188600000000   9  12   3  10   0   0   0
C1212O2                      259.275700000000  12   6   0  19   0   0   0
C5COHOCO3H                   176.124100000000   6   6   0   8   0   0   0
NMEBFUOOH                    221.164700000000   7   7   1  11   0   0   0
NPXYOL1OOH                   183.161400000000   8   4   1   9   0   0   0
C8O2OHCO3H                   216.188000000000   9   6   0  12   0   0   0
C1311OH                      226.312000000000  13   3   0  22   0   0   0
INANCOCO3H                   254.108500000000   5  10   2   6   0   0   0
BCALACO                      250.333400000000  15   3   0  22   0   0   0
C623OOH                      164.156500000000   6   5   0  12   0   0   0
C519CO3H                     162.140600000000   6   5   0  10   0   0   0
LMKAOH                       172.221500000000   9   3   0  16   0   0   0
EPXMEDCO2H                   158.151900000000   7   4   0  10   0   0   0
DETLBPR2OH                   214.258200000000  11   4   0  18   0   0   0
HO8C9OOH                     176.253300000000   9   3   0  20   0   0   0
