#  julian_day      temp_K          RH              Pres            rad             UVB             O3              so2             co              no              no2             nh3             pm25            hono            air             acetaldehyde    toluene         xyluene         OPEN            ch3oh           c2h5oh          c2h6            hcho            methylglyoxal   isoprene        monoterpene     sesquiterpene   h2so4           Julian day      cs_sa_dry       cs_sa_wet       cs_hno3_dry     cs_hno3_wet
   3.5368056e+01   2.7003333e+02   2.2666667e+01   1.0217333e+03   2.1062653e+02   4.7166667e-02   7.2787747e+11   1.1092507e+11   1.4437596e+13   2.3721752e+11   5.6133512e+11   7.8129560e+10   2.6578500e+01   4.4860137e+09   2.7406332e+19   1.1648975e+11   8.5519952e+10   6.6618307e+10   4.7498782e+09   2.2194118e+09   9.2208607e+04   7.4058030e+15   5.2500118e+10   8.0575119e+09   5.0803412e+10   2.3919944e+10   4.2484716e+10   1.5227780e+07   3.5368056e+01   3.7652953e-03   4.0864805e-03   3.7652953e-05   4.0864805e-05
   3.5375000e+01   2.7015000e+02   2.2000000e+01   1.0219000e+03   2.4173800e+02   5.5000000e-02   7.3558823e+11   1.0780945e+11   1.4617129e+13   2.6583106e+11   5.7154789e+11   7.3708422e+10   2.7263200e+01   5.0731376e+09   2.7398965e+19   1.2793371e+11   8.6973631e+10   6.8617694e+10   5.2355312e+09   2.2976416e+09   2.7183527e-03   7.4107625e+15   5.6695582e+10   8.8039998e+09   5.1597102e+10   2.5780149e+10   4.2309734e+10   1.5574339e+07   3.5375000e+01   4.9684385e-03   5.3428585e-03   4.9684385e-05   5.3428585e-05
   3.5381944e+01   2.7028333e+02   2.1833333e+01   1.0219500e+03   2.7031717e+02   7.0500000e-02   7.5124290e+11   1.0703592e+11   1.4292809e+13   2.7271468e+11   5.6475849e+11   7.0930916e+10   2.7493850e+01   5.1736155e+09   2.7386789e+19   1.3020930e+11   8.9402255e+10   6.9469511e+10   5.5688798e+09   2.3096352e+09   1.5912911e+05   7.4098837e+15   5.8229608e+10   9.1630444e+09   5.4156484e+10   2.3815301e+10   4.1010367e+10   1.5508230e+07   3.5381944e+01   4.2104449e-03   4.5655212e-03   4.2104449e-05   4.5655212e-05
   3.5388889e+01   2.7041667e+02   2.1666667e+01   1.0220000e+03   2.9889633e+02   8.6000000e-02   7.6688368e+11   1.0626309e+11   1.3968778e+13   2.7959219e+11   5.5797515e+11   6.8155880e+10   2.7724500e+01   5.2740043e+09   2.7374625e+19   1.3248287e+11   9.1828726e+10   7.0320574e+10   5.9019326e+09   2.3216182e+09   3.1811686e+05   7.4090060e+15   5.9762273e+10   9.5217704e+09   5.6715865e+10   2.1850454e+10   3.9710999e+10   1.5442181e+07   3.5388889e+01   7.3368130e-03   7.8228524e-03   7.3368130e-05   7.8228524e-05
   3.5395833e+01   2.7055000e+02   2.1500000e+01   1.0220500e+03   3.2747550e+02   1.0150000e-01   7.8251062e+11   1.0549095e+11   1.3645036e+13   2.8646361e+11   5.5119785e+11   6.5383312e+10   2.7955150e+01   5.3743042e+09   2.7362472e+19   1.3475443e+11   9.4253046e+10   7.1170885e+10   6.2346898e+09   2.3335907e+09   4.7696347e+05   7.4081294e+15   6.1293580e+10   9.8801783e+09   5.9275247e+10   1.9885606e+10   3.8411631e+10   1.5376191e+07   3.5395833e+01   3.8049123e-03   4.1315367e-03   3.8049123e-05   4.1315367e-05
   3.5402778e+01   2.7068333e+02   2.1333333e+01   1.0221000e+03   3.5605467e+02   1.1700000e-01   7.9812371e+11   1.0471950e+11   1.3321581e+13   2.9332894e+11   5.4442659e+11   6.2613206e+10   2.8185800e+01   5.4745154e+09   2.7350332e+19   1.3702398e+11   9.6675219e+10   7.2020444e+10   6.5671520e+09   2.3455526e+09   6.3566913e+05   7.4072540e+15   6.2823530e+10   1.0238269e+10   5.8076214e+10   2.0031712e+10   3.7359190e+10   1.5310260e+07   3.5402778e+01   6.9185352e-03   7.3797223e-03   6.9185352e-05   7.3797223e-05
   3.5409722e+01   2.7081667e+02   2.1166667e+01   1.0221500e+03   3.8463383e+02   1.3250000e-01   8.1372300e+11   1.0394874e+11   1.2998414e+13   3.0018819e+11   5.3766136e+11   5.9845561e+10   2.8416450e+01   5.5746379e+09   2.7338204e+19   1.3929152e+11   9.9095248e+10   7.2869253e+10   6.8993197e+09   2.3575041e+09   7.9423405e+05   7.4063796e+15   6.4352127e+10   1.0596042e+10   5.6877181e+10   2.0177817e+10   3.6306749e+10   1.5244388e+07   3.5409722e+01   3.8967177e-03   4.2179966e-03   3.8967177e-05   4.2179966e-05
   3.5416667e+01   2.7095000e+02   2.1000000e+01   1.0222000e+03   4.1321300e+02   1.4800000e-01   8.2930849e+11   1.0317866e+11   1.2675534e+13   3.0704138e+11   5.3090216e+11   5.7080371e+10   2.8647100e+01   5.6746719e+09   2.7326087e+19   1.4155706e+11   1.0151314e+11   7.3717313e+10   7.2311932e+09   2.3694450e+09   9.5265846e+05   7.4055063e+15   6.5879371e+10   1.0953498e+10   5.5678148e+10   2.0323922e+10   3.5254308e+10   1.5178576e+07   3.5416667e+01   3.7181828e-03   4.0310345e-03   3.7181828e-05   4.0310345e-05
   3.5423611e+01   2.7113333e+02   2.0666667e+01   1.0222167e+03   4.3465517e+02   1.6733333e-01   8.5471164e+11   9.7390994e+10   1.2037518e+13   2.8980646e+11   5.0362836e+11   5.3966998e+10   2.7755517e+01   5.4053610e+09   2.7308055e+19   1.3661870e+11   9.7852864e+10   7.0365213e+10   7.1418530e+09   2.3118645e+09   1.3339166e+06   7.4042743e+15   6.4698472e+10   1.0707716e+10   5.6881158e+10   2.1176296e+10   3.8400599e+10   1.6658069e+07   3.5423611e+01   5.4500134e-03   5.8465997e-03   5.4500134e-05   5.8465997e-05
   3.5430556e+01   2.7131667e+02   2.0333333e+01   1.0222333e+03   4.5609733e+02   1.8666667e-01   8.8008130e+11   9.1610962e+10   1.1400345e+13   2.7259428e+11   4.7639054e+11   5.0857733e+10   2.6863933e+01   5.1364054e+09   2.7290048e+19   1.3168685e+11   9.4197422e+10   6.7017535e+10   7.0526307e+09   2.2543599e+09   1.7146719e+06   7.4030440e+15   6.3519133e+10   1.0462258e+10   5.8084169e+10   2.2028671e+10   4.1546891e+10   1.8135610e+07   3.5430556e+01   7.0619277e-03   7.5279016e-03   7.0619277e-05   7.5279016e-05
   3.5437500e+01   2.7150000e+02   2.0000000e+01   1.0222500e+03   4.7753950e+02   2.0600000e-01   9.0541754e+11   8.5838550e+10   1.0764011e+13   2.5540479e+11   4.4918863e+11   4.7752567e+10   2.5972350e+01   4.8678044e+09   2.7272065e+19   1.2676151e+11   9.0546800e+10   6.3674271e+10   6.9635262e+09   2.1969312e+09   2.0949255e+06   7.4018156e+15   6.2341349e+10   1.0217124e+10   5.9287180e+10   2.2881045e+10   4.4693182e+10   1.9611205e+07   3.5437500e+01   4.9675719e-03   5.3306271e-03   4.9675719e-05   5.3306271e-05
   3.5444444e+01   2.7168333e+02   1.9666667e+01   1.0222667e+03   4.9898167e+02   2.2533333e-01   9.3072044e+11   8.0073743e+10   1.0128516e+13   2.3823795e+11   4.2202256e+11   4.4651491e+10   2.5080767e+01   4.5995573e+09   2.7254106e+19   1.2184266e+11   8.6900987e+10   6.0335411e+10   6.8745393e+09   2.1395781e+09   2.4746782e+06   7.4005889e+15   6.1165117e+10   9.9723136e+09   6.4296764e+10   2.3851211e+10   4.4780612e+10   2.1084857e+07   3.5444444e+01   6.8589273e-03   7.3123214e-03   6.8589273e-05   7.3123214e-05
   3.5451389e+01   2.7186667e+02   1.9333333e+01   1.0222833e+03   5.2042383e+02   2.4466667e-01   9.5599005e+11   7.4316525e+10   9.4938573e+12   2.2109370e+11   3.9489225e+11   4.1554498e+10   2.4189183e+01   4.3316633e+09   2.7236171e+19   1.1693028e+11   8.3259975e+10   5.7000948e+10   6.7856695e+09   2.0823006e+09   2.8539313e+06   7.3993640e+15   5.9990435e+10   9.7278251e+09   6.9306348e+10   2.4821376e+10   4.4868042e+10   2.2556570e+07   3.5451389e+01   3.6483851e-03   3.9650082e-03   3.6483851e-05   3.9650082e-05
   3.5458333e+01   2.7205000e+02   1.9000000e+01   1.0223000e+03   5.4186600e+02   2.6400000e-01   9.8122645e+11   6.8566880e+10   8.8600336e+12   2.0397201e+11   3.6779763e+11   3.8461579e+10   2.3297600e+01   4.0641217e+09   2.7218260e+19   1.1202437e+11   7.9623754e+10   5.3670871e+10   6.6969168e+09   2.0250984e+09   3.2326855e+06   7.3981409e+15   5.8817299e+10   9.4836584e+09   7.4315933e+10   2.5791542e+10   4.4955472e+10   2.4026348e+07   3.5458333e+01   3.4319221e-03   3.7292271e-03   3.4319221e-05   3.7292271e-05
   3.5465278e+01   2.7213333e+02   1.8833333e+01   1.0222167e+03   5.5401350e+02   2.7783333e-01   9.9036417e+11   6.8147371e+10   8.6966172e+12   2.0073765e+11   3.6290184e+11   4.1097333e+10   2.3363733e+01   4.0077542e+09   2.7207707e+19   1.1080933e+11   7.9088543e+10   5.2845575e+10   6.7390135e+09   2.0177989e+09   3.4172563e+06   7.3991632e+15   5.9172818e+10   9.4706674e+09   6.9152714e+10   2.6143800e+10   4.5692298e+10   2.3883238e+07   3.5465278e+01   4.5326306e-03   4.8865549e-03   4.5326306e-05   4.8865549e-05
   3.5472222e+01   2.7221667e+02   1.8666667e+01   1.0221333e+03   5.6616100e+02   2.9166667e-01   9.9949476e+11   6.7728183e+10   8.5333268e+12   1.9750578e+11   3.5800983e+11   4.3731040e+10   2.3429867e+01   3.9514302e+09   2.7197161e+19   1.0959522e+11   7.8553741e+10   5.2020916e+10   6.7810772e+09   2.0105048e+09   3.6016838e+06   7.4001843e+15   5.9528058e+10   9.4576858e+09   6.3989496e+10   2.6496058e+10   4.6429123e+10   2.3740239e+07   3.5472222e+01   5.4602742e-03   5.8495122e-03   5.4602742e-05   5.8495122e-05
   3.5479167e+01   2.7230000e+02   1.8500000e+01   1.0220500e+03   5.7830850e+02   3.0550000e-01   1.0086182e+12   6.7309316e+10   8.3701625e+12   1.9427641e+11   3.5312158e+11   4.6362704e+10   2.3496000e+01   3.8951495e+09   2.7186621e+19   1.0838205e+11   7.8019349e+10   5.1196893e+10   6.8231078e+09   2.0032163e+09   3.7859681e+06   7.4012041e+15   5.9883018e+10   9.4447137e+09   5.8826277e+10   2.6848316e+10   4.7165948e+10   2.3597348e+07   3.5479167e+01   7.4640187e-03   7.9482539e-03   7.4640187e-05   7.9482539e-05
   3.5486111e+01   2.7238333e+02   1.8333333e+01   1.0219667e+03   5.9045600e+02   3.1933333e-01   1.0177345e+12   6.6890769e+10   8.2071241e+12   1.9104953e+11   3.4823710e+11   4.8992326e+10   2.3562133e+01   3.8389122e+09   2.7176087e+19   1.0716981e+11   7.7485366e+10   5.0373505e+10   6.8651054e+09   1.9959332e+09   3.9701093e+06   7.4022227e+15   6.0237700e+10   9.4317510e+09   6.1905133e+10   2.4419934e+10   4.5998697e+10   2.3454567e+07   3.5486111e+01   5.1446137e-03   5.5296867e-03   5.1446137e-05   5.5296867e-05
   3.5493056e+01   2.7246667e+02   1.8166667e+01   1.0218833e+03   6.0260350e+02   3.3316667e-01   1.0268437e+12   6.6472542e+10   8.0442114e+12   1.8782513e+11   3.4335638e+11   5.1619907e+10   2.3628267e+01   3.7827183e+09   2.7165560e+19   1.0595850e+11   7.6951792e+10   4.9550752e+10   6.9070701e+09   1.9886558e+09   4.1541077e+06   7.4032400e+15   6.0592103e+10   9.4187978e+09   6.4983989e+10   2.1991553e+10   4.4831445e+10   2.3311895e+07   3.5493056e+01   4.7457123e-03   5.1110623e-03   4.7457123e-05   5.1110623e-05
   3.5500000e+01   2.7255000e+02   1.8000000e+01   1.0218000e+03   6.1475100e+02   3.4700000e-01   1.0359458e+12   6.6054634e+10   7.8814244e+12   1.8460322e+11   3.3847942e+11   5.4245451e+10   2.3694400e+01   3.7265676e+09   2.7155040e+19   1.0474812e+11   7.6418627e+10   4.8728633e+10   6.9490018e+09   1.9813838e+09   4.3379633e+06   7.4042561e+15   6.0946228e+10   9.4058541e+09   6.8062844e+10   1.9563171e+10   4.3664194e+10   2.3169332e+07   3.5500000e+01   8.5365716e-03   9.0697834e-03   8.5365716e-05   9.0697834e-05
   3.5506944e+01   2.7274167e+02   1.8000000e+01   1.0216500e+03   6.1646783e+02   3.4700000e-01   1.0433424e+12   6.5858976e+10   7.7848505e+12   1.8078029e+11   3.3528652e+11   5.7228702e+10   2.3933067e+01   3.6477853e+09   2.7131973e+19   1.0350020e+11   7.5905132e+10   4.7942423e+10   6.9542955e+09   1.9821765e+09   4.3518690e+06   7.4020500e+15   6.1264448e+10   9.3592420e+09   7.1485500e+10   2.2206176e+10   4.7831538e+10   2.2360472e+07   3.5506944e+01   5.8264350e-03   6.2399402e-03   5.8264350e-05   6.2399402e-05
   3.5513889e+01   2.7293333e+02   1.8000000e+01   1.0215000e+03   6.1818467e+02   3.4700000e-01   1.0507262e+12   6.5663634e+10   7.6884385e+12   1.7696381e+11   3.3209896e+11   6.0206876e+10   2.4171733e+01   3.5691358e+09   2.7108939e+19   1.0225438e+11   7.5392490e+10   4.7157536e+10   6.9595785e+09   1.9829674e+09   4.3657501e+06   7.3998458e+15   6.1582112e+10   9.3127068e+09   7.4908157e+10   2.4849180e+10   5.1998881e+10   2.1552980e+07   3.5513889e+01   8.6968170e-03   9.2598460e-03   8.6968170e-05   9.2598460e-05
   3.5520833e+01   2.7312500e+02   1.8000000e+01   1.0213500e+03   6.1990150e+02   3.4700000e-01   1.0580972e+12   6.5468607e+10   7.5921882e+12   1.7315376e+11   3.2891673e+11   6.3179980e+10   2.4410400e+01   3.4906189e+09   2.7085937e+19   1.0101064e+11   7.4880699e+10   4.6373969e+10   6.9648508e+09   1.9837564e+09   4.3796065e+06   7.3976435e+15   6.1899222e+10   9.2662481e+09   7.8330813e+10   2.7492184e+10   5.6166225e+10   2.0746853e+07   3.5520833e+01   8.0053865e-03   8.5332274e-03   8.0053865e-05   8.5332274e-05
   3.5527778e+01   2.7331667e+02   1.8000000e+01   1.0212000e+03   6.2161833e+02   3.4700000e-01   1.0654555e+12   6.5273894e+10   7.4960993e+12   1.6935013e+11   3.2573980e+11   6.6148028e+10   2.4649067e+01   3.4122343e+09   2.7062968e+19   9.9768984e+10   7.4369757e+10   4.5591719e+10   6.9701125e+09   1.9845437e+09   4.3934383e+06   7.3954431e+15   6.2215778e+10   9.2198660e+09   7.3400181e+10   2.5707465e+10   5.1321531e+10   1.9942088e+07   3.5527778e+01   6.3797257e-03   6.8270421e-03   6.3797257e-05   6.8270421e-05
   3.5534722e+01   2.7350833e+02   1.8000000e+01   1.0210500e+03   6.2333517e+02   3.4700000e-01   1.0728010e+12   6.5079495e+10   7.4001713e+12   1.6555290e+11   3.2256819e+11   6.9111028e+10   2.4887733e+01   3.3339817e+09   2.7040031e+19   9.8529410e+10   7.3859663e+10   4.4810784e+10   6.9753634e+09   1.9853291e+09   4.4072456e+06   7.3932446e+15   6.2531783e+10   9.1735602e+09   6.8469550e+10   2.3922746e+10   4.6476837e+10   1.9138681e+07   3.5534722e+01   7.1470831e-03   7.6440592e-03   7.1470831e-05   7.6440592e-05
   3.5541667e+01   2.7370000e+02   1.8000000e+01   1.0209000e+03   6.2505200e+02   3.4700000e-01   1.0801339e+12   6.4885409e+10   7.3044040e+12   1.6176207e+11   3.1940186e+11   7.2068992e+10   2.5126400e+01   3.2558608e+09   2.7017125e+19   9.7291910e+10   7.3350415e+10   4.4031160e+10   6.9806038e+09   1.9861126e+09   4.4210284e+06   7.3910480e+15   6.2847237e+10   9.1273305e+09   6.3538918e+10   2.2138027e+10   4.1632143e+10   1.8336631e+07   3.5541667e+01   7.9691384e-03   8.5149871e-03   7.9691384e-05   8.5149871e-05
   3.5548611e+01   2.7390833e+02   1.7833333e+01   1.0208000e+03   6.1615683e+02   3.3566667e-01   1.0840354e+12   6.4507849e+10   7.2199410e+12   1.5862638e+11   3.1968509e+11   7.3554370e+10   2.5420450e+01   3.1852570e+09   2.6993932e+19   9.6798935e+10   7.3884146e+10   4.3960608e+10   7.0543017e+09   2.0052879e+09   4.5140827e+06   7.3885181e+15   6.3402627e+10   9.1824358e+09   6.2741695e+10   2.2046031e+10   4.6308683e+10   1.7347173e+07   3.5548611e+01   7.4560516e-03   7.9732055e-03   7.4560516e-05   7.9732055e-05
   3.5555556e+01   2.7411667e+02   1.7666667e+01   1.0207000e+03   6.0726167e+02   3.2433333e-01   1.0879300e+12   6.4130926e+10   7.1356216e+12   1.5549604e+11   3.1996777e+11   7.5037187e+10   2.5714500e+01   3.1147737e+09   2.6970774e+19   9.6306789e+10   7.4416949e+10   4.3890169e+10   7.1278720e+09   2.0244299e+09   4.6069767e+06   7.3859913e+15   6.3957054e+10   9.2374450e+09   6.1944471e+10   2.1954035e+10   5.0985224e+10   1.6359410e+07   3.5555556e+01   7.6295234e-03   8.1521728e-03   7.6295234e-05   8.1521728e-05
   3.5562500e+01   2.7432500e+02   1.7500000e+01   1.0206000e+03   5.9836650e+02   3.1300000e-01   1.0918177e+12   6.3754638e+10   7.0514456e+12   1.5237104e+11   3.2024992e+11   7.6517450e+10   2.6008550e+01   3.0444108e+09   2.6947651e+19   9.5815471e+10   7.4948827e+10   4.3819844e+10   7.2013150e+09   2.0435387e+09   4.6997107e+06   7.3834676e+15   6.4510520e+10   9.2923583e+09   6.1147247e+10   2.1862039e+10   5.5661765e+10   1.5373338e+07   3.5562500e+01   8.2797162e-03   8.8371588e-03   8.2797162e-05   8.8371588e-05
   3.5569444e+01   2.7453333e+02   1.7333333e+01   1.0205000e+03   5.8947133e+02   3.0166667e-01   1.0956987e+12   6.3378984e+10   6.9674127e+12   1.4925138e+11   3.2053153e+11   7.7995163e+10   2.6302600e+01   2.9741680e+09   2.6924563e+19   9.5324978e+10   7.5479780e+10   4.3749632e+10   7.2746309e+09   2.0626145e+09   4.7922849e+06   7.3809470e+15   6.5063026e+10   9.3471760e+09   5.8110250e+10   2.2596253e+10   5.1500073e+10   1.4388953e+07   3.5569444e+01   1.0425555e-02   1.1090747e-02   1.0425555e-04   1.1090747e-04
   3.5576389e+01   2.7474167e+02   1.7166667e+01   1.0204000e+03   5.8057617e+02   2.9033333e-01   1.0995728e+12   6.3003963e+10   6.8835224e+12   1.4613703e+11   3.2081261e+11   7.9470333e+10   2.6596650e+01   2.9040449e+09   2.6901510e+19   9.4835309e+10   7.6009812e+10   4.3679533e+10   7.3478201e+09   2.0816572e+09   4.8846999e+06   7.3784295e+15   6.5614575e+10   9.4018983e+09   5.5073252e+10   2.3330467e+10   4.7338381e+10   1.3406251e+07   3.5576389e+01   9.8234885e-03   1.0447841e-02   9.8234885e-05   1.0447841e-04
   3.5583333e+01   2.7495000e+02   1.7000000e+01   1.0203000e+03   5.7168100e+02   2.7900000e-01   1.1034400e+12   6.2629573e+10   6.7997746e+12   1.4302798e+11   3.2109315e+11   8.0942965e+10   2.6890700e+01   2.8340413e+09   2.6878492e+19   9.4346462e+10   7.6538924e+10   4.3609546e+10   7.4208828e+09   2.1006670e+09   4.9769559e+06   7.3759150e+15   6.6165170e+10   9.4565253e+09   5.2036255e+10   2.4064681e+10   4.3176689e+10   1.2425228e+07   3.5583333e+01   8.2078559e-03   8.7595464e-03   8.2078559e-05   8.7595464e-05
   3.5590278e+01   2.7503333e+02   1.6833333e+01   1.0202667e+03   5.5285833e+02   2.5383333e-01   1.0986107e+12   6.3448581e+10   6.8100268e+12   1.4180363e+11   3.2964899e+11   8.2359045e+10   2.7341100e+01   2.7982179e+09   2.6869470e+19   9.4973141e+10   7.8029119e+10   4.4416353e+10   7.5306839e+09   2.1365398e+09   5.0547294e+06   7.3764397e+15   6.6865616e+10   9.6033097e+09   5.2437601e+10   2.3722045e+10   4.0723521e+10   1.1543160e+07   3.5590278e+01   8.4784696e-03   9.0501528e-03   8.4784696e-05   9.0501528e-05
   3.5597222e+01   2.7511667e+02   1.6666667e+01   1.0202333e+03   5.3403567e+02   2.2866667e-01   1.0937845e+12   6.4267037e+10   6.8202720e+12   1.4058009e+11   3.3819907e+11   8.3774173e+10   2.7791500e+01   2.7624186e+09   2.6860453e+19   9.5599398e+10   7.9518313e+10   4.5222617e+10   7.6404112e+09   2.1723884e+09   5.1324507e+06   7.3769639e+15   6.7565590e+10   9.7499954e+09   5.2838946e+10   2.3379409e+10   3.8270353e+10   1.0661684e+07   3.5597222e+01   9.6563234e-03   1.0293535e-02   9.6563234e-05   1.0293535e-04
   3.5604167e+01   2.7520000e+02   1.6500000e+01   1.0202000e+03   5.1521300e+02   2.0350000e-01   1.0889616e+12   6.5084943e+10   6.8305102e+12   1.3935738e+11   3.4674342e+11   8.5188349e+10   2.8241900e+01   2.7266431e+09   2.6851442e+19   9.6225232e+10   8.1006506e+10   4.6028340e+10   7.7500647e+09   2.2082130e+09   5.2101196e+06   7.3774875e+15   6.8265093e+10   9.8965824e+09   5.3240292e+10   2.3036773e+10   3.5817185e+10   9.7807990e+06   3.5604167e+01   8.8803505e-03   9.4719671e-03   8.8803505e-05   9.4719671e-05
   3.5611111e+01   2.7528333e+02   1.6333333e+01   1.0201667e+03   4.9639033e+02   1.7833333e-01   1.0841419e+12   6.5902299e+10   6.8407414e+12   1.3813548e+11   3.5528202e+11   8.6601575e+10   2.8692300e+01   2.6908917e+09   2.6842437e+19   9.6850644e+10   8.2493698e+10   4.6833521e+10   7.8596445e+09   2.2440134e+09   5.2877364e+06   7.3780106e+15   6.8964126e+10   1.0043071e+10   5.6065156e+10   2.3350321e+10   4.0868422e+10   8.9005047e+06   3.5611111e+01   9.6328268e-03   1.0264224e-02   9.6328268e-05   1.0264224e-04
   3.5618056e+01   2.7536667e+02   1.6166667e+01   1.0201333e+03   4.7756767e+02   1.5316667e-01   1.0793254e+12   6.6719105e+10   6.8509655e+12   1.3691439e+11   3.6381489e+11   8.8013852e+10   2.9142700e+01   2.6551641e+09   2.6833437e+19   9.7475635e+10   8.3979892e+10   4.7638161e+10   7.9691506e+09   2.2797898e+09   5.3653010e+06   7.3785333e+15   6.9662688e+10   1.0189461e+10   5.8890020e+10   2.3663870e+10   4.5919659e+10   8.0208005e+06   3.5618056e+01   1.0234668e-02   1.0896822e-02   1.0234668e-04   1.0896822e-04
   3.5625000e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   4.5874500e+02   1.2800000e-01   1.0745121e+12   6.7535362e+10   6.8611827e+12   1.3569412e+11   3.7234204e+11   8.9425180e+10   2.9593100e+01   2.6194604e+09   2.6824442e+19   9.8100205e+10   8.5465087e+10   4.8442260e+10   8.0785832e+09   2.3155422e+09   5.4428135e+06   7.3790554e+15   7.0360780e+10   1.0335753e+10   6.1714884e+10   2.3977418e+10   5.0970895e+10   7.1416859e+06   3.5625000e+01   9.8996217e-03   1.0541726e-02   9.8996217e-05   1.0541726e-04
   3.5631944e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   4.3175133e+02   1.1658333e-01   1.0561351e+12   6.8932602e+10   6.9091448e+12   1.3187119e+11   3.9033766e+11   9.0106521e+10   3.0029667e+01   2.5769683e+09   2.6824442e+19   9.9290942e+10   8.7894801e+10   5.0116195e+10   8.1943306e+09   2.3642827e+09   5.5401057e+06   7.3806961e+15   7.0957133e+10   1.0547317e+10   6.1474822e+10   2.3989882e+10   5.1047552e+10   6.5247192e+06   3.5631944e+01   1.0391659e-02   1.1061231e-02   1.0391659e-04   1.1061231e-04
   3.5638889e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   4.0475767e+02   1.0516667e-01   1.0377581e+12   7.0329843e+10   6.9571069e+12   1.2804826e+11   4.0833329e+11   9.0787862e+10   3.0466233e+01   2.5344761e+09   2.6824442e+19   1.0048168e+11   9.0324514e+10   5.1790130e+10   8.3100781e+09   2.4130231e+09   5.6373980e+06   7.3823369e+15   7.1553485e+10   1.0758881e+10   6.1234760e+10   2.4002346e+10   5.1124208e+10   5.9077526e+06   3.5638889e+01   1.0009991e-02   1.0657509e-02   1.0009991e-04   1.0657509e-04
   3.5645833e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   3.7776400e+02   9.3750000e-02   1.0193811e+12   7.1727083e+10   7.0050690e+12   1.2422533e+11   4.2632891e+11   9.1469202e+10   3.0902800e+01   2.4919840e+09   2.6824442e+19   1.0167242e+11   9.2754227e+10   5.3464064e+10   8.4258256e+09   2.4617636e+09   5.7346902e+06   7.3839777e+15   7.2149837e+10   1.0970446e+10   6.0994698e+10   2.4014809e+10   5.1200865e+10   5.2907859e+06   3.5645833e+01   9.8651718e-03   1.0501456e-02   9.8651718e-05   1.0501456e-04
   3.5652778e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   3.5077033e+02   8.2333333e-02   1.0010041e+12   7.3124324e+10   7.0530311e+12   1.2040240e+11   4.4432453e+11   9.2150543e+10   3.1339367e+01   2.4494918e+09   2.6824442e+19   1.0286315e+11   9.5183941e+10   5.5137999e+10   8.5415730e+09   2.5105040e+09   5.8319825e+06   7.3856184e+15   7.2746189e+10   1.1182010e+10   6.4179388e+10   2.5756937e+10   4.9576232e+10   4.6738193e+06   3.5652778e+01   9.9427572e-03   1.0585099e-02   9.9427572e-05   1.0585099e-04
   3.5659722e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   3.2377667e+02   7.0916667e-02   9.8262716e+11   7.4521564e+10   7.1009932e+12   1.1657947e+11   4.6232016e+11   9.2831884e+10   3.1775933e+01   2.4069997e+09   2.6824442e+19   1.0405389e+11   9.7613654e+10   5.6811933e+10   8.6573205e+09   2.5592445e+09   5.9292747e+06   7.3872592e+15   7.3342541e+10   1.1393575e+10   6.7364079e+10   2.7499064e+10   4.7951598e+10   4.0568527e+06   3.5659722e+01   9.4386709e-03   1.0054029e-02   9.4386709e-05   1.0054029e-04
   3.5666667e+01   2.7545000e+02   1.6000000e+01   1.0201000e+03   2.9678300e+02   5.9500000e-02   9.6425018e+11   7.5918805e+10   7.1489553e+12   1.1275654e+11   4.8031578e+11   9.3513225e+10   3.2212500e+01   2.3645075e+09   2.6824442e+19   1.0524463e+11   1.0004337e+11   5.8485868e+10   8.7730680e+09   2.6079849e+09   6.0265670e+06   7.3888999e+15   7.3938893e+10   1.1605139e+10   7.0548770e+10   2.9241192e+10   4.6326965e+10   3.4398860e+06   3.5666667e+01   9.6124425e-03   1.0238268e-02   9.6124425e-05   1.0238268e-04
   3.5673611e+01   2.7533333e+02   1.6166667e+01   1.0201667e+03   2.6527767e+02   5.1583333e-02   9.0889207e+11   7.9347400e+10   7.3953990e+12   1.0169370e+11   5.3104200e+11   9.6393860e+10   3.2913150e+01   2.3622284e+09   2.6837562e+19   1.0829744e+11   1.0580986e+11   6.3017280e+10   8.9083978e+09   2.6932791e+09   6.1804580e+06   7.3921382e+15   7.5107065e+10   1.1941109e+10   6.7694578e+10   2.8271315e+10   4.6821314e+10   3.0456948e+06   3.5673611e+01   8.9707949e-03   9.5654637e-03   8.9707949e-05   9.5654637e-05
   3.5680556e+01   2.7521667e+02   1.6333333e+01   1.0202333e+03   2.3377233e+02   4.3666667e-02   8.5347973e+11   8.2779346e+10   7.6420833e+12   9.0620017e+10   5.8181784e+11   9.9277307e+10   3.3613800e+01   2.3599468e+09   2.6850694e+19   1.1135323e+11   1.1158200e+11   6.7553123e+10   9.0438596e+09   2.7786566e+09   6.3344993e+06   7.3953791e+15   7.6276376e+10   1.2277408e+10   6.4840385e+10   2.7301438e+10   4.7315664e+10   2.6511176e+06   3.5680556e+01   8.8328081e-03   9.4177791e-03   8.8328081e-05   9.4177791e-05
