        order       index                         reaction
           1        5171       C923O2 + R_HOM_O5 --> HOM19_O6                                                                
           1        5172       C924O2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5173      C816CO3 + R_HOM_O5 --> HOM19_O7                                                                
           1        5174     NORLIMO2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5175       LMKAO2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5176       LMKBO2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5177       C926O2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5178      R_HOM_O5 + C817CO3 --> HOM19_O8                                                                
           1        5179      LMLKAO2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5180      LMLKBO2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5181      C823CO3 + R_HOM_O5 --> HOM19_O8                                                                
           1        5182       C925O2 + R_HOM_O5 --> HOM19_O9                                                                
           1        5183     NOPINAO2 + R_HOM_O5 --> HOM19_O6                                                                
           1        5184     NOPINBO2 + R_HOM_O5 --> HOM19_O6                                                                
           1        5185     NOPINCO2 + R_HOM_O5 --> HOM19_O6                                                                
           1        5186     NOPINDO2 + R_HOM_O5 --> HOM19_O6                                                                
           1        5187       C918O2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5188       C9DCO2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5189       C915O2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5190       C917O2 + R_HOM_O5 --> HOM19_O7                                                                
           1        5191       C919O2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5192       C914O2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5193       C916O2 + R_HOM_O5 --> HOM19_O8                                                                
           1        5194       C88CO3 + R_HOM_O5 --> HOM19_O8                                                                
           1        5195       C87CO3 + R_HOM_O5 --> HOM19_O9                                                                
           1        5196      C822CO3 + R_HOM_O5 --> HOM19_O7                                                                
           1        5197      NLMKAO2 + R_HOM_O5 --> HOM19_NO9                                                               
           1        5198        C85O2 + R_HOM_O5 --> HOM18_O6                                                                
           1        5199        C89O2 + R_HOM_O5 --> HOM18_O6                                                                
           1        5200        C86O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5201       C811O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5202       C810O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5203       C812O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5204       C813O2 + R_HOM_O5 --> HOM18_O6                                                                
           1        5205      C729CO3 + R_HOM_O5 --> HOM18_O7                                                                
           1        5206       C816O2 + R_HOM_O5 --> HOM18_O6                                                                
           1        5207       C817O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5208       C826O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5209       C822O2 + R_HOM_O5 --> HOM18_O6                                                                
           1        5210       C818O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5211       C823O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5212       C819O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5213      C727CO3 + R_HOM_O5 --> HOM18_O8                                                                
           1        5214      C731CO3 + R_HOM_O5 --> HOM18_O8                                                                
           1        5215       C824O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5216       C820O2 + R_HOM_O5 --> HOM18_O9                                                                
           1        5217       C825O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5218       C821O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5219      C732CO3 + R_HOM_O5 --> HOM18_O9                                                                
           1        5220       C8BCO2 + R_HOM_O5 --> HOM18_O5                                                                
           1        5221        C88O2 + R_HOM_O5 --> HOM18_O7                                                                
           1        5222      C718CO3 + R_HOM_O5 --> HOM18_O8                                                                
           1        5223        C87O2 + R_HOM_O5 --> HOM18_O8                                                                
           1        5224      C721CO3 + R_HOM_O5 --> HOM18_O8                                                                
           1        5225      NC826O2 + R_HOM_O5 --> HOM18_NO10                                                              
           1        5226      APINAO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5227      APINBO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5228      APINCO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5229       C107O2 + R_HOM_O6 --> HOM20_O8                                                                
           1        5230       C109O2 + R_HOM_O6 --> HOM20_O8                                                                
           1        5231       C106O2 + R_HOM_O6 --> HOM20_O9                                                                
           1        5232      C920CO3 + R_HOM_O6 --> HOM20_O9                                                                
           1        5233       C108O2 + R_HOM_O6 --> HOM20_O9                                                                
           1        5234      PINALO2 + R_HOM_O6 --> HOM20_O8                                                                
           1        5235       C96CO3 + R_HOM_O6 --> HOM20_O8                                                                
           1        5236      C923CO3 + R_HOM_O6 --> HOM20_O8                                                                
           1        5237       LIMAO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5238     LIMALBO2 + R_HOM_O6 --> HOM20_O8                                                                
           1        5239       LIMCO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5240      LIMALO2 + R_HOM_O6 --> HOM20_O8                                                                
           1        5241       LIMBO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5242     LIMALAO2 + R_HOM_O6 --> HOM20_O8                                                                
           1        5243     NAPINAO2 + R_HOM_O6 --> HOM20_NO9                                                               
           1        5244     NAPINBO2 + R_HOM_O6 --> HOM20_NO9                                                               
           1        5245      BPINAO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5246      BPINBO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5247      BPINCO2 + R_HOM_O6 --> HOM20_O7                                                                
           1        5248      C918CO3 + R_HOM_O6 --> HOM20_O8                                                                
           1        5249      NC102O2 + R_HOM_O6 --> HOM20_NO10                                                              
           1        5250      NC101O2 + R_HOM_O6 --> HOM20_NO10                                                              
           1        5251       NLIMO2 + R_HOM_O6 --> HOM20_NO9                                                               
           1        5252     NLIMALO2 + R_HOM_O6 --> HOM20_NO10                                                              
           1        5253      NC91CO3 + R_HOM_O6 --> HOM20_NO10                                                              
           1        5254     NBPINAO2 + R_HOM_O6 --> HOM20_NO9                                                               
           1        5255     NBPINBO2 + R_HOM_O6 --> HOM20_NO9                                                               
           1        5256        C96O2 + R_HOM_O6 --> HOM19_O7                                                                
           1        5257       C89CO3 + R_HOM_O6 --> HOM19_O8                                                                
           1        5258       C920O2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5259        C97O2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5260       C85CO3 + R_HOM_O6 --> HOM19_O8                                                                
           1        5261      C811CO3 + R_HOM_O6 --> HOM19_O9                                                                
           1        5262       C921O2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5263        C98O2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5264       C922O2 + R_HOM_O6 --> HOM19_O10                                                               
           1        5265       C923O2 + R_HOM_O6 --> HOM19_O7                                                                
           1        5266       C924O2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5267      C816CO3 + R_HOM_O6 --> HOM19_O8                                                                
           1        5268     NORLIMO2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5269       LMKAO2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5270       LMKBO2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5271       C926O2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5272      C817CO3 + R_HOM_O6 --> HOM19_O9                                                                
           1        5273      LMLKAO2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5274      LMLKBO2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5275      C823CO3 + R_HOM_O6 --> HOM19_O9                                                                
           1        5276       C925O2 + R_HOM_O6 --> HOM19_O10                                                               
           1        5277     NOPINAO2 + R_HOM_O6 --> HOM19_O7                                                                
           1        5278     NOPINBO2 + R_HOM_O6 --> HOM19_O7                                                                
           1        5279     NOPINCO2 + R_HOM_O6 --> HOM19_O7                                                                
           1        5280     NOPINDO2 + R_HOM_O6 --> HOM19_O7                                                                
           1        5281       C918O2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5282       C9DCO2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5283       C915O2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5284       C917O2 + R_HOM_O6 --> HOM19_O8                                                                
           1        5285       C919O2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5286       C914O2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5287       C916O2 + R_HOM_O6 --> HOM19_O9                                                                
           1        5288       C88CO3 + R_HOM_O6 --> HOM19_O9                                                                
           1        5289       C87CO3 + R_HOM_O6 --> HOM19_O10                                                               
           1        5290      C822CO3 + R_HOM_O6 --> HOM19_O8                                                                
           1        5291      NLMKAO2 + R_HOM_O6 --> HOM19_NO10                                                              
           1        5292        C85O2 + R_HOM_O6 --> HOM18_O7                                                                
           1        5293        C89O2 + R_HOM_O6 --> HOM18_O7                                                                
           1        5294        C86O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5295       C811O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5296       C810O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5297       C812O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5298       C813O2 + R_HOM_O6 --> HOM18_O7                                                                
           1        5299      C729CO3 + R_HOM_O6 --> HOM18_O8                                                                
           1        5300       C816O2 + R_HOM_O6 --> HOM18_O7                                                                
           1        5301       C817O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5302       C826O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5303       C822O2 + R_HOM_O6 --> HOM18_O7                                                                
           1        5304       C818O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5305       C823O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5306       C819O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5307      C727CO3 + R_HOM_O6 --> HOM18_O9                                                                
           1        5308      C731CO3 + R_HOM_O6 --> HOM18_O9                                                                
           1        5309       C824O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5310       C820O2 + R_HOM_O6 --> HOM18_O10                                                               
           1        5311       C825O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5312       C821O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5313      C732CO3 + R_HOM_O6 --> HOM18_O10                                                               
           1        5314       C8BCO2 + R_HOM_O6 --> HOM18_O6                                                                
           1        5315        C88O2 + R_HOM_O6 --> HOM18_O8                                                                
           1        5316      C718CO3 + R_HOM_O6 --> HOM18_O9                                                                
           1        5317        C87O2 + R_HOM_O6 --> HOM18_O9                                                                
           1        5318      C721CO3 + R_HOM_O6 --> HOM18_O9                                                                
           1        5319      NC826O2 + R_HOM_O6 --> HOM18_NO11                                                              
           1        5320      APINAO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5321      APINBO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5322      APINCO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5323       C107O2 + R_HOM_O7 --> HOM20_O9                                                                
           1        5324       C109O2 + R_HOM_O7 --> HOM20_O9                                                                
           1        5325       C106O2 + R_HOM_O7 --> HOM20_O10                                                               
           1        5326      C920CO3 + R_HOM_O7 --> HOM20_O10                                                               
           1        5327       C108O2 + R_HOM_O7 --> HOM20_O10                                                               
           1        5328      PINALO2 + R_HOM_O7 --> HOM20_O9                                                                
           1        5329       C96CO3 + R_HOM_O7 --> HOM20_O9                                                                
           1        5330      C923CO3 + R_HOM_O7 --> HOM20_O9                                                                
           1        5331       LIMAO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5332     LIMALBO2 + R_HOM_O7 --> HOM20_O9                                                                
           1        5333       LIMCO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5334      LIMALO2 + R_HOM_O7 --> HOM20_O9                                                                
           1        5335       LIMBO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5336     LIMALAO2 + R_HOM_O7 --> HOM20_O9                                                                
           1        5337     NAPINAO2 + R_HOM_O7 --> HOM20_NO10                                                              
           1        5338     NAPINBO2 + R_HOM_O7 --> HOM20_NO10                                                              
           1        5339      BPINAO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5340      BPINBO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5341      BPINCO2 + R_HOM_O7 --> HOM20_O8                                                                
           1        5342      C918CO3 + R_HOM_O7 --> HOM20_O9                                                                
           1        5343      NC102O2 + R_HOM_O7 --> HOM20_NO11                                                              
           1        5344      NC101O2 + R_HOM_O7 --> HOM20_NO11                                                              
           1        5345       NLIMO2 + R_HOM_O7 --> HOM20_NO10                                                              
           1        5346     NLIMALO2 + R_HOM_O7 --> HOM20_NO11                                                              
           1        5347      NC91CO3 + R_HOM_O7 --> HOM20_NO11                                                              
           1        5348     NBPINAO2 + R_HOM_O7 --> HOM20_NO10                                                              
           1        5349     NBPINBO2 + R_HOM_O7 --> HOM20_NO10                                                              
           1        5350        C96O2 + R_HOM_O7 --> HOM19_O8                                                                
           1        5351       C89CO3 + R_HOM_O7 --> HOM19_O9                                                                
           1        5352       C920O2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5353        C97O2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5354       C85CO3 + R_HOM_O7 --> HOM19_O9                                                                
           1        5355      C811CO3 + R_HOM_O7 --> HOM19_O10                                                               
           1        5356       C921O2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5357        C98O2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5358       C922O2 + R_HOM_O7 --> HOM19_O11                                                               
           1        5359       C923O2 + R_HOM_O7 --> HOM19_O8                                                                
           1        5360       C924O2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5361      C816CO3 + R_HOM_O7 --> HOM19_O9                                                                
           1        5362     NORLIMO2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5363       LMKAO2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5364       LMKBO2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5365       C926O2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5366      R_HOM_O7 + C817CO3 --> HOM19_O10                                                               
           1        5367      LMLKAO2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5368      LMLKBO2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5369      C823CO3 + R_HOM_O7 --> HOM19_O10                                                               
           1        5370       C925O2 + R_HOM_O7 --> HOM19_O11                                                               
           1        5371     NOPINAO2 + R_HOM_O7 --> HOM19_O8                                                                
           1        5372     NOPINBO2 + R_HOM_O7 --> HOM19_O8                                                                
           1        5373     NOPINCO2 + R_HOM_O7 --> HOM19_O8                                                                
           1        5374     NOPINDO2 + R_HOM_O7 --> HOM19_O8                                                                
           1        5375       C918O2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5376       C9DCO2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5377       C915O2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5378       C917O2 + R_HOM_O7 --> HOM19_O9                                                                
           1        5379       C919O2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5380       C914O2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5381       C916O2 + R_HOM_O7 --> HOM19_O10                                                               
           1        5382       C88CO3 + R_HOM_O7 --> HOM19_O10                                                               
           1        5383       C87CO3 + R_HOM_O7 --> HOM19_O11                                                               
           1        5384      C822CO3 + R_HOM_O7 --> HOM19_O9                                                                
           1        5385      NLMKAO2 + R_HOM_O7 --> HOM19_NO11                                                              
           1        5386        C85O2 + R_HOM_O7 --> HOM18_O8                                                                
           1        5387        C89O2 + R_HOM_O7 --> HOM18_O8                                                                
           1        5388        C86O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5389       C811O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5390       C810O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5391       C812O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5392       C813O2 + R_HOM_O7 --> HOM18_O8                                                                
           1        5393      C729CO3 + R_HOM_O7 --> HOM18_O9                                                                
           1        5394       C816O2 + R_HOM_O7 --> HOM18_O8                                                                
           1        5395       C817O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5396       C826O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5397       C822O2 + R_HOM_O7 --> HOM18_O8                                                                
           1        5398       C818O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5399       C823O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5400       C819O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5401      C727CO3 + R_HOM_O7 --> HOM18_O10                                                               
           1        5402      C731CO3 + R_HOM_O7 --> HOM18_O10                                                               
           1        5403       C824O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5404       C820O2 + R_HOM_O7 --> HOM18_O11                                                               
           1        5405       C825O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5406       C821O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5407      C732CO3 + R_HOM_O7 --> HOM18_O11                                                               
           1        5408       C8BCO2 + R_HOM_O7 --> HOM18_O7                                                                
           1        5409        C88O2 + R_HOM_O7 --> HOM18_O9                                                                
           1        5410      C718CO3 + R_HOM_O7 --> HOM18_O10                                                               
           1        5411        C87O2 + R_HOM_O7 --> HOM18_O10                                                               
           1        5412      C721CO3 + R_HOM_O7 --> HOM18_O10                                                               
           1        5413      NC826O2 + R_HOM_O7 --> HOM18_NO12                                                              
           1        5414      APINAO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5415      APINBO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5416      APINCO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5417       C107O2 + R_HOM_O8 --> HOM20_O10                                                               
           1        5418       C109O2 + R_HOM_O8 --> HOM20_O10                                                               
           1        5419       C106O2 + R_HOM_O8 --> HOM20_O11                                                               
           1        5420      C920CO3 + R_HOM_O8 --> HOM20_O11                                                               
           1        5421       C108O2 + R_HOM_O8 --> HOM20_O11                                                               
           1        5422      PINALO2 + R_HOM_O8 --> HOM20_O10                                                               
           1        5423       C96CO3 + R_HOM_O8 --> HOM20_O10                                                               
           1        5424      C923CO3 + R_HOM_O8 --> HOM20_O10                                                               
           1        5425       LIMAO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5426     LIMALBO2 + R_HOM_O8 --> HOM20_O10                                                               
           1        5427       LIMCO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5428      LIMALO2 + R_HOM_O8 --> HOM20_O10                                                               
           1        5429       LIMBO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5430     LIMALAO2 + R_HOM_O8 --> HOM20_O10                                                               
           1        5431     NAPINAO2 + R_HOM_O8 --> HOM20_NO11                                                              
           1        5432     NAPINBO2 + R_HOM_O8 --> HOM20_NO11                                                              
           1        5433      BPINAO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5434      BPINBO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5435      BPINCO2 + R_HOM_O8 --> HOM20_O9                                                                
           1        5436      C918CO3 + R_HOM_O8 --> HOM20_O10                                                               
           1        5437      NC102O2 + R_HOM_O8 --> HOM20_NO12                                                              
           1        5438      NC101O2 + R_HOM_O8 --> HOM20_NO12                                                              
           1        5439       NLIMO2 + R_HOM_O8 --> HOM20_NO11                                                              
           1        5440     NLIMALO2 + R_HOM_O8 --> HOM20_NO12                                                              
           1        5441      NC91CO3 + R_HOM_O8 --> HOM20_NO12                                                              
           1        5442     NBPINAO2 + R_HOM_O8 --> HOM20_NO11                                                              
           1        5443     NBPINBO2 + R_HOM_O8 --> HOM20_NO11                                                              
           1        5444        C96O2 + R_HOM_O8 --> HOM19_O9                                                                
           1        5445       C89CO3 + R_HOM_O8 --> HOM19_O10                                                               
           1        5446       C920O2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5447        C97O2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5448       C85CO3 + R_HOM_O8 --> HOM19_O10                                                               
           1        5449      C811CO3 + R_HOM_O8 --> HOM19_O11                                                               
           1        5450       C921O2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5451        C98O2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5452       C922O2 + R_HOM_O8 --> HOM19_O12                                                               
           1        5453       C923O2 + R_HOM_O8 --> HOM19_O9                                                                
           1        5454       C924O2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5455      C816CO3 + R_HOM_O8 --> HOM19_O10                                                               
           1        5456     NORLIMO2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5457       LMKAO2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5458       LMKBO2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5459       C926O2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5460      C817CO3 + R_HOM_O8 --> HOM19_O11                                                               
           1        5461      LMLKAO2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5462      LMLKBO2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5463      C823CO3 + R_HOM_O8 --> HOM19_O11                                                               
           1        5464       C925O2 + R_HOM_O8 --> HOM19_O12                                                               
           1        5465     NOPINAO2 + R_HOM_O8 --> HOM19_O9                                                                
           1        5466     NOPINBO2 + R_HOM_O8 --> HOM19_O9                                                                
           1        5467     NOPINCO2 + R_HOM_O8 --> HOM19_O9                                                                
           1        5468     NOPINDO2 + R_HOM_O8 --> HOM19_O9                                                                
           1        5469       C918O2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5470       C9DCO2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5471       C915O2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5472       C917O2 + R_HOM_O8 --> HOM19_O10                                                               
           1        5473       C919O2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5474       C914O2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5475       C916O2 + R_HOM_O8 --> HOM19_O11                                                               
           1        5476       C88CO3 + R_HOM_O8 --> HOM19_O11                                                               
           1        5477       C87CO3 + R_HOM_O8 --> HOM19_O12                                                               
           1        5478      C822CO3 + R_HOM_O8 --> HOM19_O10                                                               
           1        5479      NLMKAO2 + R_HOM_O8 --> HOM19_NO12                                                              
           1        5480        C85O2 + R_HOM_O8 --> HOM18_O9                                                                
           1        5481        C89O2 + R_HOM_O8 --> HOM18_O9                                                                
           1        5482        C86O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5483       C811O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5484       C810O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5485       C812O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5486       C813O2 + R_HOM_O8 --> HOM18_O9                                                                
           1        5487      C729CO3 + R_HOM_O8 --> HOM18_O10                                                               
           1        5488       C816O2 + R_HOM_O8 --> HOM18_O9                                                                
           1        5489       C817O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5490       C826O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5491       C822O2 + R_HOM_O8 --> HOM18_O9                                                                
           1        5492       C818O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5493       C823O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5494       C819O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5495      C727CO3 + R_HOM_O8 --> HOM18_O11                                                               
           1        5496      C731CO3 + R_HOM_O8 --> HOM18_O11                                                               
           1        5497       C824O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5498       C820O2 + R_HOM_O8 --> HOM18_O12                                                               
           1        5499       C825O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5500       C821O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5501      C732CO3 + R_HOM_O8 --> HOM18_O12                                                               
           1        5502       C8BCO2 + R_HOM_O8 --> HOM18_O8                                                                
           1        5503        C88O2 + R_HOM_O8 --> HOM18_O10                                                               
           1        5504      C718CO3 + R_HOM_O8 --> HOM18_O11                                                               
           1        5505        C87O2 + R_HOM_O8 --> HOM18_O11                                                               
           1        5506      C721CO3 + R_HOM_O8 --> HOM18_O11                                                               
           1        5507      NC826O2 + R_HOM_O8 --> HOM18_NO13                                                              
           1        5508      APINAO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5509      APINBO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5510      APINCO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5511       C107O2 + R_HOM_O9 --> HOM20_O11                                                               
           1        5512       C109O2 + R_HOM_O9 --> HOM20_O11                                                               
           1        5513       C106O2 + R_HOM_O9 --> HOM20_O12                                                               
           1        5514      C920CO3 + R_HOM_O9 --> HOM20_O12                                                               
           1        5515       C108O2 + R_HOM_O9 --> HOM20_O12                                                               
           1        5516      PINALO2 + R_HOM_O9 --> HOM20_O11                                                               
           1        5517       C96CO3 + R_HOM_O9 --> HOM20_O11                                                               
           1        5518      C923CO3 + R_HOM_O9 --> HOM20_O11                                                               
           1        5519       LIMAO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5520     LIMALBO2 + R_HOM_O9 --> HOM20_O11                                                               
           1        5521       LIMCO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5522      LIMALO2 + R_HOM_O9 --> HOM20_O11                                                               
           1        5523       LIMBO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5524     LIMALAO2 + R_HOM_O9 --> HOM20_O11                                                               
           1        5525     NAPINAO2 + R_HOM_O9 --> HOM20_NO12                                                              
           1        5526     NAPINBO2 + R_HOM_O9 --> HOM20_NO12                                                              
           1        5527      BPINAO2 + R_HOM_O9 --> HOM20_O10                                                               
           1        5528      BPINBO2 + R_HOM_O9 --> HOM20_O10                                                               
