MNNCATECO2                   295.137300000000            12.576645269894          6423.640194305593
APINBOOH                     186.248100000000             9.880564042018          4924.309997966229
C919NO3                      231.202600000000            10.247313774641          5226.338285582273
C58NO3                       179.128100000000            11.165023262711          5586.780388019783
C527OOH                      166.129300000000            13.462155652183          7050.827591557067
C733OOH                      176.167200000000            11.613326411774          5996.415075013904
APINCOOH                     186.248100000000            10.192546054534          5117.403057332804
NC91PAN                      290.226800000000             9.535490974496          4834.226353077533
C510OH                       179.128100000000            10.892432731443          5381.111988507950
DHPMPAL                      136.103300000000            10.444648287151          5199.370532167814
DHPMEK                       136.037100000000            10.252766674383          5161.791099886132
INB1NACHO                    224.125600000000            11.307942675242          5729.189496792685
NC524OOH                     213.142700000000            17.261295170492          9281.026012314602
INB1OOH                      197.143300000000            13.846854797887          7257.247817158200
C925OOH                      220.219700000000            15.067055220363          8099.782380308389
MACRNCO2H                    165.101500000000            11.585746721515          5839.590614175342
H3C2C4CO2H                   132.114600000000            10.102734487784          4982.412892660651
KLIMONIC                     188.177900000000            12.672600123144          6653.318794030137
C98OH                        188.220900000000            10.601234262818          5414.965980670391
C88CO2H                      184.189200000000             9.987486000902          5091.313221452358
MMALNBCO3H                   209.111000000000            11.972304828843          6073.967953915628
INCNO3                       226.141500000000            12.432038624105          6364.673697407833
H1C23C4PAN                   207.095100000000            10.192742102366          5148.721785072457
PBZQOH                       142.109400000000            10.140841200053          5116.698010573163
INANO3                       226.141500000000            12.645814222485          6499.254577829639
PTLQOH                       156.136000000000            10.334952570177          5234.708465329990
C821OOH                      174.151300000000             9.748253933638          4961.888418687675
C614OH                       146.141200000000             9.913618565172          4964.431015629903
H3C25CCO3H                   190.150700000000            11.287852058376          5784.373451128182
C823OOH                      174.194400000000            11.310833838711          5761.353289226674
C917OOH                      186.205100000000             9.542490362635          4859.407237287510
HIEPOXB                      134.130500000000            11.437278989198          5824.709861796943
C924OH                       172.221500000000             9.821165945918          4885.435873878837
C920PAN                      261.228600000000            10.510464891896          5397.108858139755
C926OH                       186.205100000000             9.588492698425          4788.965756462033
C87OOH                       188.177900000000            10.598909493576          5433.715515707369
C812OOH                      190.193800000000            13.733197020090          7217.662588618433
C922O2                       219.211800000000            10.434453734162          5279.993111645535
LMKAOOH                      188.220900000000            10.705775212798          5461.518545756101
C106OOH                      216.231000000000            10.982982566970          5704.671704971573
HMVKNGLYOX                   163.085600000000             9.905337063179          4894.762069598954
IEC2OOH                      148.114000000000            10.706234817395          5411.585715321852
HNC524CO                     195.127500000000            13.772064552467          7174.702530406262
TLEMUCCO2H                   156.136000000000             9.792582644632          4882.649120575990
C524OH                       118.131100000000            10.171621637802          4981.941968524387
DNCRESOOH                    280.145800000000            16.922425815837          9105.336519527937
C621OOH                      178.140000000000            14.132485519124          7537.299536097283
PTLQOOH                      172.135400000000            11.458843474714          5955.164430869844
LMKBOOH                      188.220900000000            10.507973089968          5336.791396589937
NPHENOOH                     221.121700000000            12.003441781707          6120.340197730061
C57NO3                       179.128100000000            11.165023262711          5586.780388019783
MMALNBCO2H                   193.111600000000            12.633346174207          6483.392765057333
C628OOH                      162.140600000000            11.163338851233          5706.586305080134
C87CO2H                      200.188600000000            11.455263246425          5947.556975880909
INDHPPAN                     272.123800000000            13.266266366579          6962.263332390383
C2OHOCOOH                    122.076700000000            10.743000896046          5257.224246909635
BZFUOH                       118.088000000000             9.504137443577          4784.472234929639
C620OOH                      160.124700000000            10.293114134713          5195.613787842823
C813NO3                      235.191300000000            13.904043453173          7360.954069396816
C97OOH                       188.220900000000            10.695726901650          5467.716137024096
PBZQOOH                      158.108800000000            11.279444885729          5848.167406046543
C716OOH                      174.151300000000            10.152256514569          5158.368493484070
C818OOH                      190.193800000000            11.681977785381          6091.043929443696
C810OOH                      174.194400000000             9.851033439548          4927.510428040809
C629OOH                      162.140600000000            11.163338851233          5706.586305080134
C920CO3H                     216.231000000000            11.268044862562          5802.099598259284
C817CO3H                     202.204500000000             9.679934994450          4875.747547171130
MACRNBCO3H                   165.101500000000            11.037564339134          5458.064235166545
LIMONIC                      186.205100000000            11.382108878843          5876.758481540314
PXYFUOOH                     148.114000000000            10.777599056190          5584.436875445385
C735OOH                      174.151300000000            10.433990794996          5289.976126941611
CO25C6CO2H                   158.151900000000             9.603492533765          4808.231556224859
MVKOHANO3                    165.101500000000            11.138177238826          5633.249180689047
C916NO3                      231.202600000000            10.247313774641          5226.338285582273
C825OH                       174.194400000000            12.676198961468          6535.091072220380
LIMBOOH                      186.248100000000             9.802237431270          4863.242462926863
C7PAN3                       233.132400000000             9.782370841283          4956.151771694726
C621O                        161.132700000000             9.921538552073          4967.580127850059
C918CO3H                     200.231600000000            10.052842014456          5005.849535480612
DNPHEN                       184.106400000000             9.143831401021          4658.724911698183
LMLKAOOH                     202.204500000000            10.765798125514          5553.612409057192
H1C23C4OOH                   134.087400000000            10.617869728179          5436.440867573174
C811OOH                      174.194400000000            11.147806482361          5665.378542987391
INAHPCHO                     195.127500000000            12.173071554975          6229.272285311767
INANCHO                      224.125600000000            11.248779843760          5665.986437573751
NDNCRESO2                    324.135400000000            12.390311924939          6411.465537155228
C87CO3H                      216.188000000000            10.825643294276          5565.628664773762
NDNPHENO2                    310.108900000000            12.204388105640          6288.860356550565
C728OOH                      178.183100000000            13.334211252169          6998.177043555051
C536OOH                      182.042600000000            14.652011699197          7776.804395603368
TLFUOH                       132.114600000000             9.669302205020          4875.530380597541
C5CO2OHPAN                   219.105800000000            10.544317971910          5360.587522175317
