BCKOOB                       14          4          0         22
C58NO3CO3H                    5          8          1          9
C728OH                        7          4          0         14
INANCO                        5          8          2          8
C44OOH                        4          5          0          6
LIMCOOH                      10          3          0         18
C133O                        13          5          0         21
C618PAN                       7          7          1          9
C117OOH                      11          5          0         18
C718PAN                       8          7          1         11
MACRNBCO2H                    4          6          1          7
NOPINCOOH                     9          3          0         14
C825O                         8          4          0         13
INAHPPAN                      5         11          2          8
C136CO2H                     14          3          0         22
C516O                         5          5          0          7
C142O                        14          3          0         23
C728O2                        7          5          0         13
C58AOOH                       5          5          0         10
HMVKBCO2H                     5          4          0          8
HO14CO2C4                     4          3          0          8
NC71OOH                       7          7          1          9
MVKNO3                        4          5          1          7
C928OH                        9          3          0         16
C915OOH                       9          4          0         14
C727OOH                       7          4          0         12
C621O2                        6          6          0          9
C1210CO2H                    13          4          0         20
C57NO3CO2H                    5          7          1          9
HCOCOHCO3H                    3          5          0          4
C732CO3H                      8          6          0         12
INDHCHO                       5          6          1          9
C116CO2H                     12          4          0         18
NC1313OOH                    13          7          1         21
BCBOO                        15          3          0         24
C1310O                       13          5          0         21
C914OOH                       9          5          0         12
LMLKAOH                       9          4          0         14
BCBO2                        15          3          0         25
C9PAN2                        9          6          1         13
C1215OOH                     12          6          0         20
C134O2                       13          7          0         19
C512CO3H                      6          5          0          8
INCNCO3H                      5         10          2          8
INB1NACO3                     5         10          2          7
C731CO2H                      8          4          0         12
C1211PAN                     13          8          1         19
C916OH                        9          4          0         14
BCSOZO                       15          5          0         25
LIMALOOH                     10          5          0         18
NLIMALOOH                    10          7          1         17
HOCH2COCO2H                   3          4          0          4
BCALCOOH                     15          4          0         24
C1312CO                      13          4          0         20
INDHPAN                       5         10          2          8
C914CO                        9          4          0         10
BCALBO2                      15          4          0         23
HOCO3C4OOH                    4          4          0          8
MC3ODBCO2H                    5          3          0          6
C813OH                        8          5          0         14
C143O                        14          4          0         23
C89CO2H                       9          3          0         14
C4M2ALOHNO3                   5          6          1          7
C536O2                        5          7          0          9
C131OOH                      13          4          0         22
BCALBOH                      15          3          0         24
BCALBOC                      15          3          0         24
LIMAOOH                      10          3          0         18
BCOOA                        15          3          0         24
BCOOB                        15          3          0         24
C106OH                       10          4          0         16
C618OOH                       6          4          0         10
C813O2                        8          6          0         13
C534O2                        5          7          0          7
C818OH                        8          4          0         14
C720NO3                       7          4          1         11
C87OH                         8          4          0         12
C615OOH                       6          4          0         10
MACRNCO3H                     4          7          1          7
H3C2C4CO3H                    5          5          0          8
C132O                        13          4          0         21
BCALAOOH                     15          4          0         24
MACRNPAN                      4          9          2          6
C88CO3H                       9          5          0         12
C817OH                        8          3          0         14
R_HOM_O4                     10          4          0         15
R_HOM_O5                     10          5          0         15
R_HOM_O6                     10          6          0         15
R_HOM_O7                     10          7          0         15
R_HOM_O8                     10          8          0         15
R_HOM_O9                     10          9          0         15
R_HOM_O10                    10         10          0         15
R_HOM_O11                    10         11          0         15
R_HOM_O12                    10         12          0         15
R_HOM_O13                    10         13          0         15
R_HOM_O14                    10         14          0         15
HOM_O3CBN                    10          3          0         14
HOM_O4CBN                    10          4          0         14
HOM_O5CBN                    10          5          0         14
HOM_O6CBN                    10          6          0         14
HOM_O7CBN                    10          7          0         14
HOM_O8CBN                    10          8          0         14
HOM_O9CBN                    10          9          0         14
HOM_O10CBN                   10         10          0         14
HOM_O11CBN                   10         11          0         14
HOM_O12CBN                   10         12          0         14
HOM_O13CBN                   10         13          0         14
HOM_O3                       10          3          0         16
HOM_O4                       10          4          0         16
HOM_O5                       10          5          0         16
HOM_O6                       10          6          0         16
HOM_O7                       10          7          0         16
HOM_O8                       10          8          0         16
HOM_O9                       10          9          0         16
HOM_O10                      10         10          0         16
HOM_O11                      10         11          0         16
HOM_O12                      10         12          0         16
HOM_O13                      10         13          0         16
HOM_O14                      10         14          0         16
HOM_NO5                      10          5          1         15
HOM_NO6                      10          6          1         15
HOM_NO7                      10          7          1         15
HOM_NO8                      10          8          1         15
HOM_NO9                      10          9          1         15
HOM_NO10                     10         10          1         15
HOM_NO11                     10         11          1         15
HOM_NO12                     10         12          1         15
HOM_NO13                     10         13          1         15
HOM_NO14                     10         14          1         15
HOM_NO15                     10         15          1         15
HOM20_O5                     20          5          0         30
HOM20_O6                     20          6          0         30
HOM20_O7                     20          7          0         30
HOM20_O8                     20          8          0         30
HOM20_O9                     20          9          0         30
HOM20_O10                    20         10          0         30
HOM20_O11                    20         11          0         30
HOM20_O12                    20         12          0         30
HOM20_O13                    20         13          0         30
HOM20_O14                    20         14          0         30
HOM20_O15                    20         15          0         30
HOM20_O16                    20         16          0         30
HOM20_O17                    20         17          0         30
HOM20_NO7                    20          7          1         31
HOM20_NO8                    20          8          1         31
HOM20_NO9                    20          9          1         31
HOM20_NO10                   20         10          1         31
HOM20_NO11                   20         11          1         31
HOM20_NO12                   20         12          1         31
HOM20_NO13                   20         13          1         31
HOM20_NO14                   20         14          1         31
HOM20_NO15                   20         15          1         31
HOM20_NO16                   20         16          1         31
HOM20_NO17                   20         17          1         31
HOM20_NO18                   20         18          1         31
HOM19_O5                     19          5          0         28
HOM19_O6                     19          6          0         28
HOM19_O7                     19          7          0         28
HOM19_O8                     19          8          0         28
HOM19_O9                     19          9          0         28
HOM19_O10                    19         10          0         28
HOM19_O11                    19         11          0         28
HOM19_O12                    19         12          0         28
HOM19_O13                    19         13          0         28
HOM19_O14                    19         14          0         28
HOM19_O15                    19         15          0         28
HOM19_O16                    19         16          0         28
HOM19_O17                    19         17          0         28
HOM19_O18                    19         18          0         28
HOM19_NO8                    19          8          1         29
HOM19_NO9                    19          9          1         29
HOM19_NO10                   19         10          1         29
HOM19_NO11                   19         11          1         29
HOM19_NO12                   19         12          1         29
HOM19_NO13                   19         13          1         29
HOM19_NO14                   19         14          1         29
HOM19_NO15                   19         15          1         29
HOM19_NO16                   19         16          1         29
HOM19_NO17                   19         17          1         29
HOM19_NO18                   19         18          1         29
HOM18_O4                     18          4          0         26
HOM18_O5                     18          5          0         26
HOM18_O6                     18          6          0         26
HOM18_O7                     18          7          0         26
HOM18_O8                     18          8          0         26
HOM18_O9                     18          9          0         26
HOM18_O10                    18         10          0         26
HOM18_O11                    18         11          0         26
HOM18_O12                    18         12          0         26
HOM18_O13                    18         13          0         26
HOM18_O14                    18         14          0         26
HOM18_O15                    18         15          0         26
HOM18_O16                    18         16          0         26
HOM18_O17                    18         17          0         26
HOM18_O18                    18         18          0         26
HOM18_NO9                    18          9          1         27
HOM18_NO10                   18         10          1         27
HOM18_NO11                   18         11          1         27
HOM18_NO12                   18         12          1         27
HOM18_NO13                   18         13          1         27
HOM18_NO14                   18         14          1         27
HOM18_NO15                   18         15          1         27
HOM18_NO16                   18         16          1         27
HOM18_NO17                   18         17          1         27
HOM18_NO18                   18         18          1         27
HOM18_NO19                   18         19          1         27
R_HOM_OH_O5                  10          5          0         17
R_HOM_OH_O6                  10          6          0         17
R_HOM_OH_O7                  10          7          0         17
R_HOM_OH_O8                  10          8          0         17
R_HOM_OH_O9                  10          9          0         17
R_HOM_OH_O10                 10         10          0         17
HOM_OH_O4CBN                 10          4          0         16
HOM_OH_O5CBN                 10          5          0         16
HOM_OH_O6CBN                 10          6          0         16
HOM_OH_O7CBN                 10          7          0         16
HOM_OH_O8CBN                 10          8          0         16
HOM_OH_O9CBN                 10          9          0         16
HOM_OH_O4                    10          4          0         18
HOM_OH_O5                    10          5          0         18
HOM_OH_O6                    10          6          0         18
HOM_OH_O7                    10          7          0         18
HOM_OH_O8                    10          8          0         18
HOM_OH_O9                    10          9          0         18
HOM_OH_O10                   10         10          0         18
HOM_OH_NO6                   10          6          1         17
HOM_OH_NO7                   10          7          1         17
HOM_OH_NO8                   10          8          1         17
HOM_OH_NO9                   10          9          1         17
HOM_OH_NO10                  10         10          1         17
HOM_OH_NO11                  10         11          1         17
HOM20_OH_O6                  20          6          0         34
HOM20_OH_O7                  20          7          0         34
HOM20_OH_O8                  20          8          0         34
HOM20_OH_O9                  20          9          0         34
HOM20_OH_O10                 20         10          0         34
HOM20_OH_O11                 20         11          0         34
HOM20_OH_O12                 20         12          0         34
HOM20_OH_O13                 20         13          0         34
HOM20_OH_NO8                 20          8          1         35
HOM20_OH_NO9                 20          9          1         35
HOM20_OH_NO10                20         10          1         35
HOM20_OH_NO11                20         11          1         35
HOM20_OH_NO12                20         12          1         35
HOM20_OH_NO13                20         13          1         35
HOM20_OH_NO14                20         14          1         35
HOM19_OH_O6                  19          6          0         32
HOM19_OH_O7                  19          7          0         32
HOM19_OH_O8                  19          8          0         32
HOM19_OH_O9                  19          9          0         32
HOM19_OH_O10                 19         10          0         32
HOM19_OH_O11                 19         11          0         32
HOM19_OH_O12                 19         12          0         32
HOM19_OH_O13                 19         13          0         32
HOM19_OH_O14                 19         14          0         32
HOM19_OH_NO9                 19          9          1         33
HOM19_OH_NO10                19         10          1         33
HOM19_OH_NO11                19         11          1         33
HOM19_OH_NO12                19         12          1         33
HOM19_OH_NO13                19         13          1         33
HOM19_OH_NO14                19         14          1         33
HOM18_OH_O5                  18          5          0         30
HOM18_OH_O6                  18          6          0         30
HOM18_OH_O7                  18          7          0         30
HOM18_OH_O8                  18          8          0         30
HOM18_OH_O9                  18          9          0         30
HOM18_OH_O10                 18         10          0         30
HOM18_OH_O11                 18         11          0         30
HOM18_OH_O12                 18         12          0         30
HOM18_OH_O13                 18         13          0         30
HOM18_OH_O14                 18         14          0         30
HOM18_OH_NO10                18         10          1         31
HOM18_OH_NO11                18         11          1         31
HOM18_OH_NO12                18         12          1         31
HOM18_OH_NO13                18         13          1         31
HOM18_OH_NO14                18         14          1         31
HOM18_OH_NO15                18         15          1         31
HOM_nucl                     20          8          0         30
GENERIC                      22          2          0        141
