NBCALOOH                     15          7          1         25
MVKOHBOOH                     4          5          0          8
C1213OOH                     12          7          0         20
CHOMOHCO3H                    4          5          0          6
C108OOH                      10          5          0         16
INANCO2H                      5          9          2          8
CO25C6CO3H                    7          5          0         10
C4PAN10                       4          8          1          5
C524OOH                       5          4          0         10
C23O3CCO3H                    5          6          0          6
NBPINAOOH                    10          5          1         17
C517OH                        5          3          0         10
C4PAN6                        4          7          1          5
C812OH                        8          4          0         14
C914OH                        9          4          0         12
C524CO                        5          3          0          8
C1312OH                      13          4          0         22
BCCNO3                       15          4          1         25
C1310OH                      13          5          0         22
C6TONOHOOH                    6          6          0          8
NC101O                       10          5          1         14
INB1NBCO2H                    5          9          2          8
C1310O2                      13          6          0         21
C126CO3H                     13          4          0         20
NOPINAOOH                     9          3          0         14
C1312O2                      13          5          0         21
C525OOH                       5          6          0         10
C534OOH                       5          7          0          8
C137CO2H                     14          4          0         22
C921OOH                       9          5          0         16
NC71CO                        7          6          1          7
BCLKBO                       14          4          0         21
C3DIOLOOH                     3          4          0          8
INAHPCO3                      5          9          1          8
NORLIMO2                      9          5          0         15
BPINCOOH                     10          3          0         18
C614NO3                       6          6          1          9
C10PAN2                      10          6          1         15
C518CO3H                      6          4          0         10
C519OOH                       5          4          0         10
CO2H3CO3H                     4          5          0          6
C85CO3H                       9          4          0         14
BPINBOOH                     10          3          0         18
C126CO                       12          2          0         18
C811OH                        8          3          0         14
INAHPCO3H                     5          9          1          9
C515CHO                       6          4          0          6
C1312OOH                     13          5          0         22
C146OH                       14          4          0         22
NC72OOH                       7          8          1          7
C818CO                        8          4          0         12
H3C25CCO2H                    7          5          0         10
C146O2                       14          5          0         21
H3C25C6OOH                    6          5          0         10
C1310OOH                     13          6          0         22
NC101CO                      10          4          1         15
MACRNCO2H                     4          6          1          7
BCBOCOO                      14          5          0         22
INANCO3H                      5         10          2          8
H3C25C6PAN                    7          8          1          9
C23O3CCO2H                    5          5          0          6
HYPROPO2H                     3          3          0          8
C144O2                       14          5          0         23
H3C25C6OH                     6          4          0         10
C732OH                        7          4          0         12
INB1O                         5          6          1         10
NC6PAN1                       7         11          2          6
INCNCHO                       5          8          2          8
INANPAN                       5         12          3          7
C132OOH                      13          5          0         22
HIEB1O2                       5          6          0          9
C9DCOOH                       9          4          0         12
INB1NBCO3H                    5         10          2          8
NC61CO3H                      7          9          1          7
C517OOH                       5          4          0         10
C89PAN                        9          6          1         13
C827CO2H                      9          4          0         14
C137CO3H                     14          5          0         22
C6TRONOHO2                    6          6          0          7
C134OOH                      13          7          0         20
C618CO2H                      7          4          0         10
C734O                         7          5          0         11
C825CO                        8          4          0         12
C1215O                       12          5          0         19
NC524NO3                      5          9          2         10
NC102OOH                     10          7          1         15
BCCO                         15          2          0         25
NC730OOH                      7          7          1         13
C515OOH                       5          5          0          6
C148O                        14          5          0         21
C518CO2H                      6          3          0         10
ISOP34OOH                     5          3          0         10
H13CO2CO3H                    4          6          0          6
C1213OH                      12          6          0         20
C516OOH                       5          6          0          8
NC623OOH                      6          7          1         11
C139O                        13          4          0         21
C822OOH                       8          3          0         14
C87CO                         8          4          0         10
HMVKNO3                       4          6          1          7
C1213O2                      12          7          0         19
C824CO                        8          3          0         12
C133CO                       13          5          0         20
C151OOH                      15          6          0         26
C510O                         5          6          1          8
C117O                        11          4          0         17
NC728OOH                      7          7          1         13
C923CO3H                     10          4          0         16
C820OOH                       8          6          0         12
C235C6CO3H                    7          6          0          8
INB2OOH                       5          7          1         11
C719O2                        7          5          0         11
C128O                        12          4          0         19
PXYFUOH                       5          4          0          8
C1211O2                      12          5          0         19
INDOH                         5          6          1         11
BCLKCO                       14          4          0         21
INDO2                         5          7          1         10
MMALNHYOOH                    5          6          0          6
C9DCOH                        9          3          0         12
C719OH                        7          4          0         12
C717OH                        7          4          0         10
C918CHO                      10          2          0         16
C525O                         5          5          0          9
C145OOH                      14          7          0         24
C1215CO                      12          5          0         18
C918OOH                       9          4          0         14
IECPAN                        5          7          1          7
HIEB1O                        5          5          0          9
INB1HPCO3H                    5          9          1          9
C107OOH                      10          4          0         16
C517CO3H                      6          5          0         10
C51OH                         5          3          0         10
C826OOH                       8          5          0         14
H3C25C5CHO                    6          4          0          8
INB1HPPAN                     5         11          2          8
LMLKBOOH                      9          5          0         14
C57OH                         5          4          0         10
MMALNBPAN                     5         10          2          6
BCKBOOH                      14          4          0         24
C537OOH                       5          7          0         10
C618CO3H                      7          5          0         10
C1214O                       12          4          0         19
C614OOH                       6          5          0         10
NBCALOH                      15          6          1         25
BCBO                         15          2          0         25
HYETHO2H                      2          3          0          6
NAPINBOOH                    10          5          1         17
C514NO3                       5          5          1          7
C717OOH                       7          5          0         10
HOPINONIC                    10          4          0         16
C5PAN18                       5          8          2          6
C527O2                        5          6          0          9
C826OH                        8          4          0         14
BCLKCCO                      14          4          0         20
C98O                          9          4          0         15
C719OOH                       7          5          0         12
HM22CO3H                      5          4          0         10
C820O2                        8          6          0         11
INB1NBCO3                     5         10          2          7
C730OOH                       7          5          0         14
C826O2                        8          5          0         13
C827CO3H                      9          5          0         14
HO12CO3C4                     4          3          0          8
C729CO3H                      8          4          0         12
C521OH                        5          4          0          8
BCALACO                      15          3          0         22
C1310CO                      13          5          0         20
LIMALNO3                     10          6          1         17
C734OOH                       7          6          0         12
C136OH                       13          2          0         22
NC102O2                      10          7          1         14
BCKET                        14          1          0         22
HPC52OOH                      5          6          0         10
LIMALO                       10          4          0         17
NAPINAOOH                    10          5          1         17
BCKAOO                       14          4          0         22
BCKAOH                       14          3          0         24
NPXYFUOOH                     5          7          1          7
LIMALO2                      10          5          0         17
C152O2                       15          6          0         25
C142NO3                      14          5          1         23
C720OOH                       7          3          0         12
NBCKOOH                      14          6          1         23
C58OH                         5          4          0         10
C830CO2H                      9          3          0         14
BCLKBOOH                     14          5          0         22
C152OH                       15          5          0         26
C141OO                       14          5          0         22
LIMALOH                      10          4          0         18
INANCOCO2H                    5          9          2          6
LIMALAOH                     10          3          0         16
C1013OOH                     10          4          0         18
C87PAN                        9          8          1         11
C722OOH                       7          5          0         12
INDHPCHO                      5          7          1          9
INB1NAPAN                     5         12          3          7
C721OOH                       7          4          0         12
INCNPAN                       5         12          3          7
C722O                         7          4          0         11
BCKAO2                       14          4          0         23
C413COOOH                     4          4          0          6
HIEB2O                        5          5          0          9
INB1OH                        5          6          1         11
C1212OH                      12          5          0         20
C59OOH                        5          5          0         10
C116CHO                      12          3          0         18
C729CO2H                      8          3          0         12
NOPINCNO3                     9          4          1         13
BCALO                        15          4          0         25
C57NO3PAN                     5         10          2          8
BCAO                         15          2          0         25
BCAL                         15          2          0         24
INB1O2                        5          7          1         10
C1011OOH                     10          3          0         18
C126CHO                      13          2          0         20
C148CO                       14          5          0         20
INB1NBPAN                     5         12          3          7
C623OH                        6          4          0         12
BCALNO3                      15          6          1         25
C623O2                        6          5          0         11
C827OOH                       8          4          0         14
C133NO3                      13          7          1         21
C46CO3H                       5          4          0          8
PERPINONIC                   10          4          0         16
C812O                         8          4          0         13
INDHPCO3H                     5          9          1          9
MMALNACO2H                    5          7          1          7
C625OOH                       6          5          0         12
C830CO3H                      9          4          0         14
C1215NO3                     12          7          1         19
C128CO                       12          4          0         18
BCAOH                        15          2          0         26
BCAOO                        15          3          0         24
C88OH                         8          3          0         12
INAHPAN                       5         10          2          8
C915NO3                       9          5          1         13
MVKOHBO                       4          4          0          7
NC4CO2H                       5          5          1          7
C736OOH                       7          4          0         10
C513OH                        5          4          0          8
PRNO3CO2H                     3          5          1          5
C108OH                       10          4          0         16
BCAO2                        15          3          0         25
BCLKAO                       14          4          0         21
MMALNAPAN                     5         10          2          6
C1212OOH                     12          6          0         20
C144O                        14          4          0         23
NORPINIC                      8          4          0         12
INDO                          5          6          1         10
LMLKBCO                       9          4          0         12
C811PAN                       9          7          1         13
BCCO2                        15          3          0         25
C535OOH                       5          7          0          8
C147OOH                      14          6          0         22
C131CO2H                     14          4          0         22
C148OOH                      14          6          0         22
BCCOH                        15          2          0         26
C917OH                        9          3          0         14
C627OOH                       6          4          0         10
ISOPAOOH                      5          3          0         10
C141CO3H                     15          4          0         24
NC4OOA                        4          6          1          7
C141OOH                      14          3          0         24
BCALO2                       15          5          0         25
INB1NACO3H                    5         10          2          8
IEACO3H                       5          5          0          8
C141OOA                      14          5          0         22
C109OOH                      10          4          0         16
BCALCO2                      15          4          0         23
INCCO                         5          6          1          9
BCALAO2                      15          4          0         23
IBUTOLBO2H                    4          3          0         10
BCALAOH                      15          3          0         24
C513OOH                       5          5          0          8
C537O2                        5          7          0          9
C146OOH                      14          5          0         22
C918OH                        9          3          0         14
BCALCOH                      15          3          0         24
C920OOH                       9          4          0         16
BCALOH                       15          4          0         26
C928CO2H                     10          4          0         16
BCALOO                       14          4          0         22
C515CO3H                      6          6          0          6
C1214O2                      12          5          0         19
C46CO2H                       5          3          0          8
C107OH                       10          3          0         16
C145O2                       14          7          0         23
C728O                         7          4          0         13
C812O2                        8          5          0         13
C139OOH                      13          5          0         22
C813O                         8          5          0         13
C535O2                        5          7          0          7
C732CO                        7          4          0         10
BCLKACO                      14          4          0         20
C721CO3H                      8          5          0         12
HMACROH                       4          4          0          8
C630OOH                       6          4          0         10
C718CO2H                      8          4          0         12
C137OOH                      13          4          0         22
C1214OH                      12          4          0         20
C515PAN                       6          8          1          5
C142O2                       14          4          0         23
C144OOH                      14          5          0         24
C129O2                       12          5          0         17
BCLKCOH                      14          4          0         22
C127O2                       12          4          0         19
C145O                        14          6          0         23
C1311OOH                     13          4          0         22
MCOCOMOOOH                    4          5          0          6
C67CO3H                       6          5          0         10
INCO                          5          6          1         10
C127OH                       12          3          0         20
C152O                        15          5          0         25
HPC52CO3H                     5          8          0         10
C136OOH                      13          3          0         22
C129OH                       12          4          0         18
BCLKCO2                      14          5          0         21
C142OH                       14          3          0         24
C824OOH                       8          4          0         14
C131CO3H                     14          5          0         22
C1313OOH                     13          5          0         22
MVKOHAO                       4          4          0          7
C819O                         8          4          0         13
C143NO3                      14          6          1         23
INB1HPCHO                     5          7          1          9
C916OOH                       9          5          0         14
CO2N3PAN                      4          9          2          4
BPINAOOH                     10          3          0         18
C6145COOOH                    6          5          0          8
C152NO3                      15          7          1         25
C141CO2H                     15          3          0         24
MMALNACO3H                    5          8          1          7
C128OOH                      12          5          0         20
C535O                         5          6          0          7
APINBNO3                     10          4          1         17
C58NO3PAN                     5         10          2          8
C625O                         6          4          0         11
HM22CO2H                      5          3          0         10
MACRNO3                       4          5          1          7
C4M2AL2OH                     5          4          0          8
C718NO3                       7          5          1         11
C810NO3                       8          5          1         13
C928CO3H                     10          5          0         16
C917OOH                       9          4          0         14
LIMALBOOH                    10          4          0         16
NISOPNO3                      5          6          2          8
CO23C4CO3H                    5          5          0          6
MACRNOO                       4          6          1          7
APINCNO3                     10          4          1         17
C511OOH                       5          4          0          8
C734OH                        7          5          0         12
C736OH                        7          3          0         10
BCALBO                       15          3          0         23
INDHPCO3                      5          9          1          8
C97OH                         9          3          0         16
C730OH                        7          4          0         14
MVKOHAOH                      4          4          0          8
OCCOHCOOH                     3          4          0          6
PINALOOH                     10          4          0         16
NC1313OH                     13          6          1         21
MVKOHAOOH                     4          5          0          8
INB1NACO2H                    5          9          2          8
LIMALAOOH                    10          4          0         16
IEAPAN                        5          7          1          7
INANCOPAN                     5         12          3          5
INB1NO3                       5          8          2         10
C1211O                       12          4          0         19
C734O2                        7          6          0         11
H1CO23CHO                     4          4          0          4
APINCOH                      10          2          0         18
C118OH                       11          5          0         18
C929O                         9          4          0         15
C126OOH                      12          3          0         20
C819OOH                       8          5          0         14
C126OOA                      12          4          0         18
DNC524CO                      5          9          2          8
C1213CO                      12          6          0         18
C151O                        15          5          0         25
C522CO2H                      6          3          0          8
C141CO                       14          2          0         22
C824OH                        8          3          0         14
C924OOH                       9          4          0         16
NC4CO3H                       5          6          1          7
C133OH                       13          5          0         22
C118O2                       11          6          0         17
INB1CO                        5          6          1          9
BCSOZOH                      15          5          0         26
C106NO3                      10          6          1         15
C127OOH                      12          4          0         20
C534O                         5          6          0          7
C730O2                        7          5          0         13
C927OH                        9          3          0         16
C57AOOH                       5          5          0         10
C823CO3H                      9          5          0         14
C925O2                        9          6          0         15
C129OOH                      12          5          0         18
BCKAOOH                      14          4          0         24
C146O                        14          4          0         21
HIEB1OOH                      5          6          0         10
C929CO                        9          4          0         14
C147CO                       14          5          0         20
BCSOZO2                      15          6          0         25
CO2N3CO3H                     4          7          1          5
C96NO3                        9          4          1         15
MACROHOOH                     4          4          0          8
C57OOH                        5          5          0         10
INB1HPCO3                     5          9          1          8
C116OOH                      11          4          0         18
LIMONONIC                    10          3          0         16
NORLIMOOH                     9          5          0         16
C630OH                        6          3          0         10
C55OOH                        5          4          0         10
C929OH                        9          4          0         16
C734CO                        7          5          0         10
C525O2                        5          6          0          9
NC101OOH                     10          6          1         15
NOPINBOOH                     9          3          0         14
NISOPOOH                      5          5          1          9
HIEB2OOH                      5          6          0         10
C817OOH                       8          4          0         14
C813OOH                       8          6          0         14
C131OH                       13          3          0         22
BCBCO                        15          2          0         24
C828CHO                       9          4          0         12
C98NO3                        9          6          1         15
INB2O2                        5          7          1         10
BCALCCO                      15          3          0         22
C133O2                       13          6          0         21
C51OOH                        5          4          0         10
C117O2                       11          5          0         17
HO13CO4C5                     5          3          0         10
PINONIC                      10          3          0         16
C810OH                        8          3          0         14
HMACO2H                       4          3          0          6
BPINCOH                      10          2          0         18
C2OHOCO2H                     3          4          0          6
C85OOH                        8          3          0         14
C811CO3H                      9          5          0         14
C135O2                       13          8          0         17
NC71O                         7          6          1          8
HPC52O2                       5          6          0          9
HMACRO                        4          4          0          7
C129CO                       12          4          0         16
C6TRONOHO                     6          5          0          7
HMVKAOOH                      4          4          0          8
C117OH                       11          4          0         18
C524NO3                       5          5          1          9
BCBOOA                       14          5          0         22
C147O                        14          5          0         21
BCBOOH                       15          3          0         26
BCLKCOOH                     14          5          0         22
BCALBOOH                     15          4          0         24
NC524O                        5          7          1         10
C108NO3                      10          6          1         15
BPINAOH                      10          2          0         18
MPRBNO3OOH                    4          5          1          9
HMVKBOOH                      4          4          0          8
BCKAO                        14          3          0         23
C129O                        12          4          0         17
C820O                         8          5          0         11
C719O                         7          4          0         11
C915OH                        9          3          0         14
BCAOOH                       15          3          0         26
C615CO3H                      7          5          0         10
NBCOOH                       15          5          1         25
C89OOH                        8          3          0         14
C537O                         5          6          0          9
HPC52CO3                      5          8          0          9
C520OOH                       5          5          0          8
C619OOH                       6          4          0          8
MMALNHY2OH                    5          5          0          6
C519CO2H                      6          4          0         10
C616OOH                       6          5          0          8
C1012OOH                     10          4          0         18
C624OOH                       6          3          0         12
C1214OOH                     12          5          0         20
C622CO3H                      7          4          0         12
C143CO                       14          4          0         22
C831OH                        8          3          0         14
C1210CO3H                    13          5          0         20
HPC52O                        5          5          0          9
C517CO2H                      6          4          0         10
C118OOH                      11          6          0         18
INAHCO3H                      5          8          1          9
C141OH                       14          2          0         24
C147OH                       14          5          0         22
C147O2                       14          6          0         21
C822CO3H                      9          4          0         14
C718CO3H                      8          5          0         12
C1213O                       12          6          0         19
CO13C3CO2H                    4          4          0          4
C1212O2                      12          6          0         19
C526OOH                       5          6          0         10
C1012OH                      10          3          0         18
C930OOH                       9          5          0         14
NC72O                         7          7          1          6
C721PAN                       8          7          1         11
CO235C6OOH                    6          5          0          8
ISOPDOOH                      5          3          0         10
BCKBO                        14          3          0         23
C148OH                       14          5          0         22
C106O                        10          4          0         15
C145OH                       14          6          0         24
HMACO3H                       4          4          0          6
C148O2                       14          6          0         21
C1211CO3H                    13          6          0         20
INAHCHO                       5          6          1          9
C732OOH                       7          5          0         12
ISOPCOOH                      5          3          0         10
C118NO3                      11          7          1         17
C615CO2H                      7          4          0         10
INDOOH                        5          7          1         11
C108O                        10          4          0         15
C536O                         5          6          0          9
C58OOH                        5          5          0         10
C131O                        13          3          0         21
INB1GLYOX                     5          6          1          7
H13CO2C3                      3          3          0          6
C727CO3H                      8          5          0         12
C926OOH                       9          5          0         14
C131CO                       13          3          0         20
C925O                         9          5          0         15
INCOOH                        5          7          1         11
ISOPBOOH                      5          3          0         10
C9DCNO3                       9          5          1         11
BCSOZNO3                     15          7          1         25
C1212NO3                     12          8          1         19
C922OOH                       9          6          0         16
C516O2                        5          6          0          7
C622CO2H                      7          3          0         12
C1211NO3                     12          6          1         19
C6PAN9                        6          7          1          9
C1210OH                      12          3          0         20
C1213NO3                     12          8          1         19
NPXYFUO                       5          6          1          6
NBPINBOOH                    10          5          1         17
MACRNBPAN                     4          9          2          6
INANCOCHO                     5          8          2          6
C919OOH                       9          5          0         14
C822CO2H                      9          3          0         14
INAOH                         5          6          1         11
C924CO                        9          3          0         14
C1212O                       12          5          0         19
C1313OH                      13          4          0         22
C1311OH                      13          3          0         22
INCOH                         5          6          1         11
C1311O2                      13          4          0         21
C718OH                        7          3          0         12
INANCOCO3H                    5         10          2          6
INCO2                         5          7          1         10
C1313O2                      13          5          0         21
C623OOH                       6          5          0         12
C519CO3H                      6          5          0         10
INAO2                         5          7          1         10
LMKAOH                        9          3          0         16
BPINBNO3                     10          4          1         17
BCKBNO3                      14          5          1         23
C5PAN9                        5          7          1          5
C533OOH                       5          6          0          8
BPINANO3                     10          4          1         17
IECCO3H                       5          5          0          8
C828CO3H                      9          6          0         12
BCLKAO2                      14          5          0         21
BCLKAOH                      14          4          0         22
C626CO3H                      7          5          0         10
BCALAO                       15          3          0         23
BPINCNO3                     10          4          1         17
PINALNO3                     10          5          1         15
C733O                         7          4          0         11
C825OOH                       8          5          0         14
BCKSOZ                       14          4          0         22
C514OOH                       5          4          0          8
C136CO3H                     14          4          0         22
C928OOH                       9          4          0         16
C1310NO3                     13          7          1         21
C829OOH                       8          5          0         14
C922O                         9          5          0         15
C1312NO3                     13          6          1         21
C127O                        12          3          0         19
C929OOH                       9          5          0         16
NC91CHO                      10          4          1         15
NORLIMO                       9          4          0         15
HC23C4CO3H                    5          6          0          6
C717NO3                       7          6          1          9
APINAOOH                     10          3          0         18
C827OH                        8          3          0         14
C830OOH                       8          3          0         14
C57NO3CO3H                    5          8          1          9
C526O2                        5          6          0          9
C719NO3                       7          6          1         11
BCLKBCO                      14          4          0         20
C921O2                        9          5          0         15
C143OOH                      14          5          0         24
C823OH                        8          3          0         14
LMLKET                        9          3          0         14
C58NO3CO2H                    5          7          1          9
C116CO                       11          3          0         16
C731OH                        7          3          0         12
C733OH                        7          4          0         12
MACRNBCO3H                    4          6          1          7
C520OH                        5          4          0          8
C512OOH                       5          4          0          8
C811NO3                       8          5          1         13
INDHCO3H                      5          8          1          9
BCKSZOO                      14          5          0         22
C816OOH                       8          3          0         14
PINALOH                      10          3          0         16
BCKBO2                       14          4          0         23
HIEB2O2                       5          6          0          9
INCGLYOX                      5          6          1          7
C139OH                       13          4          0         22
OCCOHCOH                      3          3          0          6
C137OH                       13          3          0         22
C137O2                       13          4          0         21
C510OOH                       5          7          1          9
KLIMONONIC                    9          4          0         14
INB1HPCO2H                    5          8          1          9
C1014CO                      10          4          0         16
CONM2PAN                      4          9          2          4
BCKBOO                       14          4          0         22
C3MDIALOOH                    4          4          0          6
HPNC524CO                     5          8          1          9
C151NO3                      15          7          1         25
C626CO2H                      7          4          0         10
C816CO3H                      9          4          0         14
H13CO2CHO                     4          4          0          6
C732O                         7          4          0         11
C628OH                        6          4          0         10
C116CO3H                     12          5          0         18
INCNCO2H                      5          9          2          8
C118CO                       11          5          0         16
NC91CO3H                     10          6          1         15
LIMALBOH                     10          3          0         16
BCKOOA                       14          4          0         22
