#                     time          SMEAR_TEMP_168.dat             SMEAR_PRESS.dat                SMEAR_RH.dat               SMEAR_SWR.dat                SA_tower.dat               SA_ground.dat                     NH3.dat                SMEAR_CS.dat            SMEAR_GAS_CO.dat           SMEAR_GAS_NO2.dat            SMEAR_GAS_NO.dat            SMEAR_GAS_O3.dat           SMEAR_GAS_SO2.dat
1.16000000000000000000e+02  3.74000000000000021316e+00  9.73919999999999959073e+02  9.90300000000000011369e+01  1.31720900000000007424e+00  -3.09946557617187500000e+03  3.84022890625000000000e+04  2.00000000000000000000e+00  5.55592000000000064974e-03  1.55027999999999991587e+02  1.05800000000000005151e+00  5.00000000000000027756e-02  2.39740000000000001990e+01  5.00000000000000027756e-02
1.16006944444444442865e+02  3.69002557953603371743e+00  9.73840121502796137065e+02  9.92600000000000051159e+01  1.38750225396838500203e+00  1.90574070225266514171e+04  4.02977539027189923218e+04  3.16717592115614143822e+00  5.36484526455031571213e-03  1.54831999999686473757e+02  8.93997375958021978093e-01  5.00000000000000027756e-02  2.47293333345415433655e+01  9.99991680065871052507e-02
1.16013888888888885731e+02  3.66999840127884446872e+00  9.73910004796163434548e+02  9.92000031974423137626e+01  1.01118775714320308090e+00  4.12142796212251778343e+04  4.21932187429379846435e+04  3.38446894056212999047e+00  5.17377052910063077451e-03  1.54635999999372955926e+02  7.29994751916043904671e-01  5.00000000000000027756e-02  2.54846666690830900848e+01  5.00000000000000027756e-02
1.16020833333333328596e+02  3.52000000000000001776e+00  9.74069956834532490575e+02  9.88099856115108252652e+01  6.36394923809934232040e-01  6.33711522199237078894e+04  4.40886835831569696893e+04  3.20989305648338074661e+00  4.98269579365094583689e-03  1.54439999978341774067e+02  5.65999552014336604344e-01  5.00000000000000027756e-02  2.62400000017563321819e+01  5.00001919980706324709e-02
1.16027777777777771462e+02  3.39000319744210676376e+00  9.73910009592326332495e+02  9.85200095923263177156e+01  -7.36682269835857495011e-01  6.16497291698746339534e+04  4.24598294301187925157e+04  2.00000000000000000000e+00  4.94345619047622825831e-03  1.49926666659450347652e+02  5.56666517338118560509e-01  5.00000000000000027756e-02  2.66060000005851939875e+01  5.00000000000000027756e-02
1.16034722222222228538e+02  3.14998721023157379761e+00  9.74029974420463076967e+02  9.83299999999999982947e+01  -8.30125828574439950103e-01  5.99283059863753660466e+04  4.08309752573812074843e+04  2.01133752677326160807e+00  4.90795023809521228225e-03  1.45413333340549655759e+02  5.47333482661881420839e-01  5.00000000000000027756e-02  2.69719999994148054157e+01  5.00000000000000027756e-02
1.16041666666666671404e+02  2.89999999999999991118e+00  9.74109894484412734528e+02  9.84100047961630508553e+01  -1.63193045714372941823e+00  5.82068827598904244951e+04  3.92021210561932384735e+04  2.02309902015684928145e+00  4.87244428571427003194e-03  1.40900000021658229343e+02  5.38000447985663377004e-01  5.00000000000000027756e-02  2.73379999982436672212e+01  5.00000000000000027756e-02
1.16048611111111114269e+02  2.57999200639422276993e+00  9.73979996802557707269e+02  9.83899952038365341878e+01  -1.95352925873129801282e+00  4.87931822565936163301e+04  3.24818971103788244363e+04  2.01897035209236275222e+00  4.76601338888884337036e-03  1.41788666663823704539e+02  5.08667605348349871619e-01  5.00000000000000027756e-02  2.77266666654232665223e+01  1.00000000000000005551e-01
1.16055555555555557135e+02  2.38997442046396635362e+00  9.74019910471623916237e+02  9.82600255795360340016e+01  -2.37078694920632271348e+00  3.93794817532968081650e+04  2.57616731645644103992e+04  2.03453773609556520796e+00  4.65600644444440214809e-03  1.42677333331911853520e+02  4.79333802674174969116e-01  5.00000000000000027756e-02  2.81153333327116321527e+01  5.00000000000000027756e-02
1.16062500000000000000e+02  2.16999999999999992895e+00  9.74019999999999981810e+02  9.79300000000000068212e+01  -1.23630100000000009430e+00  2.99657812500000000000e+04  1.90414492187500000000e+04  2.79965174758369217400e+00  4.54931095238093104877e-03  1.43566000000000002501e+02  4.50000000000000011102e-01  5.00000000000000027756e-02  2.85040000000000013358e+01  5.00000000000000027756e-02
