#          Time_in_sec([])              CONDENS_SINK([])              CON_SIN_NITR([])
6.45600000000000000000e+05    1.05105802594793840399e+03    2.69701519171426207322e+03
6.45900000000000000000e+05    1.04740338001561235615e+03    2.85456558726673210913e+03
6.46200000000000000000e+05    1.04414095646416035379e+03    3.02350324025945974427e+03
6.46500000000000000000e+05    1.04122654667386086658e+03    3.20394186711939482848e+03
6.46800000000000000000e+05    1.03862141075907015875e+03    3.39586813597277568988e+03
6.47100000000000000000e+05    1.03629160423933990387e+03    3.59912522705030551151e+03
6.47400000000000000000e+05    1.03420738626873503563e+03    3.81339757843292636608e+03
6.47700000000000000000e+05    1.03234270074967207620e+03    4.03819740745842955221e+03
6.48000000000000000000e+05    1.03067472229028999209e+03    4.27285360252125246916e+03
6.48300000000000000000e+05    1.02918345963694059719e+03    4.51650355922222934169e+03
6.48600000000000000000e+05    1.02785140989478031770e+03    4.76808848766895061999e+03
6.48900000000000000000e+05    1.02666325751750923700e+03    5.02635264453869967838e+03
6.49200000000000000000e+05    1.02560561268678520719e+03    5.28984684626765192661e+03
6.49500000000000000000e+05    1.02466678430309707437e+03    5.55693650195886493748e+03
6.49800000000000000000e+05    1.02383658336736084493e+03    5.82581427119652562396e+03
6.50100000000000000000e+05    1.02310615304379916779e+03    6.09451730886761288275e+03
6.50400000000000000000e+05    1.02246782215954328876e+03    6.36094891290378564008e+03
6.50700000000000000000e+05    1.02191497931631408846e+03    6.62290424829145922558e+03
6.51000000000000000000e+05    1.02144196516687975418e+03    6.87809968818482775532e+03
6.51300000000000000000e+05    1.02104398074685980191e+03    7.12420519614195291069e+03
6.51600000000000000000e+05    1.02071701005431202702e+03    7.35887907690545944206e+03
6.51900000000000000000e+05    1.02045775533899006859e+03    7.57980434991903530317e+03
6.52200000000000000000e+05    1.02026358380377087087e+03    7.78472595156411261996e+03
6.52500000000000000000e+05    1.02013248463603838445e+03    7.97148794909165007994e+03
6.52800000000000000000e+05    1.02006303548003563719e+03    8.13806995029359677574e+03
6.53100000000000000000e+05    1.02005437763547297436e+03    8.28262191590861039003e+03
6.53400000000000000000e+05    1.02010619942581661235e+03    8.40349662366310803918e+03
6.53700000000000000000e+05    1.02021872732426675157e+03    8.49927909041972816340e+03
6.54000000000000000000e+05    1.02039272455876266577e+03    8.56881232882647236693e+03
6.54300000000000000000e+05    1.02062949704146569729e+03    8.61121889409895084100e+03
6.54600000000000000000e+05    1.02093090658480696220e+03    8.62591776262728672009e+03
6.54900000000000000000e+05    1.02129939147683194278e+03    8.61263617512529162923e+03
6.55200000000000000000e+05    1.02173799459434849268e+03    8.57141617187405972800e+03
6.55500000000000000000e+05    1.02225039933413540894e+03    8.50261564571500457532e+03
6.55800000000000000000e+05    1.02284097374061070695e+03    8.40690383971824485343e+03
6.56100000000000000000e+05    1.02351482330291105427e+03    8.28525132101050985511e+03
6.56400000000000000000e+05    1.02427785298478806908e+03    8.13891457013269246090e+03
6.56700000000000000000e+05    1.02513683913601357744e+03    7.96941543618480682198e+03
6.57000000000000000000e+05    1.02609951201229137041e+03    7.77851582095560661401e+03
6.57300000000000000000e+05    1.02717464969938646391e+03    7.56818806842463891371e+03
6.57600000000000000000e+05    1.02837218429270797060e+03    7.34058164672168277320e+03
6.57900000000000000000e+05    1.02970332122112426987e+03    7.09798681413347094349e+03
6.58200000000000000000e+05    1.03118067261725991557e+03    6.84279605453571366525e+03
6.58500000000000000000e+05    1.03281840561826606972e+03    6.57746414561304663948e+03
6.58800000000000000000e+05    1.03463240642162782024e+03    6.30446778014018309477e+03
6.59100000000000000000e+05    1.03664046080863136012e+03    6.02626569143046162935e+03
6.59400000000000000000e+05    1.03886245167023366776e+03    5.74526023458517283871e+03
6.59700000000000000000e+05    1.04132057381053095924e+03    5.46376134246827859897e+03
6.60000000000000000000e+05    1.04403956594400392532e+03    5.18395370814907073509e+03
6.60300000000000000000e+05    1.04704695932430172434e+03    4.90786794471190114564e+03
6.60600000000000000000e+05    1.05037334182279414563e+03    4.63735634183313050016e+03
6.60900000000000000000e+05    1.05405263549172013882e+03    4.37407368150823458564e+03
6.61200000000000000000e+05    1.05812238467646147910e+03    4.11946339982436165883e+03
6.61500000000000000000e+05    1.06262405056227430578e+03    3.87474919622123479712e+03
6.61800000000000000000e+05    1.06760330663370837101e+03    3.64093200561840785667e+03
6.62100000000000000000e+05    1.07311032787616773021e+03    3.41879207162408192744e+03
6.62400000000000000000e+05    1.07920006465277401730e+03    3.20889569973090783606e+03
6.62700000000000000000e+05    1.08593249005193933954e+03    3.01160613562667595033e+03
6.63000000000000000000e+05    1.09337280714343273758e+03    2.82709791137086222079e+03
6.63300000000000000000e+05    1.10159160004462182769e+03    2.65537393486520522856e+03
6.63600000000000000000e+05    1.11066491005045804741e+03    2.49628456702313906135e+03
6.63900000000000000000e+05    1.12067421541585395062e+03    2.34954793520445400645e+03
6.64200000000000000000e+05    1.13170629082538926014e+03    2.21477076759355168178e+03
6.64500000000000000000e+05    1.14385292030648042783e+03    2.09146909630038089745e+03
6.64800000000000000000e+05    1.15721043553812205573e+03    1.97908826090152638244e+03
6.65100000000000000000e+05    1.17187905041170620279e+03    1.87702174214326669244e+03
6.65400000000000000000e+05    1.18796196257629526372e+03    1.78462846076203709345e+03
6.65700000000000000000e+05    1.20556419383016100255e+03    1.70124828245089975098e+03
6.66000000000000000000e+05    1.22479114389025903620e+03    1.62621557136847559377e+03
6.66300000000000000000e+05    1.24574683655483340772e+03    1.55887072681084373471e+03
6.66600000000000000000e+05    1.26853184380717243585e+03    1.49856971756676102814e+03
6.66900000000000000000e+05    1.29324088215998631313e+03    1.44469169413935833290e+03
6.67200000000000000000e+05    1.31996008658532946356e+03    1.39664480970500767398e+03
6.67500000000000000000e+05    1.34876398066377282703e+03    1.35387041666644881843e+03
6.67800000000000000000e+05    1.37971217691483661838e+03    1.31584582801634473981e+03
6.68100000000000000000e+05    1.41284585826086299676e+03    1.28208584309278558067e+03
6.68400000000000000000e+05    1.44818410966429655673e+03    1.25214323765440667557e+03
6.68700000000000000000e+05    1.48572018741181705082e+03    1.22560841063970588039e+03
6.69000000000000000000e+05    1.52541783137748234367e+03    1.20210836657907611880e+03
6.69300000000000000000e+05    1.56720774182239347283e+03    1.18130519532081189027e+03
6.69600000000000000000e+05    1.61098435573399592613e+03    1.16289419119564877292e+03
6.69900000000000000000e+05    1.65660306720842345385e+03    1.14660173337370292757e+03
6.70200000000000000000e+05    1.70387804082668117189e+03    1.13218302906019880538e+03
6.70500000000000000000e+05    1.75258076540285901501e+03    1.11941980214160139440e+03
6.70800000000000000000e+05    1.80243948715740839361e+03    1.10811799247927820034e+03
6.71100000000000000000e+05    1.85313964586150086689e+03    1.09810551557904341280e+03
6.71400000000000000000e+05    1.90432541475466769043e+03    1.08923011898617960469e+03
6.71700000000000000000e+05    1.95560241541357595452e+03    1.08135736047115346992e+03
6.72000000000000000000e+05    2.00654164303187235419e+03    1.07436872378545194806e+03
6.72300000000000000000e+05    2.05668459695113870112e+03    1.06815988031731058072e+03
6.72600000000000000000e+05    2.10554956732491336879e+03    1.06263909916158422675e+03
6.72900000000000000000e+05    2.15263898334893292486e+03    1.05772580371803678645e+03
6.73200000000000000000e+05    2.19744768359235513344e+03    1.05334926972856624161e+03
6.73500000000000000000e+05    2.23947192673969038879e+03    1.04944745744727674719e+03
6.73800000000000000000e+05    2.27821892358001514367e+03    1.04596596921689706505e+03
6.74100000000000000000e+05    2.31321664028333998431e+03    1.04285712293171900455e+03
6.74400000000000000000e+05    2.34402360053979646182e+03    1.04007913155500864377e+03
6.74700000000000000000e+05    2.37023840131035376544e+03    1.03759537890500178037e+03
6.75000000000000000000e+05    2.39150865462545334594e+03    1.03537378222723532417e+03
6.75300000000000000000e+05    2.40753907648399308528e+03    1.03338623255061747841e+03
6.75600000000000000000e+05    2.41809846337771023173e+03    1.03160810441623129918e+03
6.75900000000000000000e+05    2.42302532674151461833e+03    1.03001782722203438425e+03
6.76200000000000000000e+05    2.42223199470633244346e+03    1.02859651110620711734e+03
6.76500000000000000000e+05    2.41570703749297354079e+03    1.02732762096986175493e+03
6.76800000000000000000e+05    2.40351592587373079368e+03    1.02619669289720445704e+03
6.77100000000000000000e+05    2.38579988930412400805e+03    1.02519108785532966976e+03
6.77400000000000000000e+05    2.36277299935622340854e+03    1.02429977813887285265e+03
6.77700000000000000000e+05    2.33471756262373128266e+03    1.02351316256266898108e+03
6.78000000000000000000e+05    2.30197796296055093990e+03    1.02282290689697651942e+03
6.78300000000000000000e+05    2.26495314348224655987e+03    1.02222180648527069025e+03
6.78600000000000000000e+05    2.22408796211270691856e+03    1.02170366838601989912e+03
6.78900000000000000000e+05    2.17986368878365192359e+03    1.02126321073995177358e+03
6.79200000000000000000e+05    2.13278793625255002553e+03    1.02089597738638838109e+03
6.79500000000000000000e+05    2.08338432891337652109e+03    1.02059826603982128290e+03
6.79800000000000000000e+05    2.03218221446721599932e+03    1.02036706859460855412e+03
6.80100000000000000000e+05    1.97970671199231333048e+03    1.02020002235506365196e+03
6.80400000000000000000e+05    1.92646936747251379529e+03    1.02009537119368633284e+03
6.80700000000000000000e+05    1.87295965542502926837e+03    1.02005193582506558414e+03
6.81000000000000000000e+05    1.81963752461921876602e+03    1.02006909255003699855e+03
6.81300000000000000000e+05    1.76692713910562315505e+03    1.02014675997673623442e+03
6.81600000000000000000e+05    1.71521191526165148389e+03    1.02028539336470259968e+03
6.81900000000000000000e+05    1.66483090382202090041e+03    1.02048598636735073342e+03
6.82200000000000000000e+05    1.61607651539696689724e+03    1.02075008006885491341e+03
6.82500000000000000000e+05    1.56919354110520362156e+03    1.02107977932540632082e+03
6.82800000000000000000e+05    1.52437937866837910406e+03    1.02147777652925049097e+03
6.83100000000000000000e+05    1.48178534020595293441e+03    1.02194738301789004709e+03
6.83400000000000000000e+05    1.44151889210203444236e+03    1.02249256845101660929e+03
6.83700000000000000000e+05    1.40364666021515313332e+03    1.02311800857437742707e+03
6.84000000000000000000e+05    1.36819802535426833856e+03    1.02382914188267307054e+03
6.84300000000000000000e+05    1.33516913384227996175e+03    1.02463223578200791053e+03
6.84600000000000000000e+05    1.30452715520836932228e+03    1.02553446293498200248e+03
6.84900000000000000000e+05    1.27621463235923124557e+03    1.02654398854610531089e+03
6.85200000000000000000e+05    1.25015378754427365493e+03    1.02767006940879900867e+03
6.85500000000000000000e+05    1.22625066854030887953e+03    1.02892316558376069224e+03
6.85800000000000000000e+05    1.20439904225883242361e+03    1.03031506560657885530e+03
6.86100000000000000000e+05    1.18448396606434062051e+03    1.03185902612343329565e+03
6.86400000000000000000e+05    1.16638498932166612576e+03    1.03356992681916835863e+03
6.86700000000000000000e+05    1.14997895813659010855e+03    1.03546444142169184488e+03
6.87000000000000000000e+05    1.13514241424751844534e+03    1.03756122542834305023e+03
6.87300000000000000000e+05    1.12175359415242951400e+03    1.03988112098919077653e+03
6.87600000000000000000e+05    1.10969404663579757653e+03    1.04244737908255183356e+03
6.87900000000000000000e+05    1.09884989591629118877e+03    1.04528589871057465643e+03
6.88200000000000000000e+05    1.08911278384877141434e+03    1.04842548230685815724e+03
6.88500000000000000000e+05    1.08038052828110994596e+03    1.05189810586143880755e+03
6.88800000000000000000e+05    1.07255753615568073656e+03    1.05573920140809536861e+03
6.89100000000000000000e+05    1.06555500966059435086e+03    1.05998794846206919829e+03
6.89400000000000000000e+05    1.05929098208153595806e+03    1.06468756972192977628e+03
6.89700000000000000000e+05    1.05369021736328409133e+03    1.06988562484034946465e+03
6.90000000000000000000e+05    1.04868400410306139747e+03    1.07563429431429540273e+03
6.90300000000000000000e+05    1.04420987105803897066e+03    1.08199064354428537627e+03
6.90600000000000000000e+05    1.04021124749458863334e+03    1.08901685487701638522e+03
6.90900000000000000000e+05    1.03663708802135329279e+03    1.09678041300555742055e+03
6.91200000000000000000e+05    1.03344147806602654782e+03    1.10535422650766531660e+03
6.91500000000000000000e+05    1.03058323296662456414e+03    1.11481666563397948266e+03
6.91800000000000000000e+05    1.02802550080445530511e+03    1.12525149382275276366e+03
6.92100000000000000000e+05    1.02573537663091610739e+03    1.13674766795923005702e+03
6.92400000000000000000e+05    1.02368353363336154871e+03    1.14939898029502251120e+03
6.92700000000000000000e+05    1.02184387503024129273e+03    1.16330351341073583171e+03
6.93000000000000000000e+05    1.02019320905514337028e+03    1.17856287889046257078e+03
6.93300000000000000000e+05    1.01871094824941712886e+03    1.19528121075233912052e+03
6.93600000000000000000e+05    1.01737883339704808350e+03    1.21356388643140962813e+03
6.93900000000000000000e+05    1.01618068176643316747e+03    1.23351595152301979397e+03
6.94200000000000000000e+05    1.01510215883625221522e+03    1.25524022982719179709e+03
6.94500000000000000000e+05    1.01413057234405221152e+03    1.27883510769823010378e+03
6.94800000000000000000e+05    1.01325468727733493779e+03    1.30439199143150858617e+03
6.95100000000000000000e+05    1.01246456030229217049e+03    1.33199244843656924786e+03
6.95400000000000000000e+05    1.01175139207316965440e+03    1.36170505713950160498e+03
6.95700000000000000000e+05    1.01110739586739066453e+03    1.39358200665194294743e+03
6.96000000000000000000e+05    1.01052568103307839920e+03    1.42765550478245245358e+03
6.96300000000000000000e+05    1.01000014980448770530e+03    1.46393407130393279658e+03
6.96600000000000000000e+05    1.00952540612759071337e+03    1.50239881170047601699e+03
6.96900000000000000000e+05    1.00909667523527525645e+03    1.54299978391443914916e+03
6.97200000000000000000e+05    1.00870973281373210284e+03    1.58565258579702913266e+03
6.97500000000000000000e+05    1.00836084270448748157e+03    1.63023530286892378172e+03
6.97800000000000000000e+05    1.00804670218723993003e+03    1.67658596347021102702e+03
6.98100000000000000000e+05    1.00776439398511342915e+03    1.72450065036498745030e+03
6.98400000000000000000e+05    1.00751134422488166820e+03    1.77373241348480496526e+03
6.98700000000000000000e+05    1.00728528566934789978e+03    1.82399111713754291486e+03
6.99000000000000000000e+05    1.00708422561705890530e+03    1.87494433639683552428e+03
6.99300000000000000000e+05    1.00690641793583586150e+03    1.92621939163835509135e+03
6.99600000000000000000e+05    1.00675033876138900268e+03    1.97740657784445875222e+03
6.99900000000000000000e+05    1.00661466545085477264e+03    2.02806360731977906653e+03
7.00200000000000000000e+05    1.00649825843386827273e+03    2.07772124220696696284e+03
7.00500000000000000000e+05    1.00640014565120827683e+03    2.12589004835689502215e+03
7.00800000000000000000e+05    1.00631950931361791390e+03    2.17206815663743691402e+03
7.01100000000000000000e+05    1.00625567475159266451e+03    2.21574987374721467859e+03
7.01400000000000000000e+05    1.00620810116121811006e+03    2.25643494415510349427e+03
7.01700000000000000000e+05    1.00617637408197822424e+03    2.29363822994080965145e+03
7.02000000000000000000e+05    1.00616019947027984927e+03    2.32689954788603790803e+03
7.02300000000000000000e+05    1.00615939925762381790e+03    2.35579338467848538130e+03
7.02600000000000000000e+05    1.00617390830527938306e+03    2.37993820266944749164e+03
7.02900000000000000000e+05    1.00620377268828713113e+03    2.39900505095434436953e+03
7.03200000000000000000e+05    1.00624914926092753831e+03    2.41272520983153935958e+03
7.03500000000000000000e+05    1.00631030647368447717e+03    2.42089662065840911964e+03
7.03800000000000000000e+05    1.00638762642842141304e+03    2.42338888701577070606e+03
7.04100000000000000000e+05    1.00648160817413349832e+03    2.42014667572730695611e+03
7.04400000000000000000e+05    1.00659287226037065466e+03    2.41119139609009744163e+03
7.04700000000000000000e+05    1.00672216657931539885e+03    2.39662109076749584347e+03
7.05000000000000000000e+05    1.00687037354057031280e+03    2.37660853004370983399e+03
7.05300000000000000000e+05    1.00703851863493264318e+03    2.35139756024904363585e+03
7.05600000000000000000e+05    1.00722778045468419350e+03    2.32129781477429514780e+03
7.05900000000000000000e+05    1.00743950224803973015e+03    2.28667794986796616286e+03
7.06200000000000000000e+05    1.00767520509408166163e+03    2.24795761514068681208e+03
7.06500000000000000000e+05    1.00793660279138225633e+03    2.20559840840380411464e+03
7.06800000000000000000e+05    1.00822561855805577125e+03    2.16009409447919915692e+03
7.07100000000000000000e+05    1.00854440364254423912e+03    2.11196038668108940328e+03
7.07400000000000000000e+05    1.00889535794217511011e+03    2.06172459701916613994e+03
7.07700000000000000000e+05    1.00928115271942249365e+03    2.00991545657687902349e+03
7.08000000000000000000e+05    1.00970475549262619097e+03    1.95705339131668461050e+03
7.08300000000000000000e+05    1.01016945715717656640e+03    1.90364151166459305387e+03
7.08600000000000000000e+05    1.01067890136315213567e+03    1.85015753806123075265e+03
7.08900000000000000000e+05    1.01123711613407829191e+03    1.79704684112742279467e+03
7.09200000000000000000e+05    1.01184854765660531939e+03    1.74471672642130170061e+03
7.09500000000000000000e+05    1.01251809609993154027e+03    1.69353204241791127060e+03
7.09800000000000000000e+05    1.01325115323399518275e+03    1.64381213884891894850e+03
7.10100000000000000000e+05    1.01405364150388720645e+03    1.59582915333784239920e+03
7.10400000000000000000e+05    1.01493205408161611558e+03    1.54980755955612448815e+03
7.10700000000000000000e+05    1.01589349525241357242e+03    1.50592487174036796205e+03
7.11000000000000000000e+05    1.01694572029853088679e+03    1.46431336972031294863e+03
7.11300000000000000000e+05    1.01809717381689290505e+03    1.42506268644878946361e+03
7.11600000000000000000e+05    1.01935702514682952824e+03    1.38822308669044787166e+03
7.11900000000000000000e+05    1.02073519929043231969e+03    1.35380926078597894957e+03
7.12200000000000000000e+05    1.02224240138276388734e+03    1.32180446056417258660e+03
7.12500000000000000000e+05    1.02389013241632630979e+03    1.29216481445776366854e+03
7.12800000000000000000e+05    1.02569069355098804408e+03    1.26482367435679657319e+03
7.13100000000000000000e+05    1.02765717595767205239e+03    1.23969586622611359417e+03
7.13400000000000000000e+05    1.02980343276647499806e+03    1.21668173851091091819e+03
7.13700000000000000000e+05    1.03214402933717769884e+03    1.19567092541939791772e+03
7.14000000000000000000e+05    1.03469416776720595408e+03    1.17654576502143777361e+03
7.14300000000000000000e+05    1.03746958132933650631e+03    1.15918433366877980006e+03
7.14600000000000000000e+05    1.04048639442408102695e+03    1.14346307770928569880e+03
7.14900000000000000000e+05    1.04376094367982705080e+03    1.12925904027377828243e+03
7.15200000000000000000e+05    1.04730955608065960405e+03    1.11645169475017382865e+03
7.15500000000000000000e+05    1.05114828049195284621e+03    1.10492440733660100705e+03
7.15800000000000000000e+05    1.05529256973083738558e+03    1.09456555887800732307e+03
7.16100000000000000000e+05    1.05975691143120661764e+03    1.08526936127575845603e+03
7.16400000000000000000e+05    1.06455440741105189772e+03    1.07693640644947981855e+03
7.16700000000000000000e+05    1.06969630308007435815e+03    1.06947398651275398151e+03
7.17000000000000000000e+05    1.07519147062596539399e+03    1.06279622290635415993e+03
7.17300000000000000000e+05    1.08104585226283415977e+03    1.05682404011237167651e+03
7.17600000000000000000e+05    1.08726187266195142911e+03    1.05148501661648401750e+03
7.17900000000000000000e+05    1.09383783272888558713e+03    1.04671314231531641781e+03
7.18200000000000000000e+05    1.10076730002443923695e+03    1.04244850785119206193e+03
7.18500000000000000000e+05    1.10803851420011324080e+03    1.03863694761180022397e+03
7.18800000000000000000e+05    1.11563382865288281209e+03    1.03522965451990876318e+03
7.19100000000000000000e+05    1.12352921199726984014e+03    1.03218278137249581050e+03
7.19400000000000000000e+05    1.13169383469025069644e+03    1.02945704044246053854e+03
7.19700000000000000000e+05    1.14008976701159372169e+03    1.02701731036846831557e+03
7.20000000000000000000e+05    1.14867181439849650815e+03    1.02483225704158849112e+03
7.20300000000000000000e+05    1.15738751469065891797e+03    1.02287397324345079141e+03
7.20600000000000000000e+05    1.16617731904166544155e+03    1.02111764017781877101e+03
7.20900000000000000000e+05    1.17497497404067576099e+03    1.01954121273533974090e+03
7.21200000000000000000e+05    1.18370811699169075837e+03    1.01812512930417517509e+03
7.21500000000000000000e+05    1.19229908943060513593e+03    1.01685204615026475494e+03
7.21800000000000000000e+05    1.20066596603069092453e+03    1.01570659580363701480e+03
7.22100000000000000000e+05    1.20872378735336383215e+03    1.01467516846704961608e+03
7.22400000000000000000e+05    1.21638597582120178231e+03    1.01374571517912829677e+03
7.22700000000000000000e+05    1.22356590526601848978e+03    1.01290757128842540169e+03
7.23000000000000000000e+05    1.23017858591781100586e+03    1.01215129870356236097e+03
7.23300000000000000000e+05    1.23614241924378916337e+03    1.01146854535764623506e+03
7.23600000000000000000e+05    1.24138097109265959261e+03    1.01085192034574765785e+03
7.23900000000000000000e+05    1.24582470756756356423e+03    1.01029488324873489091e+03
7.24200000000000000000e+05    1.24941263627710645778e+03    1.00979164623426584058e+03
7.24500000000000000000e+05    1.25209379632165064322e+03    1.00933708761775210405e+03
7.24800000000000000000e+05    1.25382854365457569656e+03    1.00892667566599766360e+03
7.25100000000000000000e+05    1.25458958426376761963e+03    1.00855640152909018070e+03
7.25400000000000000000e+05    1.25436271574870352197e+03    1.00822272028838176539e+03
7.25700000000000000000e+05    1.25314724798478141565e+03    1.00792249920748065506e+03
7.26000000000000000000e+05    1.25095608520728819713e+03    1.00765297236740832432e+03
7.26300000000000000000e+05    1.24781546445381104604e+03    1.00741170095538461737e+03
7.26600000000000000000e+05    1.24376435825253020084e+03    1.00719653855853277946e+03
7.26900000000000000000e+05    1.23885356208484358831e+03    1.00700560088891745636e+03
7.27200000000000000000e+05    1.23314449884790928991e+03    1.00683723943482812047e+03
7.27500000000000000000e+05    1.22670778271300878259e+03    1.00669001859530578713e+03
7.27800000000000000000e+05    1.21962159292565388569e+03    1.00656269591095451688e+03
7.28100000000000000000e+05    1.21196991384963939709e+03    1.00645420505451397730e+03
7.28400000000000000000e+05    1.20384070068763890049e+03    1.00636364128996012823e+03
7.28700000000000000000e+05    1.19532403073721070541e+03    1.00629024914954084124e+03
7.29000000000000000000e+05    1.18651029784023967295e+03    1.00623341211461922740e+03
7.29300000000000000000e+05    1.17748850307825387063e+03    1.00619264411896449474e+03
7.29600000000000000000e+05    1.16834468810470593780e+03    1.00616758272262870832e+03
7.29900000000000000000e+05    1.15916054923664023590e+03    1.00615798383120375092e+03
7.30200000000000000000e+05    1.15001226106608328337e+03    1.00616371785942828865e+03
7.30500000000000000000e+05    1.14096952843946201028e+03    1.00618476726017161127e+03
7.30800000000000000000e+05    1.13209487572861235094e+03    1.00622122536004712856e+03
7.31100000000000000000e+05    1.12344317287491207935e+03    1.00627329646158818832e+03
7.31400000000000000000e+05    1.11506138915569908932e+03    1.00634129718927420072e+03
7.31700000000000000000e+05    1.10698855833545690075e+03    1.00642565907291941585e+03
7.32000000000000000000e+05    1.09925593305494203378e+03    1.00652693237718108321e+03
7.32300000000000000000e+05    1.09188730210330572845e+03    1.00664579120030782633e+03
7.32600000000000000000e+05    1.08489944163026757451e+03    1.00678303987879178294e+03
7.32900000000000000000e+05    1.07830267031283051438e+03    1.00693962074730291079e+03
7.33200000000000000000e+05    1.07210147884146840624e+03    1.00711662331511058710e+03
7.33500000000000000000e+05    1.06629520562507059367e+03    1.00731529493099174033e+03
7.33800000000000000000e+05    1.06087873308585062659e+03    1.00753705301816683004e+03
7.34100000000000000000e+05    1.05584318206410648600e+03    1.00778349896877625724e+03
7.34400000000000000000e+05    1.05117658542065714755e+03    1.00805643379335219834e+03
7.34700000000000000000e+05    1.04686452567343144437e+03    1.00835787562410723694e+03
7.35000000000000000000e+05    1.04289072522659307651e+03    1.00869007917089663806e+03
7.35300000000000000000e+05    1.03923758127644464366e+03    1.00905555722452106693e+03
7.35600000000000000000e+05    1.03588664068049229172e+03    1.00945710429250016205e+03
7.35900000000000000000e+05    1.03281901286831771358e+03    1.00989782243623722024e+03
7.36200000000000000000e+05    1.03001572120787682252e+03    1.01038114935402177252e+03
7.36500000000000000000e+05    1.02745799510450683556e+03    1.01091088871972704055e+03
7.36800000000000000000e+05    1.02512750651558371828e+03    1.01149124274026144121e+03
7.37100000000000000000e+05    1.02300655554565275906e+03    1.01212684683340773972e+03
7.37400000000000000000e+05    1.02107821039285806819e+03    1.01282280624902773525e+03
7.37700000000000000000e+05    1.01932640720390349998e+03    1.01358473435788232564e+03
7.38000000000000000000e+05    1.01773601542075482485e+03    1.01441879221054591653e+03
7.38300000000000000000e+05    1.01629287402589443445e+03    1.01533172882113194646e+03
7.38600000000000000000e+05    1.01498380376824479754e+03    1.01633092145397142758e+03
7.38900000000000000000e+05    1.01379660002692924081e+03    1.01742441498356436114e+03
7.39200000000000000000e+05    1.01272001048576464655e+03    1.01862095915728934870e+03
7.39500000000000000000e+05    1.01174370128120153822e+03    1.01993004231581903696e+03
7.39800000000000000000e+05    1.01085821477658123513e+03    1.02136191981866102196e+03
7.40100000000000000000e+05    1.01005492162545510837e+03    1.02292763508451048438e+03
7.40400000000000000000e+05    1.00932596932983267379e+03    1.02463903079353713110e+03
7.40700000000000000000e+05    1.00866422908417769122e+03    1.02650874741982852356e+03
7.41000000000000000000e+05    1.00806324232717327050e+03    1.02855020587947797139e+03
7.41300000000000000000e+05    1.00751716810210086805e+03    1.03077757071010410073e+03
7.41600000000000000000e+05    1.00702073205212229823e+03    1.03320568986277703516e+03
7.41900000000000000000e+05    1.00656917764619436184e+03    1.03585000691460959388e+03
7.42200000000000000000e+05    1.00615822004111487331e+03    1.03872644133213361783e+03
7.42500000000000000000e+05    1.00578400283106122970e+03    1.04185123236948811609e+03
7.42800000000000000000e+05    1.00544305781348123219e+03    1.04524074231289932868e+03
7.43100000000000000000e+05    1.00513226780488480472e+03    1.04891121512821791839e+03
7.43400000000000000000e+05    1.00484883246779531873e+03    1.05287848717567840140e+03
7.43700000000000000000e+05    1.00459023705694983164e+03    1.05715764756762860088e+03
7.44000000000000000000e+05    1.00435422395533589679e+03    1.06176264699632952215e+03
7.44300000000000000000e+05    1.00413876684576678144e+03    1.06670585547467112519e+03
7.44600000000000000000e+05    1.00394204734879440366e+03    1.07199757142235625906e+03
7.44900000000000000000e+05    1.00376243395061874253e+03    1.07764548688219792894e+03
7.45200000000000000000e+05    1.00359846304341567702e+03    1.08365411632903737882e+03
7.45500000000000000000e+05    1.00344882190364330654e+03    1.09002419947103862796e+03
7.45800000000000000000e+05    1.00331233344016311548e+03    1.09675209154153844793e+03
7.46100000000000000000e+05    1.00318794255243426505e+03    1.10382915770751242235e+03
7.46400000000000000000e+05    1.00307470394884512643e+03    1.11124119121520720910e+03
7.46700000000000000000e+05    1.00297177128580801764e+03    1.11896787756528988211e+03
7.47000000000000000000e+05    1.00287838749914010350e+03    1.12698232914972800245e+03
7.47300000000000000000e+05    1.00279387621011642295e+03    1.13525071617460662310e+03
7.47600000000000000000e+05    1.00271763409919230980e+03    1.14373202012622823531e+03
7.47900000000000000000e+05    1.00264912415056676309e+03    1.15237793532346654501e+03
7.48200000000000000000e+05    1.00258786968040271859e+03    1.16113294208846582478e+03
7.48500000000000000000e+05    1.00253344907055327440e+03    1.16993457166727398544e+03
7.48800000000000000000e+05    1.00248549113805381694e+03    1.17871387822109227272e+03
7.49100000000000000000e+05    1.00244367107840707831e+03    1.18739612705041395202e+03
7.49400000000000000000e+05    1.00240770692783712548e+03    1.19590170086321791132e+03
7.49700000000000000000e+05    1.00237735649623630252e+03    1.20414721760123256900e+03
7.50000000000000000000e+05    1.00235241472852032985e+03    1.21204684442921006848e+03
7.50300000000000000000e+05    1.00233271145756566511e+03    1.21951378337927462780e+03
7.50600000000000000000e+05    1.00231810951688873956e+03    1.22646189528703962424e+03
7.50900000000000000000e+05    1.00230850318576744939e+03    1.23280742054914571781e+03
7.51200000000000000000e+05    1.00230381694364461964e+03    1.23847074836089814198e+03
7.51500000000000000000e+05    1.00230400451443779275e+03    1.24337818091191138592e+03
7.51800000000000000000e+05    1.00230904818483247709e+03    1.24746363591412728056e+03
7.52100000000000000000e+05    1.00231895838380182795e+03    1.25067023010150614937e+03
7.52400000000000000000e+05    1.00233377351348894990e+03    1.25295168814402086355e+03
7.52700000000000000000e+05    1.00235356002424521193e+03    1.25427352579254306875e+03
