#          Time_in_sec([])              CONDENS_SINK([])              CON_SIN_NITR([])
1.74000000000000000000e+05    1.19057958080530079314e+03    1.06218581122713271725e+03
1.74300000000000000000e+05    1.17444742176861473126e+03    1.06862313919502275894e+03
1.74600000000000000000e+05    1.15988113357975953477e+03    1.07585913602352252383e+03
1.74900000000000000000e+05    1.14673644630471767414e+03    1.08399356663343223772e+03
1.75200000000000000000e+05    1.13488005741757365286e+03    1.09313736183182527384e+03
1.75500000000000000000e+05    1.12418936828876053369e+03    1.10341340888121294483e+03
1.75800000000000000000e+05    1.11455209261152276667e+03    1.11495727227457200570e+03
1.76100000000000000000e+05    1.10586577169956785838e+03    1.12791780413521701121e+03
1.76400000000000000000e+05    1.09803722638034309966e+03    1.14245759607790591872e+03
1.76700000000000000000e+05    1.09098197027054857244e+03    1.15875321672308609777e+03
1.77000000000000000000e+05    1.08462360467160237931e+03    1.17699517176018571263e+03
1.77300000000000000000e+05    1.07889321123430227090e+03    1.19738751702947683953e+03
1.77600000000000000000e+05    1.07372875494667914609e+03    1.22014705016474727017e+03
1.77900000000000000000e+05    1.06907450690092650802e+03    1.24550200363249268776e+03
1.78200000000000000000e+05    1.06488049367683697710e+03    1.27369016230656256994e+03
1.78500000000000000000e+05    1.06110197800788341738e+03    1.30495633284079440273e+03
1.78800000000000000000e+05    1.05769897363055906681e+03    1.33954910082298988527e+03
1.79100000000000000000e+05    1.05463579581209728531e+03    1.37771682568224446186e+03
1.79400000000000000000e+05    1.05188064795873765433e+03    1.41970284305813311221e+03
1.79700000000000000000e+05    1.04940524388047697357e+03    1.46573987002951957948e+03
1.80000000000000000000e+05    1.04718446468567208285e+03    1.51604364008428092347e+03
1.80300000000000000000e+05    1.04519604886072102090e+03    1.57080583139828308958e+03
1.80600000000000000000e+05    1.04342031382161007969e+03    1.63018639280604520536e+03
1.80900000000000000000e+05    1.04183990707535986076e+03    1.69430541521422446749e+03
1.81200000000000000000e+05    1.04043958507464867580e+03    1.76323474008653374767e+03
1.81500000000000000000e+05    1.03920601786679958423e+03    1.83698953857105561838e+03
1.81800000000000000000e+05    1.03812761771152122492e+03    1.91552013213620102761e+03
1.82100000000000000000e+05    1.03719438995618111221e+03    1.99870435540803919139e+03
1.82400000000000000000e+05    1.03639780460209613011e+03    2.08634078154223152524e+03
1.82700000000000000000e+05    1.03573068716200032213e+03    2.17814313751781628525e+03
1.83000000000000000000e+05    1.03518712759139839363e+03    2.27373622934743434598e+03
1.83300000000000000000e+05    1.03476240627075867451e+03    2.37265367423236284594e+03
1.83600000000000000000e+05    1.03445293621885798530e+03    2.47433769790504720731e+03
1.83900000000000000000e+05    1.03425622092882804282e+03    2.57814120152056011648e+03
1.84200000000000000000e+05    1.03417082743744595064e+03    2.68333223517453461682e+03
1.84500000000000000000e+05    1.03419637446588353669e+03    2.78910093704323617203e+03
1.84800000000000000000e+05    1.03433353570815961575e+03    2.89456891161308749361e+03
1.85100000000000000000e+05    1.03458405859443814734e+03    2.99880093139147447800e+03
1.85400000000000000000e+05    1.03495079912318828974e+03    3.10081875805912613941e+03
1.85700000000000000000e+05    1.03543777364287757337e+03    3.19961679543469335840e+03
1.86000000000000000000e+05    1.03605022877463670739e+03    3.29417921182855616280e+03
1.86300000000000000000e+05    1.03679473100713926215e+03    3.38349810682041834298e+03
1.86600000000000000000e+05    1.03767927786920040489e+03    3.46659224998379750105e+03
1.86900000000000000000e+05    1.03871343300026774159e+03    3.54252588856669171946e+03
1.87200000000000000000e+05    1.03990848790035443017e+03    3.61042710872565430691e+03
1.87500000000000000000e+05    1.04127765365573395684e+03    3.66950524083425625577e+03
1.87800000000000000000e+05    1.04283628651174512925e+03    3.71906682307806022436e+03
1.88100000000000000000e+05    1.04460215180607156071e+03    3.75852967773736736490e+03
1.88400000000000000000e+05    1.04659573149138600456e+03    3.78743470939566532252e+03
1.88700000000000000000e+05    1.04884058127087109824e+03    3.80545510151596090509e+03
1.89000000000000000000e+05    1.05136374424809355332e+03    3.81240266480964783113e+03
1.89300000000000000000e+05    1.05419622895605266422e+03    3.80823117481678445984e+03
1.89600000000000000000e+05    1.05737356067771497692e+03    3.79303662427175231642e+03
1.89900000000000000000e+05    1.06093641609605242593e+03    3.76705440529114093806e+03
1.90200000000000000000e+05    1.06493135250336831632e+03    3.73065352439464868439e+03
1.90500000000000000000e+05    1.06941164403672974004e+03    3.68432803716569924291e+03
1.90800000000000000000e+05    1.07443823865683043550e+03    3.62868596642780994443e+03
1.91100000000000000000e+05    1.08008085080556406865e+03    3.56443603580301123657e+03
1.91400000000000000000e+05    1.08641920579919496959e+03    3.49237260731453261542e+03
1.91700000000000000000e+05    1.09354445295354662449e+03    3.41335925548238992633e+03
1.92000000000000000000e+05    1.10156076508317892149e+03    3.32831143970181028635e+03
1.92300000000000000000e+05    1.11058714222516300651e+03    3.23817875059904781665e+03
1.92600000000000000000e+05    1.12075943703153052411e+03    3.14392720406619537243e+03
1.92900000000000000000e+05    1.13223261803527043412e+03    3.04652203891497902077e+03
1.93200000000000000000e+05    1.14518328466344837580e+03    2.94691144132015415380e+03
1.93500000000000000000e+05    1.15981244414579623481e+03    2.84601157285192584823e+03
1.93800000000000000000e+05    1.17634855500637468140e+03    2.74469322093818482244e+03
1.94100000000000000000e+05    1.19505083425566363076e+03    2.64377032361215515266e+03
1.94400000000000000000e+05    1.21621281532688567495e+03    2.54399054735798063120e+03
1.94700000000000000000e+05    1.24016613083170886966e+03    2.44602802101585166383e+03
1.95000000000000000000e+05    1.26728447798567299287e+03    2.35047825336913228966e+03
1.95300000000000000000e+05    1.29798770478337132772e+03    2.25785519042811483814e+03
1.95600000000000000000e+05    1.33274593152107217975e+03    2.16859030346211784490e+03
1.95900000000000000000e+05    1.37208359508808052851e+03    2.08303354296092084041e+03
1.96200000000000000000e+05    1.41658327285125324124e+03    2.00145594877229700614e+03
1.96500000000000000000e+05    1.46688910954437119472e+03    1.92405367381853056941e+03
1.96800000000000000000e+05    1.52370963535807482003e+03    1.85095315847941651555e+03
1.97100000000000000000e+05    1.58781972789101564558e+03    1.78221718467314940426e+03
1.97400000000000000000e+05    1.66006143677385739466e+03    1.71785154198000759607e+03
1.97700000000000000000e+05    1.74134336015191001934e+03    1.65781205142629551119e+03
1.98000000000000000000e+05    1.83263823984526470667e+03    1.60201171398926362599e+03
1.98300000000000000000e+05    1.93497843033876802110e+03    1.55032777848845034896e+03
1.98600000000000000000e+05    2.04944889946730290831e+03    1.50260855520974109822e+03
1.98900000000000000000e+05    2.17717743943100504111e+03    1.45867983534812492508e+03
1.99200000000000000000e+05    2.31932180895386409247e+03    1.41835081031849608735e+03
1.99500000000000000000e+05    2.47705359364261084920e+03    1.38141941760379359039e+03
1.99800000000000000000e+05    2.65153866344498737817e+03    1.34767706984023834593e+03
2.00100000000000000000e+05    2.84391422355205213535e+03    1.31691275038175558620e+03
2.00400000000000000000e+05    3.05526259624131307646e+03    1.28891648107823743885e+03
2.00700000000000000000e+05    3.28658203195452642831e+03    1.26348218619641511395e+03
2.01000000000000000000e+05    3.53875502202204825153e+03    1.24040999032609943242e+03
2.01300000000000000000e+05    3.81251476439480165936e+03    1.21950799798099387772e+03
2.01600000000000000000e+05    4.10841060721580561221e+03    1.20059360881015072664e+03
2.01900000000000000000e+05    4.42677345151753706887e+03    1.18349442537413074206e+03
2.02200000000000000000e+05    4.76768222181055898545e+03    1.16804881084983981054e+03
2.02500000000000000000e+05    5.13093260042619385786e+03    1.15410615235966838554e+03
2.02800000000000000000e+05    5.51600925840234594943e+03    1.14152688240054794733e+03
2.03100000000000000000e+05    5.92206279529261519201e+03    1.13018230655574234333e+03
2.03400000000000000000e+05    6.34789251887544287456e+03    1.11995428072316553880e+03
2.03700000000000000000e+05    6.79193605378843130893e+03    1.11073477583647900246e+03
2.04000000000000000000e+05    7.25226657042021815869e+03    1.10242536276608939261e+03
2.04300000000000000000e+05    7.72659818095564332907e+03    1.09493664497618419773e+03
2.04600000000000000000e+05    8.21229977091681030288e+03    1.08818766173059543689e+03
2.04900000000000000000e+05    8.70641723718483808625e+03    1.08210528028164389980e+03
2.05200000000000000000e+05    9.20570380409138851974e+03    1.07662359159585389534e+03
2.05500000000000000000e+05    9.70665780460568385024e+03    1.07168332078830212595e+03
2.05800000000000000000e+05    1.02055670595019419125e+04    1.06723126054714930433e+03
2.06100000000000000000e+05    1.06985587767470988183e+04    1.06321973340675071995e+03
2.06400000000000000000e+05    1.11816537357997385698e+04    1.05960608673508522770e+03
2.06700000000000000000e+05    1.16508234225633113965e+04    1.05635222269511905324e+03
2.07000000000000000000e+05    1.21020487415901770873e+04    1.05342416417329150136e+03
2.07300000000000000000e+05    1.25313789498739315604e+04    1.05079165669469057320e+03
2.07600000000000000000e+05    1.29349895247086878953e+04    1.04842780561877179935e+03
2.07900000000000000000e+05    1.33092377873854184145e+04    1.04630874739009550467e+03
2.08200000000000000000e+05    1.36507152439286892331e+04    1.04441335326831722341e+03
2.08500000000000000000e+05    1.39562957619231601711e+04    1.04272296374770076000e+03
2.08800000000000000000e+05    1.42231788673172341078e+04    1.04122115177065097669e+03
2.09100000000000000000e+05    1.44489276066944839840e+04    1.03989351281839162766e+03
2.09400000000000000000e+05    1.46315005705432140530e+04    1.03872748000535739266e+03
2.09700000000000000000e+05    1.47692778055543640221e+04    1.03771216239614727783e+03
2.10000000000000000000e+05    1.48610804555720187636e+04    1.03683820489240565621e+03
2.10300000000000000000e+05    1.49061840606997320720e+04    1.03609766819195692733e+03
2.10600000000000000000e+05    1.49043255137980631844e+04    1.03548392749658773937e+03
2.10900000000000000000e+05    1.48557037267131236149e+04    1.03499158883282552779e+03
2.11200000000000000000e+05    1.47609741000227404584e+04    1.03461642204843656145e+03
2.11500000000000000000e+05    1.46212369256660167594e+04    1.03435530975415963439e+03
2.11800000000000000000e+05    1.44380198875354053598e+04    1.03420621169468449807e+03
2.12100000000000000000e+05    1.42132548665061840438e+04    1.03416814425544203004e+03
2.12400000000000000000e+05    1.39492493079956784641e+04    1.03424117504358582664e+03
2.12700000000000000000e+05    1.36486524750294793193e+04    1.03442643272473810612e+03
2.13000000000000000000e+05    1.33144169891018846101e+04    1.03472613255435726387e+03
2.13300000000000000000e+05    1.29497561539604121208e+04    1.03514361831741098285e+03
2.13600000000000000000e+05    1.25580976607870488806e+04    1.03568342168640992895e+03
2.13900000000000000000e+05    1.21430343821014157584e+04    1.03635134033038684720e+03
2.14200000000000000000e+05    1.17082730694341917115e+04    1.03715453646122023201e+03
2.14500000000000000000e+05    1.12575818686142647493e+04    1.03810165789445431983e+03
2.14800000000000000000e+05    1.07947376480673810875e+04    1.03920298413556770356e+03
2.15100000000000000000e+05    1.03234741917081373686e+04    1.04047060048597927562e+03
2.15400000000000000000e+05    9.84743233164320918149e+03    1.04191860370272229375e+03
2.15700000000000000000e+05    9.37011308146422743448e+03    1.04356334334850112100e+03
2.16000000000000000000e+05    8.89483477513455000008e+03    1.04542370364149860507e+03
2.16300000000000000000e+05    8.42469511880151912919e+03    1.04752143136293102543e+03
2.16600000000000000000e+05    7.96253892563595582033e+03    1.04988151621013935255e+03
2.16900000000000000000e+05    7.51093213223367274622e+03    1.05253263089731262880e+03
2.17200000000000000000e+05    7.07214249696769365983e+03    1.05550763930557718595e+03
2.17500000000000000000e+05    6.64812716574465412123e+03    1.05884418206609757362e+03
2.17800000000000000000e+05    6.24052706995743574225e+03    1.06258535011566732464e+03
2.18100000000000000000e+05    5.85066790652278359630e+03    1.06678045797846880305e+03
2.18400000000000000000e+05    5.47956725177392763726e+03    1.07148592977509497359e+03
2.18700000000000000000e+05    5.12794718937649486179e+03    1.07676631220314334314e+03
2.19000000000000000000e+05    4.79625169508697763376e+03    1.08269542991947469091e+03
2.19300000000000000000e+05    4.48466792331888245826e+03    1.08935769981008684226e+03
2.19600000000000000000e+05    4.19315048462605227542e+03    1.09684962146300563290e+03
2.19900000000000000000e+05    3.92144778908848911669e+03    1.10528146163812834857e+03
2.20200000000000000000e+05    3.66912955540107304842e+03    1.11477915049814350823e+03
2.20500000000000000000e+05    3.43561464431845843137e+03    1.12548640663175660848e+03
2.20800000000000000000e+05    3.22019846153303933534e+03    1.13756710622945638534e+03
2.21100000000000000000e+05    3.02207928166736201092e+03    1.15120790888529290896e+03
2.21400000000000000000e+05    2.84038296414595106398e+03    1.16662114807621560431e+03
2.21700000000000000000e+05    2.67418565584561611104e+03    1.18404798805685391017e+03
2.22000000000000000000e+05    2.52253419791442956921e+03    1.20376184031781917838e+03
2.22300000000000000000e+05    2.38446406939429380145e+03    1.22607202149360591648e+03
2.22600000000000000000e+05    2.25901480396035913145e+03    1.25132762028898855533e+03
2.22900000000000000000e+05    2.14524290525007108954e+03    1.27992152328472184308e+03
2.23200000000000000000e+05    2.04223235925558583403e+03    1.31229452814015121476e+03
2.23500000000000000000e+05    1.94910289864151582151e+03    1.34893944763628223882e+03
2.23800000000000000000e+05    1.86501621415380031976e+03    1.39040507931597767310e+03
2.24100000000000000000e+05    1.78918033379262442395e+03    1.43729988358344598964e+03
2.24400000000000000000e+05    1.72085240293875835960e+03    1.49029517879306035866e+03
2.24700000000000000000e+05    1.65934010025444445091e+03    1.55012762629427152206e+03
2.25000000000000000000e+05    1.60400191714077232064e+03    1.61760074330754855509e+03
2.25300000000000000000e+05    1.55424651498492221435e+03    1.69358514911846123141e+03
2.25600000000000000000e+05    1.50953135637243394740e+03    1.77901722315110464478e+03
2.25900000000000000000e+05    1.46936078562937359493e+03    1.87489583524167119322e+03
2.26200000000000000000e+05    1.43328371197278420368e+03    1.98227680244614475669e+03
2.26500000000000000000e+05    1.40089102636646566680e+03    2.10226473669550432533e+03
2.26800000000000000000e+05    1.37181286179989342600e+03    2.23600197713771831332e+03
2.27100000000000000000e+05    1.34571578676757349058e+03    2.38465435318445452140e+03
2.27400000000000000000e+05    1.32230000363496424143e+03    2.54939360133933814723e+03
2.27700000000000000000e+05    1.30129660755985310061e+03    2.73137636175511806869e+03
2.28000000000000000000e+05    1.28246494776982694930e+03    2.93171980838159288396e+03
2.28300000000000000000e+05    1.26559012124144965128e+03    3.15147411672965836260e+03
2.28600000000000000000e+05    1.25048061907049986985e+03    3.39159214066303138679e+03
2.28900000000000000000e+05    1.23696613789839807396e+03    3.65289684696262247598e+03
2.29200000000000000000e+05    1.22489556247362315844e+03    3.93604723436961921834e+03
2.29500000000000000000e+05    1.21413512057170532898e+03    4.24150363147920143092e+03
2.29800000000000000000e+05    1.20456670786904578563e+03    4.56949341340054888860e+03
2.30100000000000000000e+05    1.19608637777009448655e+03    4.91997828867221687688e+03
2.30400000000000000000e+05    1.18860298944672877042e+03    5.29262437467772542732e+03
2.30700000000000000000e+05    1.18203700630489083778e+03    5.68677629295472706872e+03
2.31000000000000000000e+05    1.17631943660959996123e+03    6.10143646957556393318e+03
2.31300000000000000000e+05    1.17139090795911147325e+03    6.53525071822753034212e+03
2.31600000000000000000e+05    1.16720086760613480692e+03    6.98650101704648659506e+03
2.31900000000000000000e+05    1.16370690120086555908e+03    7.45310617128519788821e+03
2.32200000000000000000e+05    1.16087416331596500640e+03    7.93263079317971914861e+03
2.32500000000000000000e+05    1.15867491406117142105e+03    8.42230274181325876270e+03
2.32800000000000000000e+05    1.15708815717123070499e+03    8.91903886545548266440e+03
2.33100000000000000000e+05    1.15609937613259307909e+03    9.41947859377437634976e+03
2.33400000000000000000e+05    1.15570036618855601773e+03    9.92002465394863247639e+03
2.33700000000000000000e+05    1.15588916142381799546e+03    1.04168899477104259859e+04
2.34000000000000000000e+05    1.15667005757897686635e+03    1.09061494374172325479e+04
2.34300000000000000000e+05    1.15805373279019568145e+03    1.13837957562858191523e+04
2.34600000000000000000e+05    1.16005747010039294764e+03    1.18457971845905503869e+04
2.34900000000000000000e+05    1.16270548736091677711e+03    1.22881566193387570820e+04
2.35200000000000000000e+05    1.16602938205448504050e+03    1.27069702051595922967e+04
2.35500000000000000000e+05    1.17006870064069494219e+03    1.30984843810985057644e+04
2.35800000000000000000e+05    1.17487164427495963537e+03    1.34591502215782365965e+04
2.36100000000000000000e+05    1.18049592519978568816e+03    1.37856740985161432036e+04
2.36400000000000000000e+05    1.18700979077129454708e+03    1.40750638537606646423e+04
2.36700000000000000000e+05    1.19449323497659975146e+03    1.43246698356259203138e+04
2.37000000000000000000e+05    1.20303942042494895759e+03    1.45322203108581834385e+04
2.37300000000000000000e+05    1.21275633715227104403e+03    1.46958509065069229109e+04
2.37600000000000000000e+05    1.22376872814508215015e+03    1.48141278600114728761e+04
2.37900000000000000000e+05    1.23622031522461952591e+03    1.48860649580963563494e+04
2.38200000000000000000e+05    1.25027636276700422968e+03    1.49111341260332028469e+04
2.38500000000000000000e+05    1.26612662056584281345e+03    1.48892696909369005880e+04
2.38800000000000000000e+05    1.28398869081914972412e+03    1.48208663902230964595e+04
2.39100000000000000000e+05    1.30411186753453125675e+03    1.47067712345615163940e+04
2.39400000000000000000e+05    1.32678149931652410487e+03    1.45482693695752750500e+04
2.39700000000000000000e+05    1.35232392816397486968e+03    1.43470641180405273190e+04
2.40000000000000000000e+05    1.38111205710024523796e+03    1.41052514296215322247e+04
2.40300000000000000000e+05    1.41357159760846184327e+03    1.38252890221858742734e+04
2.40600000000000000000e+05    1.45018804324647044268e+03    1.35099605697570514167e+04
2.40900000000000000000e+05    1.49151440763699065428e+03    1.31623353774851057096e+04
2.41200000000000000000e+05    1.53817975230213005489e+03    1.27857240818256723287e+04
2.41500000000000000000e+05    1.59089851144971498798e+03    1.23836310205295740161e+04
2.41800000000000000000e+05    1.65048059564060167759e+03    1.19597040263075850817e+04
2.42100000000000000000e+05    1.71784222304433046702e+03    1.15176825029480623925e+04
2.42400000000000000000e+05    1.79401738452599283846e+03    1.10613447351254762907e+04
2.42700000000000000000e+05    1.88016979603504523766e+03    1.05944554548234027607e+04
2.43000000000000000000e+05    1.97760512790060897714e+03    1.01207147303887468297e+04
2.43300000000000000000e+05    2.08778322534358449047e+03    9.64370925217551666719e+03
2.43600000000000000000e+05    2.21232994813314599014e+03    9.16686705691295537690e+03
2.43900000000000000000e+05    2.35304816109816601966e+03    8.69341665917816499132e+03
2.44200000000000000000e+05    2.51192730357919026574e+03    8.22635144334338110639e+03
2.44500000000000000000e+05    2.69115085872248073429e+03    7.76840001669332559686e+03
2.44800000000000000000e+05    2.89310093825737249063e+03    7.32200304041221261286e+03
2.45100000000000000000e+05    3.12035910229814862760e+03    6.88929684854275546968e+03
2.45400000000000000000e+05    3.37570245576147681277e+03    6.47210394624376203865e+03
2.45700000000000000000e+05    3.66209401374305525678e+03    6.07193025906702769134e+03
2.46000000000000000000e+05    3.98266631934485394595e+03    5.68996879594373785949e+03
2.46300000000000000000e+05    4.34069734112252444902e+03    5.32710920068050927512e+03
2.46600000000000000000e+05    4.73957778514815618109e+03    4.98395250896680954611e+03
2.46900000000000000000e+05    5.18276913849394168210e+03    4.66083030691567819304e+03
2.47200000000000000000e+05    5.67375202336857546470e+03    4.35782740708674464258e+03
2.47500000000000000000e+05    6.21596478607619974355e+03    4.07480712007658303264e+03
2.47800000000000000000e+05    6.81273266811946359667e+03    3.81143820273026040013e+03
2.48100000000000000000e+05    7.46718839646406286192e+03    3.56722260407343856059e+03
2.48400000000000000000e+05    8.18218556653959876712e+03    3.34152320153927666979e+03
2.48700000000000000000e+05    8.96020674727945515770e+03    3.13359081603677213934e+03
2.49000000000000000000e+05    9.80326877767267797026e+03    2.94258990727525679176e+03
2.49300000000000000000e+05    1.07128282090632983454e+04    2.76762247287358604808e+03
2.49600000000000000000e+05    1.16896902346306633262e+04    2.60774979897647517646e+03
2.49900000000000000000e+05    1.27339246963358345965e+04    2.46201183011489411001e+03
2.50200000000000000000e+05    1.38447928347733632108e+04    2.32944403680411051027e+03
2.50500000000000000000e+05    1.50206883230138773797e+04    2.20909175713905096927e+03
2.50800000000000000000e+05    1.62590957890420195326e+04    2.10002207103895989349e+03
2.51100000000000000000e+05    1.75565694860153489572e+04    2.00133333169832303611e+03
2.51400000000000000000e+05    1.89087340355533124239e+04    1.91216252821130410666e+03
2.51700000000000000000e+05    2.03103082834628585260e+04    1.83169068713453361852e+03
2.52000000000000000000e+05    2.17551523208739090478e+04    1.75914654047285603156e+03
2.52300000000000000000e+05    2.32363366982176230522e+04    1.69380869517674454983e+03
2.52600000000000000000e+05    2.47462318615750882600e+04    1.63500653690137278318e+03
2.52900000000000000000e+05    2.62766149368079968554e+04    1.58212009070254771359e+03
2.53200000000000000000e+05    2.78187902361433698388e+04    1.53457904564043496976e+03
2.53500000000000000000e+05    2.93637193124289842672e+04    1.49186113083026339154e+03
2.53800000000000000000e+05    3.09021560702940987539e+04    1.45349000896065172128e+03
2.54100000000000000000e+05    3.24247823750910174567e+04    1.41903283104579782048e+03
2.54400000000000000000e+05    3.39223397753597673727e+04    1.38809757424509189150e+03
2.54700000000000000000e+05    3.53857533510992652737e+04    1.36033026375420581644e+03
2.55000000000000000000e+05    3.68062442823592646164e+04    1.33541216058189502291e+03
2.55300000000000000000e+05    3.81754284542267705547e+04    1.31305697980299578376e+03
2.55600000000000000000e+05    3.94853992229336872697e+04    1.29300818877550909747e+03
2.55900000000000000000e+05    4.07287933100455629756e+04    1.27503642185306057399e+03
2.56200000000000000000e+05    4.18988396168744511670e+04    1.25893703723953694862e+03
2.56500000000000000000e+05    4.29893915151197070372e+04    1.24452783268052894528e+03
2.56800000000000000000e+05    4.39949438366284666699e+04    1.23164692948581568999e+03
2.57100000000000000000e+05    4.49106363294509428670e+04    1.22015082872687389681e+03
2.57400000000000000000e+05    4.57322457536651345436e+04    1.20991263914627597842e+03
2.57700000000000000000e+05    4.64561690529760962818e+04    1.20082047315098725448e+03
2.58000000000000000000e+05    4.70794001594725414179e+04    1.19277600505144391718e+03
2.58300000000000000000e+05    4.75995029784480138915e+04    1.18569318428304086410e+03
2.58600000000000000000e+05    4.80145829720321562490e+04    1.17949709555733466004e+03
2.58900000000000000000e+05    4.83232595318069070345e+04    1.17412295760863639771e+03
2.59200000000000000000e+05    4.85246410204475905630e+04    1.16951525232027597667e+03
2.59500000000000000000e+05    4.86183039898727074615e+04    1.16562697644549325560e+03
2.59800000000000000000e+05    4.86042776670592720620e+04    1.16241900881038191073e+03
2.60100000000000000000e+05    4.84830343561725021573e+04    1.15985958674574044380e+03
2.60400000000000000000e+05    4.82554859534029237693e+04    1.15792388650051020704e+03
2.60700000000000000000e+05    4.79229863241724233376e+04    1.15659370351280426803e+03
2.61000000000000000000e+05    4.74873388655514645507e+04    1.15585722963688726850e+03
2.61300000000000000000e+05    4.69508081835583361681e+04    1.15570892573608648490e+03
2.61600000000000000000e+05    4.63161344687676100875e+04    1.15614948945008768533e+03
2.61900000000000000000e+05    4.55865488672862411477e+04    1.15718591943409205669e+03
2.62200000000000000000e+05    4.47657879300479471567e+04    1.15883167895581414086e+03
2.62500000000000000000e+05    4.38581050930906058056e+04    1.16110696343724202961e+03
2.62800000000000000000e+05    4.28682771050105511677e+04    1.16403907835779637026e+03
2.63100000000000000000e+05    4.18016033827959181508e+04    1.16766293591262569862e+03
2.63400000000000000000e+05    4.06638964480693975929e+04    1.17202168096419472931e+03
2.63700000000000000000e+05    3.94614618723497842439e+04    1.17716745915728938598e+03
2.64000000000000000000e+05    3.82010665369683774770e+04    1.18316234260586588789e+03
2.64300000000000000000e+05    3.68898944794207345694e+04    1.19007943132048421830e+03
2.64600000000000000000e+05    3.55354901356133050285e+04    1.19800415153774815735e+03
2.64900000000000000000e+05    3.41456893729875664576e+04    1.20703577533972747915e+03
2.65200000000000000000e+05    3.27285393139610096114e+04    1.21728918940103812929e+03
2.65500000000000000000e+05    3.12922085396774382389e+04    1.22889694434591979189e+03
2.65800000000000000000e+05    2.98448898060944738972e+04    1.24201161998555016908e+03
2.66100000000000000000e+05    2.83946978638556320220e+04    1.25680854555412611262e+03
2.66400000000000000000e+05    2.69495653193514044688e+04    1.27348891784811894468e+03
2.66700000000000000000e+05    2.55171396819230321853e+04    1.29228336372284957179e+03
2.67000000000000000000e+05    2.41046847945843073830e+04    1.31345599647720723624e+03
2.67300000000000000000e+05    2.27189897361709445249e+04    1.33730901794802775839e+03
2.67600000000000000000e+05    2.13662880156798091775e+04    1.36418791923568051061e+03
2.67900000000000000000e+05    2.00521894698536889337e+04    1.39448733238198201434e+03
2.68200000000000000000e+05    1.87816267477523651905e+04    1.42865758239224123827e+03
2.68500000000000000000e+05    1.75588176541024222388e+04    1.46721198297723640280e+03
2.68800000000000000000e+05    1.63872439648094041331e+04    1.51073490939690123014e+03
2.69100000000000000000e+05    1.52696466634186435840e+04    1.55989066679585721431e+03
2.69400000000000000000e+05    1.42080369156848282728e+04    1.61543315129898678606e+03
2.69700000000000000000e+05    1.32037215356609140144e+04    1.67821627267506801218e+03
2.70000000000000000000e+05    1.22573412290392316208e+04    1.74920507035220521175e+03
2.70300000000000000000e+05    1.13689195475648448337e+04    1.82948740782385607417e+03
2.70600000000000000000e+05    1.05379202625396446820e+04    1.92028607305215996348e+03
2.70900000000000000000e+05    9.76331076670459333400e+03    2.02297104373948195644e+03
2.71200000000000000000e+05    9.04362913465268502478e+03    2.13907159622452763870e+03
2.71500000000000000000e+05    8.37705259790447234991e+03    2.27028784596438254084e+03
2.71800000000000000000e+05    7.76146540232915140223e+03    2.41850120781115128921e+03
2.72100000000000000000e+05    7.19452429028023561841e+03    2.58578315858739188116e+03
2.72400000000000000000e+05    6.67372016430446547020e+03    2.77440157732949865022e+03
2.72700000000000000000e+05    6.19643482123102239711e+03    2.98682383622802262835e+03
2.73000000000000000000e+05    5.75999197494385771279e+03    3.22571572574189258376e+03
2.73300000000000000000e+05    5.36170209671356133185e+03    3.49393523029154039250e+03
2.73600000000000000000e+05    4.99890088112907687901e+03    3.79452013745057138294e+03
2.73900000000000000000e+05    4.66898138508088231902e+03    4.13066847564073941612e+03
2.74200000000000000000e+05    4.36942008244348926382e+03    4.50571084503653855791e+03
2.74500000000000000000e+05    4.09779722704897631047e+03    4.92307384473089950916e+03
2.74800000000000000000e+05    3.85181202297633399212e+03    5.38623401485483918805e+03
2.75100000000000000000e+05    3.62929316791217297578e+03    5.89866201007500148989e+03
2.75400000000000000000e+05    3.42820536753115538886e+03    6.46375710013975731272e+03
2.75700000000000000000e+05    3.24665242240298493925e+03    7.08477254657725643483e+03
2.76000000000000000000e+05    3.08287746993969722098e+03    7.76473291722443809704e+03
2.76300000000000000000e+05    2.93526092820972826303e+03    8.50634494883163097256e+03
2.76600000000000000000e+05    2.80231664139543590863e+03    9.31190412168013790506e+03
2.76900000000000000000e+05    2.68268667288623737477e+03    1.01831996317561988690e+04
2.77200000000000000000e+05    2.57513513530060117773e+03    1.11214208943228259159e+04
2.77500000000000000000e+05    2.47854139014204611158e+03    1.21270690456641677883e+04
2.77800000000000000000e+05    2.39189289556986750540e+03    1.31998770883649704047e+04
2.78100000000000000000e+05    2.31427793047629074863e+03    1.43387423179737506871e+04
2.78400000000000000000e+05    2.24487837769900897911e+03    1.55416744546964036999e+04
2.78700000000000000000e+05    2.18296270927737077727e+03    1.68057624767645647808e+04
2.79000000000000000000e+05    2.12787928232640388160e+03    1.81271625227769727644e+04
2.79300000000000000000e+05    2.07905002523119355828e+03    1.95011084261150099337e+04
2.79600000000000000000e+05    2.03596457014033012456e+03    2.09219455088246977539e+04
2.79900000000000000000e+05    1.99817486872797780961e+03    2.23831872512709705916e+04
2.80200000000000000000e+05    1.96529031340632377578e+03    2.38775934318694635294e+04
2.80500000000000000000e+05    1.93697337508844680087e+03    2.53972673654645768693e+04
2.80800000000000000000e+05    1.91293576072245878095e+03    2.69337690235432201007e+04
2.81100000000000000000e+05    1.89293508866929732903e+03    2.84782401496088714339e+04
