      0.50     10.00      5.00      1.00        231.246       2.09e-11       6.07e+08
      0.60      5.00      3.00      0.00        118.131       1.21e-08       3.52e+11
      1.75      4.00      7.00      1.00        179.085       3.24e-08       9.41e+11
      0.50      8.00      4.00      0.00        174.194       2.24e-13       6.51e+06
      0.44      9.00      4.00      0.00        184.189       4.12e-10       1.20e+10
      0.60      5.00      3.00      0.00        116.115       8.58e-09       2.49e+11
      0.31     13.00      4.00      0.00        242.311       1.96e-14       5.69e+05
      0.27     15.00      4.00      1.00        283.363       8.34e-08       2.42e+12
      0.38     13.00      5.00      0.00        258.311       8.21e-19       2.38e+01
      1.00      6.00      6.00      0.00        176.124       3.61e-14       1.05e+06
      0.50     10.00      5.00      1.00        228.222       3.28e-08       9.53e+11
      1.80      5.00      9.00      2.00        240.125       3.19e-16       9.26e+03
      0.46     13.00      6.00      0.00        273.302       6.41e-14       1.86e+06
      0.31     13.00      4.00      0.00        240.296       1.22e-10       3.54e+09
      0.33      9.00      3.00      0.00        170.206       6.95e-09       2.02e+11
      0.38     13.00      5.00      0.00        257.303       2.32e-10       6.72e+09
      1.20      5.00      6.00      0.00        166.129       3.32e-18       9.62e+01
      1.40      5.00      7.00      0.00        180.113       2.55e-14       7.39e+05
      0.29     14.00      4.00      0.00        254.322       2.91e-15       8.45e+04
      0.56      9.00      5.00      0.00        204.220       1.28e-15       3.71e+04
      0.86      7.00      6.00      1.00        201.134       8.94e-10       2.59e+10
      0.29     14.00      4.00      0.00        253.314       5.22e-10       1.51e+10
      1.33      3.00      4.00      0.00        108.093       1.42e-11       4.12e+08
      1.80      5.00      9.00      1.00        226.118       2.05e-08       5.94e+11
      0.56      9.00      5.00      0.00        203.212       2.73e-08       7.92e+11
      0.30     10.00      3.00      0.00        186.248       1.88e-11       5.44e+08
      1.00      6.00      6.00      1.00        191.139       6.31e-11       1.83e+09
      0.60     10.00      6.00      1.00        245.229       6.25e-09       1.81e+11
      0.67      6.00      4.00      0.00        146.141       1.51e-08       4.37e+11
      0.80      5.00      4.00      0.00        134.131       4.19e-10       1.21e+10
      1.25      4.00      5.00      0.00        134.087       9.65e-09       2.80e+11
      0.44      9.00      4.00      0.00        186.205       1.93e-08       5.59e+11
      0.30     10.00      3.00      0.00        186.248       8.45e-11       2.45e+09
      0.17     12.00      2.00      0.00        194.270       3.78e-08       1.10e+12
      0.38      8.00      3.00      0.00        158.195       1.50e-10       4.34e+09
      1.80      5.00      9.00      1.00        227.126       1.57e-16       4.56e+03
      0.67      6.00      4.00      0.00        142.109       6.15e-08       1.78e+12
      0.38     13.00      5.00      0.00        258.311       4.08e-16       1.18e+04
      0.29     14.00      4.00      0.00        254.322       6.92e-13       2.01e+07
      1.14      7.00      8.00      1.00        233.132       2.74e-14       7.94e+05
      0.50      8.00      4.00      0.00        172.179       6.69e-10       1.94e+10
      0.71      7.00      5.00      0.00        174.151       2.69e-13       7.81e+06
      0.36     14.00      5.00      0.00        269.313       3.08e-09       8.94e+10
      0.83      6.00      5.00      0.00        162.141       5.36e-12       1.56e+08
      0.46     13.00      6.00      0.00        274.310       1.01e-20       2.93e-01
      0.40     10.00      4.00      1.00        213.230       1.37e-08       3.98e+11
      1.50      4.00      6.00      1.00        165.101       2.89e-12       8.39e+07
      0.36     14.00      5.00      0.00        270.322       2.98e-10       8.66e+09
      2.00      5.00     10.00      2.00        256.124       5.14e-15       1.49e+05
      1.14      7.00      8.00      1.00        235.148       1.08e-11       3.14e+08
      1.00      5.00      5.00      0.00        146.098       4.53e-09       1.31e+11
      1.00      3.00      3.00      0.00         92.094       6.59e-08       1.91e+12
      0.36     14.00      5.00      0.00        271.329       1.03e-10       2.98e+09
      0.67      6.00      4.00      0.00        146.141       1.80e-10       5.23e+09
      0.57      7.00      4.00      0.00        160.168       5.19e-12       1.50e+08
      1.20      5.00      6.00      1.00        180.136       6.25e-10       1.81e+10
      1.57      7.00     11.00      2.00        294.129       1.55e-13       4.51e+06
      1.60      5.00      8.00      2.00        224.126       1.27e-11       3.67e+08
      2.40      5.00     12.00      3.00        301.122       1.15e-13       3.33e+06
      0.38     13.00      5.00      0.00        258.311       9.28e-16       2.69e+04
