#                     time          SMEAR_TEMP_168.dat                SMEAR_RH.dat                SMEAR_CS.dat             SMEAR_PRESS.dat               SA_ground.dat                     NH3.dat
9.70000000000000000000e+01  -8.59999999999999986677e-01  1.00000000000000000000e+02  1.78319500000000000575e-03  9.89750000000000000000e+02  4.98829726562500000000e+04  2.00000000000000000000e+00
9.70069444444444428655e+01  -1.03000000000000002665e+00  1.00000000000000000000e+02  1.73192019841271189866e-03  9.90139993605115932951e+02  6.40664166402447153814e+04  2.28792688726010506883e+00
9.70138888888888857309e+01  -1.04000000000000003553e+00  1.00000000000000000000e+02  1.68064539682542400841e-03  9.90369987210230760866e+02  7.82498606242394307628e+04  2.89377355155384075047e+00
9.70208333333333285964e+01  -1.10000479616305746333e+00  1.00000000000000000000e+02  1.62937059523813590131e-03  9.90620091127098135075e+02  9.24333046082341606962e+04  2.32734603602562284408e+00
9.70277777777777714618e+01  -1.17000319744210634632e+00  9.94200159872105331260e+01  1.51276608465621001734e-03  9.90990003197442092642e+02  1.02756966126594619709e+05  2.74395033218177442080e+00
9.70347222222222285382e+01  -1.33999680255789366257e+00  9.86699872102315822531e+01  1.39455510582002072811e-03  9.91040047961631557882e+02  1.13080627623405365739e+05  2.00000000000000000000e+00
9.70416666666666714036e+01  -1.32999040767388532203e+00  9.77100143884891707557e+01  1.27634412698407321597e-03  9.91250023980815285540e+02  1.23404289099591202103e+05  3.55634245616493771536e+00
9.70486111111111142691e+01  -1.43999840127884448648e+00  9.70799712230192000106e+01  1.22557230555553581079e-03  9.91370020783375025530e+02  1.30041208358060801402e+05  3.00082221820528616263e+00
9.70555555555555571345e+01  -1.55998081534797461423e+00  9.70198848920878447188e+01  1.17820077777775942228e-03  9.91709987210232043253e+02  1.36678127616530400701e+05  3.33405313478745712885e+00
9.70625000000000000000e+01  -1.71999999999999997335e+00  9.65000000000000000000e+01  1.13275880952380236105e-03  9.91899999999999977263e+02  1.43315046875000000000e+05  2.00000000000000000000e+00
9.70694444444444428655e+01  -1.73997442046396599835e+00  9.59100383693040470234e+01  1.11218671957671790679e-03  9.92130012789767988579e+02  1.38883070320756203728e+05  2.18331838866110894415e+00
9.70763888888888857309e+01  -1.77000639488462185867e+00  9.56200383693077355929e+01  1.09161462962963345252e-03  9.92130015987211550055e+02  1.34451093766512407456e+05  2.00000000000000000000e+00
9.70833333333333285964e+01  -1.92999999999999993783e+00  9.53199136690649595494e+01  1.07209238095238050190e-03  9.92550115107913370593e+02  1.30019117212268625735e+05  2.38151268993927400786e+00
9.70902777777777714618e+01  -1.91998721023157403742e+00  9.43100543565158062620e+01  1.07339198412698317610e-03  9.92899980815347362295e+02  1.33513687493487668689e+05  2.00000000000000000000e+00
9.70972222222222285382e+01  -2.08999680255789321848e+00  9.43099968025578903053e+01  1.07469158730158866923e-03  9.93129929656273702676e+02  1.37008257819012331311e+05  2.05375008279540338663e+00
9.71041666666666714036e+01  -2.15002398081528678375e+00  9.44000000000000056843e+01  1.07576007936507271438e-03  9.93319937649880330355e+02  1.40502828043538494967e+05  2.18336813174011012961e+00
9.71111111111111142691e+01  -2.29000479616346641620e+00  9.38200463629135015253e+01  1.06743005291004837594e-03  9.93519984012788427208e+02  1.25926505154025668162e+05  2.18278250493793279929e+00
9.71180555555555571345e+01  -2.29000000000000003553e+00  9.36299552358119342443e+01  1.05910002645502425433e-03  9.93470038369304120351e+02  1.11350182264512841357e+05  2.00000000000000000000e+00
9.71250000000000000000e+01  -2.27000000000000001776e+00  9.34599999999999937472e+01  1.05076999999999991589e-03  9.93720000000000027285e+02  9.67738593750000000000e+04  2.00000000000000000000e+00
9.71319444444444428655e+01  -2.37003197442004243101e+00  9.37599744204639762302e+01  1.03870650793651112843e-03  9.93860108713028125749e+02  8.25053906515803391812e+04  2.00000000000000000000e+00
9.71388888888888857309e+01  -2.44000479616346632739e+00  9.35900639488462218196e+01  1.02664301587302212414e-03  9.94329980815346175405e+02  6.82369219281606783625e+04  2.00000000000000000000e+00
9.71458333333333285964e+01  -2.56998561151082771659e+00  9.33700287769783443537e+01  1.01457952380953333668e-03  9.94519976019184696270e+02  5.39684532047410175437e+04  3.77129969502319184471e+00
9.71527777777777714618e+01  -2.64003836930527802096e+00  9.40499776179052560110e+01  1.04286640211637094897e-03  9.94839948840926354023e+02  5.45259934885443290113e+04  2.22187690086413125456e+00
9.71597222222222285382e+01  -2.72998721023157386867e+00  9.40399936051157965267e+01  1.07214550264552377010e-03  9.95159974420463072420e+02  5.50835338552056709887e+04  2.00000000000000000000e+00
9.71666666666666714036e+01  -2.83004316546751644168e+00  9.42200239808152844034e+01  1.10142460317461652643e-03  9.95279923261391104461e+02  5.56410741889895798522e+04  2.43111960093132761784e+00
9.71736111111111142691e+01  -2.91000799360577744324e+00  9.40799999999999982947e+01  1.09052703703703466991e-03  9.95520006394884603651e+02  5.03158893030763865681e+04  2.13232484983736814144e+00
9.71805555555555571345e+01  -3.00995523581194035501e+00  9.43100191846520345962e+01  1.07760375661375765177e-03  9.95839929656275899106e+02  4.49907044171631932841e+04  2.71902941852668433853e+00
9.71875000000000000000e+01  -3.06000000000000005329e+00  9.43299999999999982947e+01  1.06468047619048063364e-03  9.96009999999999990905e+02  3.96655195312500000000e+04  2.00000000000000000000e+00
9.71944444444444428655e+01  -3.07996802557995774663e+00  9.43401406874481835985e+01  1.06424622222222198947e-03  9.96090121502796137065e+02  3.34920651156670282944e+04  2.17986626489313817245e+00
9.72013888888888857309e+01  -3.04999999999999982236e+00  9.44099984012788411292e+01  1.06478094444444428869e-03  9.96440019184653920092e+02  2.73186107000840493129e+04  2.59839350103239041800e+00
9.72083333333333285964e+01  -3.13001918465222939147e+00  9.44099088729019086941e+01  1.06611222222221450721e-03  9.96580052757793623641e+02  2.11451562845010776073e+04  5.50497838749258594504e+00
9.72152777777777714618e+01  -3.21997442046314841235e+00  9.40800575539579142514e+01  1.08324185185183947955e-03  9.96890047961631580620e+02  2.62924466049910770380e+04  2.00000000000000000000e+00
9.72222222222222285382e+01  -3.26999680255789337835e+00  9.38400351718631782205e+01  1.10037148148149979687e-03  9.97160051159073645977e+02  3.14397369887589229620e+04  2.00000000000000000000e+00
9.72291666666666714036e+01  -3.31000959232611480232e+00  9.41599952038369423235e+01  1.11776404761906996907e-03  9.97300057553956662559e+02  3.65870273721339326585e+04  2.00000000000000000000e+00
9.72361111111111142691e+01  -3.43998880895191172513e+00  9.47999952038365307772e+01  1.14584936507937992095e-03  9.97349990407673089976e+02  4.16659101751726193470e+04  2.00000000000000000000e+00
9.72430555555555571345e+01  -3.50997442046396601611e+00  9.44900063948840056582e+01  1.17393468253969008967e-03  9.97399968025579937603e+02  4.67447929782113133115e+04  2.00000000000000000000e+00
9.72500000000000000000e+01  -3.60999999999999987566e+00  9.43799999999999954525e+01  1.20202000000000004155e-03  9.97480000000000018190e+02  5.18236757812500000000e+04  2.00000000000000000000e+00
9.72569444444444428655e+01  -3.49004476418805964499e+00  9.41999552358119416340e+01  1.17666285714286382447e-03  9.97650140687448129029e+02  6.00810156096176287974e+04  1.05903835977131226542e+01
9.72638888888888857309e+01  -3.41000959232693290346e+00  9.39999680255768907955e+01  1.15130571428572782422e-03  9.98010012789769234587e+02  6.83383554379852575948e+04  1.21377969887989713982e+01
9.72708333333333285964e+01  -3.30999040767388530426e+00  9.40100143884891821244e+01  1.12594857142859160713e-03  9.98020038369304415937e+02  7.65956952663528791163e+04  8.11703670582489422713e+00
9.72777777777777714618e+01  -3.20999999999999996447e+00  9.40100000000000051159e+01  1.12816407407407095533e-03  9.98289955235810452905e+02  9.13921432015926693566e+04  4.90933832912727385889e+00
9.72847222222222285382e+01  -2.99999040767368052585e+00  9.37100479616315880094e+01  1.13105759259259455209e-03  9.98309987210231497556e+02  1.06188591173407330643e+05  1.07307729632332922165e+01
9.72916666666666714036e+01  -2.86002398081528674822e+00  9.39700815347719782267e+01  1.13395111111111229416e-03  9.98370000000000004547e+02  1.20985039332781074336e+05  2.32087634042663415457e+00
9.72986111111111142691e+01  -2.65999520383653376143e+00  9.26699392485960942167e+01  1.11562516666665863599e-03  9.98470011191048115506e+02  1.69347817888520716224e+05  8.71510634372583758989e+00
9.73055555555555571345e+01  -2.53994884092793204999e+00  9.22200895283761212795e+01  1.09622933333332578214e-03  9.98769878497203876577e+02  2.17710596444260358112e+05  2.04739060292781838157e+00
9.73125000000000000000e+01  -2.27999999999999980460e+00  9.22500000000000000000e+01  1.08001642857143685152e-03  9.98929999999999949978e+02  2.66073375000000000000e+05  3.38378198120406681326e+00
9.73194444444444428655e+01  -2.10996163069594899753e+00  9.28696802557995795269e+01  1.10482793650793832164e-03  9.99060012789767938557e+02  3.44342479020861326717e+05  4.49278233501629831181e+00
9.73263888888888857309e+01  -1.90999200639422261894e+00  9.19800463629135123256e+01  1.12963944444443957493e-03  9.99110000000000013642e+02  4.22611583041722595226e+05  2.00000000000000000000e+00
9.73333333333333285964e+01  -1.63000479616305726793e+00  9.08001870503592414252e+01  1.15279761904762338524e-03  9.99079971223021743754e+02  5.00880687062583921943e+05  3.90782334641051942725e+00
9.73402777777777714618e+01  -1.39001918465263885061e+00  8.97701215028000376606e+01  1.14316468253968937970e-03  9.99140009592326350685e+02  5.19584604131810890976e+05  2.48052591601512517627e+00
