#                     time          SMEAR_TEMP_168.dat                SMEAR_RH.dat                SMEAR_CS.dat             SMEAR_PRESS.dat               SA_ground.dat                     NH3.dat
1.05000000000000000000e+02  7.28000000000000024869e+00  3.77400000000000019895e+01  1.04974500000000001837e-02  9.99309999999999945430e+02  3.55694750000000000000e+05  2.00000000000000000000e+00
1.05006944444444442865e+02  6.74996163069594867778e+00  3.93700127897680118849e+01  1.04820928571428620413e-02  9.99459910471623970807e+02  3.46545177100377797615e+05  2.00000000000000000000e+00
1.05013888888888885731e+02  6.42999360511537787488e+00  3.92700175859327131889e+01  1.04667357142857221641e-02  9.99280033573144237380e+02  3.37395604200755653437e+05  2.00000000000000000000e+00
1.05020833333333328596e+02  6.76997601918471225702e+00  3.93500575539566881389e+01  1.04513785714285840217e-02  9.99350000000000022737e+02  3.28246031301133451052e+05  2.00000000000000000000e+00
1.05027777777777771462e+02  5.81001918465263855751e+00  4.08299776179052500424e+01  1.04378159259259396807e-02  9.99310035171863091819e+02  3.04823458376982598566e+05  2.00000000000000000000e+00
1.05034722222222228538e+02  5.50001918465263894831e+00  4.29301854516421741437e+01  1.04242974074073985191e-02  9.99410012789768416042e+02  2.81400885373017401434e+05  2.00000000000000000000e+00
1.05041666666666671404e+02  5.11004316546751713446e+00  4.42800431654675179516e+01  1.04107788888888833784e-02  9.99449913669065040267e+02  2.57978312376362038776e+05  2.00000000000000000000e+00
1.05048611111111114269e+02  5.42000639488462176985e+00  4.41900191846538632490e+01  1.04450333611111265131e-02  9.99270025579538469174e+02  2.35855140542574692518e+05  2.00000000000000000000e+00
1.05055555555555557135e+02  5.28999360511599192591e+00  4.55598848920878509716e+01  1.04816965555555689782e-02  9.99299987210231961399e+02  2.13731968708787346259e+05  2.00000000000000000000e+00
1.05062500000000000000e+02  5.04000000000000003553e+00  4.63599999999999994316e+01  1.05173264285714357369e-02  9.99169999999999959073e+02  1.91608796875000000000e+05  5.08949212267518547037e+00
1.05069444444444442865e+02  4.72001918465202496833e+00  4.78300575539560739458e+01  1.05396379365079381762e-02  9.99189993605116001163e+02  1.98519135403793596197e+05  2.00000000000000000000e+00
1.05076388888888885731e+02  4.35000479616346602540e+00  4.89299840127884451135e+01  1.05619494444444388809e-02  9.99119988808951916326e+02  2.05429473932587163290e+05  2.00000000000000000000e+00
1.05083333333333328596e+02  4.05999520383694179060e+00  4.71097218225426743743e+01  1.05860892063491789788e-02  9.98970081534772020859e+02  2.12339812461380759487e+05  2.00000000000000000000e+00
1.05090277777777771462e+02  3.91001278976842625568e+00  4.71500191846526348627e+01  1.06464893386242955703e-02  9.98950028776979024769e+02  1.98818432316864491440e+05  2.00000000000000000000e+00
1.05097222222222228538e+02  3.78996802557893541774e+00  4.83301151079158302082e+01  1.07068894708995353271e-02  9.99009923261389417348e+02  1.85297052058135508560e+05  2.00000000000000000000e+00
1.05104166666666671404e+02  3.14003357314140174594e+00  5.14997841726624159264e+01  1.07800595238099952006e-02  9.98810062350119665098e+02  1.71775671910782373743e+05  2.00000000000000000000e+00
1.05111111111111114269e+02  2.98997601918266875387e+00  5.36900031974423086467e+01  1.13725396825399976963e-02  9.98869982414067294485e+02  1.78178395857188239461e+05  2.00000000000000000000e+00
1.05118055555555557135e+02  2.61006394884008452451e+00  5.48998337330157752945e+01  1.19650198412699984574e-02  9.98709987210232043253e+02  1.84581119803594134282e+05  2.00000000000000000000e+00
1.05125000000000000000e+02  2.64000000000000012434e+00  5.48400000000000034106e+01  1.25574999999999992184e-02  9.98549999999999954525e+02  1.90983843750000000000e+05  2.00000000000000000000e+00
1.05131944444444442865e+02  2.30996163069594917516e+00  5.51502621902443479485e+01  1.22688392857143620251e-02  9.98639891286971874251e+02  1.89818656252170592779e+05  2.00000000000000000000e+00
1.05138888888888885731e+02  2.42000319744231084940e+00  5.42999616306922661124e+01  1.19801785714287248319e-02  9.98519969624298028066e+02  1.88653468754341185559e+05  2.00000000000000000000e+00
1.05145833333333328596e+02  2.22003357314140181700e+00  5.53700767386089154343e+01  1.16915178571430876386e-02  9.98420067146282804060e+02  1.87488281256511778338e+05  2.00000000000000000000e+00
1.05152777777777771462e+02  2.38000959232631936757e+00  5.40300319744210639783e+01  1.16088951322752143708e-02  9.98459964828136889992e+02  1.74011739608447591309e+05  2.00000000000000000000e+00
1.05159722222222228538e+02  2.20999680255789332506e+00  5.50299712230210431585e+01  1.15313389153438600881e-02  9.98270035171863128198e+02  1.60535197891552408691e+05  2.00000000000000000000e+00
1.05166666666666671404e+02  2.20997122302165571739e+00  5.62498129496407628380e+01  1.14537826984126636654e-02  9.98170023980815244613e+02  1.47058656194730981952e+05  2.00000000000000000000e+00
1.05173611111111114269e+02  2.75000639488462184090e+00  5.33499856115096022791e+01  1.13784207407407259027e-02  9.98260012789769234587e+02  1.37169088504820654634e+05  2.00000000000000000000e+00
1.05180555555555557135e+02  2.73005115907206796777e+00  5.14501918465202550124e+01  1.13031694179894226515e-02  9.98230083133492144043e+02  1.27279520814910327317e+05  2.00000000000000000000e+00
1.05187500000000000000e+02  1.86000000000000009770e+00  5.31700000000000017053e+01  1.12279180952381211350e-02  9.98330000000000040927e+02  1.17389953125000000000e+05  2.00000000000000000000e+00
1.05194444444444442865e+02  2.34969304556759261970e+00  5.41204476418805882076e+01  1.10590817777778457204e-02  9.98130083133492121306e+02  1.29262708311215901631e+05  2.00000000000000000000e+00
1.05201388888888885731e+02  1.59001278976924353969e+00  5.81499824140672885164e+01  1.08829845555556293385e-02  9.98229980815346152667e+02  1.41135463497431803262e+05  2.00000000000000000000e+00
1.05208333333333328596e+02  1.14979376498853236299e+00  5.79499424460433161244e+01  1.07141782539682661052e-02  9.98199980815347771568e+02  1.53008218683647719445e+05  2.00000000000000000000e+00
1.05215277777777771462e+02  4.10063948842129599726e-01  5.78795427657787797671e+01  1.06899752116402287777e-02  9.97990025579536904843e+02  1.32524604204839008162e+05  2.00000000000000000000e+00
1.05222222222222228538e+02  -1.00009592326319438071e-01  6.32100191846526371364e+01  1.06657721693121428780e-02  9.98129945643484234097e+02  1.12040989545160991838e+05  2.00000000000000000000e+00
1.05229166666666671404e+02  2.80000000000000026645e-01  6.31899184652280254682e+01  1.06938639682556818622e-02  9.98030057553956680749e+02  9.15573749932244827505e+04  2.00000000000000000000e+00
1.05236111111111114269e+02  3.60004796163466311842e-01  6.37099952038365344720e+01  1.28486126455037881489e-02  9.98129982414067285390e+02  9.03449973913163266843e+04  2.00000000000000000000e+00
1.05243055555555557135e+02  6.89987210231982950326e-01  6.24000703437240886728e+01  1.50033613227518944355e-02  9.98070051159072136215e+02  8.91326197894081560662e+04  2.00000000000000000000e+00
1.05250000000000000000e+02  5.60000000000000053291e-01  6.14200000000000017053e+01  1.71581100000000007222e-02  9.98029999999999972715e+02  8.79202421875000000000e+04  2.00000000000000000000e+00
1.05256944444444442865e+02  9.50108713028144147295e-01  6.07902749800123629598e+01  1.79264764021161981944e-02  9.98129961630695902386e+02  1.16917166612649089075e+05  2.00000000000000000000e+00
1.05263888888888885731e+02  1.58999520383653369926e+00  6.10899760191826715072e+01  1.86948428042323956666e-02  9.98070019184653915545e+02  1.45914091037798178149e+05  2.00000000000000000000e+00
1.05270833333333328596e+02  1.86000959232611484673e+00  6.02898225419668776226e+01  1.94632092063485931388e-02  9.98219980815347753378e+02  1.74911015462947281776e+05  2.00000000000000000000e+00
1.05277777777777771462e+02  2.35996163069472197904e+00  5.87699968025578982633e+01  1.87008822751331231504e-02  9.98270025579536877558e+02  2.07084656190042675007e+05  2.00000000000000000000e+00
1.05284722222222228538e+02  2.71000319744210660389e+00  5.72500863309368739351e+01  1.79009153439147680742e-02  9.98270025579536877558e+02  2.39258296934957324993e+05  2.00000000000000000000e+00
1.05291666666666671404e+02  3.13994724220636900469e+00  5.57401486810547837081e+01  1.71009484126980471075e-02  9.98260057553956698939e+02  2.71431938989828224294e+05  2.00000000000000000000e+00
1.05298611111111114269e+02  3.68999999999999994671e+00  5.41698800959133421884e+01  1.60354940555551064851e-02  9.98240011191048097317e+02  5.38014542659885482863e+05  2.00000000000000000000e+00
1.05305555555555557135e+02  3.90999360511599158841e+00  5.31298657074358260388e+01  1.49566537777773601869e-02  9.98320006394884103429e+02  8.04597146329942741431e+05  2.00000000000000000000e+00
1.05312500000000000000e+02  4.12999999999999989342e+00  5.34799999999999968736e+01  1.39843176190477553461e-02  9.98240000000000009095e+02  1.07117975000000000000e+06  2.00000000000000000000e+00
1.05319444444444442865e+02  4.40003836930405167749e+00  5.32599488409279331336e+01  1.43847012169312470087e-02  9.98149942446043951350e+02  1.28668124959854828194e+06  2.00000000000000000000e+00
1.05326388888888885731e+02  4.68999360511537854990e+00  5.21600479616346603962e+01  1.47850848148147386713e-02  9.98130015987211550055e+02  1.50218274919709633105e+06  2.00000000000000000000e+00
1.05333333333333328596e+02  4.75002398081528731666e+00  5.17800191846522324113e+01  1.51557292063493054268e-02  9.98309956834532385983e+02  1.71768424879564438015e+06  2.00000000000000000000e+00
1.05340277777777771462e+02  4.82998401278946776216e+00  5.02900735411684465248e+01  1.49365460052911618039e-02  9.98289964828136817232e+02  2.29128533226439636201e+06  2.00000000000000000000e+00
1.05347222222222228538e+02  4.94999040767368114757e+00  5.08499680255789385797e+01  1.47173628042325706222e-02  9.98259999999999990905e+02  2.86488641773560363799e+06  2.00000000000000000000e+00
1.05354166666666671404e+02  5.58995683453248304318e+00  4.95799328537171959397e+01  1.44928635714282206398e-02  9.98190004796163066203e+02  3.43848750035307928920e+06  2.00000000000000000000e+00
