#                     time          SMEAR_TEMP_168.dat                SMEAR_RH.dat                SMEAR_CS.dat             SMEAR_PRESS.dat               SA_ground.dat                     NH3.dat
9.30000000000000000000e+01  -2.49000000000000021316e+00  9.64399999999999977263e+01  6.25632500000000008056e-03  9.73070000000000050022e+02  1.18984757812500000000e+05  3.95138427125256352923e+00
9.30069444444444428655e+01  -2.64000000000000012434e+00  9.65099680255799654560e+01  5.99268247354504349916e-03  9.73150070343724109989e+02  1.18484023438432806870e+05  4.14745914345783095456e+00
9.30138888888888857309e+01  -2.75999840127884432661e+00  9.62099999999999937472e+01  5.72903994709008691777e-03  9.73309984012788390828e+02  1.17983289064365613740e+05  3.75116005222654047557e+00
9.30208333333333285964e+01  -2.86999520383694273207e+00  9.60999856115108173071e+01  5.46539742063513033637e-03  9.73330014388489189514e+02  1.17482554690298406058e+05  5.20881491696261278435e+00
9.30277777777777714618e+01  -2.91999999999999992895e+00  9.60699872102315737266e+01  5.51845624338617897486e-03  9.73609952038368419380e+02  1.13379244799313411932e+05  5.47340797609189699813e+00
9.30347222222222285382e+01  -2.99000639488421304790e+00  9.58800063948842051786e+01  5.57930280423284824520e-03  9.73610035171863160031e+02  1.09275934888186588068e+05  2.47917592814022036407e+00
9.30416666666666714036e+01  -3.12999520383694251890e+00  9.57800191846522324113e+01  5.64014936507939261545e-03  9.73699971223021748301e+02  1.05172624981653687428e+05  2.44956604453268900201e+00
9.30486111111111142691e+01  -3.24999840127884453977e+00  9.52700015987211514812e+01  5.71610294444447643303e-03  9.73780004796163439096e+02  1.01889825508602458285e+05  2.00000000000000000000e+00
9.30555555555555571345e+01  -3.34998721023198298141e+00  9.50600191846520345962e+01  5.79281822222225181024e-03  9.73899961630695884196e+02  9.86070260355512291426e+04  3.12046169584845412004e+00
9.30625000000000000000e+01  -3.43000000000000015987e+00  9.50900000000000034106e+01  5.86790238095239932714e-03  9.73960000000000036380e+02  9.53242265625000000000e+04  2.67986919477908980269e+00
9.30694444444444428655e+01  -3.54001278976801714293e+00  9.49500255795360317279e+01  5.92196322751323191852e-03  9.73920031974419998733e+02  1.16449218710646833642e+05  7.17483959615146904554e+00
9.30763888888888857309e+01  -3.62999840127884443319e+00  9.48700000000000045475e+01  5.97602407407406364254e-03  9.74160004796163434548e+02  1.37574210858793667285e+05  4.90819975960666443626e+00
9.30833333333333285964e+01  -3.73000959232611473126e+00  9.46699808153477704309e+01  6.02541555555557474533e-03  9.74240052757793591809e+02  1.58699203006940486375e+05  3.40644797152106404425e+00
9.30902777777777714618e+01  -3.84999040767368061466e+00  9.40000095923263216946e+01  5.98219796296299392846e-03  9.74489974420463113347e+02  1.57571885418767487863e+05  2.59991038802631813098e+00
9.30972222222222285382e+01  -3.93000319744210679929e+00  9.35399968025578942843e+01  5.93898037037032464069e-03  9.74589977617905333318e+02  1.56444567706232512137e+05  3.74947105597355978546e+00
9.31041666666666714036e+01  -3.96001918465222946253e+00  9.38900000000000005684e+01  5.89731055555557225761e-03  9.74580000000000040927e+02  1.55317249943274917314e+05  2.79533681425206204096e+00
9.31111111111111142691e+01  -3.93999680255768902626e+00  9.42399984012788394239e+01  5.91858370370371492108e-03  9.74689998401278899109e+02  1.45167137983016611543e+05  3.05898988698582252610e+00
9.31180555555555571345e+01  -3.98000639488400853594e+00  9.41500319744200453442e+01  5.93985685185185758456e-03  9.74650044764188010049e+02  1.35017026022758305771e+05  3.15202570405303328371e+00
9.31250000000000000000e+01  -4.04999999999999982236e+00  9.32000000000000028422e+01  5.96113000000000024803e-03  9.74830000000000040927e+02  1.24866914062500000000e+05  4.81425619172052865480e+00
9.31319444444444428655e+01  -4.11001918465202553676e+00  9.33500191846520266381e+01  5.90539587301588779489e-03  9.74870076738608076994e+02  1.32557161444007389946e+05  2.95760515664695855520e+00
9.31388888888888857309e+01  -4.20999680255768904402e+00  9.39699968025576879427e+01  5.84966174603177620911e-03  9.75029998401278817255e+02  1.40247408825514779892e+05  2.00000000000000000000e+00
9.31458333333333285964e+01  -4.24000959232611496219e+00  9.41400000000000005684e+01  5.79392761904766375597e-03  9.75039990407673826667e+02  1.47937656207022140734e+05  2.00000000000000000000e+00
9.31527777777777714618e+01  -4.34999999999999964473e+00  9.39400095923263194209e+01  5.77959280423281842459e-03  9.75129974420463099705e+02  1.56587197900547762401e+05  2.85668097220035033246e+00
9.31597222222222285382e+01  -4.47999680255789378691e+00  9.42100191846526371364e+01  5.76627600529099580695e-03  9.75110051159073691451e+02  1.65236739599452237599e+05  2.75806815515426606567e+00
9.31666666666666714036e+01  -4.54999999999999982236e+00  9.43700191846522358219e+01  5.75295920634920007752e-03  9.75270014388489130397e+02  1.73886281140980543569e+05  2.74133839974195181455e+00
9.31736111111111142691e+01  -4.62000159872115556681e+00  9.44599920063942164461e+01  5.67196351851850279202e-03  9.75360019184653879165e+02  1.54378872323153715115e+05  3.46273578206124721390e+00
9.31805555555555571345e+01  -4.68000639488400782540e+00  9.44599999999999937472e+01  5.58755544973545559967e-03  9.75500108713028112106e+02  1.34871463505326857558e+05  4.40470288267882992272e+00
9.31875000000000000000e+01  -4.78000000000000024869e+00  9.46099999999999994316e+01  5.50314738095240927468e-03  9.75720000000000027285e+02  1.15364054687500000000e+05  2.37980693219125516435e+00
9.31944444444444428655e+01  -4.80002557953603403718e+00  9.45900000000000034106e+01  5.43505833333335873492e-03  9.75740070343724141821e+02  1.19246640617767232470e+05  3.01557519523217631985e+00
9.32013888888888857309e+01  -4.89000159872115514048e+00  9.48600015987211548918e+01  5.36823541666669491745e-03  9.75760015987211545507e+02  1.23129226548034479492e+05  2.57947043656552521540e+00
9.32083333333333285964e+01  -4.95000959232611492666e+00  9.49899952038369406182e+01  5.30295031746033391357e-03  9.75870000000000004547e+02  1.27011812478301711963e+05  4.21089414042215359757e+00
9.32152777777777714618e+01  -4.98999680255789357375e+00  9.49199968025578897368e+01  5.26816526455028966147e-03  9.76070006394884217116e+02  1.07148968787015503040e+05  2.00000000000000000000e+00
9.32222222222222285382e+01  -5.05999999999999960920e+00  9.49900031974421068526e+01  5.23338021164017428571e-03  9.76289968025578900779e+02  8.72861249629844969604e+04  2.47266851859041869588e+00
9.32291666666666714036e+01  -5.06999520383694246561e+00  9.49000095923261142161e+01  5.19995753968255716715e-03  9.76439942446043346536e+02  6.74232813635267521022e+04  2.28680379322709859125e+00
9.32361111111111142691e+01  -5.07999680255768915060e+00  9.50299952038365347562e+01  5.22193835978837072459e-03  9.76529988808951884494e+02  8.77372058048511680681e+04  6.30576608096602164721e+00
9.32430555555555571345e+01  -5.04999999999999982236e+00  9.50499999999999971578e+01  5.24391917989418514939e-03  9.76639955235811953571e+02  1.08051130246175598586e+05  2.27752640236791314976e+00
9.32500000000000000000e+01  -5.00000000000000000000e+00  9.51299999999999954525e+01  5.26589999999999957420e-03  9.76740000000000009095e+02  1.28365054687500000000e+05  2.68752185774811236385e+00
9.32569444444444428655e+01  -4.97998721023198331892e+00  9.51800063948840175954e+01  5.27673994708994370528e-03  9.77019910471623916237e+02  1.24081770841312551056e+05  3.52192782183109454053e+00
9.32638888888888857309e+01  -4.94000159872115585102e+00  9.50200031974423069414e+01  5.28757989417988870373e-03  9.77079976019182709024e+02  1.19798486995125087560e+05  2.00000000000000000000e+00
9.32708333333333285964e+01  -4.78000959232611499772e+00  9.47000047961630571081e+01  5.29841984126983283482e-03  9.77139976019184700817e+02  1.15515203148937638616e+05  3.05799506469849147194e+00
9.32777777777777714618e+01  -4.70999999999999996447e+00  9.46399968025578885999e+01  5.25566693121697764424e-03  9.77259955235810480190e+02  1.24423218733399422490e+05  2.00000000000000000000e+00
9.32847222222222285382e+01  -4.54000319744210667494e+00  9.44800000000000039790e+01  5.21159616402113237688e-03  9.77379968025578932611e+02  1.33331234391600562958e+05  4.40272692189398995311e+00
9.32916666666666714036e+01  -4.44999040767388542861e+00  9.44599999999999937472e+01  5.16752539682537644777e-03  9.77459976019184750839e+02  1.42239250351818656782e+05  2.00000000000000000000e+00
9.32986111111111142691e+01  -4.35998880895191209817e+00  9.42899936051153844119e+01  5.12886377777776146514e-03  9.77539988808951875399e+02  2.05191968984545790590e+05  2.32649755636325838992e+00
9.33055555555555571345e+01  -4.14003197442004200468e+00  9.36000639488400736354e+01  5.09047488888887331160e-03  9.77600000000000022737e+02  2.68144687617272895295e+05  2.67633635762907839961e+00
