               215.203                           9.218                        4448.414
               254.322                          12.263                        6313.729
               146.141                           8.874                        4205.185
               228.285                          12.734                        6515.740
               254.322                          10.283                        5143.197
               156.179                           9.325                        4438.157
               271.329                          10.214                        5109.303
               254.365                          12.594                        6481.666
               252.306                          10.520                        5352.980
               158.152                           9.512                        4595.874
               202.248                           9.634                        4656.306
               148.114                           9.957                        4785.112
               270.278                          14.012                        7340.264
               199.204                           8.516                        4053.289
               256.338                          13.421                        6948.052
               147.149                           9.409                        4413.917
               219.149                           8.782                        4191.311
               243.276                           9.664                        4725.915
               148.114                          11.348                        5715.279
               269.313                           9.289                        4582.164
               191.096                           8.597                        4026.782
               186.248                          10.286                        5035.754
               231.203                          10.707                        5352.890
               224.296                          10.856                        5440.331
               179.128                          11.630                        5714.627
               286.364                          15.360                        8041.276
               218.247                          10.633                        5285.785
               133.123                           8.760                        4059.051
               254.322                           9.300                        4598.809
               174.194                          10.261                        5040.157
               166.129                          14.142                        7238.224
               184.232                           9.322                        4492.878
               146.141                          10.275                        4971.209
               231.203                          10.707                        5352.890
               176.167                          12.162                        6147.621
               118.131                           9.075                        4208.483
               118.131                           9.153                        4290.827
               118.131                           8.886                        4085.680
               186.248                          10.623                        5235.630
               120.104                          10.109                        4840.241
               184.232                           8.169                        3893.936
               290.227                           9.953                        4949.140
               179.128                          11.326                        5500.058
               188.221                          11.460                        5771.816
               215.203                           9.226                        4538.609
               144.125                           9.665                        4630.581
               142.109                           8.400                        3949.575
               161.176                           9.834                        4693.608
               170.206                           8.959                        4330.681
               184.232                           9.556                        4662.652
               160.168                           9.679                        4699.244
               144.125                           9.938                        4815.129
               136.103                          10.872                        5316.665
               136.037                          10.690                        5281.989
               224.126                          11.802                        5865.118
               224.126                          11.802                        5865.118
               213.143                          18.274                        9560.794
               302.277                          18.761                        9929.921
               256.295                          15.344                        8013.841
               158.152                           9.632                        4617.198
               197.143                          14.548                        7450.653
               220.220                          15.950                        8343.678
               187.213                          10.083                        4921.491
