#                     time          SMEAR_TEMP_168.dat                SMEAR_RH.dat                SMEAR_CS.dat             SMEAR_PRESS.dat               SA_ground.dat                     NH3.dat               All_J.dat.csv
9.84027777777800025660e+01  4.14004476418899969303e+00  6.00901790567600002646e+01  3.80217365079400012456e-03  9.93929980815300041286e+02  1.34610254155399999581e+06  2.00000000000000000000e+00  9.99999999999999954748e-07
9.84097222222199974340e+01  4.84995523581099963195e+00  6.02501566746599976909e+01  3.84174706349199980918e-03  9.93850038369300023078e+02  1.40630008344600000419e+06  2.00000000000000000000e+00  1.41585259214111987888e-04
9.84166666666699967436e+01  4.59993285371700011410e+00  5.85598561151100014399e+01  3.88132047618999992747e-03  9.94019952038399992489e+02  1.46649762556500011124e+06  2.00000000000000000000e+00  9.99999999999999954748e-07
9.84236111111100058224e+01  4.78999840127900000653e+00  5.86099632294099990304e+01  3.93524314814799967138e-03  9.94129971222999984093e+02  1.56757366704299999401e+06  2.00000000000000000000e+00  9.99999999999999954748e-07
9.84305555555600051321e+01  5.13988489208800025665e+00  5.75704284572300011291e+01  3.98988931216899978677e-03  9.94219904076700004225e+02  1.66864970852199988440e+06  2.00000000000000000000e+00  1.47015178739355991192e-03
9.84375000000000000000e+01  5.01999999999999957367e+00  5.66300000000000025580e+01  4.04453547618999990215e-03  9.94179999999999949978e+02  1.76972575000000000000e+06  2.00000000000000000000e+00  3.53099107913713015135e-04
9.84444444444399948679e+01  5.40012789768000001089e+00  5.65996866506799989338e+01  4.09662288888900001649e-03  9.93950102318099993681e+02  1.78765862496699998155e+06  2.00000000000000000000e+00  4.36092097518801964651e-03
9.84513888888899941776e+01  5.30004316547100007284e+00  5.54599776179000016896e+01  4.14851177777799968310e-03  9.94040004796200037163e+02  1.80559149993299995549e+06  2.00000000000000000000e+00  5.60679806184010993270e-03
9.84583333333300032564e+01  5.40016786570700002557e+00  5.32498417266199979281e+01  4.20023619047599997695e-03  9.93979937649899966345e+02  1.82352437489999993704e+06  2.00000000000000000000e+00  1.63071002846944985987e-02
9.84652777777800025660e+01  5.88000959232600006743e+00  5.05099328537200022993e+01  4.24869849206300012612e-03  9.93900041566699997020e+02  1.77239870842900010757e+06  2.00000000000000000000e+00  2.13138169638346017254e-02
9.84722222222199974340e+01  7.15996482813700030334e+00  4.91299488409299982550e+01  4.29716079365100034337e-03  9.93930047961600052986e+02  1.72127304157099989243e+06  2.99157200052000016299e+00  2.33158277988855001939e-02
9.84791666666699967436e+01  7.28994724220599987774e+00  4.72802973621099980051e+01  4.34612753968299965479e-03  9.93990004796199968951e+02  1.67014737520699994639e+06  5.81104535939900035402e+00  2.52510731239761997136e-02
9.84861111111100058224e+01  7.51999840127900043285e+00  4.62200479616300015095e+01  4.41560835978800029361e-03  9.94129977617899953657e+02  1.70726054180500004441e+06  2.94275985521300009751e+00  2.28437431573283999953e-02
9.84930555555600051321e+01  8.03999999999999914735e+00  4.48601278976800017517e+01  4.48508917989400013315e-03  9.94080031974399958017e+02  1.74437370840199990198e+06  2.28595836494499993208e+00  1.80295377952669998167e-02
9.85000000000000000000e+01  8.23000000000000042633e+00  4.42599999999999980105e+01  4.55456999999999997270e-03  9.94080000000000040927e+02  1.78148687500000000000e+06  3.57673023849299998034e+00  1.57646116872016996135e-02
9.85069444444399948679e+01  8.36992326139199960267e+00  4.27800703437199985046e+01  4.60569433862399995466e-03  9.93910095923299991227e+02  1.75386929171800008044e+06  3.24000406895199999369e+00  2.22825477195824003807e-02
9.85138888888899941776e+01  8.17002078337499959559e+00  4.32700271782600012216e+01  4.65681867724900000471e-03  9.93959992006399943421e+02  1.72625170843599992804e+06  2.00000000000000000000e+00  1.42108775754192992458e-02
9.85208333333300032564e+01  7.96000959232600013848e+00  4.28499856115100001830e+01  4.70794301587299998668e-03  9.93990028777000020455e+02  1.69863412515400000848e+06  2.00000000000000000000e+00  1.97712680623946986114e-02
9.85277777777800025660e+01  8.87996163069499999665e+00  4.21199296562700027380e+01  4.68079047619099960359e-03  9.93940006394900024134e+02  1.71565899996799998917e+06  2.00000000000000000000e+00  1.91657916840919997914e-02
9.85347222222199974340e+01  9.12000639488399933441e+00  4.02500415667499993333e+01  4.65171309523799980656e-03  9.93999990407700011019e+02  1.73268387503200001083e+06  2.00000000000000000000e+00  3.04631595227926009473e-02
9.85416666666699967436e+01  8.95991846522800017283e+00  4.06900575539600026787e+01  4.62263571428600007762e-03  9.93959961630700036039e+02  1.74970874997200001962e+06  2.00000000000000000000e+00  4.01409799176076012572e-02
9.85486111111100058224e+01  8.83999520383700065906e+00  3.91200959232700000712e+01  4.70346900000000005260e-03  9.93910020783400000255e+02  1.74461199998100008816e+06  2.00000000000000000000e+00  3.06524626202932005958e-02
9.85555555555600051321e+01  9.29981454836399912267e+00  3.92000383693000031826e+01  4.78984399999999969910e-03  9.94060025579500006643e+02  1.73951524999099993147e+06  2.00000000000000000000e+00  3.81408086834872997462e-02
9.85625000000000000000e+01  9.48000000000000042633e+00  3.77100000000000008527e+01  4.87197738095200040542e-03  9.94029999999999972715e+02  1.73441850000000000000e+06  2.00000000000000000000e+00  3.05447523392757998295e-02
9.85694444444399948679e+01  9.77016626698400081352e+00  3.70599424460399973213e+01  4.89944100529100031588e-03  9.94030038369299973056e+02  1.67057525011899997480e+06  2.00000000000000000000e+00  4.17820532130614014088e-02
9.85763888888899941776e+01  9.65999360511499993720e+00  3.76199840127899989284e+01  4.92690462963000022634e-03  9.94019996802599962393e+02  1.60673200023799994960e+06  2.00000000000000000000e+00  3.30073398595628966778e-02
9.85833333333300032564e+01  9.51001438848899915968e+00  3.64302062350099973287e+01  4.95204095238100001908e-03  9.94099942446000000018e+02  1.54288875035699992441e+06  2.00000000000000000000e+00  5.05070097733784986738e-02
9.85902777777800025660e+01  9.84998721023199941271e+00  3.58699712230200020713e+01  4.93101912698399973134e-03  9.93970073541200008549e+02  1.56203904163099988364e+06  2.00000000000000000000e+00  7.97824350327710068997e-02
9.85972222222199974340e+01  9.47009592326300086995e+00  3.63499072741799977848e+01  4.90999730158700031096e-03  9.94049961630699954185e+02  1.58118933336900011636e+06  2.00000000000000000000e+00  7.84282911340788979615e-02
9.86041666666699967436e+01  9.96997122302200011745e+00  3.61099376498800026525e+01  4.89895214285700035528e-03  9.93950062350099983632e+02  1.60033962419199990109e+06  2.00000000000000000000e+00  5.63158166950490021718e-02
9.86111111111100058224e+01  9.55001758593300031919e+00  3.62199920063900009382e+01  5.29362476190500027412e-03  9.94069979216600017935e+02  1.45569354112800001167e+06  2.00000000000000000000e+00  6.59498648836474021806e-02
9.86180555555600051321e+01  1.00599552358099995075e+01  3.53100255795400030934e+01  5.68829738095200012488e-03  9.94179948840900010509e+02  1.31104745806399988942e+06  2.00000000000000000000e+00  7.93974069242776997468e-02
9.86250000000000000000e+01  9.60999999999999943157e+00  3.58699999999999974420e+01  6.08297000000000004372e-03  9.94149999999999977263e+02  1.16640137500000000000e+06  2.00000000000000000000e+00  6.70690197740179960828e-02
9.86319444444399948679e+01  8.54001918465199949537e+00  3.79001151079099969365e+01  5.82963005290999987384e-03  9.94080095923299950300e+02  1.09340122930300002918e+06  2.00000000000000000000e+00  7.41797247688543021082e-02
9.86388888888899941776e+01  8.51999840127900043285e+00  3.84999920063900020750e+01  5.57629010581999970397e-03  9.94179979216600031577e+02  1.02040108360500005074e+06  2.00000000000000000000e+00  6.35285617822839016045e-02
9.86458333333300032564e+01  8.75012949640299986243e+00  3.79501774580299979789e+01  5.32295015873000040146e-03  9.94109928057599972817e+02  9.47400937907999963500e+05  2.00000000000000000000e+00  7.55244239101807990355e-02
9.86527777777800025660e+01  9.38004796163200005310e+00  3.79200319744199987326e+01  5.34269978835999991007e-03  9.93890057554000009077e+02  8.79144729293899959885e+05  2.00000000000000000000e+00  4.82619214264990992191e-02
9.86597222222199974340e+01  9.54000639488399926336e+00  3.74999392486000004965e+01  5.36916473545000043355e-03  9.93909974420500020642e+02  8.10888520706100040115e+05  2.00000000000000000000e+00  1.32268554639027001441e-02
9.86666666666699967436e+01  9.06005275779400065517e+00  3.74000527577900001575e+01  5.39562968254000008966e-03  9.93830023980799978744e+02  7.42632312411400023848e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.86736111111100058224e+01  8.69999360511500086091e+00  3.89400543565200010221e+01  5.58242351851899985815e-03  9.93799993605099984961e+02  7.26769749940900015645e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.86805555555600051321e+01  8.55000639488400082655e+00  3.94599616307000005122e+01  5.77730116402100021822e-03  9.93640057554000009077e+02  7.10907187470500008203e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.86875000000000000000e+01  8.57000000000000028422e+00  4.01599999999999965894e+01  5.97217880952399977901e-03  9.93679999999999949978e+02  6.95044625000000000000e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.86944444444399948679e+01  8.61999999999999921840e+00  4.02298721023200016589e+01  6.10306066666699981171e-03  9.93550095923299977585e+02  6.92679729171099956147e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87013888888899941776e+01  8.53999680255800086570e+00  4.02900239808200026914e+01  6.22897733333300021585e-03  9.93649987210200038135e+02  6.90314833342100027949e+05  2.00000000000000000000e+00  8.55034725781821970669e-03
9.87083333333300032564e+01  8.51001918465200013486e+00  4.04600191846500010229e+01  6.33786904761900020400e-03  9.93659966426900041370e+02  6.87949937513199984096e+05  2.00000000000000000000e+00  1.99778938031521004215e-02
9.87152777777800025660e+01  8.51999360511599945767e+00  4.11598912869700015449e+01  6.10909920634900016623e-03  9.93699993605099962224e+02  6.44609104247399955057e+05  2.51656965593099979372e+00  1.32954350400191993048e-02
9.87222222222199974340e+01  8.48000319744200048433e+00  4.12799968025599994803e+01  5.88032936507900012846e-03  9.93740031974400039871e+02  6.01268270752600044943e+05  2.57836075216600013604e+00  4.23516556816789027651e-03
9.87291666666699967436e+01  8.38000000000000078160e+00  4.11500911270999978342e+01  5.65409269841299962772e-03  9.93800057553999977245e+02  5.57927437449299963191e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87361111111100058224e+01  8.22000000000000063949e+00  4.11800127897699965729e+01  5.53087179894199993530e-03  9.93989985611499946572e+02  5.48851062466199975461e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87430555555600051321e+01  8.14005755395599983615e+00  4.13199232613900022670e+01  5.40765089947100024287e-03  9.93820063948799997888e+02  5.39774687483099987730e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87500000000000000000e+01  8.07000000000000028422e+00  4.15700000000000002842e+01  5.28442999999999968308e-03  9.93840000000000031832e+02  5.30698312500000000000e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87569444444399948679e+01  7.93999360511600027479e+00  4.19700191846499990334e+01  5.23843132275100039491e-03  9.93949891287000014017e+02  4.89597406326600001194e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87638888888899941776e+01  7.71999840127899972231e+00  4.18400143884899975433e+01  5.19243264550300030746e-03  9.93799995203799994670e+02  4.48496500153100001626e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87708333333300032564e+01  7.58998561151099959687e+00  4.23199088729000010289e+01  5.14643396825400015193e-03  9.93710000000000036380e+02  4.07395593979700002819e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87777777777800025660e+01  7.42999040767400042995e+00  4.25599744204600014541e+01  5.91057015872899996906e-03  9.93760028777000002265e+02  3.93459375026000023354e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87847222222199974340e+01  7.29001278976800026754e+00  4.44504540367800018430e+01  6.69462769841300004564e-03  9.93780051159100025870e+02  3.79523156223999976646e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.87916666666699967436e+01  7.22002398081500018634e+00  4.89095491606699965814e+01  7.47868523809600005414e-03  9.93860062350099951800e+02  3.65586937674499989953e+05  2.30873518461000015733e+00  4.77537707452327028768e-03
9.87986111111100058224e+01  6.67000959232700019186e+00  5.29800351718699999992e+01  6.80808158333299964088e-03  9.93939995203799981027e+02  3.96808052199699974153e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.88055555555600051321e+01  6.62998721023199966140e+00  5.54098337330200010342e+01  6.06413366666600037874e-03  9.94009891286999959448e+02  4.28029166724800015800e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.88125000000000000000e+01  6.48000000000000042633e+00  5.62500000000000000000e+01  5.40419428571400038697e-03  9.93820000000000050022e+02  4.59250281250000000000e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.88194444444399948679e+01  6.42001918465200027697e+00  5.73000447641899981477e+01  5.82703158730200031223e-03  9.93829961630700040587e+02  4.50024010433899995405e+05  2.00000000000000000000e+00  1.85087777384325001713e-04
9.88263888888899941776e+01  6.15000000000000035527e+00  5.99898673061399989592e+01  6.24986888888900016942e-03  9.93649996802599957846e+02  4.40797739617699990049e+05  2.00000000000000000000e+00  1.65002374077158993002e-03
9.88333333333300032564e+01  5.90000000000000035527e+00  6.13699472422100029689e+01  6.64025095238099990341e-03  9.93600067146300034437e+02  4.31571468801599985454e+05  2.73243656215400010367e+00  9.99999999999999954748e-07
9.88402777777800025660e+01  5.84000319744199991590e+00  6.24499168665100015119e+01  6.38693746031800037993e-03  9.93410054356500040740e+02  4.17805572942300001159e+05  4.13584321180300040766e+00  9.99999999999999954748e-07
9.88472222222199974340e+01  5.89997761790499986034e+00  6.30000799360499996737e+01  6.13362396825399992101e-03  9.93589961630700031492e+02  4.04039677057699998841e+05  2.00000000000000000000e+00  1.66834787923522990735e-03
9.88541666666699967436e+01  5.92997601918500016893e+00  6.31399664268599991601e+01  5.88331888888899996043e-03  9.93559952038399956109e+02  3.90273780938800016884e+05  2.00000000000000000000e+00  3.30629875330340017650e-03
9.88611111111100058224e+01  5.88998721023100024752e+00  6.32599872102300011534e+01  5.75535592592600012823e-03  9.93439990407699951902e+02  3.34594400834199972451e+05  2.00000000000000000000e+00  5.13927964722203016283e-04
9.88680555555600051321e+01  5.41006394884000041401e+00  6.44597761790600003451e+01  5.62739296296300029604e-03  9.93269999999999981810e+02  2.78915020729599986225e+05  2.00000000000000000000e+00  5.13101879859192977484e-03
9.88750000000000000000e+01  4.65000000000000035527e+00  7.04300000000000068212e+01  5.49942999999999959648e-03  9.93309999999999945430e+02  2.23235640625000000000e+05  3.82742767681099982369e+00  1.02710504619292009379e-03
9.88819444444399948679e+01  4.40000639488399958310e+00  7.18100319744199993011e+01  5.45971108465599999637e-03  9.93150083133499947508e+02  2.58867041600299999118e+05  4.29313666156399964535e+00  9.99999999999999954748e-07
9.88888888888899941776e+01  4.30000159872099985137e+00  7.45999664268599929073e+01  5.41999216931200039626e-03  9.93010027178299992556e+02  2.94498442575599998236e+05  2.45068361554899993848e+00  1.06520475624252990328e-03
9.88958333333300032564e+01  4.23998081534799986514e+00  7.63201055155900007776e+01  5.38027325396799992879e-03  9.92989942445999986376e+02  3.30129843550899997354e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.89027777777800025660e+01  4.07999680255800001305e+00  7.78999744204599977593e+01  5.43386174603199996469e-03  9.92779993605100003151e+02  2.74224307395800016820e+05  2.00000000000000000000e+00  4.16255541758756963250e-03
9.89097222222199974340e+01  3.86999040767399993257e+00  8.01699424460399967529e+01  5.48974468253999973999e-03  9.92590019184700054211e+02  2.18318770729200012283e+05  2.00000000000000000000e+00  3.68156844617159020525e-03
9.89166666666699967436e+01  3.58002398081500006199e+00  8.17795923261400048432e+01  5.54562761904800038265e-03  9.92539985611500014784e+02  1.62413234353400010150e+05  2.00000000000000000000e+00  2.29226629114696010825e-03
9.89236111111100058224e+01  3.37999840127899986442e+00  8.39399488409199960870e+01  5.49514722222200005519e-03  9.92180017585900031918e+02  1.58555401027299987618e+05  2.00000000000000000000e+00  6.26964103028026988745e-03
9.89305555555600051321e+01  3.31999360511600016821e+00  8.51599808153499964192e+01  5.43930396825399991440e-03  9.92000134292600023400e+02  1.54697567701099993428e+05  2.03977990351300020322e+00  1.78180882001599994076e-03
9.89375000000000000000e+01  3.29000000000000003553e+00  8.52199999999999988631e+01  5.38346071428599977360e-03  9.91779999999999972715e+02  1.50839734375000000000e+05  2.00000000000000000000e+00  9.17164407387221033334e-05
9.89444444444399948679e+01  3.21999360511600007939e+00  8.55100703437200024837e+01  9.34458099999799923774e-03  9.91759904076699967845e+02  1.44529005220099992584e+05  2.00000000000000000000e+00  2.59796698141440997321e-03
9.89513888888899941776e+01  2.95000799360599996746e+00  8.76999664268600014339e+01  1.36173622500000007784e-02  9.91649968025599946486e+02  1.38218276065200014273e+05  2.00000000000000000000e+00  6.37483038011171006948e-03
9.89583333333300032564e+01  3.03995683453200005175e+00  8.65601438848899960021e+01  1.75703074603200011528e-02  9.91429980815300041286e+02  1.31907546910300006857e+05  2.00000000000000000000e+00  1.52641388753715998711e-02
9.89652777777800025660e+01  3.06998721023200005220e+00  8.70800319744199953220e+01  1.51798378836000003034e-02  9.91280022382100014511e+02  1.57676885368599992944e+05  2.00000000000000000000e+00  1.03237429115395993456e-02
9.89722222222199974340e+01  3.01999040767399984375e+00  8.67800383693100059190e+01  1.27893683068799994540e-02  9.91060044764200029022e+02  1.83446224006400007056e+05  2.00000000000000000000e+00  8.26797307477803930520e-03
9.89791666666699967436e+01  2.99999520383699991299e+00  8.73800911271000018132e+01  1.04348808730200005856e-02  9.90980028777000029550e+02  2.09215562296599993715e+05  2.12533697369699980939e+00  9.99999999999999954748e-07
9.89861111111100058224e+01  2.87000639488499986740e+00  8.89700015987200032441e+01  9.54366724867699960100e-03  9.91019993605100012246e+02  1.72820494656099996064e+05  2.38967209245699985232e+00  9.99999999999999954748e-07
9.89930555555600051321e+01  2.93994884092799990682e+00  8.79999232613899948774e+01  8.65245362433800062341e-03  9.91010140687400053139e+02  1.36425427015499997651e+05  2.28168436623800019447e+00  1.64699613034157999478e-04
9.90000000000000000000e+01  3.18999999999999994671e+00  8.68900000000000005684e+01  7.76123999999999997917e-03  9.90860000000000013642e+02  1.00030359375000000000e+05  2.00000000000000000000e+00  5.91241183435914016697e-03
9.90069444444399948679e+01  3.00999999999999978684e+00  8.89699680255800018358e+01  6.87002637566200020230e-03  9.90510012789800043720e+02  1.09907658835800000816e+05  2.81948906273800004030e+00  5.68631977236060039832e-03
9.90138888888899941776e+01  2.87000159872100013558e+00  8.97599552358099970206e+01  5.97881275132300035735e-03  9.90599979216599990650e+02  1.19784958296500000870e+05  2.79753405201799987267e+00  5.43900226548272962279e-03
9.90208333333300032564e+01  2.79998561151100000544e+00  9.03399856115100021725e+01  5.08759912698499971312e-03  9.90370047961599993869e+02  1.29662257757300001686e+05  2.00000000000000000000e+00  5.63046864489231968509e-03
9.90277777777800025660e+01  2.73000959232600015625e+00  9.04699648281399930738e+01  5.10409455026500022412e-03  9.90330022382099969036e+02  1.11561903679600000032e+05  2.00000000000000000000e+00  6.69392256958219970114e-03
9.90347222222199974340e+01  2.79001278976799982345e+00  8.94000031974400002355e+01  5.14291068783100015910e-03  9.90289974420500016095e+02  9.34615494454400031827e+04  2.00000000000000000000e+00  1.72906042831548001706e-03
9.90416666666699967436e+01  2.79000000000000003553e+00  8.95400239808199955860e+01  5.18172682539700009408e-03  9.90319985611499987499e+02  7.53611953663299937034e+04  2.00000000000000000000e+00  9.99999999999999954748e-07
9.90486111111100058224e+01  2.84000639488500006280e+00  8.86599952038399976573e+01  5.23354686111099972473e-03  9.90439985611499992046e+02  8.49929792025500064483e+04  2.52363506397799985947e+00  9.99999999999999954748e-07
9.90555555555600051321e+01  2.82000639488399995614e+00  8.81199552358099964522e+01  5.28602255555600010484e-03  9.90369910471599951052e+02  9.46247630387800018070e+04  2.00000000000000000000e+00  6.89265833563244031783e-04
9.90625000000000000000e+01  2.87999999999999989342e+00  8.77199999999999988631e+01  5.33711761904800009032e-03  9.90009999999999990905e+02  1.04256546875000000000e+05  2.00000000000000000000e+00  8.43282123600722945123e-03
9.90694444444399948679e+01  2.85000639488400020483e+00  8.77900383693000065932e+01  5.37041788359800004865e-03  9.89949955235799961883e+02  1.20960630177200000617e+05  2.00000000000000000000e+00  1.37046846552883998943e-02
9.90763888888899941776e+01  2.92999200639399992596e+00  8.78599520383699967851e+01  5.40371814814800000698e-03  9.89799993605099984961e+02  1.37664713479400001233e+05  2.00000000000000000000e+00  5.97321948190765016767e-03
9.90833333333300032564e+01  2.81000479616300014030e+00  8.79000479616299941199e+01  5.43630253968300017342e-03  9.89590076738600032513e+02  1.54368796781599987298e+05  2.00000000000000000000e+00  7.14503346087146020554e-03
9.90902777777800025660e+01  2.79999680255800020845e+00  8.83899936051199972553e+01  5.45468878306900033931e-03  9.89540047961599952941e+02  1.39664484402400004910e+05  2.00000000000000000000e+00  1.58201440312631010088e-02
9.90972222222199974340e+01  2.56999680255799978212e+00  8.95700127897700042467e+01  5.47307502645499963784e-03  9.89480000000000018190e+02  1.24960171847599995090e+05  2.48140102881500013154e+00  9.99999999999999954748e-07
9.91041666666699967436e+01  2.54000479616300012253e+00  8.96799856115100055831e+01  5.49455380952400002786e-03  9.89389995203800026502e+02  1.10255859468399998150e+05  2.41592192918399994994e+00  9.99999999999999954748e-07
9.91111111111100058224e+01  2.50000479616300008701e+00  8.99300335731399940187e+01  5.64179587301600043298e-03  9.89279968025600055626e+02  1.26971536520599998767e+05  2.00000000000000000000e+00  9.99999999999999954748e-07
9.91180555555600051321e+01  2.31000639488400016930e+00  9.18698976818599959415e+01  5.78903793650799997073e-03  9.88770083133499952055e+02  1.43687213572800013935e+05  2.00000000000000000000e+00  6.76009100914689957385e-03
9.91250000000000000000e+01  2.12000000000000010658e+00  9.30799999999999982947e+01  5.93628000000000037584e-03  9.88549999999999954525e+02  1.60402890625000000000e+05  3.48974288809499988417e+00  9.05233464108528944336e-03
9.91319444444399948679e+01  1.97999999999999998224e+00  9.39899872102299980270e+01  6.12958026454999988647e-03  9.88439942446000031850e+02  1.43687859406100003980e+05  3.60199510500300013049e+00  1.03041997712901992404e-03
9.91388888888899941776e+01  1.94999680255799989759e+00  9.40799856115099970566e+01  6.32288052910000026446e-03  9.88260006394899960469e+02  1.26972828187299994170e+05  2.70798166732399980816e+00  7.64763505988525979506e-03
9.91458333333300032564e+01  1.86000479616299996266e+00  9.44899376498800052104e+01  6.51618079365099984318e-03  9.88160028776999979527e+02  1.10257796968399998150e+05  4.45857482915799963052e+00  9.99999999999999954748e-07
9.91527777777800025660e+01  2.00999040767400005691e+00  9.34297953637099993784e+01  6.63775925925899970559e-03  9.88040038369299963961e+02  1.02923877617799997097e+05  2.00000000000000000000e+00  2.01651003155825991539e-03
9.91597222222199974340e+01  1.82999680255800001305e+00  9.38800703437299972620e+01  6.75757407407400010474e-03  9.87939980815300032191e+02  9.55899583196699968539e+04  2.00000000000000000000e+00  9.99999999999999954748e-07
9.91666666666699967436e+01  1.76000479616300009589e+00  9.47801294963999936272e+01  6.87738888888899963653e-03  9.87919961630699958732e+02  8.82560391089399927296e+04  2.49791314991200019691e+00  4.25915692828993976138e-03
9.91736111111100058224e+01  1.84999680255800003081e+00  9.48899808153500003982e+01  8.79634518518600076742e-03  9.87969985611499964762e+02  9.65651979476200067438e+04  2.00000000000000000000e+00  1.36890601700742995522e-02
9.91805555555600051321e+01  1.76001918465199991282e+00  9.47300959232599950610e+01  1.08060144973500006638e-02  9.87859942445999990923e+02  1.04874356786300006206e+05  2.00000000000000000000e+00  1.99892499572165011079e-02
9.91875000000000000000e+01  1.72999999999999998224e+00  9.47999999999999971578e+01  1.28156838095199992339e-02  9.87600000000000022737e+02  1.13183515625000000000e+05  2.00000000000000000000e+00  1.96728550220508016655e-02
9.91944444444399948679e+01  1.62003197442000002049e+00  9.51299808153499952823e+01  1.44881579999999992453e-02  9.87480031974400048966e+02  1.00926276064499994391e+05  2.00000000000000000000e+00  2.57719111418323008900e-02
9.92013888888899941776e+01  1.60000479616299995378e+00  9.57399968025600003330e+01  1.61344705000000011863e-02  9.87450022382099973584e+02  8.86690365040000033332e+04  2.00000000000000000000e+00  1.92666145853447982883e-02
9.92083333333300032564e+01  1.64999520383700004622e+00  9.52998465227800011235e+01  1.79337701587299995498e-02  9.87449966426900004990e+02  7.64117969434999977238e+04  2.76879005852299986401e+00  9.99999999999999954748e-07
9.92152777777800025660e+01  1.70002238209500000643e+00  9.48300031974400070567e+01  2.27673151322700002830e-02  9.87310003197399964847e+02  6.26846914318299968727e+04  2.00000000000000000000e+00  9.99999999999999954748e-07
9.92222222222199974340e+01  1.62000639488400000054e+00  9.46800223820900015426e+01  2.76008601058299989084e-02  9.87200041566699951545e+02  4.89575859119200031273e+04  2.00000000000000000000e+00  9.99999999999999954748e-07
9.92291666666699967436e+01  1.59002398081500007088e+00  9.58899280575499943780e+01  3.22016001587299982578e-02  9.87189932853700042870e+02  3.52304804600799980108e+04  2.00000000000000000000e+00  9.99999999999999954748e-07
9.92361111111100058224e+01  1.53999680255799997752e+00  9.64599984012800035771e+01  2.73349401058200006109e-02  9.87040001598699973329e+02  3.36786009056800030521e+04  2.00000000000000000000e+00  2.16014985679005011576e-02
9.92430555555600051321e+01  1.60993605116000004784e+00  9.65599488409300050762e+01  2.24682800529099994946e-02  9.86850070343700053854e+02  3.21267213512800008175e+04  2.00000000000000000000e+00  7.73684599278377967135e-03
9.92500000000000000000e+01  1.48999999999999999112e+00  9.62999999999999971578e+01  1.76016199999999983783e-02  9.86740000000000009095e+02  3.05748417968799985829e+04  2.00000000000000000000e+00  5.36502865308955030621e-04
9.92569444444399948679e+01  1.54001918465199993946e+00  9.62600191846500052861e+01  1.63206444708999982851e-02  9.86689936051199993017e+02  3.86004635267199992086e+04  2.39672876637800014166e+00  5.12700351914972037720e-03
9.92638888888899941776e+01  1.52000000000000001776e+00  9.48300255795400062198e+01  1.50396689417999999266e-02  9.86700000000000045475e+02  4.66260852565599998343e+04  2.00000000000000000000e+00  1.34079184360436001050e-02
9.92708333333300032564e+01  1.52000959232599996973e+00  9.48699904076700022415e+01  1.37586934126999998335e-02  9.86639966426899945873e+02  5.46517069864000004600e+04  2.00000000000000000000e+00  5.38651916761432973668e-03
9.92777777777800025660e+01  1.57999360511599995505e+00  9.45499968025600026067e+01  1.32366708465599999117e-02  9.86539955235799993716e+02  6.33263749838299991097e+04  2.00000000000000000000e+00  9.48991101681363920239e-03
9.92847222222199974340e+01  1.54000319744200009353e+00  9.49100479616299992358e+01  1.27333110581999992689e-02  9.86320038369300050363e+02  7.20010429849200008903e+04  2.00000000000000000000e+00  2.14441443392467991080e-03
9.92916666666699967436e+01  1.53999520383699994852e+00  9.61099952038400004994e+01  1.22299512698400003607e-02  9.86519947242200032633e+02  8.06757111511099938070e+04  4.45482092935800011446e+00  3.47851014160150979332e-03
9.92986111111100058224e+01  1.56999520383699997517e+00  9.69599999999999937472e+01  1.19587096388899995908e-02  9.86529977617900044606e+02  1.18897297017399992910e+05  3.23266406295000008342e+00  7.62032286387673025302e-03
9.93055555555600051321e+01  1.57001278976800007214e+00  9.71300063948799987656e+01  1.16991714444399999562e-02  9.86300025579500015738e+02  1.57118882883699989179e+05  2.00000000000000000000e+00  2.32766138847582994276e-02
9.93125000000000000000e+01  1.66999999999999992895e+00  9.74099999999999965894e+01  1.14370826190499999542e-02  9.86379999999999995453e+02  1.95340468750000000000e+05  3.50919901417899993135e+00  4.69868048117058970115e-02
9.93194444444399948679e+01  1.76000000000000000888e+00  9.70599808153500021035e+01  1.11421189947099995993e-02  9.86409961630699967827e+02  1.70940250045499997213e+05  2.42038590804900000109e+00  4.29663730011623015703e-02
