#                     time          SMEAR_TEMP_168.dat                SMEAR_RH.dat                SMEAR_CS.dat             SMEAR_PRESS.dat               SA_ground.dat                     NH3.dat
1.00000000000000000000e+02  -1.01000000000000000888e+00  7.19800000000000039790e+01  2.26478000000000009168e-03  9.93399999999999977263e+02  1.03543117187500000000e+05  2.73102114899222936373e+00
1.00006944444444442865e+02  -9.80019184652025421300e-01  7.21899872102319761780e+01  2.18567616402118520061e-03  9.93539987210231970494e+02  1.04245763019524398260e+05  4.90844311219067197527e+00
1.00013888888888885731e+02  -1.04000000000000003553e+00  7.24500367705865784274e+01  2.10657232804236987586e-03  9.93590006394884653673e+02  1.04948408851548781968e+05  2.40814505469766348966e+00
1.00020833333333328596e+02  -9.99980815347770501944e-01  7.06299136690649618231e+01  2.02746849206355498479e-03  9.93739990407673872141e+02  1.05651054683573180228e+05  4.61863984820648809659e+00
1.00027777777777771462e+02  -1.05997761790525468761e+00  7.17601342925684804186e+01  2.09306375661368320590e-03  9.93849993605115855644e+02  1.07642338537955802167e+05  2.00000000000000000000e+00
1.00034722222222228538e+02  -1.18996802557893510688e+00  7.21895619504314112191e+01  2.16221719576724542844e-03  9.93939984012789523149e+02  1.09633622399544197833e+05  2.00000000000000000000e+00
1.00041666666666671404e+02  -1.23997601918471311855e+00  7.10202637889681511751e+01  2.23137063492066627102e-03  9.94099942446043314703e+02  1.11624906217027848470e+05  2.05671465927164476284e+00
1.00048611111111114269e+02  -1.31999360511537822127e+00  7.22099856115095946052e+01  2.23493461111111142020e-03  9.94040017585932673683e+02  1.05725031228018575348e+05  2.00000000000000000000e+00
1.00055555555555557135e+02  -1.32000639488400861588e+00  7.40299360511599218171e+01  2.23519155555555563974e-03  9.94200044764188078261e+02  9.98251562390092876740e+04  2.00000000000000000000e+00
1.00062500000000000000e+02  -1.37000000000000010658e+00  7.31800000000000068212e+01  2.23531285714285684121e-03  9.94129999999999995453e+02  9.39252812500000000000e+04  2.00000000000000000000e+00
1.00069444444444442865e+02  -1.39000639488400845600e+00  7.23198401278997806685e+01  2.23368587301587271168e-03  9.94409961630695875101e+02  1.09067010388459559181e+05  2.00000000000000000000e+00
1.00076388888888885731e+02  -1.48000319744231090269e+00  7.26900735411731488966e+01  2.23205888888888901583e-03  9.94489972821740366271e+02  1.24208739526919118362e+05  3.26404580963321588882e+00
1.00083333333333328596e+02  -1.49002877697834423820e+00  7.17102637889681489014e+01  2.22749396825399660627e-03  9.94550004796162966159e+02  1.39350468665378662990e+05  2.00000000000000000000e+00
1.00090277777777771462e+02  -1.50000639488421305678e+00  6.93298944844104880758e+01  2.16465997354501867370e-03  9.94669984012789427652e+02  1.30334278662635493674e+05  2.00000000000000000000e+00
1.00097222222222228538e+02  -1.39998721023157401966e+00  6.89697601918420133416e+01  2.10182597883591237159e-03  9.94740031974421071936e+02  1.21318088524864506326e+05  2.00000000000000000000e+00
1.00104166666666671404e+02  -1.35000479616305746333e+00  6.54702973621095623002e+01  2.03876523809518083244e-03  9.94850004796163034371e+02  1.12301898388116562273e+05  2.00000000000000000000e+00
1.00111111111111114269e+02  -1.35000799360577738994e+00  6.55999632294134187305e+01  1.96648349206345399165e-03  9.94980003197442329110e+02  1.03465466112911031814e+05  2.00000000000000000000e+00
1.00118055555555557135e+02  -1.37000000000000010658e+00  6.61396994404516078703e+01  1.89420174603172693402e-03  9.95209884892087870867e+02  9.46290338377055159071e+04  2.00000000000000000000e+00
1.00125000000000000000e+02  -1.48999999999999999112e+00  6.40400000000000062528e+01  1.82192000000000009323e-03  9.95230000000000018190e+02  8.57926015625000000000e+04  2.00000000000000000000e+00
1.00131944444444442865e+02  -1.57000639488400861588e+00  6.61097633892916860532e+01  1.79505161375662102875e-03  9.95279999999999972715e+02  8.64997812486826151144e+04  2.00000000000000000000e+00
1.00138888888888885731e+02  -1.71001119104808796401e+00  6.61401534772309247501e+01  1.76818322751324174744e-03  9.95549980815346089003e+02  8.72069609348652302288e+04  2.00000000000000000000e+00
1.00145833333333328596e+02  -1.96001918465222946253e+00  6.59399760191847121860e+01  1.74131484126986268296e-03  9.95540091127098094148e+02  8.79141406210478453431e+04  2.00000000000000000000e+00
1.00152777777777771462e+02  -2.06998721023157372656e+00  6.67199136690631178226e+01  1.68948164021169577875e-03  9.95769993605115814717e+02  9.41663020716820901725e+04  2.00000000000000000000e+00
1.00159722222222228538e+02  -2.12999999999999989342e+00  6.65200223820947371678e+01  1.63703455026451244296e-03  9.95869990407673640220e+02  1.00418463553317909827e+05  2.00000000000000000000e+00
1.00166666666666671404e+02  -2.26001438848917191038e+00  6.70699760191847076385e+01  1.58458746031743666002e-03  9.96069971223021752849e+02  1.06670625050610717153e+05  2.00000000000000000000e+00
1.00173611111111114269e+02  -2.39000000000000012434e+00  6.73100159872115568760e+01  1.55932777777777328496e-03  9.96110003197442324563e+02  1.15726661492073821137e+05  2.00000000000000000000e+00
1.00180555555555557135e+02  -2.45998721023198285707e+00  6.78996930455676022120e+01  1.53543888888889074225e-03  9.96299904076739835546e+02  1.24782697933536910568e+05  2.00000000000000000000e+00
1.00187500000000000000e+02  -2.52999999999999980460e+00  6.84000000000000056843e+01  1.51155000000000819954e-03  9.96470000000000027285e+02  1.33838734375000000000e+05  2.00000000000000000000e+00
1.00194444444444442865e+02  -2.64002557953603389507e+00  6.77700831334921076632e+01  1.47712444444445803113e-03  9.96580108713028153034e+02  1.55285708293380361283e+05  2.00000000000000000000e+00
