280   2.00  1 
285   1.50  1
290   1.20  1
295   0.90  1
300   0.68  1
305   0.51  1
310   0.39  1
315   0.29  1
320   0.22  1
325   0.16  1
330   0.13  1
335   0.10  1
340   0.07  1
345   0.05  1
350   0.04  1



