      9.400000000000e+01      1.729237691841e+00      8.437901229188e-02      3.417590220216e-01      4.286015902509e-01      8.401504683232e-01      4.317163198845e-01      1.588359548176e-02      1.240480541313e-02      1.151071083502e-01      8.771178039196e-02      3.633443275035e-02      3.102363362409e-02      8.687948128624e-03      4.885310155714e-02
      9.400694444444e+01      1.707529800175e+00      8.382081894786e-02      3.416955922460e-01      4.299119969068e-01      8.362239108660e-01      4.315593436238e-01      1.697423708648e-02      1.294289359328e-02      1.144683503160e-01      8.806781961205e-02      3.603130870309e-02      3.104137897666e-02      9.264916899142e-03      4.786830836180e-02
      9.401388888889e+01      1.685821908508e+00      8.326262560384e-02      3.416321624703e-01      4.312224035628e-01      8.322973534087e-01      4.314023673631e-01      1.806487869121e-02      1.348098177343e-02      1.138295922819e-01      8.842385883213e-02      3.572818465583e-02      3.105912432922e-02      9.841885669660e-03      4.688351516647e-02
      9.402083333333e+01      1.664114016841e+00      8.270443225983e-02      3.415687326947e-01      4.325328102188e-01      8.283707959514e-01      4.312453911024e-01      1.915552029593e-02      1.401906995358e-02      1.131908342477e-01      8.877989805222e-02      3.542506060857e-02      3.107686968178e-02      1.041885444018e-02      4.589872197113e-02
      9.402777777778e+01      1.642406125175e+00      8.214623891581e-02      3.415053029190e-01      4.338432168748e-01      8.244442384942e-01      4.310884148418e-01      2.024616190066e-02      1.455715813373e-02      1.125520762135e-01      8.913593727230e-02      3.512193656131e-02      3.109461503435e-02      1.099582321070e-02      4.491392877579e-02
      9.403472222222e+01      1.620698233508e+00      8.158804557179e-02      3.414418731434e-01      4.351536235308e-01      8.205176810369e-01      4.309314385811e-01      2.133680350538e-02      1.509524631388e-02      1.119133181793e-01      8.949197649239e-02      3.481881251405e-02      3.111236038691e-02      1.157279198122e-02      4.392913558045e-02
      9.404166666667e+01      1.598990341841e+00      8.102985222777e-02      3.413784433678e-01      4.364640301868e-01      8.165911235796e-01      4.307744623204e-01      2.242744511011e-02      1.563333449404e-02      1.112745601451e-01      8.984801571248e-02      3.451568846679e-02      3.113010573948e-02      1.214976075173e-02      4.294434238511e-02
      9.404861111111e+01      1.577282450175e+00      8.047165888376e-02      3.413150135921e-01      4.377744368427e-01      8.126645661224e-01      4.306174860597e-01      2.351808671483e-02      1.617142267419e-02      1.106358021109e-01      9.020405493256e-02      3.421256441953e-02      3.114785109204e-02      1.272672952225e-02      4.195954918977e-02
      9.405555555556e+01      1.555574558508e+00      7.991346553974e-02      3.412515838165e-01      4.390848434987e-01      8.087380086651e-01      4.304605097990e-01      2.460872831956e-02      1.670951085434e-02      1.099970440767e-01      9.056009415265e-02      3.390944037227e-02      3.116559644460e-02      1.330369829277e-02      4.097475599444e-02
      9.406250000000e+01      1.533866666841e+00      7.935527219572e-02      3.411881540408e-01      4.403952501547e-01      8.048114512079e-01      4.303035335383e-01      2.569936992428e-02      1.724759903449e-02      1.093582860425e-01      9.091613337273e-02      3.360631632501e-02      3.118334179717e-02      1.388066706329e-02      3.998996279910e-02
      9.406944444444e+01      1.512158775175e+00      7.879707885171e-02      3.411247242652e-01      4.417056568107e-01      8.008848937506e-01      4.301465572777e-01      2.679001152901e-02      1.778568721464e-02      1.087195280083e-01      9.127217259282e-02      3.330319227775e-02      3.120108714973e-02      1.445763583380e-02      3.900516960376e-02
